"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-05-07,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
20,0271(brokerage business),92,53,20,0013(brokerage business),204,-4,20,0003(brokerage business),23,0
Total,,11127,5682,Total,,13886,978,Total,,3750,98
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：agall,,,,,,,2026-05-07,,,,
Name of FF Member/OSBP,1588625,804750,Name of FF Member/OSBP,460375,13174,Name of FF Member/OSBP,339981,10071,,,
Name of Non-FF Member/OSNBP,6139,3082,Name of Non-FF Member/OSNBP,22090,-1688,Name of Non-FF Member/OSNBP,142484,1415,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ag2605,,,,,,,,,,2026-05-07,
1,0148(brokerage business),302,90,1,0339(brokerage business),900,0,1,0082(brokerage business),572,0
2,0272(brokerage business),274,24,2,0043(brokerage business),864,-2,2,0253(brokerage business),408,10
3,0186(brokerage business),172,4,3,0004(brokerage business),554,6,3,0240(brokerage business),402,-2
4,0001(brokerage business),168,-50,4,0268(brokerage business),302,-12,4,0001(brokerage business),244,-168
5,0077(brokerage business),150,150,5,0077(brokerage business),274,0,5,0034(brokerage business),214,0
6,0240(brokerage business),146,-46,6,0082(brokerage business),228,0,6,0042(brokerage business),210,0
7,0058(brokerage business),142,16,7,0240(brokerage business),222,-16,7,0272(brokerage business),178,-214
8,0275(brokerage business),130,-7,8,0272(brokerage business),114,-16,8,0009(brokerage business),162,0
9,0004(brokerage business),88,40,9,0148(brokerage business),98,-142,9,0103(brokerage business),118,0
10,0151(brokerage business),86,64,10,0123(brokerage business),74,-4,10,0321(brokerage business),118,0
11,0163(brokerage business),86,34,11,0321(brokerage business),70,-30,11,0059(brokerage business),114,0
12,0274(brokerage business),80,32,12,0151(brokerage business),54,-68,12,0049(brokerage business),106,-2
13,0259(brokerage business),78,-20,13,0277(brokerage business),44,-2,13,0148(brokerage business),96,-56
14,0271(brokerage business),72,-8,14,0288(brokerage business),40,-12,14,0163(brokerage business),62,0
15,0308(brokerage business),48,47,15,0034(brokerage business),34,0,15,0004(brokerage business),18,-2
16,0096(brokerage business),30,20,16,0275(brokerage business),32,-30,16,0069(brokerage business),18,0
17,0321(brokerage business),30,30,17,0253(brokerage business),30,-4,17,0268(brokerage business),18,-6
18,0338(brokerage business),30,30,18,0171(brokerage business),22,0,18,0030(brokerage business),10,0
19,0268(brokerage business),22,10,19,0163(brokerage business),16,-10,19,0275(brokerage business),10,0
20,0042(brokerage business),20,-40,20,0009(brokerage business),14,0,20,0007(brokerage business),4,0
Total,,2154,420,Total,,3986,-342,Total,,3082,-440
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ag2606,,,,,,,,,,2026-05-07,
1,0004(brokerage business),132048,68710,1,0004(brokerage business),14453,1528,1,0148(brokerage business),19195,-447
2,0148(brokerage business),90587,44863,2,0148(brokerage business),13478,-470,2,0004(brokerage business),11184,400
3,0240(brokerage business),38263,19908,3,0272(brokerage business),8903,670,3,0163(brokerage business),10018,575
4,0253(brokerage business),37770,20281,4,0163(brokerage business),7254,-203,4,0049(brokerage business),7860,719
5,0163(brokerage business),36541,15508,5,0082(brokerage business),6855,-116,5,0139(brokerage business),6189,152
6,0272(brokerage business),28696,15711,6,0103(brokerage business),6257,391,6,0006(brokerage business),5206,-1147
7,0081(brokerage business),25650,12916,7,0288(brokerage business),5533,24,7,0315(brokerage business),4790,89
8,0308(brokerage business),23030,13916,8,0253(brokerage business),5165,-47,8,0137(brokerage business),4625,3
9,0275(brokerage business),21865,5790,9,0034(brokerage business),5009,-430,9,0253(brokerage business),4405,-817
10,0034(brokerage business),20514,10837,10,0268(brokerage business),4828,190,10,0009(brokerage business),4203,-16
11,0268(brokerage business),18384,11709,11,0240(brokerage business),4374,-195,11,0272(brokerage business),4154,754
12,0186(brokerage business),15862,9550,12,0042(brokerage business),4338,-32,12,0001(brokerage business),3986,89
13,0298(brokerage business),14546,8447,13,0069(brokerage business),4040,-151,13,0240(brokerage business),3461,14
14,0259(brokerage business),14258,6989,14,0123(brokerage business),3169,-49,14,0288(brokerage business),3350,52
15,0043(brokerage business),12754,8541,15,0081(brokerage business),3029,-269,15,0034(brokerage business),3198,158
16,0288(brokerage business),11853,5970,16,0161(brokerage business),2799,-5,16,0268(brokerage business),3187,104
17,0019(brokerage business),11310,6849,17,0323(brokerage business),2737,10,17,0096(brokerage business),2525,-126
18,0137(brokerage business),10213,5214,18,0096(brokerage business),2703,-217,18,0275(brokerage business),2127,166
19,0323(brokerage business),10062,5731,19,0298(brokerage business),2590,-141,19,0042(brokerage business),2080,7
20,0009(brokerage business),10044,6124,20,0275(brokerage business),2537,-529,20,0103(brokerage business),2076,-304
Total,,584250,303564,Total,,110051,-41,Total,,107819,425
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ag2608,,,,,,,,,,2026-05-07,
1,0004(brokerage business),81761,38315,1,0103(brokerage business),12790,1379,1,0163(brokerage business),13338,423
2,0148(brokerage business),52329,28237,2,0004(brokerage business),11467,2027,2,0148(brokerage business),11005,902
3,0253(brokerage business),27457,14128,3,0148(brokerage business),10278,1519,3,0372(brokerage business),9021,70
4,0240(brokerage business),23944,11659,4,0082(brokerage business),7903,78,4,0004(brokerage business),5917,1500
5,0163(brokerage business),20172,10565,5,0272(brokerage business),7398,-852,5,0272(brokerage business),5132,456
6,0308(brokerage business),18656,13375,6,0043(brokerage business),6816,-180,6,0049(brokerage business),4809,831
7,0081(brokerage business),18247,11825,7,0163(brokerage business),6342,591,7,0103(brokerage business),3802,-871
8,0272(brokerage business),17136,5436,8,0253(brokerage business),5751,557,8,0315(brokerage business),3105,100
9,0275(brokerage business),16052,4696,9,0049(brokerage business),5644,-30,9,0123(brokerage business),3060,14
10,0268(brokerage business),11310,7772,10,0123(brokerage business),4408,28,10,0253(brokerage business),2902,940
11,0186(brokerage business),10921,7290,11,0240(brokerage business),4083,491,11,0096(brokerage business),2149,138
12,0009(brokerage business),9463,5134,12,0239(brokerage business),2931,238,12,0139(brokerage business),2000,1
13,0059(brokerage business),7208,4562,13,0042(brokerage business),2367,-120,13,0042(brokerage business),1931,-162
14,0043(brokerage business),7149,3722,14,0081(brokerage business),2225,406,14,0240(brokerage business),1682,167
15,0123(brokerage business),6970,2220,15,0323(brokerage business),2137,270,15,0088(brokerage business),1651,-160
16,0034(brokerage business),6935,4382,16,0034(brokerage business),2125,-21,16,0034(brokerage business),1627,384
17,0298(brokerage business),6863,4513,17,0088(brokerage business),2106,117,17,0067(brokerage business),1259,-16
18,0323(brokerage business),6518,3020,18,0134(brokerage business),2046,-1,18,0274(brokerage business),1243,120
19,0299(brokerage business),5172,3200,19,0244(brokerage business),1880,49,19,0275(brokerage business),1174,525
20,0280(brokerage business),5117,2977,20,0268(brokerage business),1548,141,20,0121(brokerage business),1128,-39
Total,,359380,187028,Total,,102245,6687,Total,,77935,5323
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ag2610,,,,,,,,,,2026-05-07,
1,0004(brokerage business),18792,9401,1,0148(brokerage business),6274,804,1,0163(brokerage business),8266,-91
2,0148(brokerage business),14566,6220,2,0082(brokerage business),5565,5,2,0148(brokerage business),3625,142
3,0253(brokerage business),5686,2086,3,0240(brokerage business),4116,37,3,0049(brokerage business),2548,13
4,0275(brokerage business),4937,2123,4,0049(brokerage business),4023,2,4,0372(brokerage business),1415,5
5,0081(brokerage business),4624,3119,5,0277(brokerage business),3162,0,5,0004(brokerage business),1368,-104
6,0240(brokerage business),4353,2222,6,0272(brokerage business),2746,-266,6,0069(brokerage business),1354,19
7,0163(brokerage business),4271,1341,7,0253(brokerage business),2399,39,7,0042(brokerage business),1277,366
8,0308(brokerage business),3070,1856,8,0004(brokerage business),1911,234,8,0103(brokerage business),961,7
9,0123(brokerage business),3008,824,9,0043(brokerage business),1374,-2,9,0067(brokerage business),909,1
10,0272(brokerage business),1926,342,10,0103(brokerage business),1266,40,10,0315(brokerage business),864,0
11,0096(brokerage business),1843,282,11,0088(brokerage business),1193,-9,11,0139(brokerage business),727,4
12,0009(brokerage business),1589,931,12,0288(brokerage business),1147,-2,12,0034(brokerage business),589,-3
13,0059(brokerage business),1454,725,13,0323(brokerage business),1049,120,13,0272(brokerage business),497,-36
14,0019(brokerage business),1138,498,14,0003(brokerage business),972,-22,14,0009(brokerage business),456,0
15,0261(brokerage business),1000,1000,15,0274(brokerage business),756,99,15,0059(brokerage business),409,10
16,0259(brokerage business),932,109,16,0134(brokerage business),709,-8,16,0088(brokerage business),394,99
17,0298(brokerage business),857,613,17,0268(brokerage business),632,-10,17,0096(brokerage business),378,19
18,0042(brokerage business),837,603,18,0163(brokerage business),585,0,18,0121(brokerage business),365,19
19,0271(brokerage business),792,-200,19,0034(brokerage business),575,38,19,0274(brokerage business),351,-4
20,0043(brokerage business),678,515,20,0308(brokerage business),514,6,20,0332(brokerage business),264,16
Total,,76353,34610,Total,,40968,1105,Total,,27017,482
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ag2612,,,,,,,,,,2026-05-07,
1,0004(brokerage business),7619,3425,1,0148(brokerage business),3586,790,1,0163(brokerage business),8109,-17
2,0148(brokerage business),4642,1799,2,0272(brokerage business),3435,8,2,0025(brokerage business),4426,148
3,0275(brokerage business),2883,1037,3,0288(brokerage business),3376,14,3,0148(brokerage business),3273,18
4,0163(brokerage business),2674,1514,4,0004(brokerage business),3202,349,4,0049(brokerage business),2948,137
5,0253(brokerage business),2502,908,5,0025(brokerage business),3172,14,5,0067(brokerage business),2016,5
6,0123(brokerage business),1855,668,6,0268(brokerage business),2591,0,6,0315(brokerage business),1021,0
7,0240(brokerage business),1625,577,7,0240(brokerage business),2561,-96,7,0288(brokerage business),544,217
8,0308(brokerage business),1211,827,8,0043(brokerage business),2072,5,8,0103(brokerage business),501,2
9,0059(brokerage business),1130,764,9,0163(brokerage business),1891,31,9,0069(brokerage business),496,25
10,0081(brokerage business),1116,148,10,0049(brokerage business),1883,-39,10,0272(brokerage business),445,-27
11,0272(brokerage business),1025,569,11,0034(brokerage business),1498,-12,11,0004(brokerage business),409,62
12,0096(brokerage business),986,648,12,0001(brokerage business),1492,-19,12,0240(brokerage business),371,11
13,0259(brokerage business),829,150,13,0088(brokerage business),1350,-58,13,0320(brokerage business),336,119
14,0311(brokerage business),715,528,14,0253(brokerage business),1101,-332,14,0253(brokerage business),309,42
15,0019(brokerage business),597,362,15,0308(brokerage business),1065,40,15,0034(brokerage business),248,55
16,0320(brokerage business),578,254,16,0323(brokerage business),775,143,16,0088(brokerage business),190,1
17,0034(brokerage business),565,92,17,0103(brokerage business),653,14,17,0268(brokerage business),174,37
18,0288(brokerage business),509,176,18,0042(brokerage business),573,16,18,0058(brokerage business),150,24
19,0271(brokerage business),508,-249,19,0082(brokerage business),509,9,19,0096(brokerage business),141,-5
20,0261(brokerage business),500,498,20,0096(brokerage business),495,-5,20,0275(brokerage business),129,11
Total,,34069,14695,Total,,37280,872,Total,,26236,865
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：rball,,,,,,,2026-05-07,,,,
Name of FF Member/OSBP,1917132,292100,Name of FF Member/OSBP,2732739,97620,Name of FF Member/OSBP,2732739,97620,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：rb2605,,,,,,,,,,2026-05-07,
1,0103(brokerage business),930,870,1,0163(brokerage business),1830,-30,1,0004(brokerage business),3150,-30
2,0151(brokerage business),510,86,2,0004(brokerage business),900,240,2,0042(brokerage business),1020,-480
3,0259(brokerage business),510,90,3,0058(brokerage business),750,-30,3,0259(brokerage business),720,-210
4,0042(brokerage business),480,240,4,0161(brokerage business),540,-150,4,0103(brokerage business),570,-900
5,0240(brokerage business),480,400,5,0076(brokerage business),510,0,5,0275(brokerage business),450,0
6,0338(brokerage business),360,355,6,0171(brokerage business),450,120,6,0077(brokerage business),300,0
7,0004(brokerage business),330,30,7,0238(brokerage business),420,0,7,0277(brokerage business),300,0
8,0148(brokerage business),270,-9,8,0148(brokerage business),390,-210,8,0418(brokerage business),300,0
9,0034(brokerage business),240,-91,9,0042(brokerage business),360,0,9,0047(brokerage business),240,0
10,0096(brokerage business),240,208,10,0096(brokerage business),300,-60,10,0125(brokerage business),240,0
11,0270(brokerage business),240,240,11,0125(brokerage business),270,0,11,0163(brokerage business),180,-120
12,0277(brokerage business),240,0,12,0186(brokerage business),210,0,12,0253(brokerage business),180,0
13,0272(brokerage business),210,65,13,0008(brokerage business),180,0,13,0009(brokerage business),150,0
14,0171(brokerage business),180,90,14,0072(brokerage business),180,0,14,0034(brokerage business),150,-240
15,0178(brokerage business),180,-510,15,0151(brokerage business),150,150,15,0311(brokerage business),150,-90
16,0077(brokerage business),150,-151,16,0159(brokerage business),150,0,16,0019(brokerage business),120,0
17,0161(brokerage business),150,0,17,0009(brokerage business),120,-120,17,0178(brokerage business),120,-60
18,0163(brokerage business),150,-111,18,0134(brokerage business),120,0,18,0272(brokerage business),90,-120
19,0268(brokerage business),150,42,19,0007(brokerage business),90,0,19,0319(brokerage business),90,0
20,0009(brokerage business),120,-120,20,0077(brokerage business),90,-150,20,0096(brokerage business),60,0
Total,,6120,1724,Total,,8010,-240,Total,,8580,-2250
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：rb2607,,,,,,,,,,2026-05-07,
1,0163(brokerage business),27679,-2915,1,0148(brokerage business),37551,-1314,1,0004(brokerage business),27396,1485
2,0004(brokerage business),11021,132,2,0274(brokerage business),23812,158,2,0274(brokerage business),23916,-625
3,0148(brokerage business),10524,-1154,3,0081(brokerage business),22366,335,3,0081(brokerage business),22219,217
4,0253(brokerage business),6494,-1093,4,0004(brokerage business),21168,734,4,0082(brokerage business),18850,1232
5,0082(brokerage business),5675,183,5,0082(brokerage business),17355,599,5,0148(brokerage business),18315,-20
6,0268(brokerage business),4406,829,6,0323(brokerage business),17291,-16,6,0323(brokerage business),16741,15
7,0103(brokerage business),3914,958,7,0151(brokerage business),16292,47,7,0151(brokerage business),16519,84
8,0259(brokerage business),3759,1367,8,0268(brokerage business),15211,-4,8,0268(brokerage business),15684,-582
9,0123(brokerage business),3615,-6620,9,0272(brokerage business),14971,146,9,0272(brokerage business),15344,90
10,0096(brokerage business),3390,1037,10,0139(brokerage business),14902,423,10,0139(brokerage business),14751,355
11,0081(brokerage business),3238,-702,11,0163(brokerage business),10446,118,11,0069(brokerage business),10151,70
12,0043(brokerage business),2445,1192,12,0069(brokerage business),10441,-27,12,0163(brokerage business),10117,-1375
13,0186(brokerage business),2423,1502,13,0186(brokerage business),9614,-933,13,0103(brokerage business),9442,2353
14,0034(brokerage business),2138,118,14,0253(brokerage business),6782,159,14,0259(brokerage business),8811,586
15,0139(brokerage business),1590,-1497,15,0259(brokerage business),6020,61,15,0186(brokerage business),7750,-1088
16,0272(brokerage business),1516,-1667,16,0238(brokerage business),5637,-21,16,0253(brokerage business),7559,103
17,0076(brokerage business),1313,1304,17,0103(brokerage business),5329,785,17,0238(brokerage business),5860,-9
18,0275(brokerage business),1206,-2457,18,0096(brokerage business),4729,685,18,0019(brokerage business),5185,516
19,0240(brokerage business),1149,651,19,0088(brokerage business),4487,0,19,0096(brokerage business),5151,369
20,0335(brokerage business),952,545,20,0138(brokerage business),4296,-7,20,0034(brokerage business),5064,301
Total,,98447,-8287,Total,,268700,1928,Total,,264825,4077
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：rb2609,,,,,,,,,,2026-05-07,
1,0163(brokerage business),12703,4503,1,0268(brokerage business),19381,-7,1,0268(brokerage business),18837,-25
2,0148(brokerage business),5636,301,2,0323(brokerage business),14443,140,2,0323(brokerage business),14146,153
3,0253(brokerage business),3198,2075,3,0081(brokerage business),13705,-37,3,0081(brokerage business),13019,4
4,0259(brokerage business),1956,-80,4,0082(brokerage business),13268,5,4,0139(brokerage business),12756,342
5,0081(brokerage business),1759,-372,5,0096(brokerage business),12822,343,5,0148(brokerage business),12715,844
6,0004(brokerage business),1656,134,6,0139(brokerage business),12673,270,6,0082(brokerage business),12519,10
7,0275(brokerage business),1465,26,7,0004(brokerage business),12321,413,7,0096(brokerage business),12192,366
8,0082(brokerage business),1353,-1197,8,0163(brokerage business),10502,725,8,0163(brokerage business),11067,258
9,0096(brokerage business),1287,274,9,0253(brokerage business),10164,179,9,0004(brokerage business),10313,365
10,0268(brokerage business),1228,-378,10,0148(brokerage business),9817,804,10,0151(brokerage business),9386,510
11,0151(brokerage business),1082,480,11,0151(brokerage business),9543,524,11,0253(brokerage business),9338,65
12,0139(brokerage business),1044,-706,12,0103(brokerage business),6538,218,12,0103(brokerage business),8374,225
13,0123(brokerage business),687,47,13,0272(brokerage business),6436,-29,13,0069(brokerage business),5825,180
14,0019(brokerage business),502,72,14,0069(brokerage business),5893,186,14,0272(brokerage business),5727,-9
15,0103(brokerage business),487,-699,15,0259(brokerage business),3779,-305,15,0259(brokerage business),5545,-305
16,0069(brokerage business),482,56,16,0138(brokerage business),2613,0,16,0275(brokerage business),3258,22
17,0323(brokerage business),475,111,17,0349(brokerage business),1463,-8,17,0138(brokerage business),2652,-6
18,0177(brokerage business),318,10,18,0077(brokerage business),1197,-1,18,0349(brokerage business),1452,1
19,0186(brokerage business),299,158,19,0275(brokerage business),1086,-93,19,0077(brokerage business),1337,3
20,0272(brokerage business),260,-1902,20,0123(brokerage business),894,-29,20,0019(brokerage business),1035,93
Total,,37877,2913,Total,,168538,3298,Total,,171493,3096
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：rb2610,,,,,,,,,,2026-05-07,
1,0004(brokerage business),233888,64203,1,0148(brokerage business),293219,7126,1,0004(brokerage business),216558,-560
2,0148(brokerage business),169681,7885,2,0163(brokerage business),205427,9892,2,0103(brokerage business),164292,6438
3,0163(brokerage business),159873,24397,3,0004(brokerage business),155936,7400,3,0148(brokerage business),153112,2971
4,0253(brokerage business),119932,41883,4,0239(brokerage business),103813,18368,4,0163(brokerage business),99327,903
5,0259(brokerage business),56949,17499,5,0272(brokerage business),72893,2675,5,0253(brokerage business),75425,8244
6,0272(brokerage business),51790,4413,6,0103(brokerage business),67101,1814,6,0058(brokerage business),66701,2708
7,0034(brokerage business),37349,5977,7,0253(brokerage business),64873,4368,7,0272(brokerage business),60869,349
8,0103(brokerage business),35794,-1805,8,0335(brokerage business),52486,4516,8,0034(brokerage business),57672,3411
9,0186(brokerage business),32082,9862,9,0123(brokerage business),46535,5075,9,0082(brokerage business),51499,1446
10,0275(brokerage business),26673,3654,10,0059(brokerage business),44972,3567,10,0125(brokerage business),51278,1353
11,0268(brokerage business),25101,7203,11,0268(brokerage business),41724,663,11,0274(brokerage business),45223,-247
12,0123(brokerage business),24836,5707,12,0034(brokerage business),41262,-5660,12,0123(brokerage business),39319,643
13,0081(brokerage business),23493,12406,13,0274(brokerage business),38257,1216,13,0007(brokerage business),36259,-458
14,0239(brokerage business),22663,9964,14,0153(brokerage business),36574,-3024,14,0259(brokerage business),35633,3182
15,0096(brokerage business),20836,5842,15,0240(brokerage business),31129,1212,15,0275(brokerage business),34198,4244
16,0042(brokerage business),18993,3159,16,0082(brokerage business),29715,2158,16,0059(brokerage business),31126,-632
17,0240(brokerage business),18913,-4418,17,0323(brokerage business),28687,1211,17,0096(brokerage business),30103,1641
18,0043(brokerage business),18677,9605,18,0161(brokerage business),28608,2534,18,0069(brokerage business),29401,1270
19,0389(brokerage business),18513,-1969,19,0311(brokerage business),26560,4232,19,0121(brokerage business),28138,512
20,0274(brokerage business),18333,4142,20,0288(brokerage business),25293,4602,20,0178(brokerage business),27914,-378
Total,,1134369,229609,Total,,1435064,73945,Total,,1334047,37040
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：hcall,,,,,,,2026-05-07,,,,
Name of FF Member/OSBP,1234344,-120836,Name of FF Member/OSBP,2605353,45183,Name of FF Member/OSBP,2605353,45183,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：hc2605,,,,,,,,,,2026-05-07,
1,0103(brokerage business),870,630,1,0004(brokerage business),8340,0,1,0007(brokerage business),13770,0
2,0249(brokerage business),570,570,2,0103(brokerage business),6930,-870,2,0047(brokerage business),4740,0
3,0272(brokerage business),360,60,3,0161(brokerage business),4200,0,3,0019(brokerage business),3990,0
4,0004(brokerage business),330,-30,4,0311(brokerage business),3480,0,4,0259(brokerage business),3330,0
5,0008(brokerage business),270,270,5,0096(brokerage business),3120,120,5,0339(brokerage business),3090,0
6,0259(brokerage business),270,-180,6,0003(brokerage business),1800,0,6,0034(brokerage business),2460,0
7,0277(brokerage business),240,-180,7,0123(brokerage business),1800,0,7,0103(brokerage business),2070,0
8,0009(brokerage business),180,180,8,0240(brokerage business),1800,0,8,0096(brokerage business),1890,0
9,0042(brokerage business),180,180,9,0008(brokerage business),1770,30,9,0123(brokerage business),1860,-60
10,0067(brokerage business),180,60,10,0076(brokerage business),1500,0,10,0277(brokerage business),1740,-180
11,0151(brokerage business),180,-90,11,0153(brokerage business),1470,0,11,0004(brokerage business),1590,-210
12,0268(brokerage business),180,78,12,0067(brokerage business),1410,-180,12,0076(brokerage business),1260,0
13,0007(brokerage business),150,-60,13,0159(brokerage business),1380,0,13,0003(brokerage business),690,0
14,0137(brokerage business),150,-660,14,0272(brokerage business),1230,180,14,0043(brokerage business),450,0
15,0059(brokerage business),120,-90,15,0009(brokerage business),1020,-120,15,0272(brokerage business),420,180
16,0096(brokerage business),120,-60,16,0042(brokerage business),840,-120,16,0308(brokerage business),420,0
17,0163(brokerage business),120,-93,17,0059(brokerage business),810,-120,17,0163(brokerage business),360,-120
18,0254(brokerage business),90,90,18,0148(brokerage business),600,0,18,0171(brokerage business),330,0
19,0086(brokerage business),60,60,19,0034(brokerage business),510,0,19,0008(brokerage business),240,240
20,0123(brokerage business),60,0,20,0418(brokerage business),510,0,20,0058(brokerage business),150,0
Total,,4680,735,Total,,44520,-1080,Total,,44850,-150
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：hc2607,,,,,,,,,,2026-05-07,
1,0004(brokerage business),12461,-3333,1,0148(brokerage business),34589,-1728,1,0268(brokerage business),27138,316
2,0163(brokerage business),11387,-6787,2,0268(brokerage business),27239,312,2,0081(brokerage business),21169,-645
3,0148(brokerage business),10453,-7701,3,0081(brokerage business),22056,-537,3,0240(brokerage business),17543,155
4,0253(brokerage business),4888,149,4,0004(brokerage business),19365,790,4,0148(brokerage business),16525,111
5,0268(brokerage business),3332,-1050,5,0253(brokerage business),16197,45,5,0004(brokerage business),16302,181
6,0043(brokerage business),2578,1383,6,0137(brokerage business),15999,680,6,0253(brokerage business),15853,9
7,0178(brokerage business),2271,-399,7,0240(brokerage business),15614,-51,7,0137(brokerage business),15692,493
8,0240(brokerage business),2172,907,8,0161(brokerage business),15059,-1,8,0161(brokerage business),15201,9
9,0081(brokerage business),1842,-1448,9,0139(brokerage business),14662,296,9,0139(brokerage business),14690,292
10,0137(brokerage business),1545,495,10,0178(brokerage business),14590,-321,10,0178(brokerage business),14617,-348
11,0103(brokerage business),1394,-1681,11,0323(brokerage business),14072,15,11,0323(brokerage business),14008,-1
12,0274(brokerage business),1226,409,12,0048(brokerage business),9007,-603,12,0048(brokerage business),9021,-580
13,0048(brokerage business),1215,505,13,0157(brokerage business),6471,116,13,0019(brokerage business),6477,80
14,0259(brokerage business),1109,-1888,14,0019(brokerage business),6445,80,14,0157(brokerage business),6447,127
15,0161(brokerage business),1046,-1854,15,0259(brokerage business),4089,-127,15,0103(brokerage business),5618,262
16,0139(brokerage business),760,-808,16,0103(brokerage business),3159,234,16,0008(brokerage business),4740,230
17,0008(brokerage business),710,659,17,0088(brokerage business),3023,0,17,0259(brokerage business),3970,-220
18,0019(brokerage business),452,66,18,0274(brokerage business),2870,558,18,0003(brokerage business),3935,0
19,0277(brokerage business),409,-78,19,0311(brokerage business),1779,22,19,0088(brokerage business),3023,0
20,0275(brokerage business),365,-359,20,0009(brokerage business),1675,38,20,0059(brokerage business),2448,1
Total,,61615,-22813,Total,,247960,-182,Total,,234417,472
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：hc2609,,,,,,,,,,2026-05-07,
1,0004(brokerage business),4289,1304,1,0268(brokerage business),22560,249,1,0268(brokerage business),22743,239
2,0163(brokerage business),4216,815,2,0323(brokerage business),14176,143,2,0323(brokerage business),14123,132
3,0096(brokerage business),3945,1424,3,0004(brokerage business),11042,62,3,0004(brokerage business),12459,-21
4,0148(brokerage business),3878,1118,4,0139(brokerage business),10492,580,4,0139(brokerage business),10480,582
5,0268(brokerage business),2540,61,5,0081(brokerage business),10149,-1,5,0081(brokerage business),10047,-35
