"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-08-24,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
20,0103(brokerage business),1925,415,20,0274(brokerage business),2248,59,20,0081(brokerage business),2818,150
Total,,102975,16634,Total,,130108,10706,Total,,132215,6359
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2611,,,,,,,,,,2026-08-24,
1,0148(brokerage business),7058,3629,1,0148(brokerage business),7025,997,1,0148(brokerage business),8815,-769
2,0004(brokerage business),4612,2087,2,0004(brokerage business),4959,177,2,0004(brokerage business),7086,49
3,0163(brokerage business),4004,607,3,0239(brokerage business),4596,913,3,0372(brokerage business),3594,489
4,0067(brokerage business),3149,3109,4,0268(brokerage business),3252,-10,4,0042(brokerage business),3361,-421
5,0308(brokerage business),2539,920,5,0163(brokerage business),3248,576,5,0163(brokerage business),3293,140
6,0138(brokerage business),1730,1718,6,0049(brokerage business),2917,-30,6,0049(brokerage business),3080,434
7,0042(brokerage business),1605,1233,7,0034(brokerage business),2677,-33,7,0034(brokerage business),2714,795
8,0275(brokerage business),1287,-127,8,0272(brokerage business),2259,432,8,0253(brokerage business),2642,56
9,0259(brokerage business),1088,-481,9,0178(brokerage business),2103,38,9,0009(brokerage business),2006,201
10,0272(brokerage business),1041,4,10,0323(brokerage business),1654,64,10,0272(brokerage business),1821,-289
11,0034(brokerage business),1022,787,11,0103(brokerage business),1473,53,11,0138(brokerage business),1739,1680
12,0239(brokerage business),1019,249,12,0274(brokerage business),1448,37,12,0315(brokerage business),1592,0
13,0253(brokerage business),780,379,13,0125(brokerage business),1430,-26,13,0169(brokerage business),1429,-37
14,0019(brokerage business),748,310,14,0096(brokerage business),1381,78,14,0067(brokerage business),1348,1080
15,0244(brokerage business),736,419,15,0335(brokerage business),1374,585,15,0308(brokerage business),1214,-259
16,0049(brokerage business),646,298,16,0025(brokerage business),1256,-216,16,0321(brokerage business),1191,295
17,0372(brokerage business),634,462,17,0031(brokerage business),1110,-4,17,0069(brokerage business),1119,16
18,0335(brokerage business),589,488,18,0253(brokerage business),1076,-222,18,0240(brokerage business),846,43
19,0333(brokerage business),580,299,19,0137(brokerage business),1030,-57,19,0096(brokerage business),770,43
20,0096(brokerage business),545,193,20,0321(brokerage business),1010,8,20,0018(brokerage business),750,36
Total,,35412,16583,Total,,47278,3360,Total,,50410,3582
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2612,,,,,,,,,,2026-08-24,
1,0163(brokerage business),1876,-337,1,0148(brokerage business),5401,41,1,0148(brokerage business),10396,-962
2,0148(brokerage business),1655,525,2,0136(brokerage business),4005,0,2,0004(brokerage business),8707,35
3,0272(brokerage business),1193,101,3,0004(brokerage business),3352,100,3,0049(brokerage business),8633,26
4,0333(brokerage business),963,178,4,0049(brokerage business),3128,-23,4,0272(brokerage business),4432,3
5,0308(brokerage business),838,311,5,0274(brokerage business),2823,101,5,0125(brokerage business),3135,46
6,0004(brokerage business),821,-90,6,0003(brokerage business),2291,9,6,0169(brokerage business),2425,50
7,0034(brokerage business),665,133,7,0034(brokerage business),2051,0,7,0082(brokerage business),2089,-8
8,0103(brokerage business),642,542,8,0069(brokerage business),2015,-4,8,0163(brokerage business),1803,-140
9,0275(brokerage business),510,-19,9,0031(brokerage business),1992,-2,9,0034(brokerage business),1797,497
10,0259(brokerage business),456,99,10,0178(brokerage business),1937,21,10,0096(brokerage business),1776,76
11,0335(brokerage business),311,176,11,0042(brokerage business),1854,-3,11,0042(brokerage business),1562,175
12,0096(brokerage business),266,-295,12,0081(brokerage business),1851,-34,12,0025(brokerage business),1516,23
13,0042(brokerage business),256,32,13,0272(brokerage business),1691,-132,13,0372(brokerage business),1503,-20
14,0240(brokerage business),232,-130,14,0077(brokerage business),1648,13,14,0253(brokerage business),1372,3
15,0048(brokerage business),220,190,15,0025(brokerage business),1630,-11,15,0139(brokerage business),1183,1
16,0082(brokerage business),217,33,16,0338(brokerage business),1614,-5,16,0240(brokerage business),1146,-12
17,0123(brokerage business),210,-221,17,0323(brokerage business),1544,2,17,0067(brokerage business),1106,16
18,0178(brokerage business),203,124,18,0103(brokerage business),1458,354,18,0103(brokerage business),931,6
19,0007(brokerage business),191,127,19,0253(brokerage business),1317,10,19,0081(brokerage business),791,-18
20,0323(brokerage business),177,112,20,0163(brokerage business),1281,-338,20,0003(brokerage business),761,-35
Total,,11902,1591,Total,,44883,99,Total,,57064,-238
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2701,,,,,,,,,,2026-08-24,
1,0004(brokerage business),1156,897,1,0148(brokerage business),3148,136,1,0148(brokerage business),8591,67
2,0163(brokerage business),1004,-389,2,0049(brokerage business),2433,-10,2,0049(brokerage business),5375,-15
3,0333(brokerage business),625,307,3,0004(brokerage business),2390,805,3,0272(brokerage business),3955,88
4,0272(brokerage business),582,330,4,0136(brokerage business),2148,-46,4,0103(brokerage business),1433,5
5,0148(brokerage business),401,23,5,0034(brokerage business),1697,6,5,0004(brokerage business),1361,183
6,0096(brokerage business),350,6,6,0069(brokerage business),1675,7,6,0042(brokerage business),1011,-4
7,0103(brokerage business),327,183,7,0323(brokerage business),1294,-14,7,0372(brokerage business),945,5
8,0275(brokerage business),303,-132,8,0031(brokerage business),1236,0,8,0067(brokerage business),913,1
9,0025(brokerage business),264,264,9,0272(brokerage business),919,-122,9,0240(brokerage business),889,3
10,0308(brokerage business),223,18,10,0103(brokerage business),902,212,10,0077(brokerage business),816,7
11,0007(brokerage business),222,205,11,0177(brokerage business),858,0,11,0163(brokerage business),800,43
12,0019(brokerage business),158,144,12,0274(brokerage business),754,-31,12,0333(brokerage business),692,281
13,0081(brokerage business),129,20,13,0163(brokerage business),733,13,13,0082(brokerage business),553,0
14,0240(brokerage business),127,-97,14,0178(brokerage business),690,13,14,0009(brokerage business),452,1
15,0049(brokerage business),83,-38,15,0339(brokerage business),689,0,15,0018(brokerage business),451,-1
16,0121(brokerage business),83,23,16,0058(brokerage business),625,54,16,0069(brokerage business),277,4
17,0123(brokerage business),76,0,17,0139(brokerage business),542,1,17,0095(brokerage business),277,15
18,0276(brokerage business),72,44,18,0253(brokerage business),516,18,18,0288(brokerage business),259,1
19,0058(brokerage business),64,31,19,0338(brokerage business),506,0,19,0025(brokerage business),247,88
20,0335(brokerage business),57,48,20,0268(brokerage business),491,9,20,0169(brokerage business),211,0
Total,,6306,1887,Total,,24246,1051,Total,,29508,772
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2703,,,,,,,,,,2026-08-24,
1,0323(brokerage business),2006,2005,1,0323(brokerage business),2015,994,1,0148(brokerage business),8641,-2
2,0333(brokerage business),438,148,2,0148(brokerage business),1869,3,2,0004(brokerage business),2054,7
3,0272(brokerage business),389,-27,3,0069(brokerage business),1480,-9,3,0049(brokerage business),1710,-7
4,0163(brokerage business),255,-94,4,0049(brokerage business),1163,-9,4,0077(brokerage business),1298,37
5,0148(brokerage business),111,-39,5,0136(brokerage business),1127,0,5,0163(brokerage business),1123,-19
6,0004(brokerage business),89,-25,6,0272(brokerage business),1098,-100,6,0323(brokerage business),1042,1000
7,0077(brokerage business),67,-137,7,0003(brokerage business),976,-1,7,0422(brokerage business),1040,0
8,0178(brokerage business),67,58,8,0034(brokerage business),834,-12,8,0103(brokerage business),850,0
9,0259(brokerage business),66,-1,9,0333(brokerage business),797,-17,9,0333(brokerage business),419,-15
10,0186(brokerage business),61,-15,10,0338(brokerage business),782,0,10,0042(brokerage business),362,1
11,0240(brokerage business),61,-58,11,0031(brokerage business),758,0,11,0269(brokerage business),248,0
12,0081(brokerage business),52,-26,12,0268(brokerage business),628,1,12,0240(brokerage business),195,-11
13,0331(brokerage business),50,50,13,0253(brokerage business),543,1,13,0008(brokerage business),103,0
14,0003(brokerage business),36,36,14,0082(brokerage business),542,-1,14,0268(brokerage business),83,0
15,0095(brokerage business),29,17,15,0372(brokerage business),523,0,15,0096(brokerage business),79,9
16,0253(brokerage business),26,26,16,0042(brokerage business),381,-3,16,0272(brokerage business),70,-37
17,0238(brokerage business),23,-3,17,0004(brokerage business),368,24,17,0088(brokerage business),63,0
18,0034(brokerage business),19,3,18,0096(brokerage business),340,0,18,0274(brokerage business),63,0
19,0049(brokerage business),18,-82,19,0186(brokerage business),318,51,19,0313(brokerage business),62,0
20,0069(brokerage business),11,-12,20,0331(brokerage business),312,-50,20,0123(brokerage business),60,0
Total,,3874,1824,Total,,16854,872,Total,,19565,963
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2609,,,,,,,,,,2026-08-24,
1,8163(brokerage business),2080,-1846,1,8148(brokerage business),2810,-11,1,8148(brokerage business),2539,-78
2,8148(brokerage business),1543,-329,2,8004(brokerage business),1817,-146,2,8004(brokerage business),1450,-80
3,8253(brokerage business),1363,-103,3,8081(brokerage business),716,-54,3,8009(brokerage business),1447,2
4,8004(brokerage business),832,-289,4,8009(brokerage business),638,0,4,8081(brokerage business),949,-51
5,8308(brokerage business),444,-618,5,8323(brokerage business),619,6,5,8323(brokerage business),619,13
6,8096(brokerage business),308,-24,6,8082(brokerage business),618,6,6,8082(brokerage business),551,1
7,8272(brokerage business),301,-115,7,8048(brokerage business),411,-47,7,8048(brokerage business),403,-48
8,8081(brokerage business),273,-171,8,8184(brokerage business),391,-72,8,8096(brokerage business),372,-16
9,8082(brokerage business),221,-57,9,8103(brokerage business),373,-61,9,8240(brokerage business),315,-10
10,8048(brokerage business),197,-79,10,8163(brokerage business),289,22,10,8103(brokerage business),298,-69
11,8161(brokerage business),194,-364,11,8253(brokerage business),247,0,11,8049(brokerage business),290,-33
12,8009(brokerage business),182,-125,12,8239(brokerage business),239,7,12,8163(brokerage business),254,-88
13,8103(brokerage business),178,38,13,8001(brokerage business),123,4,13,8274(brokerage business),217,55
14,8123(brokerage business),168,-366,14,8311(brokerage business),98,22,14,8308(brokerage business),147,42
15,8184(brokerage business),142,-92,15,8272(brokerage business),87,-7,15,8025(brokerage business),100,0
16,8067(brokerage business),134,62,16,8259(brokerage business),86,11,16,8161(brokerage business),55,-29
17,8240(brokerage business),90,-58,17,8151(brokerage business),76,24,17,8067(brokerage business),44,2
18,8186(brokerage business),72,-1,18,8118(brokerage business),63,24,18,8272(brokerage business),43,2
19,8058(brokerage business),66,13,19,8019(brokerage business),55,-3,19,8253(brokerage business),42,-5
20,8274(brokerage business),65,45,20,8178(brokerage business),54,0,20,8335(brokerage business),42,16
Total,,8853,-4479,Total,,9810,-275,Total,,10177,-374
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-08-24,,,,
Name of FF Member/OSBP,456432,-133521,Name of FF Member/OSBP,602545,-5298,Name of FF Member/OSBP,601470,-5304,,,
Name of Non-FF Member/OSNBP,394,-67,Name of Non-FF Member/OSNBP,650,-200,Name of Non-FF Member/OSNBP,1725,-194,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2609,,,,,,,,,,2026-08-24,
1,0163(brokerage business),14324,-4022,1,0148(brokerage business),17406,-317,1,0004(brokerage business),15886,407
2,0004(brokerage business),13629,-4519,2,0004(brokerage business),14130,110,2,0148(brokerage business),10131,-2390
3,0148(brokerage business),10535,-3704,3,0139(brokerage business),7158,472,3,0272(brokerage business),5211,288
4,0253(brokerage business),7690,-1911,4,0123(brokerage business),4995,-286,4,0253(brokerage business),4809,1156
5,0275(brokerage business),4345,-3471,5,0163(brokerage business),4223,-166,5,0034(brokerage business),4716,-222
6,0272(brokerage business),2809,-1010,6,0161(brokerage business),4201,-118,6,0275(brokerage business),4581,-370
7,0081(brokerage business),2413,-729,7,0003(brokerage business),3469,-14,7,0139(brokerage business),4190,-670
8,0069(brokerage business),1514,603,8,0323(brokerage business),3468,-432,8,0268(brokerage business),3768,34
9,0139(brokerage business),1382,-177,9,0272(brokerage business),2907,-35,9,0161(brokerage business),3456,-189
10,0240(brokerage business),1262,-1337,10,0034(brokerage business),2683,-389,10,0163(brokerage business),3447,-118
11,0123(brokerage business),1243,-4781,11,0058(brokerage business),2594,35,11,0240(brokerage business),3345,-140
12,0268(brokerage business),1163,-480,12,0069(brokerage business),2284,-97,12,0049(brokerage business),3032,-47
13,0082(brokerage business),1101,-1909,13,0253(brokerage business),2225,-143,13,0103(brokerage business),3013,-37
14,0323(brokerage business),1000,-1215,14,0096(brokerage business),2144,-123,14,0123(brokerage business),2651,48
15,0259(brokerage business),941,-161,15,0103(brokerage business),1995,-118,15,0069(brokerage business),1903,-28
16,0034(brokerage business),884,-884,16,0049(brokerage business),1851,-22,16,0019(brokerage business),1662,-223
17,0059(brokerage business),672,-522,17,0077(brokerage business),1727,-56,17,0048(brokerage business),1597,-67
18,0043(brokerage business),665,-230,18,0006(brokerage business),1716,-8,18,0308(brokerage business),1567,-318
19,0137(brokerage business),612,346,19,0007(brokerage business),1659,93,19,0323(brokerage business),1488,-34
20,0308(brokerage business),574,200,20,0125(brokerage business),1616,-14,20,0319(brokerage business),1430,0
Total,,68758,-29913,Total,,84451,-1628,Total,,81883,-2920
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2610,,,,,,,,,,2026-08-24,
1,0148(brokerage business),39017,-3142,1,0148(brokerage business),31070,-2790,1,0004(brokerage business),40625,-1177
2,0163(brokerage business),38535,-11274,2,0004(brokerage business),27105,958,2,0148(brokerage business),36899,1717
3,0004(brokerage business),37321,-13334,3,0163(brokerage business),17413,-857,3,0123(brokerage business),15274,269
4,0253(brokerage business),19071,-3049,4,0034(brokerage business),9766,654,4,0163(brokerage business),12346,-2348
5,0275(brokerage business),14604,-4083,5,0268(brokerage business),8903,-130,5,0103(brokerage business),8984,8
6,0081(brokerage business),7864,-2855,6,0272(brokerage business),8833,-432,6,0058(brokerage business),8405,42
7,0240(brokerage business),7113,-166,7,0103(brokerage business),7746,614,7,0272(brokerage business),8333,173
8,0259(brokerage business),5851,1370,8,0335(brokerage business),6776,1178,8,0253(brokerage business),7491,-189
9,0272(brokerage business),4885,-1058,9,0253(brokerage business),6494,-194,9,0323(brokerage business),6916,-86
10,0103(brokerage business),4642,748,10,0069(brokerage business),6251,713,10,0240(brokerage business),6839,-79
11,0096(brokerage business),4298,-704,11,0275(brokerage business),6207,-99,11,0239(brokerage business),6264,-781
12,0034(brokerage business),4151,-241,12,0323(brokerage business),5891,57,12,0139(brokerage business),4796,544
13,0308(brokerage business),4150,1549,13,0239(brokerage business),5374,-2038,13,0275(brokerage business),4613,157
14,0161(brokerage business),3696,570,14,0042(brokerage business),5119,205,14,0161(brokerage business),4000,-49
15,0239(brokerage business),3453,-91,15,0049(brokerage business),4711,129,15,0048(brokerage business),3940,-1
16,0268(brokerage business),3381,-471,16,0096(brokerage business),4351,402,16,0008(brokerage business),3897,-31
17,0059(brokerage business),3349,-903,17,0018(brokerage business),3841,275,17,0372(brokerage business),3498,-125
18,0069(brokerage business),3120,-327,18,0184(brokerage business),3729,-35,18,0096(brokerage business),3398,-528
19,0323(brokerage business),3117,-3652,19,0077(brokerage business),3728,44,19,0095(brokerage business),3351,-2
20,0049(brokerage business),2832,-743,20,0240(brokerage business),3711,-354,20,0034(brokerage business),3331,-19
Total,,214450,-41856,Total,,177019,-1700,Total,,193200,-2505
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2611,,,,,,,,,,2026-08-24,
1,0148(brokerage business),14445,118,1,0148(brokerage business),13255,696,1,0004(brokerage business),17579,514
2,0163(brokerage business),10020,-739,2,0004(brokerage business),10572,89,2,0123(brokerage business),11060,199
3,0004(brokerage business),5041,-2126,3,0268(brokerage business),7249,-42,3,0148(brokerage business),9563,-85
4,0275(brokerage business),3947,-269,4,0239(brokerage business),4947,273,4,0139(brokerage business),5572,-9
5,0253(brokerage business),3071,-1644,5,0034(brokerage business),4738,6,5,0103(brokerage business),5282,43
6,0081(brokerage business),1175,194,6,0163(brokerage business),4439,385,6,0058(brokerage business),5128,237
7,0323(brokerage business),1148,-684,7,0272(brokerage business),4195,-33,7,0002(brokerage business),3150,335
8,0259(brokerage business),1112,345,8,0335(brokerage business),3711,119,8,0163(brokerage business),2871,-187
9,0240(brokerage business),1006,-15,9,0323(brokerage business),3423,-62,9,0308(brokerage business),2858,4
10,0137(brokerage business),985,590,10,0069(brokerage business),3127,21,10,0048(brokerage business),2405,5
11,0308(brokerage business),890,-264,11,0077(brokerage business),2692,4,11,0272(brokerage business),2233,197
12,0042(brokerage business),665,157,12,0049(brokerage business),2473,-1,12,0096(brokerage business),2155,114
13,0103(brokerage business),643,-1351,13,0253(brokerage business),1922,-74,13,0311(brokerage business),1891,11
14,0272(brokerage business),638,-123,14,0123(brokerage business),1825,-1,14,0268(brokerage business),1823,18
15,0239(brokerage business),599,82,15,0153(brokerage business),1792,96,15,0003(brokerage business),1530,11
16,0274(brokerage business),592,65,16,0008(brokerage business),1122,77,16,0008(brokerage business),1486,333
17,0009(brokerage business),558,413,17,0372(brokerage business),1098,11,17,0323(brokerage business),1444,108
18,0059(brokerage business),539,-447,18,0275(brokerage business),1066,11,18,0253(brokerage business),1364,9
19,0058(brokerage business),537,-173,19,0139(brokerage business),1034,56,19,0261(brokerage business),1105,99
20,0018(brokerage business),490,232,20,0042(brokerage business),1028,56,20,0275(brokerage business),1092,24
Total,,48101,-5639,Total,,75708,1687,Total,,81591,1980
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2612,,,,,,,,,,2026-08-24,
1,0163(brokerage business),2884,-687,1,0148(brokerage business),8529,-24,1,0148(brokerage business),9578,102
2,0148(brokerage business),1666,-1611,2,0004(brokerage business),6448,-203,2,0004(brokerage business),7556,-28
3,0004(brokerage business),1641,255,3,0272(brokerage business),4694,24,3,0123(brokerage business),6127,5
4,0139(brokerage business),1319,1239,4,0034(brokerage business),3387,25,4,0103(brokerage business),3890,-8
5,0308(brokerage business),897,-249,5,0268(brokerage business),2459,3,5,0139(brokerage business),3871,-1300
6,0323(brokerage business),790,-392,6,0323(brokerage business),2440,83,6,0239(brokerage business),3392,72
7,0253(brokerage business),676,-457,7,0096(brokerage business),2299,5,7,0042(brokerage business),3263,7
8,0081(brokerage business),578,-242,8,0315(brokerage business),1827,-2,8,0268(brokerage business),2045,53
9,0240(brokerage business),424,-27,9,0069(brokerage business),1755,-85,9,0272(brokerage business),1919,38
10,0275(brokerage business),366,-132,10,0103(brokerage business),1550,-3,10,0082(brokerage business),1344,3
11,0274(brokerage business),365,9,11,0123(brokerage business),1475,-1,11,0058(brokerage business),1228,1
12,0018(brokerage business),361,-273,12,0007(brokerage business),1449,37,12,0151(brokerage business),1211,0
13,0268(brokerage business),350,177,13,0042(brokerage business),1407,-1,13,0275(brokerage business),1133,19
14,0137(brokerage business),338,100,14,0274(brokerage business),1316,-165,14,0323(brokerage business),986,211
15,0272(brokerage business),218,-113,15,0321(brokerage business),1095,7,15,0240(brokerage business),868,55
16,0103(brokerage business),213,71,16,0240(brokerage business),968,-77,16,0163(brokerage business),787,-123
17,0069(brokerage business),161,-310,17,0003(brokerage business),934,1,17,0125(brokerage business),757,0
18,0259(brokerage business),129,44,18,0139(brokerage business),853,-1,18,0048(brokerage business),670,0
19,0082(brokerage business),117,-57,19,0254(brokerage business),839,0,19,0261(brokerage business),617,0
20,0034(brokerage business),115,-127,20,0049(brokerage business),780,0,20,0253(brokerage business),575,68
Total,,13608,-2782,Total,,46504,-377,Total,,51817,-825
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2701,,,,,,,,,,2026-08-24,
1,0148(brokerage business),1676,-992,1,0034(brokerage business),5165,-5,1,0148(brokerage business),8255,-637
2,0163(brokerage business),1537,-648,2,0148(brokerage business),4104,43,2,0004(brokerage business),3934,-284
3,0081(brokerage business),783,107,3,0004(brokerage business),2760,43,3,0042(brokerage business),1999,-39
4,0253(brokerage business),739,-356,4,0049(brokerage business),2642,0,4,0249(brokerage business),1522,0
5,0275(brokerage business),620,223,5,0069(brokerage business),2209,100,5,0277(brokerage business),1439,400
6,0308(brokerage business),528,-168,6,0323(brokerage business),2207,-161,6,0103(brokerage business),1396,15
7,0004(brokerage business),509,-73,7,0268(brokerage business),1899,2,7,0275(brokerage business),1324,358
