"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-16,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
19,0123(brokerage business),893,-1426,19,0096(brokerage business),2098,-62,19,0025(brokerage business),2015,-108
20,0025(brokerage business),803,108,20,0274(brokerage business),1786,191,20,0372(brokerage business),1940,-1212
Total,,56367,-15866,Total,,92915,-524,Total,,95838,-1156
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2612,,,,,,,,,,2026-09-16,
1,0004(brokerage business),5580,1035,1,0148(brokerage business),9199,647,1,0148(brokerage business),12192,711
2,0163(brokerage business),3918,-1790,2,0004(brokerage business),6933,2023,2,0004(brokerage business),10259,475
3,0148(brokerage business),3766,-2163,3,0049(brokerage business),4219,49,3,0049(brokerage business),9148,124
4,0308(brokerage business),1737,-1153,4,0272(brokerage business),4219,52,4,0372(brokerage business),5188,1016
5,0272(brokerage business),1642,-1525,5,0136(brokerage business),4116,6,5,0272(brokerage business),5080,220
6,0042(brokerage business),1378,665,6,0268(brokerage business),3517,-24,6,0042(brokerage business),3361,822
7,0275(brokerage business),1375,-578,7,0103(brokerage business),3273,-37,7,0163(brokerage business),3298,-602
8,0372(brokerage business),1201,-1052,8,0163(brokerage business),3100,-166,8,0125(brokerage business),3143,-12
9,0333(brokerage business),983,-1136,9,0323(brokerage business),2991,78,9,0034(brokerage business),3022,40
10,0323(brokerage business),590,54,10,0274(brokerage business),2950,-47,10,0067(brokerage business),2637,-56
11,0151(brokerage business),516,227,11,0081(brokerage business),2269,40,11,0096(brokerage business),2560,-4
12,0019(brokerage business),487,20,12,0178(brokerage business),2156,-32,12,0169(brokerage business),2232,-95
13,0034(brokerage business),432,48,13,0333(brokerage business),2029,212,13,0308(brokerage business),2163,-270
14,0316(brokerage business),423,363,14,0031(brokerage business),1985,1,14,0082(brokerage business),2055,-111
15,0253(brokerage business),411,-364,15,0034(brokerage business),1897,70,15,0138(brokerage business),1953,-16
16,0259(brokerage business),380,-327,16,0025(brokerage business),1850,-212,16,0253(brokerage business),1851,-78
17,0081(brokerage business),360,-374,17,0003(brokerage business),1780,-19,17,0259(brokerage business),1556,-167
18,0049(brokerage business),329,-775,18,0069(brokerage business),1773,63,18,0333(brokerage business),1540,79
19,0320(brokerage business),326,95,19,0077(brokerage business),1757,-25,19,0025(brokerage business),1487,10
20,0349(brokerage business),320,-38,20,0253(brokerage business),1746,-7,20,0240(brokerage business),1445,6
Total,,26154,-8768,Total,,63759,2672,Total,,76170,2092
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2701,,,,,,,,,,2026-09-16,
1,0163(brokerage business),1735,-493,1,0148(brokerage business),3950,6,1,0148(brokerage business),13081,-10
2,0049(brokerage business),750,255,2,0049(brokerage business),2801,-4,2,0049(brokerage business),6611,718
3,0333(brokerage business),732,-378,3,0004(brokerage business),2256,-8,3,0272(brokerage business),4940,70
4,0004(brokerage business),503,-280,4,0136(brokerage business),2139,-7,4,0034(brokerage business),2204,-1
5,0148(brokerage business),444,-776,5,0034(brokerage business),1993,73,5,0042(brokerage business),1430,189
6,0308(brokerage business),404,-81,6,0069(brokerage business),1866,-10,6,0067(brokerage business),1373,1
7,0272(brokerage business),332,-335,7,0096(brokerage business),1865,-136,7,0169(brokerage business),1369,85
8,0042(brokerage business),303,-348,8,0333(brokerage business),1764,278,8,0333(brokerage business),1351,16
9,0275(brokerage business),273,-190,9,0323(brokerage business),1442,-2,9,0103(brokerage business),1180,1
10,0025(brokerage business),238,173,10,0031(brokerage business),1327,9,10,0372(brokerage business),1094,128
11,0019(brokerage business),230,73,11,0103(brokerage business),1310,75,11,0029(brokerage business),672,0
12,0253(brokerage business),219,-254,12,0177(brokerage business),1030,9,12,0163(brokerage business),614,-295
13,0123(brokerage business),197,-194,13,0272(brokerage business),997,-8,13,0082(brokerage business),567,-3
14,0372(brokerage business),180,116,14,0274(brokerage business),926,1,14,0025(brokerage business),514,0
15,0096(brokerage business),174,-525,15,0178(brokerage business),869,82,15,0321(brokerage business),447,0
16,0077(brokerage business),170,-51,16,0125(brokerage business),827,-22,16,0018(brokerage business),443,-16
17,0240(brokerage business),164,-83,17,0163(brokerage business),823,-152,17,0077(brokerage business),426,-155
18,0161(brokerage business),142,21,18,0003(brokerage business),702,1,18,0240(brokerage business),384,-54
19,0268(brokerage business),134,-6,19,0042(brokerage business),652,-12,19,0004(brokerage business),383,3
20,0103(brokerage business),128,-96,20,0339(brokerage business),637,-48,20,0253(brokerage business),351,-133
Total,,7452,-3452,Total,,30176,125,Total,,39434,544
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2702,,,,,,,,,,2026-09-16,
1,0333(brokerage business),482,-97,1,0004(brokerage business),2940,0,1,0148(brokerage business),7260,44
2,0004(brokerage business),361,-240,2,0272(brokerage business),2193,-17,2,0004(brokerage business),2416,89
3,0163(brokerage business),317,-929,3,0148(brokerage business),1979,42,3,0025(brokerage business),2177,2
4,0272(brokerage business),264,-404,4,0069(brokerage business),1278,-39,4,0042(brokerage business),1416,-3
5,0148(brokerage business),210,-176,5,0049(brokerage business),1052,54,5,0163(brokerage business),1088,-52
6,0139(brokerage business),131,128,6,0031(brokerage business),1034,0,6,0333(brokerage business),1053,40
7,0240(brokerage business),131,-214,7,0323(brokerage business),1011,3,7,0103(brokerage business),1048,0
8,0253(brokerage business),125,-124,8,0081(brokerage business),754,47,8,0049(brokerage business),779,-2
9,0049(brokerage business),70,32,9,0139(brokerage business),698,0,9,0067(brokerage business),659,4
10,0308(brokerage business),67,-41,10,0034(brokerage business),676,40,10,0272(brokerage business),505,-7
11,0151(brokerage business),65,33,11,0333(brokerage business),649,134,11,0077(brokerage business),401,-50
12,0096(brokerage business),62,28,12,0178(brokerage business),541,-1,12,0082(brokerage business),202,0
13,0081(brokerage business),61,-94,13,0003(brokerage business),416,-1,13,0253(brokerage business),198,77
14,0077(brokerage business),52,23,14,0103(brokerage business),412,-2,14,0096(brokerage business),183,6
15,0069(brokerage business),49,-10,15,0008(brokerage business),358,0,15,0323(brokerage business),176,0
16,0034(brokerage business),47,-79,16,0161(brokerage business),356,0,16,0088(brokerage business),155,-3
17,0088(brokerage business),44,-77,17,0253(brokerage business),341,4,17,0139(brokerage business),150,131
18,0271(brokerage business),38,26,18,0268(brokerage business),304,-6,18,0059(brokerage business),143,0
19,0134(brokerage business),25,-25,19,0042(brokerage business),260,-3,19,0034(brokerage business),135,5
20,0137(brokerage business),24,10,20,0096(brokerage business),260,14,20,0008(brokerage business),131,0
Total,,2625,-2230,Total,,17512,269,Total,,20275,281
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2703,,,,,,,,,,2026-09-16,
1,0163(brokerage business),758,109,1,0323(brokerage business),2201,4,1,0148(brokerage business),10954,52
2,0096(brokerage business),658,332,2,0148(brokerage business),2184,25,2,0049(brokerage business),2870,8
3,0272(brokerage business),654,-328,3,0049(brokerage business),1957,48,3,0004(brokerage business),2373,-15
4,0333(brokerage business),492,-294,4,0272(brokerage business),1532,-227,4,0077(brokerage business),1861,-225
5,0077(brokerage business),250,216,5,0069(brokerage business),1480,3,5,0422(brokerage business),1040,0
6,0004(brokerage business),242,-331,6,0034(brokerage business),1245,-7,6,0323(brokerage business),1018,0
7,0148(brokerage business),181,-515,7,0004(brokerage business),1196,-21,7,0042(brokerage business),1011,1
8,0240(brokerage business),158,-210,8,0339(brokerage business),1091,0,8,0067(brokerage business),1003,-1
9,0042(brokerage business),151,67,9,0136(brokerage business),1078,-1,9,0103(brokerage business),843,1
10,0178(brokerage business),131,66,10,0003(brokerage business),992,0,10,0163(brokerage business),684,6
11,0034(brokerage business),126,73,11,0031(brokerage business),927,0,11,0333(brokerage business),618,207
12,0049(brokerage business),98,-293,12,0163(brokerage business),913,-42,12,0272(brokerage business),448,95
13,0081(brokerage business),80,-4,13,0333(brokerage business),856,-121,13,0372(brokerage business),236,1
14,0308(brokerage business),70,-64,14,0372(brokerage business),830,4,14,0240(brokerage business),197,-51
15,0259(brokerage business),58,5,15,0338(brokerage business),784,0,15,0025(brokerage business),144,10
16,0238(brokerage business),46,6,16,0268(brokerage business),673,-12,16,0096(brokerage business),140,1
17,0088(brokerage business),44,-45,17,0253(brokerage business),667,8,17,0008(brokerage business),103,0
18,0295(brokerage business),39,27,18,0042(brokerage business),663,136,18,0268(brokerage business),88,3
19,0161(brokerage business),36,-47,19,0096(brokerage business),566,101,19,0123(brokerage business),72,-1
20,0105(brokerage business),30,29,20,0178(brokerage business),433,129,20,0274(brokerage business),71,-13
Total,,4302,-1201,Total,,22268,27,Total,,25774,79
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2610,,,,,,,,,,2026-09-16,
1,8163(brokerage business),2183,-1349,1,8004(brokerage business),3032,59,1,8148(brokerage business),3000,-206
2,8148(brokerage business),1867,-152,2,8148(brokerage business),2464,-7,2,8004(brokerage business),2925,33
3,8253(brokerage business),1103,-276,3,8081(brokerage business),869,2,3,8081(brokerage business),757,0
4,8275(brokerage business),935,-214,4,8239(brokerage business),742,-79,4,8163(brokerage business),737,-23
5,8004(brokerage business),698,-254,5,8082(brokerage business),638,21,5,8240(brokerage business),626,38
6,8081(brokerage business),426,19,6,8161(brokerage business),571,-82,6,8082(brokerage business),604,19
7,8308(brokerage business),426,-179,7,8103(brokerage business),564,-16,7,8161(brokerage business),577,-101
8,8184(brokerage business),406,288,8,8184(brokerage business),418,-375,8,8049(brokerage business),519,3
9,8096(brokerage business),273,-105,9,8323(brokerage business),312,-46,9,8103(brokerage business),481,-32
10,8161(brokerage business),271,17,10,8048(brokerage business),282,-1,10,8084(brokerage business),353,-17
11,8048(brokerage business),222,-100,11,8253(brokerage business),218,20,11,8323(brokerage business),302,-49
12,8239(brokerage business),213,-61,12,8163(brokerage business),198,-34,12,8048(brokerage business),260,-1
13,8272(brokerage business),118,43,13,8272(brokerage business),182,-21,13,8051(brokerage business),239,0
14,8323(brokerage business),109,91,14,8001(brokerage business),143,0,14,8253(brokerage business),239,-19
15,8103(brokerage business),100,-30,15,8308(brokerage business),112,4,15,8034(brokerage business),156,-2
16,8153(brokerage business),72,-25,16,8311(brokerage business),103,-4,16,8139(brokerage business),96,0
17,8123(brokerage business),69,22,17,8138(brokerage business),92,-5,17,8123(brokerage business),81,0
18,8259(brokerage business),63,35,18,8259(brokerage business),74,2,18,8184(brokerage business),56,17
19,8186(brokerage business),56,31,19,8151(brokerage business),71,14,19,8308(brokerage business),33,-2
20,8082(brokerage business),52,-45,20,8096(brokerage business),67,5,20,8299(brokerage business),32,4
Total,,9662,-2244,Total,,11152,-543,Total,,12073,-338
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-09-16,,,,
Name of FF Member/OSBP,480338,-20466,Name of FF Member/OSBP,579410,-228,Name of FF Member/OSBP,572454,-308,,,
Name of Non-FF Member/OSNBP,120,100,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,6956,80,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2610,,,,,,,,,,2026-09-16,
1,0163(brokerage business),39602,-5372,1,0148(brokerage business),19068,-1380,1,0148(brokerage business),29762,-2573
2,0148(brokerage business),33875,-6960,2,0004(brokerage business),18393,-2386,2,0004(brokerage business),22351,334
3,0004(brokerage business),26754,-2051,3,0163(brokerage business),9319,-912,3,0253(brokerage business),7188,-195
4,0253(brokerage business),15484,-2909,4,0139(brokerage business),5701,-436,4,0272(brokerage business),7150,414
5,0275(brokerage business),12976,801,5,0253(brokerage business),4684,303,5,0163(brokerage business),6800,-762
6,0272(brokerage business),7701,1436,6,0034(brokerage business),4589,182,6,0034(brokerage business),5687,-151
7,0259(brokerage business),6634,-2054,7,0272(brokerage business),4567,-1465,7,0123(brokerage business),5664,-2095
8,0081(brokerage business),5247,-2626,8,0069(brokerage business),4565,-206,8,0268(brokerage business),5138,36
9,0240(brokerage business),4099,-668,9,0323(brokerage business),4006,-195,9,0240(brokerage business),4807,-1035
10,0323(brokerage business),3952,671,10,0103(brokerage business),4002,-464,10,0139(brokerage business),3517,-497
11,0123(brokerage business),3542,-1459,11,0123(brokerage business),3946,-341,11,0275(brokerage business),3348,-1313
12,0096(brokerage business),2868,-29,12,0003(brokerage business),3400,-90,12,0103(brokerage business),3230,-103
13,0268(brokerage business),2504,-918,13,0161(brokerage business),3121,-123,13,0002(brokerage business),2565,34
14,0069(brokerage business),2265,290,14,0077(brokerage business),2983,4,14,0018(brokerage business),2448,-35
15,0288(brokerage business),2212,-159,15,0268(brokerage business),2681,-420,15,0003(brokerage business),1871,179
16,0103(brokerage business),2047,-102,16,0096(brokerage business),2583,-197,16,0161(brokerage business),1825,-219
17,0034(brokerage business),1919,-1194,17,0275(brokerage business),2487,-277,17,0058(brokerage business),1793,-36
18,0327(brokerage business),1561,288,18,0335(brokerage business),2361,-339,18,0048(brokerage business),1791,-7
19,0139(brokerage business),1369,-170,19,0240(brokerage business),2314,-108,19,0049(brokerage business),1653,-562
20,0019(brokerage business),1331,-671,20,0316(brokerage business),2209,-19,20,0008(brokerage business),1614,-11
Total,,177942,-23856,Total,,106979,-8869,Total,,120202,-8597
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2611,,,,,,,,,,2026-09-16,
1,0163(brokerage business),26906,6088,1,0148(brokerage business),29883,2430,1,0004(brokerage business),29938,1325
2,0148(brokerage business),26001,3824,2,0239(brokerage business),21191,-167,2,0123(brokerage business),28690,2020
3,0004(brokerage business),23523,-15356,3,0004(brokerage business),19932,3102,3,0148(brokerage business),24122,2033
4,0272(brokerage business),18610,16235,4,0163(brokerage business),17023,545,4,0058(brokerage business),13230,-33
5,0275(brokerage business),17414,7863,5,0272(brokerage business),12535,1636,5,0272(brokerage business),11735,194
6,0253(brokerage business),13601,204,6,0335(brokerage business),9987,-38,6,0139(brokerage business),7446,361
7,0323(brokerage business),3740,419,7,0268(brokerage business),9770,-47,7,0096(brokerage business),7008,472
8,0268(brokerage business),3317,871,8,0034(brokerage business),8141,236,8,0240(brokerage business),6022,347
9,0069(brokerage business),3196,-224,9,0077(brokerage business),5278,79,9,0103(brokerage business),5643,-8
10,0240(brokerage business),3130,-23,10,0323(brokerage business),5048,80,10,0163(brokerage business),5113,381
11,0123(brokerage business),3064,-3896,11,0253(brokerage business),4877,545,11,0275(brokerage business),4866,1276
12,0081(brokerage business),3056,-95,12,0069(brokerage business),4770,100,12,0372(brokerage business),4510,462
13,0239(brokerage business),2677,981,13,0103(brokerage business),4634,525,13,0323(brokerage business),4419,2346
14,0082(brokerage business),2428,1043,14,0084(brokerage business),4129,-5,14,0003(brokerage business),4350,76
15,0034(brokerage business),2285,-1109,15,0275(brokerage business),3555,1318,15,0002(brokerage business),4176,0
16,0103(brokerage business),2185,-851,16,0240(brokerage business),3042,125,16,0253(brokerage business),3972,820
17,0308(brokerage business),1674,-49,17,0082(brokerage business),2889,427,17,0161(brokerage business),3307,-436
18,0335(brokerage business),1410,-1616,18,0153(brokerage business),2635,522,18,0034(brokerage business),2974,227
19,0259(brokerage business),1297,768,19,0042(brokerage business),2615,-1,19,0018(brokerage business),2938,-38
20,0288(brokerage business),1229,285,20,0008(brokerage business),2592,49,20,0009(brokerage business),2893,57
Total,,160743,15362,Total,,174526,11461,Total,,177352,11882
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2612,,,,,,,,,,2026-09-16,
1,0163(brokerage business),8828,2240,1,0148(brokerage business),12664,547,1,0148(brokerage business),13916,1739
2,0148(brokerage business),7142,413,2,0004(brokerage business),8203,222,2,0004(brokerage business),7510,44
3,0253(brokerage business),3225,-81,3,0268(brokerage business),7336,505,3,0123(brokerage business),7074,22
4,0004(brokerage business),2684,-1021,4,0272(brokerage business),6264,-160,4,0034(brokerage business),4285,172
5,0275(brokerage business),2067,-517,5,0163(brokerage business),4591,1757,5,0239(brokerage business),3585,46
6,0323(brokerage business),1709,146,6,0323(brokerage business),3634,202,6,0103(brokerage business),3345,13
7,0239(brokerage business),1645,1482,7,0034(brokerage business),3570,40,7,0042(brokerage business),3201,1
8,0308(brokerage business),1078,16,8,0069(brokerage business),3483,40,8,0139(brokerage business),3164,3
9,0019(brokerage business),958,392,9,0096(brokerage business),1852,-320,9,0308(brokerage business),3132,131
10,0069(brokerage business),907,-834,10,0315(brokerage business),1837,0,10,0249(brokerage business),3017,-6
11,0081(brokerage business),850,-130,11,0059(brokerage business),1698,-35,11,0003(brokerage business),2401,56
12,0272(brokerage business),784,122,12,0007(brokerage business),1694,-111,12,0323(brokerage business),2234,-653
13,0268(brokerage business),760,446,13,0042(brokerage business),1627,90,13,0272(brokerage business),2004,194
14,0240(brokerage business),571,166,14,0049(brokerage business),1558,1,14,0082(brokerage business),1738,-139
15,0096(brokerage business),552,487,15,0123(brokerage business),1502,66,15,0275(brokerage business),1696,37
16,0030(brokerage business),478,474,16,0139(brokerage business),1326,-1,16,0268(brokerage business),1524,19
17,0034(brokerage business),478,230,17,0103(brokerage business),1281,0,17,0163(brokerage business),1457,293
18,0295(brokerage business),427,422,18,0239(brokerage business),1268,99,18,0261(brokerage business),1295,144
19,0137(brokerage business),396,203,19,0003(brokerage business),1258,-9,19,0019(brokerage business),907,412
20,0007(brokerage business),338,268,20,0274(brokerage business),1251,27,20,0008(brokerage business),857,57
Total,,35877,4924,Total,,67897,2960,Total,,68342,2585
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2701,,,,,,,,,,2026-09-16,
1,0163(brokerage business),2735,-446,1,0034(brokerage business),5297,-13,1,0148(brokerage business),10922,166
2,0323(brokerage business),1390,444,2,0148(brokerage business),4379,22,2,0004(brokerage business),3452,113
3,0253(brokerage business),1283,36,3,0323(brokerage business),4185,-348,3,0249(brokerage business),2421,0
4,0004(brokerage business),1223,-33,4,0004(brokerage business),3992,286,4,0042(brokerage business),2409,4
5,0148(brokerage business),1214,-147,5,0049(brokerage business),2628,-7,5,0103(brokerage business),1797,-21
6,0240(brokerage business),1071,532,6,0268(brokerage business),1926,61,6,0272(brokerage business),1753,25
7,0308(brokerage business),916,-160,7,0069(brokerage business),1888,-115,7,0139(brokerage business),1613,-3
8,0239(brokerage business),843,794,8,0163(brokerage business),1237,13,8,0275(brokerage business),1447,117
9,0275(brokerage business),776,115,9,0272(brokerage business),1063,228,9,0151(brokerage business),1006,0
10,0081(brokerage business),669,81,10,0007(brokerage business),876,22,10,0029(brokerage business),960,23
11,0153(brokerage business),463,441,11,0240(brokerage business),844,28,11,0153(brokerage business),921,370
12,0069(brokerage business),410,257,12,0042(brokerage business),826,0,12,0274(brokerage business),862,0
13,0272(brokerage business),379,123,13,0254(brokerage business),794,1,13,0163(brokerage business),858,56
14,0018(brokerage business),368,-27,14,0253(brokerage business),789,102,14,0268(brokerage business),802,-28
15,0009(brokerage business),348,-108,15,0103(brokerage business),729,213,15,0239(brokerage business),756,732
16,0103(brokerage business),286,-8,16,0139(brokerage business),692,-1,16,0311(brokerage business),677,6
17,0299(brokerage business),208,197,17,0081(brokerage business),680,41,17,0240(brokerage business),574,-569
18,0137(brokerage business),203,110,18,0169(brokerage business),625,-1,18,0137(brokerage business),560,5
19,0123(brokerage business),185,-109,19,0096(brokerage business),572,51,19,0003(brokerage business),534,12
20,0034(brokerage business),139,-118,20,0308(brokerage business),530,54,20,0082(brokerage business),492,-44
Total,,15109,1974,Total,,34552,637,Total,,34816,964
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2702,,,,,,,,,,2026-09-16,
1,0275(brokerage business),1953,1608,1,0034(brokerage business),2223,0,1,0277(brokerage business),2493,0
2,0148(brokerage business),1247,1044,2,0004(brokerage business),1987,233,2,0004(brokerage business),2400,-118
3,0163(brokerage business),837,31,3,0049(brokerage business),1643,-3,3,0148(brokerage business),1813,285
4,0323(brokerage business),761,432,4,0148(brokerage business),1544,-16,4,0103(brokerage business),1724,-76
5,0081(brokerage business),710,281,5,0069(brokerage business),1231,248,5,0275(brokerage business),1481,1388
6,0004(brokerage business),491,-850,6,0272(brokerage business),920,-16,6,0349(brokerage business),1163,0
