"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-08,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
13,0163(brokerage business),132,126,13,0059(brokerage business),360,144,13,0275(brokerage business),294,0
14,0082(brokerage business),102,-498,14,0049(brokerage business),330,6,14,0153(brokerage business),288,0
15,0123(brokerage business),96,0,15,0322(brokerage business),300,0,15,0081(brokerage business),282,0
16,0240(brokerage business),96,-318,16,0136(brokerage business),252,-18,16,0240(brokerage business),276,0
17,0274(brokerage business),90,12,17,0058(brokerage business),228,-84,17,0277(brokerage business),204,0
18,0086(brokerage business),66,66,18,0069(brokerage business),216,216,18,0308(brokerage business),204,-24
19,0107(brokerage business),54,36,19,0323(brokerage business),150,-6,19,0069(brokerage business),198,-60
20,0134(brokerage business),54,48,20,0320(brokerage business),102,18,20,0161(brokerage business),156,0
Total,,4644,1644,Total,,13254,834,Total,,13098,-426
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2610,,,,,,,,,,2026-09-08,
1,0004(brokerage business),52374,8739,1,0004(brokerage business),10849,405,1,0004(brokerage business),17610,231
2,0163(brokerage business),29360,458,2,0148(brokerage business),7500,309,2,0148(brokerage business),15267,507
3,0148(brokerage business),29104,3359,3,0163(brokerage business),6979,871,3,0082(brokerage business),9714,104
4,0123(brokerage business),14886,2335,4,0103(brokerage business),5546,487,4,0253(brokerage business),5512,-204
5,0081(brokerage business),9814,-1047,5,0253(brokerage business),5437,347,5,0163(brokerage business),5190,-119
6,0240(brokerage business),9660,1954,6,0272(brokerage business),4014,241,6,0272(brokerage business),5025,-200
7,0272(brokerage business),9377,1572,7,0240(brokerage business),3588,349,7,0240(brokerage business),4270,-383
8,0275(brokerage business),8966,-2445,8,0096(brokerage business),3577,73,8,0059(brokerage business),4242,938
9,0253(brokerage business),8961,2295,9,0034(brokerage business),3466,241,9,0335(brokerage business),3730,66
10,0059(brokerage business),6963,-680,10,0077(brokerage business),3357,-4,10,0139(brokerage business),3651,54
11,0034(brokerage business),6496,-1619,11,0042(brokerage business),3343,182,11,0275(brokerage business),2511,-124
12,0308(brokerage business),5542,1910,12,0081(brokerage business),3250,741,12,0288(brokerage business),2333,341
13,0268(brokerage business),5087,-28,13,0003(brokerage business),3096,3,13,0323(brokerage business),2136,56
14,0186(brokerage business),4847,-30,14,0308(brokerage business),3061,1016,14,0003(brokerage business),1969,-59
15,0069(brokerage business),4756,-246,15,0268(brokerage business),2635,181,15,0268(brokerage business),1861,-22
16,0298(brokerage business),4667,-332,16,0049(brokerage business),2315,162,16,0018(brokerage business),1795,540
17,0259(brokerage business),4221,980,17,0275(brokerage business),2259,404,17,0161(brokerage business),1785,496
18,0103(brokerage business),3797,1312,18,0123(brokerage business),1971,142,18,0169(brokerage business),1646,-24
19,0009(brokerage business),3662,-49,19,0316(brokerage business),1859,24,19,0069(brokerage business),1545,178
20,0042(brokerage business),3091,-3,20,0161(brokerage business),1829,21,20,0043(brokerage business),1495,-211
Total,,225631,18435,Total,,79931,6195,Total,,93287,2165
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2611,,,,,,,,,,2026-09-08,
1,0004(brokerage business),18513,7276,1,0103(brokerage business),15215,128,1,0004(brokerage business),18382,633
2,0148(brokerage business),13226,1674,2,0148(brokerage business),11390,127,2,0148(brokerage business),13679,887
3,0163(brokerage business),7694,2409,3,0004(brokerage business),10819,326,3,0184(brokerage business),12261,457
4,0123(brokerage business),4809,1575,4,0096(brokerage business),7120,87,4,0239(brokerage business),5530,1186
5,0275(brokerage business),4121,990,5,0077(brokerage business),6124,105,5,0272(brokerage business),4851,33
6,0081(brokerage business),3598,-3709,6,0272(brokerage business),3445,427,6,0009(brokerage business),4449,-109
7,0253(brokerage business),3379,608,7,0163(brokerage business),2805,344,7,0082(brokerage business),4118,13
8,0240(brokerage business),2501,1511,8,0003(brokerage business),2767,144,8,0042(brokerage business),3461,139
9,0059(brokerage business),2381,89,9,0268(brokerage business),2723,-53,9,0003(brokerage business),2970,11
10,0009(brokerage business),2337,602,10,0082(brokerage business),2117,49,10,0335(brokerage business),2930,384
11,0308(brokerage business),2076,673,11,0316(brokerage business),1927,0,11,0253(brokerage business),2513,-61
12,0259(brokerage business),2010,1046,12,0059(brokerage business),1908,102,12,0123(brokerage business),2502,-15
13,0272(brokerage business),1988,-869,13,0178(brokerage business),1879,64,13,0163(brokerage business),2357,260
14,0069(brokerage business),1534,223,14,0240(brokerage business),1665,117,14,0022(brokerage business),2044,-18
15,0018(brokerage business),1310,398,15,0335(brokerage business),1646,-24,15,0240(brokerage business),1750,-36
16,0239(brokerage business),1296,120,16,0253(brokerage business),1356,42,16,0029(brokerage business),1636,-2
17,0034(brokerage business),1199,329,17,0081(brokerage business),1294,151,17,0103(brokerage business),1549,61
18,0298(brokerage business),973,245,18,0018(brokerage business),1162,-36,18,0275(brokerage business),1365,129
19,0268(brokerage business),947,430,19,0161(brokerage business),1139,26,19,0323(brokerage business),1329,31
20,0121(brokerage business),917,826,20,0034(brokerage business),1134,298,20,0059(brokerage business),1185,169
Total,,76809,16446,Total,,79635,2424,Total,,90861,4152
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2612,,,,,,,,,,2026-09-08,
1,0004(brokerage business),3805,714,1,0148(brokerage business),13095,102,1,0004(brokerage business),21081,27
2,0148(brokerage business),2677,-232,2,0103(brokerage business),7571,19,2,0148(brokerage business),5392,133
3,0163(brokerage business),1672,248,3,0096(brokerage business),5248,31,3,0272(brokerage business),4694,11
4,0275(brokerage business),1491,-31,4,0316(brokerage business),2190,0,4,0253(brokerage business),4133,299
5,0081(brokerage business),1376,377,5,0003(brokerage business),1739,1,5,0123(brokerage business),2639,-68
6,0253(brokerage business),1297,53,6,0272(brokerage business),1626,457,6,0139(brokerage business),2292,-13
7,0123(brokerage business),1116,812,7,0178(brokerage business),1488,14,7,0042(brokerage business),2175,3
8,0059(brokerage business),917,-265,8,0004(brokerage business),1395,-240,8,0240(brokerage business),1512,53
9,0308(brokerage business),902,14,9,0163(brokerage business),1340,8,9,0022(brokerage business),1116,1
10,0240(brokerage business),882,335,10,0311(brokerage business),874,-13,10,0009(brokerage business),865,137
11,0272(brokerage business),700,500,11,0268(brokerage business),832,209,11,0308(brokerage business),780,375
12,0259(brokerage business),401,-64,12,0240(brokerage business),821,25,12,0007(brokerage business),774,1
13,0327(brokerage business),371,49,13,0253(brokerage business),799,-2,13,0077(brokerage business),773,2
14,0268(brokerage business),352,156,14,0263(brokerage business),748,0,14,0153(brokerage business),534,-2
15,0069(brokerage business),347,139,15,0059(brokerage business),736,15,15,0163(brokerage business),440,114
16,0103(brokerage business),316,27,16,0034(brokerage business),720,31,16,0103(brokerage business),424,11
17,0034(brokerage business),310,81,17,0308(brokerage business),715,109,17,0295(brokerage business),406,9
18,0096(brokerage business),277,195,18,0123(brokerage business),551,16,18,0239(brokerage business),374,55
19,0009(brokerage business),267,85,19,0288(brokerage business),499,-17,19,0331(brokerage business),367,0
20,0007(brokerage business),209,103,20,0298(brokerage business),481,61,20,0052(brokerage business),323,21
Total,,19685,3296,Total,,43468,826,Total,,51094,1169
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2701,,,,,,,,,,2026-09-08,
1,0275(brokerage business),1585,911,1,0096(brokerage business),3846,78,1,0148(brokerage business),4205,142
2,0004(brokerage business),1542,138,2,0103(brokerage business),2925,330,2,0272(brokerage business),4191,42
3,0163(brokerage business),1339,-147,3,0148(brokerage business),1712,61,3,0004(brokerage business),2521,1
4,0081(brokerage business),1293,373,4,0004(brokerage business),1101,79,4,0042(brokerage business),2503,62
5,0148(brokerage business),1093,430,5,0025(brokerage business),635,15,5,0253(brokerage business),2268,112
6,0240(brokerage business),648,564,6,0123(brokerage business),532,-15,6,0240(brokerage business),1499,380
7,0123(brokerage business),514,270,7,0069(brokerage business),529,2,7,0311(brokerage business),1160,-6
8,0103(brokerage business),492,373,8,0253(brokerage business),527,-136,8,0320(brokerage business),795,30
9,0253(brokerage business),418,175,9,0323(brokerage business),485,9,9,0022(brokerage business),711,0
10,0059(brokerage business),375,-40,10,0163(brokerage business),482,-72,10,0103(brokerage business),615,0
11,0308(brokerage business),334,88,11,0272(brokerage business),422,69,11,0163(brokerage business),400,51
12,0058(brokerage business),322,273,12,0240(brokerage business),358,38,12,0288(brokerage business),397,-4
13,0272(brokerage business),257,103,13,0277(brokerage business),341,-7,13,0058(brokerage business),385,13
14,0316(brokerage business),244,110,14,0018(brokerage business),330,13,14,0268(brokerage business),334,0
15,0096(brokerage business),220,151,15,0038(brokerage business),324,4,15,0331(brokerage business),122,0
16,0238(brokerage business),219,-11,16,0268(brokerage business),312,10,16,0019(brokerage business),109,-1
17,0259(brokerage business),218,41,17,0125(brokerage business),305,5,17,0096(brokerage business),100,100
18,0042(brokerage business),208,100,18,0003(brokerage business),270,2,18,0048(brokerage business),72,1
19,0034(brokerage business),204,106,19,0034(brokerage business),258,17,19,0275(brokerage business),63,4
20,0330(brokerage business),190,100,20,0157(brokerage business),248,21,20,0151(brokerage business),58,1
Total,,11715,4108,Total,,15942,523,Total,,22508,928
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-09-08,,,,
Name of FF Member/OSBP,267910,11556,Name of FF Member/OSBP,66950,-1015,Name of FF Member/OSBP,66950,-1015,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2609,,,,,,,,,,2026-09-08,
1,0004(brokerage business),104,-8,1,0148(brokerage business),480,-4,1,0272(brokerage business),1284,0
2,0034(brokerage business),70,36,2,0004(brokerage business),418,-58,2,0042(brokerage business),658,0
3,0323(brokerage business),64,42,3,0034(brokerage business),204,0,3,0349(brokerage business),120,8
4,0163(brokerage business),60,8,4,0049(brokerage business),192,16,4,0007(brokerage business),72,0
5,0240(brokerage business),60,42,5,0058(brokerage business),170,-12,5,0103(brokerage business),56,-2
6,0148(brokerage business),52,46,6,0048(brokerage business),160,-6,6,0311(brokerage business),46,0
7,0275(brokerage business),50,-32,7,0268(brokerage business),142,-16,7,0268(brokerage business),42,-4
8,0003(brokerage business),44,44,8,0009(brokerage business),120,0,8,0069(brokerage business),34,-2
9,0058(brokerage business),44,14,9,0316(brokerage business),100,0,9,0323(brokerage business),20,-36
10,0123(brokerage business),38,8,10,0069(brokerage business),76,-4,10,0163(brokerage business),16,6
11,0137(brokerage business),38,20,11,0042(brokerage business),50,0,11,0009(brokerage business),6,0
12,0268(brokerage business),36,30,12,0082(brokerage business),48,0,12,0052(brokerage business),6,0
13,0308(brokerage business),26,26,13,0338(brokerage business),40,0,13,0153(brokerage business),6,0
14,0271(brokerage business),24,-14,14,0240(brokerage business),38,-4,14,0059(brokerage business),4,-10
15,0151(brokerage business),20,10,15,0163(brokerage business),28,-2,15,0004(brokerage business),2,-6
16,0049(brokerage business),16,-22,16,0299(brokerage business),24,-4,16,0049(brokerage business),2,0
17,0157(brokerage business),16,16,17,0308(brokerage business),20,0,17,0082(brokerage business),2,2
18,0288(brokerage business),16,16,18,0077(brokerage business),14,0,18,0148(brokerage business),2,-24
19,0007(brokerage business),14,14,19,0275(brokerage business),14,-6,19,,,
20,0048(brokerage business),14,14,20,0103(brokerage business),10,-4,20,,,
Total,,806,310,Total,,2348,-104,Total,,2378,-68
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2610,,,,,,,,,,2026-09-08,
1,0004(brokerage business),30526,-366,1,0004(brokerage business),3654,142,1,0004(brokerage business),4100,-30
2,0148(brokerage business),23818,-2127,2,0148(brokerage business),3569,206,2,0240(brokerage business),3310,-31
3,0163(brokerage business),14795,1891,3,0163(brokerage business),2302,-130,3,0148(brokerage business),2481,-216
4,0275(brokerage business),11171,646,4,0268(brokerage business),1762,-133,4,0272(brokerage business),1639,-90
5,0253(brokerage business),8765,1317,5,0059(brokerage business),990,-636,5,0163(brokerage business),1379,-49
6,0240(brokerage business),6783,-421,6,0272(brokerage business),932,-208,6,0042(brokerage business),1347,1
7,0081(brokerage business),6633,-69,7,0082(brokerage business),836,-31,7,0034(brokerage business),1232,40
8,0123(brokerage business),6379,2450,8,0240(brokerage business),812,-26,8,0007(brokerage business),906,-87
9,0272(brokerage business),6214,818,9,0081(brokerage business),784,141,9,0323(brokerage business),831,9
10,0059(brokerage business),5620,895,10,0253(brokerage business),765,13,10,0139(brokerage business),785,-68
11,0268(brokerage business),4854,-99,11,0034(brokerage business),725,-7,11,0103(brokerage business),765,15
12,0186(brokerage business),4701,348,12,0096(brokerage business),713,-41,12,0096(brokerage business),756,-53
13,0298(brokerage business),4535,-57,13,0049(brokerage business),690,40,13,0059(brokerage business),729,-86
14,0259(brokerage business),3567,2323,14,0275(brokerage business),655,-199,14,0153(brokerage business),690,-13
15,0308(brokerage business),3322,-941,15,0123(brokerage business),615,-7,15,0253(brokerage business),690,-6
16,0034(brokerage business),3241,-8,16,0007(brokerage business),613,-11,16,0268(brokerage business),657,7
17,0103(brokerage business),2651,646,17,0103(brokerage business),557,-62,17,0049(brokerage business),651,38
18,0009(brokerage business),2172,267,18,0288(brokerage business),539,56,18,0003(brokerage business),597,-14
19,0007(brokerage business),2092,68,19,0308(brokerage business),526,-3,19,0018(brokerage business),595,-2
20,0161(brokerage business),2042,312,20,0067(brokerage business),504,-1,20,0275(brokerage business),526,-50
Total,,153881,7893,Total,,22543,-897,Total,,24666,-685
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2611,,,,,,,,,,2026-09-08,
1,0004(brokerage business),6712,-972,1,0004(brokerage business),2301,-72,1,0272(brokerage business),1896,31
2,0148(brokerage business),5701,-524,2,0148(brokerage business),1897,15,2,0004(brokerage business),1546,-72
3,0275(brokerage business),4733,35,3,0239(brokerage business),1170,122,3,0148(brokerage business),1519,46
4,0163(brokerage business),3610,137,4,0084(brokerage business),1135,-15,4,0323(brokerage business),1386,11
5,0081(brokerage business),1934,-469,5,0268(brokerage business),1099,-16,5,0163(brokerage business),934,-16
6,0059(brokerage business),1826,95,6,0163(brokerage business),871,86,6,0042(brokerage business),910,45
7,0253(brokerage business),1659,309,7,0096(brokerage business),778,-1,7,0007(brokerage business),813,1
8,0240(brokerage business),1482,-260,8,0123(brokerage business),687,-11,8,0096(brokerage business),707,-54
9,0272(brokerage business),1103,399,9,0052(brokerage business),540,-1,9,0034(brokerage business),688,105
10,0123(brokerage business),987,0,10,0274(brokerage business),506,26,10,0139(brokerage business),381,-3
11,0034(brokerage business),668,-255,11,0049(brokerage business),494,-18,11,0003(brokerage business),360,0
12,0096(brokerage business),659,21,12,0103(brokerage business),413,37,12,0077(brokerage business),358,-18
13,0137(brokerage business),507,172,13,0272(brokerage business),358,-590,13,0178(brokerage business),343,-8
14,0268(brokerage business),441,-287,14,0009(brokerage business),344,-23,14,0059(brokerage business),305,-3
15,0082(brokerage business),411,-135,15,0253(brokerage business),253,9,15,0240(brokerage business),298,-18
16,0259(brokerage business),409,133,16,0240(brokerage business),241,22,16,0045(brokerage business),285,-21
17,0271(brokerage business),386,11,17,0019(brokerage business),219,7,17,0019(brokerage business),259,21
18,0342(brokerage business),374,20,18,0184(brokerage business),214,-25,18,0058(brokerage business),237,-41
19,0298(brokerage business),355,57,19,0151(brokerage business),170,130,19,0308(brokerage business),233,-20
20,0007(brokerage business),346,-17,20,0059(brokerage business),168,55,20,0103(brokerage business),212,7
Total,,34303,-1530,Total,,13858,-263,Total,,13670,-7
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：aoall,,,,,,,2026-09-08,,,,
Name of FF Member/OSBP,489222,-88880,Name of FF Member/OSBP,435374,-11929,Name of FF Member/OSBP,432524,-11929,,,
Name of Non-FF Member/OSNBP,0,-600,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,2850,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2609,,,,,,,,,,2026-09-08,
1,0151(brokerage business),390,30,1,0018(brokerage business),1050,0,1,0148(brokerage business),1005,-330
2,0139(brokerage business),330,165,2,0327(brokerage business),990,0,2,0004(brokerage business),855,0
3,0148(brokerage business),330,255,3,0034(brokerage business),900,-90,3,0096(brokerage business),585,-180
4,0096(brokerage business),240,90,4,0103(brokerage business),240,0,4,0139(brokerage business),405,315
5,0123(brokerage business),240,225,5,0136(brokerage business),195,195,5,0136(brokerage business),300,0
6,0136(brokerage business),195,195,6,0148(brokerage business),150,0,6,0272(brokerage business),210,0
7,0271(brokerage business),165,165,7,0151(brokerage business),90,0,7,0320(brokerage business),90,0
8,0042(brokerage business),120,120,8,0275(brokerage business),90,90,8,0123(brokerage business),45,0
9,0274(brokerage business),105,0,9,0277(brokerage business),90,90,9,0268(brokerage business),30,-45
10,0034(brokerage business),90,90,10,0311(brokerage business),90,-15,10,,,
11,0272(brokerage business),90,60,11,0123(brokerage business),45,30,11,,,
12,0275(brokerage business),90,60,12,0272(brokerage business),30,-30,12,,,
13,0277(brokerage business),90,90,13,0163(brokerage business),15,0,13,,,
14,0004(brokerage business),75,75,14,,,,14,,,
15,0157(brokerage business),75,30,15,,,,15,,,
16,0019(brokerage business),60,60,16,,,,16,,,
17,0069(brokerage business),60,60,17,,,,17,,,
18,0163(brokerage business),60,60,18,,,,18,,,
19,0240(brokerage business),45,0,19,,,,19,,,
20,0268(brokerage business),45,-60,20,,,,20,,,
Total,,2895,1770,Total,,3975,270,Total,,3525,-240
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2610,,,,,,,,,,2026-09-08,
1,0004(brokerage business),42257,-19694,1,0004(brokerage business),6744,-1242,1,0148(brokerage business),12018,-968
2,0163(brokerage business),20437,-10412,2,0082(brokerage business),4935,-63,2,0004(brokerage business),10407,-2103
3,0148(brokerage business),16693,-11588,3,0163(brokerage business),4421,-1155,3,0103(brokerage business),4894,681
4,0123(brokerage business),9723,6740,4,0148(brokerage business),4016,-949,4,0163(brokerage business),3789,-884
5,0275(brokerage business),8390,-3073,5,0272(brokerage business),3919,334,5,0268(brokerage business),3419,12
6,0240(brokerage business),4841,-3339,6,0253(brokerage business),3614,57,6,0059(brokerage business),3269,-17
7,0253(brokerage business),4265,-4611,7,0323(brokerage business),3479,-79,7,0151(brokerage business),2931,-697
8,0272(brokerage business),4211,-1542,8,0096(brokerage business),2760,-241,8,0019(brokerage business),2871,-127
9,0298(brokerage business),4031,-3746,9,0034(brokerage business),2340,50,9,0288(brokerage business),2392,-577
10,0034(brokerage business),3718,457,10,0298(brokerage business),2256,-66,10,0272(brokerage business),2389,-275
11,0081(brokerage business),3198,-2143,11,0103(brokerage business),1840,-8,11,0253(brokerage business),2224,-166
12,0151(brokerage business),3093,-3256,12,0308(brokerage business),1830,-50,12,0323(brokerage business),2207,-14
13,0268(brokerage business),2946,-1562,13,0137(brokerage business),1671,-327,13,0274(brokerage business),1841,284
14,0103(brokerage business),2733,673,14,0018(brokerage business),1665,-555,14,0275(brokerage business),1715,-267
15,0186(brokerage business),2330,-1456,15,0275(brokerage business),1646,-109,15,0335(brokerage business),1651,-15
16,0059(brokerage business),1986,-2222,16,0268(brokerage business),1633,-142,16,0240(brokerage business),1614,-203
17,0323(brokerage business),1859,-558,17,0288(brokerage business),1629,10,17,0081(brokerage business),1443,-685
18,0288(brokerage business),1783,-1386,18,0058(brokerage business),1530,-50,18,0003(brokerage business),1371,-124
19,0137(brokerage business),1609,-459,19,0151(brokerage business),1519,-100,19,0043(brokerage business),1316,41
20,0259(brokerage business),1588,-144,20,0161(brokerage business),1471,-300,20,0139(brokerage business),1228,-143
Total,,141691,-63321,Total,,54918,-4985,Total,,64989,-6247
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2611,,,,,,,,,,2026-09-08,
1,0163(brokerage business),7623,-2670,1,0272(brokerage business),16363,-23,1,0148(brokerage business),9731,-278
2,0123(brokerage business),5672,1689,2,0082(brokerage business),10706,4,2,0323(brokerage business),8479,-440
3,0148(brokerage business),5603,69,3,0323(brokerage business),9146,584,3,0151(brokerage business),7903,252
4,0004(brokerage business),4258,-1715,4,0151(brokerage business),6557,-19,4,0004(brokerage business),7576,701
5,0275(brokerage business),3759,-2309,5,0240(brokerage business),6463,-74,5,0240(brokerage business),7138,-78
6,0049(brokerage business),3183,2517,6,0253(brokerage business),6451,-581,6,0163(brokerage business),6242,-208
7,0253(brokerage business),2936,-446,7,0178(brokerage business),5167,-6,7,0268(brokerage business),5204,-165
8,0161(brokerage business),2618,59,8,0161(brokerage business),4594,-575,8,0178(brokerage business),5148,38
9,0009(brokerage business),2373,9,9,0163(brokerage business),4123,383,9,0161(brokerage business),5125,-1
10,0268(brokerage business),2321,-401,10,0004(brokerage business),3914,255,10,0253(brokerage business),4879,-21
11,0323(brokerage business),1770,1558,11,0077(brokerage business),2942,235,11,0103(brokerage business),4217,80
12,0240(brokerage business),1614,193,12,0268(brokerage business),2938,-650,12,0019(brokerage business),2806,112
13,0178(brokerage business),1422,-74,13,0048(brokerage business),2360,-223,13,0335(brokerage business),2644,-17
14,0029(brokerage business),1409,1340,14,0308(brokerage business),1622,-3,14,0048(brokerage business),2096,-18
15,0151(brokerage business),1161,251,15,0034(brokerage business),1571,-21,15,0058(brokerage business),2070,-261
16,0059(brokerage business),1098,-626,16,0003(brokerage business),1151,10,16,0275(brokerage business),1350,100
17,0272(brokerage business),988,275,17,0148(brokerage business),827,75,17,0123(brokerage business),994,71
18,0081(brokerage business),984,-418,18,0009(brokerage business),800,614,18,0082(brokerage business),942,-18
19,0048(brokerage business),893,239,19,0139(brokerage business),800,23,19,0272(brokerage business),814,-35
20,0019(brokerage business),796,609,20,0123(brokerage business),743,-391,20,0069(brokerage business),778,94
Total,,52481,149,Total,,89238,-383,Total,,86136,-92
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2612,,,,,,,,,,2026-09-08,
1,0268(brokerage business),5076,4143,1,0323(brokerage business),8008,0,1,0323(brokerage business),8216,-4
2,0009(brokerage business),3807,2382,2,0151(brokerage business),6063,4,2,0151(brokerage business),6244,-17
3,0148(brokerage business),3521,2768,3,0240(brokerage business),4767,87,3,0240(brokerage business),5278,20
4,0163(brokerage business),2018,-196,4,0161(brokerage business),4531,-10,4,0161(brokerage business),4587,-20
5,0004(brokerage business),1259,426,5,0268(brokerage business),4159,-2001,5,0148(brokerage business),4146,-179
6,0161(brokerage business),934,53,6,0163(brokerage business),3977,66,6,0268(brokerage business),4123,-1995
7,0178(brokerage business),899,204,7,0004(brokerage business),3263,-51,7,0004(brokerage business),3609,80
8,0151(brokerage business),785,759,8,0178(brokerage business),2931,155,8,0163(brokerage business),3575,4
9,0272(brokerage business),720,284,9,0253(brokerage business),2611,-3,9,0253(brokerage business),3031,-9
10,0323(brokerage business),626,374,10,0272(brokerage business),2284,86,10,0178(brokerage business),2982,138
11,0253(brokerage business),602,297,11,0059(brokerage business),2012,7,11,0059(brokerage business),2028,1
12,0081(brokerage business),577,-30,12,0048(brokerage business),1914,-33,12,0048(brokerage business),2020,-33
13,0123(brokerage business),482,251,13,0034(brokerage business),1722,95,13,0335(brokerage business),957,-2
14,0240(brokerage business),455,120,14,0082(brokerage business),1650,0,14,0123(brokerage business),732,-10
15,0048(brokerage business),330,168,15,0139(brokerage business),1371,4,15,0288(brokerage business),394,-3
16,0059(brokerage business),218,-252,16,0288(brokerage business),1032,-9,16,0043(brokerage business),388,0
17,0067(brokerage business),189,166,17,0009(brokerage business),821,-306,17,0153(brokerage business),338,-2
18,0308(brokerage business),169,82,18,0095(brokerage business),571,0,18,0082(brokerage business),310,1
19,0238(brokerage business),155,41,19,0148(brokerage business),372,50,19,0069(brokerage business),269,-3
20,0327(brokerage business),150,96,20,0153(brokerage business),265,1,20,0089(brokerage business),264,-9
Total,,22972,12136,Total,,54324,-1858,Total,,53491,-2042
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2701,,,,,,,,,,2026-09-08,
1,0004(brokerage business),31514,4614,1,0004(brokerage business),13441,-1613,1,0004(brokerage business),17868,-467
2,0163(brokerage business),24648,-3431,2,0034(brokerage business),13141,253,2,0148(brokerage business),17419,-1334
3,0148(brokerage business),13633,-8785,3,0082(brokerage business),10622,-30,3,0103(brokerage business),14451,260
4,0275(brokerage business),10386,96,4,0148(brokerage business),9760,425,4,0335(brokerage business),8763,-518
5,0253(brokerage business),6535,-1289,5,0077(brokerage business),7009,0,5,0253(brokerage business),6107,19
6,0272(brokerage business),6117,2530,6,0253(brokerage business),5070,648,6,0003(brokerage business),6007,-1453
7,0240(brokerage business),6052,-445,7,0123(brokerage business),4788,173,7,0163(brokerage business),5613,-331
8,0123(brokerage business),5963,1276,8,0163(brokerage business),4780,25,8,0272(brokerage business),5193,-1154
9,0059(brokerage business),5098,941,9,0116(brokerage business),4654,33,9,0059(brokerage business),5162,1701
10,0009(brokerage business),4206,2218,10,0323(brokerage business),4306,192,10,0082(brokerage business),3818,220
