"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-15,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
12,0069(brokerage business),155,80,12,,,,12,0151(brokerage business),20,0
13,0081(brokerage business),150,-1090,13,,,,13,0274(brokerage business),20,0
14,0096(brokerage business),150,-770,14,,,,14,0121(brokerage business),15,-55
15,0161(brokerage business),135,110,15,,,,15,0048(brokerage business),5,5
16,0058(brokerage business),120,-305,16,,,,16,0096(brokerage business),5,-150
17,0315(brokerage business),110,-1570,17,,,,17,0137(brokerage business),5,0
18,0007(brokerage business),105,-105,18,,,,18,,,
19,0009(brokerage business),100,-685,19,,,,19,,,
20,0003(brokerage business),60,-1010,20,,,,20,,,
Total,,4960,-10955,Total,,2925,-640,Total,,2865,-150
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2610,,,,,,,,,,2026-09-15,
1,0148(brokerage business),29258,2462,1,0004(brokerage business),20524,-1077,1,0148(brokerage business),19996,1547
2,0163(brokerage business),25014,845,2,0148(brokerage business),19428,-4951,2,0163(brokerage business),12430,-399
3,0004(brokerage business),15706,-3785,3,0049(brokerage business),15680,1765,3,0049(brokerage business),11987,-2115
4,0049(brokerage business),10391,1210,4,0272(brokerage business),8749,281,4,0004(brokerage business),9382,-249
5,0272(brokerage business),9614,-2183,5,0163(brokerage business),7080,-315,5,0139(brokerage business),8924,417
6,0096(brokerage business),7962,168,6,0103(brokerage business),6857,-285,6,0009(brokerage business),7707,-335
7,0034(brokerage business),7512,2730,7,0077(brokerage business),4940,-53,7,0082(brokerage business),6292,675
8,0253(brokerage business),6549,-378,8,0253(brokerage business),4280,-411,8,0321(brokerage business),5702,41
9,0308(brokerage business),5910,722,9,0240(brokerage business),4106,865,9,0025(brokerage business),5603,92
10,0275(brokerage business),5640,-1003,10,0268(brokerage business),3503,164,10,0240(brokerage business),4052,-76
11,0123(brokerage business),3733,699,11,0321(brokerage business),3309,980,11,0253(brokerage business),3903,-322
12,0082(brokerage business),3606,1231,12,0096(brokerage business),2896,193,12,0272(brokerage business),3860,-13
13,0081(brokerage business),3554,-2561,13,0003(brokerage business),2677,209,13,0315(brokerage business),3832,43
14,0240(brokerage business),3373,995,14,0042(brokerage business),2435,-127,14,0058(brokerage business),3771,-942
15,0268(brokerage business),3138,101,15,0081(brokerage business),2302,-21,15,0308(brokerage business),3466,-495
16,0151(brokerage business),2793,1308,16,0308(brokerage business),2189,-71,16,0169(brokerage business),3259,298
17,0095(brokerage business),2705,1933,17,0136(brokerage business),2174,-141,17,0096(brokerage business),3239,-481
18,0042(brokerage business),2669,-458,18,0323(brokerage business),2172,159,18,0034(brokerage business),2952,-31
19,0009(brokerage business),2625,-618,19,0034(brokerage business),2150,-269,19,0081(brokerage business),2842,-341
20,0125(brokerage business),2299,-384,20,0161(brokerage business),2039,-203,20,0018(brokerage business),2424,-135
Total,,154051,3034,Total,,119490,-3308,Total,,125623,-2821
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2611,,,,,,,,,,2026-09-15,
1,0148(brokerage business),15799,5939,1,0148(brokerage business),21774,-1816,1,0148(brokerage business),15824,2611
2,0163(brokerage business),11713,2628,2,0004(brokerage business),10162,1262,2,0004(brokerage business),14988,465
3,0004(brokerage business),8071,533,3,0272(brokerage business),8522,-1080,3,0049(brokerage business),9787,-297
4,0272(brokerage business),7173,5,4,0239(brokerage business),6278,-2204,4,0163(brokerage business),5704,365
5,0096(brokerage business),4848,317,5,0163(brokerage business),5336,-300,5,0315(brokerage business),5287,-216
6,0308(brokerage business),4084,188,6,0003(brokerage business),4758,1178,6,0042(brokerage business),4690,-78
7,0275(brokerage business),2858,492,7,0259(brokerage business),3990,374,7,0272(brokerage business),4296,-317
8,0372(brokerage business),2415,1995,8,0049(brokerage business),3975,102,8,0009(brokerage business),3913,-30
9,0123(brokerage business),2319,1301,9,0268(brokerage business),3204,174,9,0321(brokerage business),3335,182
10,0239(brokerage business),2296,-179,10,0034(brokerage business),3164,276,10,0253(brokerage business),3325,66
11,0253(brokerage business),2112,228,11,0308(brokerage business),3061,277,11,0139(brokerage business),3288,-100
12,0049(brokerage business),2103,364,12,0125(brokerage business),2563,247,12,0069(brokerage business),3184,-215
13,0333(brokerage business),1929,579,13,0323(brokerage business),2337,74,13,0372(brokerage business),3152,-1990
14,0081(brokerage business),1688,-382,14,0123(brokerage business),2180,58,14,0067(brokerage business),2798,180
15,0009(brokerage business),1527,418,15,0096(brokerage business),2160,207,15,0082(brokerage business),2712,119
16,0103(brokerage business),1477,490,16,0253(brokerage business),2128,176,16,0169(brokerage business),2460,-11
17,0042(brokerage business),1434,551,17,0385(brokerage business),2107,110,17,0034(brokerage business),2175,-496
18,0034(brokerage business),1346,348,18,0103(brokerage business),2082,-408,18,0177(brokerage business),2161,-1
19,0003(brokerage business),1320,1160,19,0178(brokerage business),2063,32,19,0025(brokerage business),2123,-260
20,0240(brokerage business),1316,-14,20,0042(brokerage business),1757,234,20,0138(brokerage business),1803,-18
Total,,77828,16961,Total,,93601,-1027,Total,,97005,-41
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2612,,,,,,,,,,2026-09-15,
1,0148(brokerage business),5929,2211,1,0148(brokerage business),8552,2173,1,0148(brokerage business),11481,1016
2,0163(brokerage business),5708,1159,2,0004(brokerage business),4910,582,2,0004(brokerage business),9784,521
3,0004(brokerage business),4545,583,3,0049(brokerage business),4170,513,3,0049(brokerage business),9024,141
4,0272(brokerage business),3167,72,4,0272(brokerage business),4167,66,4,0272(brokerage business),4860,767
5,0308(brokerage business),2890,789,5,0136(brokerage business),4110,59,5,0372(brokerage business),4172,2022
6,0372(brokerage business),2253,1633,6,0268(brokerage business),3541,5,6,0163(brokerage business),3900,996
7,0333(brokerage business),2119,334,7,0103(brokerage business),3310,77,7,0125(brokerage business),3155,-75
8,0275(brokerage business),1953,407,8,0163(brokerage business),3266,888,8,0034(brokerage business),2982,-10
9,0096(brokerage business),1649,342,9,0274(brokerage business),2997,-89,9,0067(brokerage business),2693,99
10,0049(brokerage business),1104,262,10,0323(brokerage business),2913,216,10,0096(brokerage business),2564,-793
11,0123(brokerage business),1085,636,11,0081(brokerage business),2229,-35,11,0042(brokerage business),2539,156
12,0003(brokerage business),920,191,12,0178(brokerage business),2188,-43,12,0308(brokerage business),2433,908
13,0240(brokerage business),846,304,13,0025(brokerage business),2062,5,13,0169(brokerage business),2327,-177
14,0253(brokerage business),775,-72,14,0031(brokerage business),1984,16,14,0082(brokerage business),2166,-3
15,0081(brokerage business),734,7,15,0034(brokerage business),1827,54,15,0138(brokerage business),1969,6
16,0042(brokerage business),713,-71,16,0333(brokerage business),1817,176,16,0253(brokerage business),1929,99
17,0259(brokerage business),707,-151,17,0003(brokerage business),1799,737,17,0259(brokerage business),1723,546
18,0077(brokerage business),595,418,18,0077(brokerage business),1782,-214,18,0025(brokerage business),1477,-1
19,0029(brokerage business),546,-317,19,0253(brokerage business),1753,116,19,0333(brokerage business),1461,475
20,0323(brokerage business),536,14,20,0069(brokerage business),1710,36,20,0240(brokerage business),1439,211
Total,,38774,8751,Total,,61087,5338,Total,,74078,6904
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2701,,,,,,,,,,2026-09-15,
1,0163(brokerage business),2228,572,1,0148(brokerage business),3944,138,1,0148(brokerage business),13091,166
2,0148(brokerage business),1220,165,2,0049(brokerage business),2805,8,2,0049(brokerage business),5893,385
3,0333(brokerage business),1110,-98,3,0004(brokerage business),2264,191,3,0272(brokerage business),4870,-31
4,0004(brokerage business),783,270,4,0136(brokerage business),2146,3,4,0034(brokerage business),2205,456
5,0096(brokerage business),699,-465,5,0096(brokerage business),2001,454,5,0067(brokerage business),1372,-47
6,0272(brokerage business),667,-38,6,0034(brokerage business),1920,131,6,0333(brokerage business),1335,100
7,0042(brokerage business),651,256,7,0069(brokerage business),1876,59,7,0169(brokerage business),1284,58
8,0034(brokerage business),645,580,8,0333(brokerage business),1486,142,8,0042(brokerage business),1241,-100
9,0184(brokerage business),500,500,9,0323(brokerage business),1444,38,9,0103(brokerage business),1179,63
10,0049(brokerage business),495,383,10,0031(brokerage business),1318,5,10,0372(brokerage business),966,13
11,0308(brokerage business),485,-46,11,0103(brokerage business),1235,3,11,0163(brokerage business),909,34
12,0253(brokerage business),473,-14,12,0177(brokerage business),1021,1,12,0029(brokerage business),672,361
13,0275(brokerage business),463,69,13,0272(brokerage business),1005,32,13,0077(brokerage business),581,4
14,0123(brokerage business),391,225,14,0163(brokerage business),975,-52,14,0082(brokerage business),570,3
15,0239(brokerage business),389,381,15,0274(brokerage business),925,-3,15,0025(brokerage business),514,-1
16,0029(brokerage business),371,-159,16,0125(brokerage business),849,67,16,0253(brokerage business),484,96
17,0240(brokerage business),247,-81,17,0178(brokerage business),787,42,17,0018(brokerage business),459,3
18,0125(brokerage business),232,-480,18,0003(brokerage business),701,60,18,0321(brokerage business),447,0
19,0103(brokerage business),224,157,19,0339(brokerage business),685,0,19,0240(brokerage business),438,42
20,0077(brokerage business),221,126,20,0042(brokerage business),664,-17,20,0004(brokerage business),380,36
Total,,12494,2303,Total,,30051,1302,Total,,38890,1641
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2702,,,,,,,,,,2026-09-15,
1,0163(brokerage business),1246,636,1,0004(brokerage business),2940,177,1,0148(brokerage business),7216,170
2,0272(brokerage business),668,376,2,0272(brokerage business),2210,92,2,0004(brokerage business),2327,32
3,0004(brokerage business),601,57,3,0148(brokerage business),1937,16,3,0025(brokerage business),2175,4
4,0333(brokerage business),579,-129,4,0069(brokerage business),1317,9,4,0042(brokerage business),1419,178
5,0148(brokerage business),386,-352,5,0031(brokerage business),1034,48,5,0163(brokerage business),1140,478
6,0240(brokerage business),345,86,6,0323(brokerage business),1008,46,6,0103(brokerage business),1048,0
7,0253(brokerage business),249,170,7,0049(brokerage business),998,-16,7,0333(brokerage business),1013,87
8,0042(brokerage business),191,-206,8,0081(brokerage business),707,69,8,0049(brokerage business),781,-14
9,0081(brokerage business),155,-29,9,0139(brokerage business),698,0,9,0067(brokerage business),655,-22
10,0034(brokerage business),126,89,10,0034(brokerage business),636,118,10,0272(brokerage business),512,330
11,0088(brokerage business),121,89,11,0178(brokerage business),542,40,11,0077(brokerage business),451,-9
12,0008(brokerage business),108,108,12,0333(brokerage business),515,138,12,0082(brokerage business),202,0
13,0308(brokerage business),108,-52,13,0003(brokerage business),417,22,13,0096(brokerage business),177,15
14,0269(brokerage business),105,105,14,0103(brokerage business),414,9,14,0323(brokerage business),176,1
15,0161(brokerage business),103,85,15,0008(brokerage business),358,92,15,0088(brokerage business),158,-39
16,0123(brokerage business),90,-25,16,0161(brokerage business),356,1,16,0059(brokerage business),143,0
17,0125(brokerage business),87,-28,17,0253(brokerage business),337,-10,17,0008(brokerage business),131,0
18,0323(brokerage business),73,36,18,0268(brokerage business),310,-6,18,0034(brokerage business),130,2
19,0116(brokerage business),66,47,19,0042(brokerage business),263,5,19,0240(brokerage business),126,90
20,0186(brokerage business),60,-29,20,0096(brokerage business),246,17,20,0253(brokerage business),121,-59
Total,,5467,1034,Total,,17243,867,Total,,20101,1244
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2703,,,,,,,,,,2026-09-15,
1,0272(brokerage business),982,299,1,0323(brokerage business),2197,4,1,0148(brokerage business),10902,474
2,0333(brokerage business),786,253,2,0148(brokerage business),2159,-2,2,0049(brokerage business),2862,347
3,0148(brokerage business),696,318,3,0049(brokerage business),1909,-12,3,0004(brokerage business),2388,9
4,0163(brokerage business),649,-320,4,0272(brokerage business),1759,15,4,0077(brokerage business),2086,-3
5,0004(brokerage business),573,258,5,0069(brokerage business),1477,8,5,0422(brokerage business),1040,0
6,0049(brokerage business),391,245,6,0034(brokerage business),1252,6,6,0323(brokerage business),1018,0
7,0240(brokerage business),368,232,7,0004(brokerage business),1217,304,7,0042(brokerage business),1010,9
8,0096(brokerage business),326,224,8,0339(brokerage business),1091,1,8,0067(brokerage business),1004,0
9,0372(brokerage business),278,186,9,0136(brokerage business),1079,1,9,0103(brokerage business),842,-3
10,0269(brokerage business),237,237,10,0003(brokerage business),992,4,10,0163(brokerage business),678,81
11,0186(brokerage business),175,66,11,0333(brokerage business),977,72,11,0333(brokerage business),411,166
12,0253(brokerage business),151,61,12,0163(brokerage business),955,72,12,0272(brokerage business),353,-25
13,0308(brokerage business),134,17,13,0031(brokerage business),927,70,13,0240(brokerage business),248,117
14,0095(brokerage business),126,66,14,0372(brokerage business),826,66,14,0372(brokerage business),235,212
15,0123(brokerage business),104,39,15,0338(brokerage business),784,2,15,0096(brokerage business),139,25
16,0088(brokerage business),89,57,16,0268(brokerage business),685,9,16,0025(brokerage business),134,1
17,0018(brokerage business),85,35,17,0253(brokerage business),659,73,17,0008(brokerage business),103,0
18,0275(brokerage business),85,58,18,0042(brokerage business),527,65,18,0268(brokerage business),85,3
19,0042(brokerage business),84,-303,19,0096(brokerage business),465,225,19,0274(brokerage business),84,-13
20,0081(brokerage business),84,-3,20,0169(brokerage business),318,4,20,0123(brokerage business),73,-5
Total,,6403,2025,Total,,22255,987,Total,,25695,1395
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2609,,,,,,,,,,2026-09-15,
1,,,,1,8240(brokerage business),490,0,1,8009(brokerage business),330,0
2,,,,2,8253(brokerage business),140,0,2,8274(brokerage business),215,0
3,,,,3,8049(brokerage business),135,0,3,8096(brokerage business),190,0
4,,,,4,8148(brokerage business),115,0,4,8240(brokerage business),140,0
5,,,,5,8161(brokerage business),90,0,5,8049(brokerage business),80,0
6,,,,6,,,,6,8253(brokerage business),15,0
Total,,,,Total,,970,0,Total,,970,0
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2610,,,,,,,,,,2026-09-15,
1,8163(brokerage business),3532,-320,1,8004(brokerage business),2973,-79,1,8148(brokerage business),3206,-223
2,8148(brokerage business),2019,-644,2,8148(brokerage business),2471,-14,2,8004(brokerage business),2892,-175
3,8253(brokerage business),1379,-707,3,8081(brokerage business),867,8,3,8163(brokerage business),760,79
4,8275(brokerage business),1149,1064,4,8239(brokerage business),821,-179,4,8081(brokerage business),757,-7
5,8004(brokerage business),952,-717,5,8184(brokerage business),793,-71,5,8161(brokerage business),678,-61
6,8308(brokerage business),605,-1,6,8161(brokerage business),653,-37,6,8240(brokerage business),588,-2
7,8081(brokerage business),407,-193,7,8082(brokerage business),617,34,7,8082(brokerage business),585,39
8,8096(brokerage business),378,-62,8,8103(brokerage business),580,-6,8,8049(brokerage business),516,-4
9,8048(brokerage business),322,242,9,8323(brokerage business),358,1,9,8103(brokerage business),513,-6
10,8239(brokerage business),274,-100,10,8048(brokerage business),283,-41,10,8084(brokerage business),370,30
11,8161(brokerage business),254,-35,11,8163(brokerage business),232,-135,11,8323(brokerage business),351,-1
12,8103(brokerage business),130,-45,12,8272(brokerage business),203,-6,12,8048(brokerage business),261,-41
13,8184(brokerage business),118,20,13,8253(brokerage business),198,-66,13,8253(brokerage business),258,1
14,8082(brokerage business),97,29,14,8001(brokerage business),143,0,14,8051(brokerage business),239,0
15,8153(brokerage business),97,5,15,8308(brokerage business),108,92,15,8034(brokerage business),158,-20
16,8333(brokerage business),96,93,16,8311(brokerage business),107,-28,16,8139(brokerage business),96,55
17,8009(brokerage business),75,-182,17,8138(brokerage business),97,15,17,8123(brokerage business),81,1
18,8272(brokerage business),75,-54,18,8259(brokerage business),72,2,18,8239(brokerage business),46,21
19,8321(brokerage business),60,47,19,8096(brokerage business),62,56,19,8184(brokerage business),39,-43
20,8268(brokerage business),58,-54,20,8151(brokerage business),57,-1,20,8308(brokerage business),35,-27
Total,,12077,-1614,Total,,11695,-455,Total,,12429,-384
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-09-15,,,,
Name of FF Member/OSBP,500804,-143806,Name of FF Member/OSBP,579638,-9590,Name of FF Member/OSBP,572762,-9570,,,
Name of Non-FF Member/OSNBP,20,-240,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,6876,-20,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2609,,,,,,,,,,2026-09-15,
1,0139(brokerage business),460,50,1,0148(brokerage business),4195,0,1,0004(brokerage business),2825,100
2,0004(brokerage business),395,-680,2,0004(brokerage business),2740,-215,2,0240(brokerage business),880,65
3,0019(brokerage business),305,165,3,0058(brokerage business),1525,175,3,0043(brokerage business),665,0
4,0049(brokerage business),270,70,4,0043(brokerage business),710,0,4,0321(brokerage business),600,0
5,0058(brokerage business),175,125,5,0139(brokerage business),525,460,5,0123(brokerage business),535,0
6,0007(brokerage business),165,125,6,0059(brokerage business),160,5,6,0308(brokerage business),505,65
7,0153(brokerage business),115,115,7,0349(brokerage business),125,45,7,0048(brokerage business),390,50
8,0042(brokerage business),105,-70,8,0049(brokerage business),120,-270,8,0069(brokerage business),365,0
9,0240(brokerage business),105,-30,9,0153(brokerage business),115,115,9,0007(brokerage business),360,40
10,0003(brokerage business),100,0,10,0082(brokerage business),45,0,10,0139(brokerage business),360,0
11,0148(brokerage business),100,-270,11,0308(brokerage business),45,0,11,0299(brokerage business),335,-40
12,0059(brokerage business),95,75,12,0042(brokerage business),30,30,12,0103(brokerage business),305,0
13,0238(brokerage business),90,-310,13,0077(brokerage business),30,-20,13,0268(brokerage business),260,30
14,0299(brokerage business),90,35,14,0038(brokerage business),20,0,14,0018(brokerage business),230,0
15,0308(brokerage business),65,65,15,0338(brokerage business),10,0,15,0272(brokerage business),210,25
16,0253(brokerage business),55,40,16,,,,16,0275(brokerage business),210,10
17,0048(brokerage business),50,30,17,,,,17,0013(brokerage business),200,0
18,0103(brokerage business),50,-390,18,,,,18,0171(brokerage business),200,0
19,0349(brokerage business),45,-35,19,,,,19,0148(brokerage business),175,-40
20,0081(brokerage business),40,40,20,,,,20,0042(brokerage business),160,-75
Total,,2875,-850,Total,,10395,325,Total,,9770,230
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2610,,,,,,,,,,2026-09-15,
1,0163(brokerage business),44974,-550,1,0004(brokerage business),20779,-2817,1,0148(brokerage business),32335,-3862
2,0148(brokerage business),40835,-8484,2,0148(brokerage business),20448,-4569,2,0004(brokerage business),22017,-2424
3,0004(brokerage business),28805,-13174,3,0163(brokerage business),10231,-2621,3,0123(brokerage business),7759,-3621
4,0253(brokerage business),18393,-3141,4,0139(brokerage business),6137,-134,4,0163(brokerage business),7562,587
5,0275(brokerage business),12175,-10882,5,0272(brokerage business),6032,-541,5,0253(brokerage business),7383,-477
6,0259(brokerage business),8688,1853,6,0069(brokerage business),4771,562,6,0272(brokerage business),6736,-762
7,0081(brokerage business),7873,-3219,7,0103(brokerage business),4466,-518,7,0240(brokerage business),5842,-909
8,0272(brokerage business),6265,-13265,8,0034(brokerage business),4407,-1026,8,0034(brokerage business),5838,-525
9,0123(brokerage business),5001,580,9,0253(brokerage business),4381,-1402,9,0268(brokerage business),5102,-502
10,0240(brokerage business),4767,-975,10,0123(brokerage business),4287,-262,10,0275(brokerage business),4661,-816
11,0268(brokerage business),3422,-1573,11,0323(brokerage business),4201,-113,11,0139(brokerage business),4014,-673
12,0323(brokerage business),3281,376,12,0003(brokerage business),3490,15,12,0323(brokerage business),3355,-1132
13,0335(brokerage business),3140,1075,13,0161(brokerage business),3244,-286,13,0103(brokerage business),3333,-293
14,0034(brokerage business),3113,-1443,14,0268(brokerage business),3101,-1084,14,0002(brokerage business),2531,1
15,0096(brokerage business),2897,-271,15,0077(brokerage business),2979,-9,15,0018(brokerage business),2483,41
16,0288(brokerage business),2371,467,16,0096(brokerage business),2780,-164,16,0049(brokerage business),2215,-723
17,0161(brokerage business),2359,405,17,0275(brokerage business),2764,-231,17,0161(brokerage business),2044,-989
18,0042(brokerage business),2311,379,18,0335(brokerage business),2700,-2306,18,0058(brokerage business),1829,-1405
19,0058(brokerage business),2217,282,19,0082(brokerage business),2498,-325,19,0048(brokerage business),1798,-35
20,0103(brokerage business),2149,-696,20,0240(brokerage business),2422,-184,20,0003(brokerage business),1692,201
Total,,205036,-52256,Total,,116118,-18015,Total,,130529,-18318
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2611,,,,,,,,,,2026-09-15,
1,0004(brokerage business),38879,12241,1,0148(brokerage business),27453,-778,1,0004(brokerage business),28613,483
2,0148(brokerage business),22177,-4115,2,0239(brokerage business),21358,-23,2,0123(brokerage business),26670,2767
3,0163(brokerage business),20818,-9291,3,0004(brokerage business),16830,886,3,0148(brokerage business),22089,1741
4,0253(brokerage business),13397,-154,4,0163(brokerage business),16478,2659,4,0058(brokerage business),13263,428
5,0275(brokerage business),9551,-4572,5,0272(brokerage business),10899,154,5,0272(brokerage business),11541,151
6,0123(brokerage business),6960,3713,6,0335(brokerage business),10025,1139,6,0139(brokerage business),7085,186
7,0069(brokerage business),3420,394,7,0268(brokerage business),9817,662,7,0096(brokerage business),6536,62
8,0034(brokerage business),3394,1190,8,0034(brokerage business),7905,1806,8,0240(brokerage business),5675,662
9,0323(brokerage business),3321,-790,9,0077(brokerage business),5199,30,9,0103(brokerage business),5651,-1887
10,0240(brokerage business),3153,-396,10,0323(brokerage business),4968,-346,10,0163(brokerage business),4732,-341
11,0081(brokerage business),3151,-1274,11,0069(brokerage business),4670,-945,11,0003(brokerage business),4274,279
12,0103(brokerage business),3036,294,12,0253(brokerage business),4332,765,12,0002(brokerage business),4176,0
13,0335(brokerage business),3026,1084,13,0084(brokerage business),4134,-2,13,0372(brokerage business),4048,26
14,0268(brokerage business),2446,-1691,14,0103(brokerage business),4109,-133,14,0161(brokerage business),3743,18
15,0272(brokerage business),2375,-19557,15,0240(brokerage business),2917,57,15,0275(brokerage business),3590,857
16,0308(brokerage business),1723,-474,16,0042(brokerage business),2616,-117,16,0253(brokerage business),3152,-134
17,0239(brokerage business),1696,-1263,17,0008(brokerage business),2543,104,17,0018(brokerage business),2976,12
18,0082(brokerage business),1385,-36,18,0123(brokerage business),2522,337,18,0009(brokerage business),2836,704
19,0042(brokerage business),1371,472,19,0082(brokerage business),2462,375,19,0034(brokerage business),2747,86
20,0009(brokerage business),1285,56,20,0096(brokerage business),2413,74,20,0008(brokerage business),2746,25
Total,,146564,-24169,Total,,163650,6704,Total,,166143,6125
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2612,,,,,,,,,,2026-09-15,
1,0148(brokerage business),6729,1078,1,0148(brokerage business),12117,1406,1,0148(brokerage business),12177,1013
2,0163(brokerage business),6588,-1653,2,0004(brokerage business),7981,850,2,0004(brokerage business),7466,211
3,0004(brokerage business),3705,-290,3,0268(brokerage business),6831,-33,3,0123(brokerage business),7052,0
4,0253(brokerage business),3306,-744,4,0272(brokerage business),6424,-198,4,0034(brokerage business),4113,121
5,0275(brokerage business),2584,-1693,5,0034(brokerage business),3530,43,5,0239(brokerage business),3539,-37
