"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-15,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
16,0169(brokerage business),6,0,16,0136(brokerage business),252,0,16,0240(brokerage business),276,0
17,0253(brokerage business),6,6,17,0058(brokerage business),228,0,17,0052(brokerage business),198,-54
18,0305(brokerage business),6,6,18,0069(brokerage business),216,0,18,0389(brokerage business),180,0
19,,,,19,0323(brokerage business),150,0,19,0069(brokerage business),156,0
20,,,,20,0043(brokerage business),96,0,20,0253(brokerage business),108,0
Total,,624,402,Total,,12798,-18,Total,,12660,96
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2610,,,,,,,,,,2026-09-15,
1,0004(brokerage business),31582,-14866,1,0004(brokerage business),10989,-54,1,0004(brokerage business),17775,-642
2,0163(brokerage business),22459,-6305,2,0163(brokerage business),6694,252,2,0148(brokerage business),13508,-1408
3,0148(brokerage business),20770,-5242,3,0253(brokerage business),5749,-337,3,0082(brokerage business),9213,-58
4,0275(brokerage business),12327,-208,4,0148(brokerage business),5711,-380,4,0253(brokerage business),4906,-327
5,0253(brokerage business),8630,-3572,5,0103(brokerage business),5435,48,5,0272(brokerage business),4872,116
6,0272(brokerage business),7479,-2746,6,0034(brokerage business),4191,-350,6,0163(brokerage business),4208,-485
7,0081(brokerage business),7203,-1376,7,0240(brokerage business),4091,-212,7,0059(brokerage business),4019,111
8,0123(brokerage business),6890,-135,8,0096(brokerage business),3967,165,8,0240(brokerage business),3769,-30
9,0240(brokerage business),5628,-784,9,0272(brokerage business),3884,-145,9,0139(brokerage business),3498,-114
10,0034(brokerage business),4412,372,10,0077(brokerage business),3397,21,10,0103(brokerage business),2661,64
11,0268(brokerage business),4346,-1459,11,0042(brokerage business),3106,-154,11,0161(brokerage business),2633,116
12,0059(brokerage business),3629,-1929,12,0003(brokerage business),2949,-225,12,0018(brokerage business),2427,37
13,0298(brokerage business),2916,-420,13,0268(brokerage business),2735,-88,13,0323(brokerage business),2390,-190
14,0069(brokerage business),2883,-208,14,0081(brokerage business),2570,172,14,0268(brokerage business),2291,88
15,0186(brokerage business),2787,-253,15,0275(brokerage business),2495,71,15,0335(brokerage business),2204,-133
16,0009(brokerage business),2748,213,16,0049(brokerage business),2393,-59,16,0275(brokerage business),2132,-232
17,0003(brokerage business),2451,-82,17,0308(brokerage business),2161,-106,17,0184(brokerage business),1768,-6
18,0161(brokerage business),2436,880,18,0123(brokerage business),2102,-178,18,0288(brokerage business),1698,-237
19,0308(brokerage business),2389,-1183,19,0316(brokerage business),1842,3,19,0259(brokerage business),1537,225
20,0288(brokerage business),2359,89,20,0298(brokerage business),1812,-99,20,0069(brokerage business),1523,-217
Total,,156324,-39214,Total,,78273,-1655,Total,,89032,-3322
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2611,,,,,,,,,,2026-09-15,
1,0148(brokerage business),13096,-1390,1,0103(brokerage business),16260,87,1,0004(brokerage business),21609,441
2,0004(brokerage business),11668,-2075,2,0004(brokerage business),12783,-411,2,0148(brokerage business),13835,-244
3,0272(brokerage business),6582,513,3,0148(brokerage business),12451,300,3,0184(brokerage business),13324,454
4,0163(brokerage business),6240,-2286,4,0096(brokerage business),7274,-11,4,0239(brokerage business),7278,834
5,0275(brokerage business),5997,313,5,0077(brokerage business),6618,74,5,0272(brokerage business),6210,43
6,0253(brokerage business),3868,-743,6,0272(brokerage business),4433,-82,6,0009(brokerage business),4721,0
7,0081(brokerage business),3290,-968,7,0163(brokerage business),3273,137,7,0335(brokerage business),4341,457
8,0123(brokerage business),3166,-1619,8,0003(brokerage business),3136,581,8,0082(brokerage business),4297,7
9,0240(brokerage business),1967,187,9,0253(brokerage business),2933,542,9,0163(brokerage business),4243,-407
10,0009(brokerage business),1852,-227,10,0308(brokerage business),2444,57,10,0042(brokerage business),3301,-80
11,0059(brokerage business),1684,-837,11,0178(brokerage business),2439,92,11,0123(brokerage business),2720,24
12,0308(brokerage business),1498,-32,12,0240(brokerage business),2393,201,12,0323(brokerage business),2508,2
13,0042(brokerage business),1366,622,13,0059(brokerage business),2375,-33,13,0240(brokerage business),2039,64
14,0298(brokerage business),1223,-383,14,0082(brokerage business),2061,-78,14,0253(brokerage business),1988,90
15,0139(brokerage business),1203,996,15,0316(brokerage business),2009,20,15,0103(brokerage business),1937,81
16,0003(brokerage business),1162,410,16,0034(brokerage business),1885,44,16,0308(brokerage business),1898,175
17,0323(brokerage business),1159,-36,17,0018(brokerage business),1729,58,17,0275(brokerage business),1753,-64
18,0034(brokerage business),1130,-43,18,0139(brokerage business),1446,1132,18,0029(brokerage business),1657,36
19,0268(brokerage business),1121,-1173,19,0335(brokerage business),1418,9,19,0059(brokerage business),1643,385
20,0239(brokerage business),1036,-83,20,0069(brokerage business),1318,149,20,0096(brokerage business),1607,-123
Total,,70308,-8854,Total,,90678,2868,Total,,102909,2175
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2612,,,,,,,,,,2026-09-15,
1,0004(brokerage business),4686,-929,1,0148(brokerage business),13995,74,1,0004(brokerage business),22742,399
2,0148(brokerage business),3474,-714,2,0103(brokerage business),7782,26,2,0253(brokerage business),5588,-102
3,0081(brokerage business),1659,-160,3,0096(brokerage business),5209,-52,3,0148(brokerage business),4913,310
4,0253(brokerage business),1656,-731,4,0268(brokerage business),2483,-6,4,0272(brokerage business),4778,26
5,0275(brokerage business),1320,-393,5,0272(brokerage business),2417,7,5,0123(brokerage business),2583,-64
6,0163(brokerage business),1227,-949,6,0004(brokerage business),2340,623,6,0139(brokerage business),2259,0
7,0059(brokerage business),863,-219,7,0316(brokerage business),2240,42,7,0042(brokerage business),2185,13
8,0308(brokerage business),633,119,8,0003(brokerage business),1851,70,8,0009(brokerage business),1837,140
9,0123(brokerage business),504,-746,9,0178(brokerage business),1749,84,9,0003(brokerage business),1828,343
10,0003(brokerage business),459,-48,10,0163(brokerage business),1498,75,10,0240(brokerage business),1342,23
11,0259(brokerage business),397,-41,11,0253(brokerage business),1139,100,11,0022(brokerage business),1292,178
12,0096(brokerage business),395,-335,12,0308(brokerage business),896,22,12,0043(brokerage business),801,6
13,0240(brokerage business),382,-348,13,0311(brokerage business),875,-1,13,0007(brokerage business),777,5
14,0018(brokerage business),305,-172,14,0240(brokerage business),827,-23,14,0077(brokerage business),668,-107
15,0077(brokerage business),284,-83,15,0034(brokerage business),820,-11,15,0153(brokerage business),609,5
16,0069(brokerage business),238,-35,16,0018(brokerage business),808,23,16,0163(brokerage business),592,6
17,0323(brokerage business),236,168,17,0263(brokerage business),758,5,17,0308(brokerage business),542,-89
18,0016(brokerage business),233,223,18,0059(brokerage business),661,9,18,0058(brokerage business),541,121
19,0103(brokerage business),220,-172,19,0298(brokerage business),622,46,19,0103(brokerage business),469,6
20,0034(brokerage business),211,-102,20,0123(brokerage business),604,-2,20,0082(brokerage business),450,-1
Total,,19382,-5667,Total,,49574,1111,Total,,56796,1218
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2701,,,,,,,,,,2026-09-15,
1,0275(brokerage business),1550,-113,1,0096(brokerage business),4140,57,1,0148(brokerage business),4670,507
2,0163(brokerage business),1538,-135,2,0103(brokerage business),2658,-21,2,0272(brokerage business),4228,10
3,0004(brokerage business),1333,-592,3,0148(brokerage business),1965,58,3,0253(brokerage business),3589,93
4,0081(brokerage business),922,-284,4,0004(brokerage business),1131,12,4,0004(brokerage business),3215,151
5,0148(brokerage business),869,-464,5,0163(brokerage business),1005,371,5,0042(brokerage business),2366,3
6,0059(brokerage business),726,-184,6,0240(brokerage business),906,24,6,0240(brokerage business),1969,25
7,0253(brokerage business),430,-1198,7,0253(brokerage business),689,29,7,0311(brokerage business),1170,1
8,0123(brokerage business),249,-201,8,0025(brokerage business),668,4,8,0320(brokerage business),906,-7
9,0238(brokerage business),234,-65,9,0123(brokerage business),571,4,9,0022(brokerage business),711,0
10,0272(brokerage business),159,12,10,0069(brokerage business),549,-1,10,0103(brokerage business),619,3
11,0077(brokerage business),154,12,11,0169(brokerage business),525,0,11,0163(brokerage business),433,7
12,0178(brokerage business),138,-4,12,0272(brokerage business),489,27,12,0288(brokerage business),419,4
13,0240(brokerage business),125,-111,13,0323(brokerage business),396,4,13,0058(brokerage business),386,0
14,0186(brokerage business),117,-24,14,0178(brokerage business),386,53,14,0268(brokerage business),368,13
15,0139(brokerage business),106,65,15,0268(brokerage business),358,2,15,0331(brokerage business),121,0
16,0268(brokerage business),105,-129,16,0003(brokerage business),353,17,16,0019(brokerage business),112,0
17,0103(brokerage business),102,18,17,0310(brokerage business),350,8,17,0096(brokerage business),102,2
18,0319(brokerage business),97,-21,18,0277(brokerage business),340,-1,18,0275(brokerage business),97,15
19,0007(brokerage business),94,-33,19,0038(brokerage business),338,2,19,0151(brokerage business),69,7
20,0342(brokerage business),86,-10,20,0125(brokerage business),324,3,20,0048(brokerage business),56,-13
Total,,9134,-3461,Total,,18141,652,Total,,25606,821
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-09-15,,,,
Name of FF Member/OSBP,306550,-56058,Name of FF Member/OSBP,75919,1821,Name of FF Member/OSBP,75919,1821,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2609,,,,,,,,,,2026-09-15,
1,0268(brokerage business),20,-44,1,0148(brokerage business),480,0,1,0272(brokerage business),1282,0
2,0349(brokerage business),16,16,2,0004(brokerage business),416,0,2,0042(brokerage business),658,0
3,0049(brokerage business),14,14,3,0049(brokerage business),226,14,3,0349(brokerage business),136,16
4,0163(brokerage business),14,6,4,0034(brokerage business),200,0,4,0007(brokerage business),72,0
5,0048(brokerage business),12,12,5,0058(brokerage business),170,0,5,0103(brokerage business),70,0
6,0311(brokerage business),6,4,6,0048(brokerage business),148,-12,6,0311(brokerage business),52,6
7,0323(brokerage business),4,4,7,0009(brokerage business),124,0,7,0069(brokerage business),34,0
8,0003(brokerage business),2,0,8,0268(brokerage business),100,-10,8,0009(brokerage business),22,0
9,0004(brokerage business),2,-2,9,0316(brokerage business),100,0,9,0052(brokerage business),8,0
10,0059(brokerage business),2,0,10,0069(brokerage business),76,0,10,,,
11,,,,11,0042(brokerage business),50,0,11,,,
12,,,,12,0082(brokerage business),48,0,12,,,
13,,,,13,0338(brokerage business),40,0,13,,,
14,,,,14,0240(brokerage business),38,0,14,,,
15,,,,15,0163(brokerage business),26,0,15,,,
16,,,,16,0275(brokerage business),20,0,16,,,
17,,,,17,0308(brokerage business),20,0,17,,,
18,,,,18,0077(brokerage business),14,0,18,,,
19,,,,19,0305(brokerage business),10,0,19,,,
20,,,,20,0003(brokerage business),4,2,20,,,
Total,,92,10,Total,,2310,-6,Total,,2334,22
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2610,,,,,,,,,,2026-09-15,
1,0004(brokerage business),35488,-7400,1,0004(brokerage business),3011,195,1,0004(brokerage business),4540,-217
2,0148(brokerage business),24086,-4015,2,0148(brokerage business),2530,-142,2,0148(brokerage business),3457,178
3,0163(brokerage business),16007,-3560,3,0268(brokerage business),2465,159,3,0240(brokerage business),2370,-112
4,0275(brokerage business),9987,-2564,4,0163(brokerage business),1988,92,4,0163(brokerage business),1938,-231
5,0240(brokerage business),7992,-1047,5,0240(brokerage business),1399,14,5,0272(brokerage business),1385,-18
6,0253(brokerage business),7351,-1607,6,0034(brokerage business),1132,-153,6,0103(brokerage business),1176,153
7,0081(brokerage business),7321,-913,7,0272(brokerage business),1066,56,7,0034(brokerage business),1067,77
8,0272(brokerage business),5878,-870,8,0096(brokerage business),1014,-257,8,0018(brokerage business),874,-71
9,0259(brokerage business),5107,455,9,0049(brokerage business),1008,-271,9,0335(brokerage business),861,217
10,0298(brokerage business),4933,-687,10,0082(brokerage business),941,23,10,0253(brokerage business),821,56
11,0268(brokerage business),4531,-1282,11,0007(brokerage business),913,111,11,0042(brokerage business),793,62
12,0034(brokerage business),4380,101,12,0059(brokerage business),913,-73,12,0323(brokerage business),763,-23
13,0308(brokerage business),3914,214,13,0275(brokerage business),912,-23,13,0153(brokerage business),694,-34
14,0186(brokerage business),3898,-231,14,0123(brokerage business),630,6,14,0139(brokerage business),669,-27
15,0059(brokerage business),3823,-471,15,0288(brokerage business),546,-23,15,0161(brokerage business),549,-16
16,0103(brokerage business),3175,-107,16,0077(brokerage business),501,59,16,0096(brokerage business),548,31
17,0323(brokerage business),2266,-208,17,0298(brokerage business),465,-26,17,0082(brokerage business),499,-63
18,0009(brokerage business),2204,-84,18,0042(brokerage business),462,-5,18,0308(brokerage business),461,3
19,0082(brokerage business),2102,-33,19,0308(brokerage business),448,-65,19,0048(brokerage business),453,-25
20,0096(brokerage business),1984,-68,20,0252(brokerage business),438,7,20,0288(brokerage business),434,35
Total,,156427,-24377,Total,,22782,-316,Total,,24352,-25
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2611,,,,,,,,,,2026-09-15,
1,0148(brokerage business),11148,-688,1,0004(brokerage business),2427,130,1,0004(brokerage business),2240,265
2,0004(brokerage business),10191,-2283,2,0148(brokerage business),2177,59,2,0148(brokerage business),2031,55
3,0275(brokerage business),5703,-1942,3,0163(brokerage business),1270,136,3,0272(brokerage business),1915,88
4,0163(brokerage business),5604,-2516,4,0272(brokerage business),1122,-65,4,0323(brokerage business),1464,22
5,0253(brokerage business),3593,8,5,0084(brokerage business),1042,-74,5,0163(brokerage business),1213,76
6,0081(brokerage business),2634,-249,6,0268(brokerage business),916,-9,6,0042(brokerage business),1040,98
7,0240(brokerage business),2049,63,7,0096(brokerage business),773,89,7,0007(brokerage business),834,61
8,0059(brokerage business),2040,-95,8,0034(brokerage business),741,522,8,0077(brokerage business),609,5
9,0034(brokerage business),1578,229,9,0049(brokerage business),736,222,9,0335(brokerage business),579,152
10,0123(brokerage business),1578,202,10,0123(brokerage business),721,-55,10,0096(brokerage business),555,-64
11,0272(brokerage business),1557,-207,11,0240(brokerage business),517,14,11,0178(brokerage business),525,63
12,0096(brokerage business),1189,-148,12,0059(brokerage business),505,124,12,0240(brokerage business),445,19
13,0271(brokerage business),861,225,13,0253(brokerage business),445,35,13,0139(brokerage business),406,7
14,0007(brokerage business),836,72,14,0052(brokerage business),422,2,14,0239(brokerage business),398,151
15,0268(brokerage business),794,-523,15,0103(brokerage business),381,-19,15,0003(brokerage business),383,5
16,0259(brokerage business),764,-75,16,0274(brokerage business),354,9,16,0059(brokerage business),383,84
17,0308(brokerage business),720,117,17,0082(brokerage business),339,20,17,0268(brokerage business),378,-51
18,0298(brokerage business),611,-27,18,0069(brokerage business),329,19,18,0274(brokerage business),363,25
19,0103(brokerage business),593,-117,19,0009(brokerage business),316,44,19,0103(brokerage business),358,110
20,0186(brokerage business),586,48,20,0239(brokerage business),316,-19,20,0253(brokerage business),333,62
Total,,54629,-7906,Total,,15849,1184,Total,,16452,1233
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：aoall,,,,,,,2026-09-15,,,,
Name of FF Member/OSBP,320270,-179410,Name of FF Member/OSBP,472091,-1586,Name of FF Member/OSBP,469341,-1586,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,2750,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2609,,,,,,,,,,2026-09-15,
1,0136(brokerage business),285,285,1,0018(brokerage business),1050,0,1,0004(brokerage business),855,0
2,0151(brokerage business),15,15,2,0327(brokerage business),990,0,2,0148(brokerage business),855,0
3,,,,3,0034(brokerage business),900,0,3,0096(brokerage business),570,0
4,,,,4,0103(brokerage business),240,0,4,0139(brokerage business),405,0
5,,,,5,0136(brokerage business),150,-150,5,0272(brokerage business),210,0
6,,,,6,0148(brokerage business),150,0,6,0320(brokerage business),90,0
7,,,,7,,,,7,0123(brokerage business),45,0
Total,,300,300,Total,,3480,-150,Total,,3030,0
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2610,,,,,,,,,,2026-09-15,
1,0163(brokerage business),5567,-3387,1,0096(brokerage business),2839,-170,1,0148(brokerage business),7896,399
2,0004(brokerage business),2552,-3469,2,0082(brokerage business),2619,-10,2,0004(brokerage business),4527,-609
3,0148(brokerage business),2401,-3345,3,0004(brokerage business),2484,-93,3,0163(brokerage business),2447,-84
4,0275(brokerage business),1666,-2118,4,0148(brokerage business),1685,-404,4,0103(brokerage business),1925,-48
5,0029(brokerage business),1056,663,5,0253(brokerage business),1675,-36,5,0323(brokerage business),1649,-2
6,0253(brokerage business),983,-1397,6,0163(brokerage business),1546,-287,6,0029(brokerage business),1504,138
7,0151(brokerage business),927,-97,7,0298(brokerage business),1416,-66,7,0019(brokerage business),1326,26
8,0069(brokerage business),861,-522,8,0003(brokerage business),1146,0,8,0139(brokerage business),1067,-2
9,0081(brokerage business),740,-1228,9,0327(brokerage business),1037,35,9,0268(brokerage business),1016,-61
10,0268(brokerage business),588,-514,10,0272(brokerage business),1030,-72,10,0003(brokerage business),995,51
11,0298(brokerage business),530,-332,11,0034(brokerage business),1005,-54,11,0059(brokerage business),960,-2
12,0161(brokerage business),509,-82,12,0323(brokerage business),983,-12,12,0151(brokerage business),843,-780
13,0123(brokerage business),449,-404,13,0018(brokerage business),973,-7,13,0274(brokerage business),816,-7
14,0272(brokerage business),426,-1011,14,0275(brokerage business),955,-60,14,0253(brokerage business),811,-381
15,0259(brokerage business),409,199,15,0029(brokerage business),906,-8,15,0136(brokerage business),790,-4
16,0058(brokerage business),407,205,16,0161(brokerage business),899,-21,16,0272(brokerage business),769,-100
17,0095(brokerage business),358,173,17,0288(brokerage business),855,-158,17,0082(brokerage business),728,150
18,0139(brokerage business),357,185,18,0103(brokerage business),814,-18,18,0081(brokerage business),603,-118
19,0096(brokerage business),338,-69,19,0007(brokerage business),735,-2,19,0259(brokerage business),569,-290
20,0288(brokerage business),315,-343,20,0137(brokerage business),735,14,20,0049(brokerage business),538,-96
Total,,21439,-16893,Total,,26337,-1429,Total,,31779,-1820
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2611,,,,,,,,,,2026-09-15,
1,0163(brokerage business),5774,-3202,1,0272(brokerage business),14166,48,1,0151(brokerage business),8946,699
2,0004(brokerage business),3579,-4139,2,0323(brokerage business),12058,101,2,0323(brokerage business),8506,25
3,0148(brokerage business),3346,-2363,3,0082(brokerage business),10659,-4,3,0004(brokerage business),8305,154
4,0240(brokerage business),2585,1006,4,0151(brokerage business),8301,-21,4,0148(brokerage business),7870,-534
5,0081(brokerage business),2575,1157,5,0004(brokerage business),6973,69,5,0240(brokerage business),6431,-1131
6,0178(brokerage business),2014,123,6,0253(brokerage business),6845,69,6,0163(brokerage business),6319,-138
7,0161(brokerage business),1482,-1091,7,0240(brokerage business),5799,-782,7,0253(brokerage business),4564,29
8,0082(brokerage business),1396,1081,8,0178(brokerage business),4527,-805,8,0178(brokerage business),4389,-815
9,0253(brokerage business),1342,-1552,9,0161(brokerage business),4013,-158,9,0103(brokerage business),4194,24
10,0151(brokerage business),1256,667,10,0077(brokerage business),3707,5,10,0161(brokerage business),4116,-432
11,0059(brokerage business),1059,135,11,0163(brokerage business),3282,-128,11,0019(brokerage business),3175,-28
12,0123(brokerage business),999,-436,12,0148(brokerage business),3256,36,12,0268(brokerage business),3145,-195
13,0029(brokerage business),720,98,13,0048(brokerage business),1941,-197,13,0274(brokerage business),2777,78
14,0259(brokerage business),609,122,14,0308(brokerage business),1571,-4,14,0335(brokerage business),2686,-133
15,0009(brokerage business),512,-482,15,0034(brokerage business),1515,-13,15,0058(brokerage business),2357,161
16,0048(brokerage business),481,226,16,0009(brokerage business),1440,130,16,0082(brokerage business),2331,1084
17,0275(brokerage business),456,-2305,17,0268(brokerage business),1398,-112,17,0048(brokerage business),1978,-192
18,0089(brokerage business),422,412,18,0103(brokerage business),1128,-6,18,0288(brokerage business),1942,89
19,0335(brokerage business),419,-482,19,0029(brokerage business),884,231,19,0275(brokerage business),1540,-58
20,0272(brokerage business),417,-782,20,0123(brokerage business),693,-103,20,0081(brokerage business),1222,264
Total,,31443,-11807,Total,,94156,-1644,Total,,86793,-1049
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2612,,,,,,,,,,2026-09-15,
1,0163(brokerage business),1454,-1127,1,0323(brokerage business),8011,1,1,0323(brokerage business),8223,0
2,0178(brokerage business),556,-464,2,0151(brokerage business),6351,1,2,0151(brokerage business),6376,152
3,0151(brokerage business),481,297,3,0240(brokerage business),5007,13,3,0240(brokerage business),5368,5
4,0161(brokerage business),461,-516,4,0161(brokerage business),4542,-7,4,0161(brokerage business),4567,-10
5,0081(brokerage business),447,-260,5,0178(brokerage business),4510,281,5,0178(brokerage business),4528,275
6,0253(brokerage business),297,-1156,6,0268(brokerage business),4188,-7,6,0004(brokerage business),4175,11
7,0048(brokerage business),277,-219,7,0272(brokerage business),3880,9,7,0268(brokerage business),4016,1
8,0268(brokerage business),264,-971,8,0163(brokerage business),3852,63,8,0163(brokerage business),3594,-13
9,0148(brokerage business),205,-823,9,0004(brokerage business),3421,25,9,0253(brokerage business),2995,12
10,0123(brokerage business),175,-131,10,0253(brokerage business),2601,-1,10,0103(brokerage business),2222,50
11,0059(brokerage business),158,-161,11,0059(brokerage business),1978,77,11,0059(brokerage business),1974,75
12,0004(brokerage business),136,-475,12,0082(brokerage business),1755,1,12,0335(brokerage business),1834,13
13,0240(brokerage business),130,-353,13,0034(brokerage business),1653,9,13,0009(brokerage business),1818,-5
14,0288(brokerage business),87,-285,14,0048(brokerage business),1575,-134,14,0048(brokerage business),1688,-127
15,0272(brokerage business),85,-1222,15,0288(brokerage business),1399,-7,15,0148(brokerage business),998,66
16,0323(brokerage business),83,-194,16,0139(brokerage business),1356,3,16,0272(brokerage business),916,6
17,0141(brokerage business),72,-152,17,0095(brokerage business),571,-1,17,0123(brokerage business),811,49
18,0009(brokerage business),67,-403,18,0148(brokerage business),393,1,18,0288(brokerage business),489,-68
19,0069(brokerage business),67,-127,19,0009(brokerage business),383,62,19,0043(brokerage business),329,0
20,0238(brokerage business),60,-63,20,0153(brokerage business),280,1,20,0082(brokerage business),307,-1
Total,,5562,-8805,Total,,57706,390,Total,,57228,491
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2701,,,,,,,,,,2026-09-15,
1,0004(brokerage business),52046,-10315,1,0004(brokerage business),17661,-543,1,0148(brokerage business),29013,-251
2,0163(brokerage business),28600,-12168,2,0148(brokerage business),16760,370,2,0004(brokerage business),26773,223
3,0148(brokerage business),18827,-14251,3,0034(brokerage business),14297,148,3,0103(brokerage business),17932,657
4,0253(brokerage business),9931,-7503,4,0082(brokerage business),10654,1080,4,0335(brokerage business),12522,-670
5,0272(brokerage business),7513,-451,5,0163(brokerage business),10563,-536,5,0253(brokerage business),10404,362
6,0275(brokerage business),6254,-2575,6,0077(brokerage business),6913,-153,6,0163(brokerage business),9197,-864
7,0298(brokerage business),4587,-826,7,0272(brokerage business),6624,799,7,0272(brokerage business),7824,-12
8,0240(brokerage business),4411,-2083,8,0288(brokerage business),6568,580,8,0059(brokerage business),5414,470
9,0059(brokerage business),3913,-2204,9,0103(brokerage business),5963,-119,9,0082(brokerage business),5372,95
10,0103(brokerage business),3858,-1908,10,0323(brokerage business),5888,177,10,0288(brokerage business),4490,-694
11,0186(brokerage business),3757,-1696,11,0123(brokerage business),5601,-773,11,0268(brokerage business),4486,128
12,0268(brokerage business),3564,-3434,12,0253(brokerage business),5163,-307,12,0240(brokerage business),4133,-23
13,0288(brokerage business),3326,-1394,13,0116(brokerage business),4681,-42,13,0034(brokerage business),4082,408
14,0161(brokerage business),3249,165,14,0052(brokerage business),4173,2025,14,0058(brokerage business),3638,-18
15,0081(brokerage business),2889,-2489,15,0298(brokerage business),3815,179,15,0123(brokerage business),2877,304
16,0335(brokerage business),2736,-950,16,0003(brokerage business),3686,23,16,0274(brokerage business),2858,-204
17,0123(brokerage business),2549,-6122,17,0268(brokerage business),3666,-116,17,0081(brokerage business),2741,197
18,0034(brokerage business),2538,-1476,18,0275(brokerage business),3539,36,18,0151(brokerage business),2644,-33
19,0096(brokerage business),2202,757,19,0009(brokerage business),3116,314,19,0007(brokerage business),2631,-34
20,0007(brokerage business),2171,950,20,0096(brokerage business),3062,-160,20,0018(brokerage business),2569,-137
Total,,168921,-69973,Total,,142393,2982,Total,,161600,-96
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：adall,,,,,,,2026-09-15,,,,
Name of FF Member/OSBP,19274,-4406,Name of FF Member/OSBP,23408,-558,Name of FF Member/OSBP,23408,-558,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
