"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-05-06,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
7,0019(brokerage business),359,-444,7,0069(brokerage business),2085,-157,7,0169(brokerage business),2099,60
8,0259(brokerage business),351,-384,8,0268(brokerage business),1526,0,8,0049(brokerage business),2002,393
9,0272(brokerage business),351,-111,9,0088(brokerage business),1353,151,9,0372(brokerage business),1435,10
10,0088(brokerage business),338,-658,10,0323(brokerage business),1302,0,10,0025(brokerage business),1098,1
11,0316(brokerage business),300,120,11,0338(brokerage business),1053,-21,11,0018(brokerage business),1088,31
12,0321(brokerage business),269,228,12,0031(brokerage business),961,-98,12,0138(brokerage business),1001,-3
13,0034(brokerage business),257,-246,13,0042(brokerage business),939,-12,13,0034(brokerage business),912,12
14,0096(brokerage business),250,220,14,0253(brokerage business),920,-292,14,0082(brokerage business),866,1
15,0069(brokerage business),249,-282,15,0178(brokerage business),915,-98,15,0096(brokerage business),852,7
16,0178(brokerage business),219,84,16,0034(brokerage business),875,153,16,0125(brokerage business),738,2
17,0372(brokerage business),169,-262,17,0335(brokerage business),864,20,17,0157(brokerage business),708,0
18,0177(brokerage business),168,63,18,0103(brokerage business),793,7,18,0261(brokerage business),504,0
19,0018(brokerage business),160,12,19,0096(brokerage business),672,-221,19,0244(brokerage business),491,-2
20,0240(brokerage business),157,-142,20,0254(brokerage business),659,-8,20,0240(brokerage business),418,-12
Total,,10594,-5304,Total,,35461,397,Total,,41234,632
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2609,,,,,,,,,,2026-05-06,
1,0148(brokerage business),890,-812,1,0004(brokerage business),4352,50,1,0004(brokerage business),12164,19
2,0163(brokerage business),758,-745,2,0148(brokerage business),3429,-114,2,0148(brokerage business),9885,-14
3,0077(brokerage business),702,42,3,0034(brokerage business),2768,8,3,0042(brokerage business),3205,3
4,0004(brokerage business),693,-615,4,0069(brokerage business),2329,-43,4,0049(brokerage business),2738,-42
5,0253(brokerage business),600,-332,5,0136(brokerage business),2077,-9,5,0003(brokerage business),2586,-1
6,0272(brokerage business),389,-132,6,0272(brokerage business),1651,110,6,0253(brokerage business),1603,152
7,0088(brokerage business),376,-493,7,0178(brokerage business),1475,28,7,0163(brokerage business),1325,-48
8,0019(brokerage business),290,-305,8,0042(brokerage business),1343,-97,8,0139(brokerage business),1284,6
9,0069(brokerage business),288,-190,9,0323(brokerage business),1334,-1,9,0372(brokerage business),1189,-33
10,0308(brokerage business),191,-143,10,0288(brokerage business),1291,-26,10,0096(brokerage business),1095,-50
11,0240(brokerage business),186,-276,11,0338(brokerage business),1262,16,11,0088(brokerage business),1025,205
12,0123(brokerage business),177,-14,12,0031(brokerage business),1193,0,12,0018(brokerage business),762,-2
13,0342(brokerage business),160,156,13,0077(brokerage business),1192,605,13,0240(brokerage business),720,-61
14,0049(brokerage business),156,-479,14,0025(brokerage business),1099,-79,14,0272(brokerage business),647,27
15,0096(brokerage business),147,-335,15,0049(brokerage business),1090,-16,15,0034(brokerage business),595,4
16,0042(brokerage business),144,-318,16,0177(brokerage business),970,-1,16,0081(brokerage business),520,-13
17,0169(brokerage business),128,-436,17,0096(brokerage business),928,-47,17,0261(brokerage business),517,0
18,0025(brokerage business),106,52,18,0253(brokerage business),899,140,18,0082(brokerage business),365,3
19,0178(brokerage business),103,-105,19,0274(brokerage business),899,-7,19,0244(brokerage business),363,3
20,0259(brokerage business),100,-247,20,0339(brokerage business),885,-60,20,0169(brokerage business),335,63
Total,,6584,-5727,Total,,32466,457,Total,,42923,221
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2610,,,,,,,,,,2026-05-06,
1,0088(brokerage business),258,-234,1,0148(brokerage business),1901,48,1,0004(brokerage business),3736,5
2,0096(brokerage business),206,178,2,0004(brokerage business),1448,-16,2,0148(brokerage business),3164,50
3,0308(brokerage business),190,60,3,0288(brokerage business),1028,0,3,0253(brokerage business),1653,-38
4,0009(brokerage business),177,177,4,0069(brokerage business),968,52,4,0042(brokerage business),1490,-16
5,0148(brokerage business),142,-123,5,0088(brokerage business),919,188,5,0163(brokerage business),1088,6
6,0272(brokerage business),132,-32,6,0272(brokerage business),894,33,6,0103(brokerage business),439,-5
7,0004(brokerage business),131,-201,7,0049(brokerage business),838,-1,7,0139(brokerage business),386,0
8,0253(brokerage business),110,-235,8,0031(brokerage business),715,-1,8,0153(brokerage business),364,0
9,0163(brokerage business),101,-85,9,0096(brokerage business),512,-1,9,0157(brokerage business),358,1
10,0259(brokerage business),82,-57,10,0338(brokerage business),486,0,10,0321(brokerage business),327,0
11,0069(brokerage business),63,-54,11,0323(brokerage business),417,0,11,0088(brokerage business),288,14
12,0042(brokerage business),57,-28,12,0103(brokerage business),408,4,12,0008(brokerage business),237,0
13,0254(brokerage business),40,40,13,0315(brokerage business),350,1,13,0049(brokerage business),237,-19
14,0018(brokerage business),38,-75,14,0161(brokerage business),337,4,14,0009(brokerage business),236,177
15,0240(brokerage business),38,-95,15,0003(brokerage business),317,5,15,0096(brokerage business),210,195
16,0049(brokerage business),36,-156,16,0253(brokerage business),298,-42,16,0272(brokerage business),160,-7
17,0077(brokerage business),29,-31,17,0240(brokerage business),260,-7,17,0025(brokerage business),158,0
18,0268(brokerage business),22,-8,18,0019(brokerage business),255,0,18,0095(brokerage business),150,-1
19,0178(brokerage business),20,16,19,0169(brokerage business),233,-1,19,0308(brokerage business),103,36
20,0161(brokerage business),17,14,20,0042(brokerage business),192,-15,20,0003(brokerage business),98,0
Total,,1889,-929,Total,,12776,251,Total,,14882,398
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2612,,,,,,,,,,2026-05-06,
1,0069(brokerage business),289,-56,1,0148(brokerage business),2178,101,1,0148(brokerage business),10326,23
2,0163(brokerage business),275,117,2,0049(brokerage business),1699,-26,2,0004(brokerage business),2830,7
3,0042(brokerage business),274,274,3,0069(brokerage business),1569,7,3,0042(brokerage business),2052,0
4,0148(brokerage business),228,-2,4,0136(brokerage business),1531,0,4,0239(brokerage business),1627,0
5,0253(brokerage business),183,19,5,0004(brokerage business),1062,-2,5,0025(brokerage business),970,20
6,0240(brokerage business),133,56,6,0034(brokerage business),1048,-5,6,0253(brokerage business),947,-20
7,0308(brokerage business),126,121,7,0003(brokerage business),1019,0,7,0049(brokerage business),943,-17
8,0031(brokerage business),113,37,8,0031(brokerage business),1006,107,8,0163(brokerage business),523,20
9,0259(brokerage business),112,-2,9,0338(brokerage business),891,-1,9,0069(brokerage business),427,60
10,0004(brokerage business),103,-75,10,0025(brokerage business),858,3,10,0240(brokerage business),369,27
11,0049(brokerage business),97,-56,11,0082(brokerage business),827,-1,11,0103(brokerage business),331,1
12,0081(brokerage business),97,4,12,0081(brokerage business),751,2,12,0186(brokerage business),268,4
13,0095(brokerage business),97,13,13,0043(brokerage business),724,84,13,0001(brokerage business),179,0
14,0077(brokerage business),88,68,14,0042(brokerage business),711,268,14,0323(brokerage business),153,18
15,0043(brokerage business),84,79,15,0096(brokerage business),614,-45,15,0034(brokerage business),134,0
16,0272(brokerage business),69,-17,16,0323(brokerage business),580,0,16,0018(brokerage business),125,0
17,0096(brokerage business),55,21,17,0272(brokerage business),562,0,17,0321(brokerage business),123,0
18,0048(brokerage business),54,-17,18,0161(brokerage business),501,4,18,0008(brokerage business),120,1
19,0088(brokerage business),53,32,19,0103(brokerage business),434,18,19,0048(brokerage business),110,54
20,0295(brokerage business),52,8,20,0274(brokerage business),411,-4,20,0272(brokerage business),107,-1
Total,,2582,624,Total,,18976,510,Total,,22664,197
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-05-06,,,,
Name of FF Member/OSBP,463369,-252547,Name of FF Member/OSBP,668188,12767,Name of FF Member/OSBP,643189,8680,,,
Name of Non-FF Member/OSNBP,4087,3261,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,24999,4087,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2605,,,,,,,,,,2026-05-06,
1,0163(brokerage business),3120,-3966,1,0148(brokerage business),7285,-715,1,0148(brokerage business),6190,-90
2,0148(brokerage business),1345,-2655,2,0004(brokerage business),5740,-320,2,0004(brokerage business),3900,-507
3,0004(brokerage business),947,-890,3,0139(brokerage business),2365,-20,3,0123(brokerage business),1665,295
4,0259(brokerage business),865,716,4,0003(brokerage business),1305,0,4,0029(brokerage business),1585,-175
5,0272(brokerage business),810,-507,5,0069(brokerage business),1075,15,5,0019(brokerage business),1440,-305
6,0123(brokerage business),790,-762,6,0123(brokerage business),1020,-125,6,0139(brokerage business),1400,-395
7,0139(brokerage business),715,-670,7,0240(brokerage business),965,-265,7,0171(brokerage business),970,0
8,0240(brokerage business),559,-543,8,0163(brokerage business),955,15,8,0323(brokerage business),885,10
9,0315(brokerage business),500,395,9,0048(brokerage business),875,0,9,0253(brokerage business),845,5
10,0058(brokerage business),490,186,10,0019(brokerage business),835,-100,10,0096(brokerage business),810,0
11,0034(brokerage business),474,-40,11,0272(brokerage business),805,-330,11,0137(brokerage business),800,0
12,0043(brokerage business),417,171,12,0049(brokerage business),785,-130,12,0082(brokerage business),760,0
13,0019(brokerage business),405,238,13,0096(brokerage business),775,-170,13,0058(brokerage business),705,-75
14,0275(brokerage business),380,-764,14,0125(brokerage business),740,0,14,0049(brokerage business),675,-35
15,0042(brokerage business),290,109,15,0299(brokerage business),570,-5,15,0043(brokerage business),670,-407
16,0007(brokerage business),285,112,16,0034(brokerage business),555,-109,16,0018(brokerage business),620,-120
17,0081(brokerage business),285,-946,17,0253(brokerage business),515,-70,17,0321(brokerage business),620,0
18,0323(brokerage business),275,-468,18,0338(brokerage business),510,-50,18,0277(brokerage business),615,-10
19,0082(brokerage business),260,-177,19,0043(brokerage business),425,0,19,0268(brokerage business),610,-92
20,0271(brokerage business),250,-569,20,0042(brokerage business),420,-230,20,0272(brokerage business),600,-140
Total,,13462,-11030,Total,,28520,-2609,Total,,26365,-2041
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2606,,,,,,,,,,2026-05-06,
1,0004(brokerage business),44641,-6366,1,0004(brokerage business),31133,1843,1,0004(brokerage business),32039,-908
2,0148(brokerage business),29860,-20882,2,0148(brokerage business),30256,-489,2,0148(brokerage business),30819,339
3,0253(brokerage business),23229,-7549,3,0163(brokerage business),15613,32,3,0123(brokerage business),24605,-82
4,0163(brokerage business),15887,-9441,4,0103(brokerage business),12976,275,4,0253(brokerage business),12477,-34
5,0123(brokerage business),15782,7199,5,0253(brokerage business),11305,357,5,0058(brokerage business),10073,365
6,0081(brokerage business),13803,-6877,6,0268(brokerage business),8488,131,6,0272(brokerage business),9566,-619
7,0259(brokerage business),11783,-22917,7,0272(brokerage business),7287,312,7,0059(brokerage business),8888,1494
8,0275(brokerage business),8884,-71,8,0123(brokerage business),6980,-1196,8,0240(brokerage business),8541,140
9,0272(brokerage business),5893,-4860,9,0240(brokerage business),6548,-1000,9,0029(brokerage business),7487,43
10,0240(brokerage business),5092,-8194,10,0096(brokerage business),6455,-153,10,0139(brokerage business),7077,117
11,0389(brokerage business),3389,-1485,11,0069(brokerage business),6146,-1510,11,0163(brokerage business),6082,-223
12,0139(brokerage business),3352,1747,12,0059(brokerage business),5851,-411,12,0034(brokerage business),5779,206
13,0268(brokerage business),3232,-2599,13,0082(brokerage business),5415,283,13,0275(brokerage business),5470,518
14,0069(brokerage business),3175,-715,14,0049(brokerage business),5164,99,14,0082(brokerage business),5426,-145
15,0308(brokerage business),3145,-1419,15,0042(brokerage business),4895,-143,15,0049(brokerage business),5272,32
16,0034(brokerage business),3140,-2335,16,0275(brokerage business),4724,-856,16,0009(brokerage business),5140,-393
17,0059(brokerage business),2877,-569,17,0139(brokerage business),4702,1693,17,0003(brokerage business),4421,24
18,0096(brokerage business),2828,-1952,18,0323(brokerage business),4605,-347,18,0008(brokerage business),4238,20
19,0153(brokerage business),2715,936,19,0308(brokerage business),4550,856,19,0042(brokerage business),4049,371
20,0323(brokerage business),2545,-3983,20,0034(brokerage business),4482,-102,20,0268(brokerage business),3017,31
Total,,205252,-92332,Total,,187575,-326,Total,,200466,1296
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2607,,,,,,,,,,2026-05-06,
1,0004(brokerage business),28448,1792,1,0148(brokerage business),23347,581,1,0148(brokerage business),33514,-67
2,0148(brokerage business),11966,-15717,2,0004(brokerage business),22049,2042,2,0123(brokerage business),20899,759
3,0253(brokerage business),10955,-11287,3,0268(brokerage business),11213,168,3,0004(brokerage business),14716,696
4,0163(brokerage business),6853,-6960,4,0163(brokerage business),9618,836,4,0163(brokerage business),6218,39
5,0081(brokerage business),5708,-5985,5,0272(brokerage business),8586,-779,5,0139(brokerage business),5957,-46
6,0272(brokerage business),3294,182,6,0123(brokerage business),6014,-238,6,0058(brokerage business),5292,114
7,0123(brokerage business),2765,-5744,7,0253(brokerage business),5219,965,7,0272(brokerage business),5153,-59
8,0240(brokerage business),2362,-399,8,0084(brokerage business),5192,-54,8,0239(brokerage business),5091,-716
9,0323(brokerage business),2306,-1896,9,0239(brokerage business),4690,-385,9,0268(brokerage business),5040,538
10,0275(brokerage business),1962,-3383,10,0308(brokerage business),4388,1044,10,0103(brokerage business),4416,254
11,0239(brokerage business),1845,-700,11,0103(brokerage business),4249,80,11,0003(brokerage business),4393,131
12,0308(brokerage business),1801,-238,12,0042(brokerage business),4093,51,12,0034(brokerage business),3765,47
13,0019(brokerage business),1301,517,13,0096(brokerage business),4091,258,13,0002(brokerage business),3500,0
14,0043(brokerage business),1035,-462,14,0003(brokerage business),3843,-119,14,0275(brokerage business),3226,213
15,0268(brokerage business),1032,-1583,15,0323(brokerage business),3542,-115,15,0253(brokerage business),3189,46
16,0069(brokerage business),1019,-1428,16,0069(brokerage business),3499,-11,16,0029(brokerage business),3063,330
17,0134(brokerage business),996,839,17,0048(brokerage business),3098,-32,17,0323(brokerage business),3043,745
18,0259(brokerage business),967,321,18,0161(brokerage business),3054,-44,18,0049(brokerage business),2778,90
19,0018(brokerage business),879,-789,19,0139(brokerage business),2843,351,19,0008(brokerage business),2757,200
20,0096(brokerage business),792,325,20,0009(brokerage business),2832,38,20,0335(brokerage business),2614,271
Total,,88286,-52595,Total,,135460,4637,Total,,138624,3585
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2608,,,,,,,,,,2026-05-06,
1,0253(brokerage business),3233,-6046,1,0004(brokerage business),11340,710,1,0082(brokerage business),7844,76
2,0148(brokerage business),2911,-461,2,0148(brokerage business),10508,584,2,0148(brokerage business),5837,313
3,0004(brokerage business),2751,1344,3,0003(brokerage business),3646,-5,3,0139(brokerage business),5261,10
4,0081(brokerage business),2067,-606,4,0272(brokerage business),2884,1091,4,0004(brokerage business),4566,255
5,0272(brokerage business),1820,362,5,0103(brokerage business),2189,-53,5,0253(brokerage business),4063,10
6,0163(brokerage business),1718,-935,6,0261(brokerage business),2005,-1,6,0308(brokerage business),3600,-1
7,0323(brokerage business),909,-639,7,0268(brokerage business),1375,23,7,0249(brokerage business),3415,805
8,0249(brokerage business),809,809,8,0069(brokerage business),1354,-71,8,0323(brokerage business),2601,456
9,0308(brokerage business),602,-699,9,0239(brokerage business),1310,6,9,0272(brokerage business),1781,153
10,0275(brokerage business),578,-25,10,0081(brokerage business),1299,22,10,0103(brokerage business),1748,-11
11,0123(brokerage business),541,296,11,0308(brokerage business),1135,189,11,0042(brokerage business),1523,0
12,0259(brokerage business),514,-711,12,0161(brokerage business),1071,-2,12,0123(brokerage business),1336,15
13,0069(brokerage business),502,-469,13,0274(brokerage business),1028,-3,13,0003(brokerage business),1117,3
14,0042(brokerage business),466,218,14,0096(brokerage business),961,24,14,0137(brokerage business),1014,-7
15,0240(brokerage business),466,-509,15,0163(brokerage business),940,-90,15,0240(brokerage business),941,68
16,0088(brokerage business),456,136,16,0042(brokerage business),897,362,16,0275(brokerage business),934,36
17,0018(brokerage business),454,-20,17,0295(brokerage business),839,383,17,0268(brokerage business),801,21
18,0186(brokerage business),392,359,18,0139(brokerage business),838,11,18,0163(brokerage business),767,2
19,0295(brokerage business),391,49,19,0252(brokerage business),800,0,19,0049(brokerage business),650,-40
20,0271(brokerage business),300,-271,20,0034(brokerage business),760,-4,20,0239(brokerage business),620,31
Total,,21880,-7818,Total,,47179,3176,Total,,50419,2195
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2609,,,,,,,,,,2026-05-06,
1,0253(brokerage business),3417,-220,1,0148(brokerage business),5933,-142,1,0082(brokerage business),6338,269
2,0081(brokerage business),2236,708,2,0004(brokerage business),3906,212,2,0148(brokerage business),6303,588
3,0148(brokerage business),1914,-661,3,0323(brokerage business),3625,179,3,0004(brokerage business),4243,-34
4,0163(brokerage business),1076,-277,4,0069(brokerage business),2788,274,4,0249(brokerage business),3603,707
5,0323(brokerage business),807,372,5,0261(brokerage business),2001,0,5,0103(brokerage business),2847,10
6,0240(brokerage business),749,28,6,0161(brokerage business),1871,73,6,0139(brokerage business),2525,-8
7,0088(brokerage business),748,566,7,0163(brokerage business),1715,13,7,0059(brokerage business),2047,-15
