"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-14,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：cu2610,,,,,,,,,,2026-09-14,
1,0148(brokerage business),26796,-14096,1,0148(brokerage business),24379,-2455,1,0148(brokerage business),18449,117
2,0163(brokerage business),24169,-21508,2,0004(brokerage business),21601,-1100,2,0049(brokerage business),14102,-2101
3,0004(brokerage business),19491,-13154,3,0049(brokerage business),13915,3484,3,0163(brokerage business),12829,-643
4,0272(brokerage business),11797,-10769,4,0272(brokerage business),8468,-1748,4,0004(brokerage business),9631,-1651
5,0049(brokerage business),9181,-5858,5,0163(brokerage business),7395,-1132,5,0139(brokerage business),8507,-577
6,0096(brokerage business),7794,-6918,6,0103(brokerage business),7142,58,6,0009(brokerage business),8042,-609
7,0253(brokerage business),6927,-8454,7,0077(brokerage business),4993,-119,7,0321(brokerage business),5661,-188
8,0275(brokerage business),6643,-6960,8,0253(brokerage business),4691,-498,8,0082(brokerage business),5617,-156
9,0081(brokerage business),6115,-1364,9,0082(brokerage business),3458,-31,9,0025(brokerage business),5511,1529
10,0308(brokerage business),5188,-6314,10,0268(brokerage business),3339,-270,10,0058(brokerage business),4713,-1164
11,0025(brokerage business),4945,1566,11,0240(brokerage business),3241,-191,11,0253(brokerage business),4225,-281
12,0034(brokerage business),4782,-7715,12,0335(brokerage business),2885,-435,12,0240(brokerage business),4128,-309
13,0009(brokerage business),3243,-1621,13,0096(brokerage business),2703,-155,13,0308(brokerage business),3961,572
14,0042(brokerage business),3127,-2340,14,0042(brokerage business),2562,-131,14,0272(brokerage business),3873,-605
15,0315(brokerage business),3123,343,15,0003(brokerage business),2468,629,15,0315(brokerage business),3789,1647
16,0268(brokerage business),3037,-1955,16,0034(brokerage business),2419,58,16,0096(brokerage business),3720,577
17,0123(brokerage business),3034,-4561,17,0321(brokerage business),2329,309,17,0081(brokerage business),3183,-70
18,0139(brokerage business),3002,-583,18,0081(brokerage business),2323,-355,18,0034(brokerage business),2983,-406
19,0125(brokerage business),2683,1216,19,0136(brokerage business),2315,-71,19,0169(brokerage business),2961,-137
20,0058(brokerage business),2549,-849,20,0288(brokerage business),2301,-116,20,0018(brokerage business),2559,-134
Total,,157626,-111894,Total,,124927,-4269,Total,,128444,-4589
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2611,,,,,,,,,,2026-09-14,
1,0148(brokerage business),9860,-5899,1,0148(brokerage business),23590,-549,1,0004(brokerage business),14523,500
2,0163(brokerage business),9085,-7513,2,0272(brokerage business),9602,780,2,0148(brokerage business),13213,395
3,0004(brokerage business),7538,-6774,3,0004(brokerage business),8900,-92,3,0049(brokerage business),10084,230
4,0272(brokerage business),7168,-3821,4,0239(brokerage business),8482,-1363,4,0315(brokerage business),5503,-583
5,0096(brokerage business),4531,-2039,5,0163(brokerage business),5636,-921,5,0163(brokerage business),5339,-680
6,0308(brokerage business),3896,-6430,6,0049(brokerage business),3873,19,6,0372(brokerage business),5142,4
7,0268(brokerage business),2491,-1545,7,0259(brokerage business),3616,924,7,0042(brokerage business),4768,-62
8,0239(brokerage business),2475,315,8,0003(brokerage business),3580,112,8,0272(brokerage business),4613,740
9,0275(brokerage business),2366,-3636,9,0268(brokerage business),3030,-1432,9,0009(brokerage business),3943,38
10,0125(brokerage business),2322,530,10,0034(brokerage business),2888,126,10,0069(brokerage business),3399,-216
11,0081(brokerage business),2070,-191,11,0308(brokerage business),2784,164,11,0139(brokerage business),3388,23
12,0253(brokerage business),1884,-1427,12,0103(brokerage business),2490,-514,12,0253(brokerage business),3259,-36
13,0049(brokerage business),1739,-1350,13,0125(brokerage business),2316,724,13,0321(brokerage business),3153,-79
14,0259(brokerage business),1558,-701,14,0323(brokerage business),2263,146,14,0034(brokerage business),2671,-30
15,0333(brokerage business),1350,-2005,15,0123(brokerage business),2122,188,15,0067(brokerage business),2618,42
16,0240(brokerage business),1330,-2203,16,0178(brokerage business),2031,-250,16,0082(brokerage business),2593,138
17,0009(brokerage business),1109,-1045,17,0385(brokerage business),1997,-21,17,0169(brokerage business),2471,-28
18,0123(brokerage business),1018,-2650,18,0096(brokerage business),1953,90,18,0025(brokerage business),2383,15
19,0034(brokerage business),998,-1968,19,0253(brokerage business),1952,-62,19,0177(brokerage business),2162,85
20,0103(brokerage business),987,-780,20,0335(brokerage business),1888,-75,20,0138(brokerage business),1821,-24
Total,,65775,-51132,Total,,94993,-2006,Total,,97046,472
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2612,,,,,,,,,,2026-09-14,
1,0163(brokerage business),4549,-4205,1,0148(brokerage business),6379,-671,1,0148(brokerage business),10465,631
2,0004(brokerage business),3962,-2005,2,0004(brokerage business),4328,-140,2,0004(brokerage business),9263,-132
3,0148(brokerage business),3718,-1992,3,0272(brokerage business),4101,246,3,0049(brokerage business),8883,10
4,0272(brokerage business),3095,-510,4,0136(brokerage business),4051,8,4,0272(brokerage business),4093,-769
5,0308(brokerage business),2101,-2234,5,0049(brokerage business),3657,404,5,0096(brokerage business),3357,-564
6,0333(brokerage business),1785,-1257,6,0268(brokerage business),3536,947,6,0125(brokerage business),3230,-113
7,0275(brokerage business),1546,-1722,7,0103(brokerage business),3233,18,7,0034(brokerage business),2992,-41
8,0096(brokerage business),1307,386,8,0274(brokerage business),3086,-80,8,0163(brokerage business),2904,-377
9,0268(brokerage business),1151,-1020,9,0323(brokerage business),2697,247,9,0067(brokerage business),2594,507
10,0138(brokerage business),954,896,10,0163(brokerage business),2378,-270,10,0169(brokerage business),2504,71
11,0029(brokerage business),863,681,11,0081(brokerage business),2264,63,11,0042(brokerage business),2383,336
12,0259(brokerage business),858,-111,12,0178(brokerage business),2231,159,12,0082(brokerage business),2169,-58
13,0253(brokerage business),847,-300,13,0025(brokerage business),2057,28,13,0372(brokerage business),2150,-29
14,0049(brokerage business),842,185,14,0077(brokerage business),1996,-37,14,0138(brokerage business),1963,908
15,0042(brokerage business),784,-690,15,0031(brokerage business),1968,4,15,0253(brokerage business),1830,157
16,0003(brokerage business),729,467,16,0042(brokerage business),1813,-164,16,0308(brokerage business),1525,46
17,0081(brokerage business),727,-483,17,0034(brokerage business),1773,5,17,0025(brokerage business),1478,-11
18,0067(brokerage business),696,316,18,0069(brokerage business),1674,36,18,0321(brokerage business),1384,95
19,0178(brokerage business),674,-464,19,0333(brokerage business),1641,438,19,0139(brokerage business),1252,-11
20,0372(brokerage business),620,30,20,0253(brokerage business),1637,48,20,0240(brokerage business),1228,-105
Total,,31808,-14032,Total,,56500,1289,Total,,67647,551
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2701,,,,,,,,,,2026-09-14,
1,0163(brokerage business),1656,-2380,1,0148(brokerage business),3806,74,1,0148(brokerage business),12925,397
2,0333(brokerage business),1208,-1012,2,0049(brokerage business),2797,42,2,0049(brokerage business),5508,14
3,0096(brokerage business),1164,216,3,0136(brokerage business),2143,6,3,0272(brokerage business),4901,88
4,0148(brokerage business),1055,-1191,4,0004(brokerage business),2073,-21,4,0034(brokerage business),1749,-8
5,0125(brokerage business),712,622,5,0069(brokerage business),1817,45,5,0067(brokerage business),1419,-3
6,0272(brokerage business),705,-433,6,0034(brokerage business),1789,7,6,0042(brokerage business),1341,330
7,0308(brokerage business),531,103,7,0096(brokerage business),1547,1015,7,0333(brokerage business),1235,230
8,0029(brokerage business),530,504,8,0323(brokerage business),1406,-125,8,0169(brokerage business),1226,112
9,0004(brokerage business),513,-1519,9,0333(brokerage business),1344,-252,9,0103(brokerage business),1116,4
10,0253(brokerage business),487,-905,10,0031(brokerage business),1313,35,10,0372(brokerage business),953,-12
11,0042(brokerage business),395,149,11,0103(brokerage business),1232,31,11,0163(brokerage business),875,-1
12,0275(brokerage business),394,-1006,12,0163(brokerage business),1027,-249,12,0077(brokerage business),577,7
13,0240(brokerage business),328,-600,13,0177(brokerage business),1020,166,13,0082(brokerage business),567,1
14,0321(brokerage business),262,27,14,0272(brokerage business),973,19,14,0025(brokerage business),515,2
15,0139(brokerage business),258,167,15,0274(brokerage business),928,-1,15,0184(brokerage business),500,0
16,0323(brokerage business),232,31,16,0239(brokerage business),898,8,16,0018(brokerage business),456,2
17,0161(brokerage business),182,-82,17,0125(brokerage business),782,647,17,0321(brokerage business),447,175
18,0025(brokerage business),179,118,18,0178(brokerage business),745,42,18,0240(brokerage business),396,-32
19,0177(brokerage business),169,157,19,0339(brokerage business),685,0,19,0253(brokerage business),388,51
20,0123(brokerage business),166,-390,20,0042(brokerage business),681,-11,20,0004(brokerage business),344,-4
Total,,11126,-7424,Total,,29006,1478,Total,,37438,1353
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2702,,,,,,,,,,2026-09-14,
1,0148(brokerage business),738,461,1,0004(brokerage business),2763,-11,1,0148(brokerage business),7046,439
2,0333(brokerage business),708,-304,2,0272(brokerage business),2118,-15,2,0004(brokerage business),2295,-53
3,0163(brokerage business),610,-730,3,0148(brokerage business),1921,91,3,0025(brokerage business),2171,220
4,0004(brokerage business),544,-159,4,0069(brokerage business),1308,2,4,0042(brokerage business),1241,385
5,0042(brokerage business),397,358,5,0049(brokerage business),1014,54,5,0103(brokerage business),1048,-1
6,0049(brokerage business),389,19,6,0031(brokerage business),986,35,6,0333(brokerage business),926,-277
7,0272(brokerage business),292,-324,7,0323(brokerage business),962,-25,7,0049(brokerage business),795,289
8,0240(brokerage business),259,-392,8,0139(brokerage business),698,0,8,0067(brokerage business),677,0
9,0025(brokerage business),220,216,9,0081(brokerage business),638,117,9,0163(brokerage business),662,-155
10,0081(brokerage business),184,-12,10,0034(brokerage business),518,-23,10,0077(brokerage business),460,3
11,0308(brokerage business),160,37,11,0178(brokerage business),502,6,11,0082(brokerage business),202,0
12,0123(brokerage business),115,-182,12,0103(brokerage business),405,2,12,0088(brokerage business),197,-6
13,0125(brokerage business),115,115,13,0003(brokerage business),395,12,13,0272(brokerage business),182,-35
14,0186(brokerage business),89,-175,14,0333(brokerage business),377,105,14,0253(brokerage business),180,-15
15,0253(brokerage business),79,-151,15,0161(brokerage business),355,2,15,0323(brokerage business),175,-12
16,0244(brokerage business),78,36,16,0253(brokerage business),347,18,16,0096(brokerage business),162,0
17,0177(brokerage business),77,-123,17,0268(brokerage business),316,-8,17,0059(brokerage business),143,0
18,0069(brokerage business),61,-42,18,0008(brokerage business),266,0,18,0008(brokerage business),131,0
19,0007(brokerage business),45,-34,19,0042(brokerage business),258,4,19,0034(brokerage business),128,0
20,0134(brokerage business),43,18,20,0254(brokerage business),244,0,20,0161(brokerage business),114,0
Total,,5203,-1368,Total,,16391,366,Total,,18935,782
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2703,,,,,,,,,,2026-09-14,
1,0163(brokerage business),969,-1532,1,0323(brokerage business),2193,1,1,0148(brokerage business),10428,35
2,0272(brokerage business),683,-800,2,0148(brokerage business),2161,43,2,0049(brokerage business),2515,49
3,0333(brokerage business),533,-727,3,0049(brokerage business),1921,33,3,0004(brokerage business),2379,-31
4,0042(brokerage business),387,363,4,0272(brokerage business),1744,-7,4,0077(brokerage business),2089,0
5,0148(brokerage business),378,-479,5,0069(brokerage business),1469,0,5,0422(brokerage business),1040,0
6,0004(brokerage business),315,-631,6,0034(brokerage business),1246,50,6,0323(brokerage business),1018,0
7,0049(brokerage business),146,-173,7,0339(brokerage business),1090,3,7,0067(brokerage business),1004,0
8,0240(brokerage business),136,-235,8,0136(brokerage business),1078,1,8,0042(brokerage business),1001,375
9,0025(brokerage business),132,129,9,0003(brokerage business),988,0,9,0103(brokerage business),845,-3
10,0308(brokerage business),117,-107,10,0004(brokerage business),913,126,10,0163(brokerage business),597,-86
11,0186(brokerage business),109,-189,11,0333(brokerage business),905,-106,11,0272(brokerage business),378,-266
12,0096(brokerage business),102,-147,12,0163(brokerage business),883,-107,12,0333(brokerage business),245,-45
13,0372(brokerage business),92,-482,13,0031(brokerage business),857,5,13,0269(brokerage business),235,0
14,0259(brokerage business),91,22,14,0338(brokerage business),782,0,14,0025(brokerage business),133,132
15,0253(brokerage business),90,-68,15,0372(brokerage business),760,90,15,0240(brokerage business),131,-19
16,0081(brokerage business),87,-134,16,0268(brokerage business),676,4,16,0253(brokerage business),116,42
17,0103(brokerage business),83,25,17,0253(brokerage business),586,-8,17,0096(brokerage business),114,-48
18,0123(brokerage business),65,-209,18,0042(brokerage business),462,8,18,0008(brokerage business),103,0
19,0034(brokerage business),64,-304,19,0169(brokerage business),314,10,19,0274(brokerage business),97,0
20,0095(brokerage business),60,-25,20,0161(brokerage business),280,0,20,0268(brokerage business),82,0
Total,,4639,-5703,Total,,21308,146,Total,,24550,135
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2609,,,,,,,,,,2026-09-14,
1,8051(brokerage business),5,5,1,8240(brokerage business),490,0,1,8009(brokerage business),330,0
2,8253(brokerage business),5,5,2,8253(brokerage business),140,5,2,8274(brokerage business),215,0
3,,,,3,8049(brokerage business),135,0,3,8096(brokerage business),190,0
4,,,,4,8148(brokerage business),115,0,4,8240(brokerage business),140,0
5,,,,5,8161(brokerage business),90,0,5,8049(brokerage business),80,0
6,,,,6,,,,6,8253(brokerage business),15,0
Total,,10,10,Total,,970,5,Total,,970,0
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2610,,,,,,,,,,2026-09-14,
1,8163(brokerage business),3852,-3091,1,8004(brokerage business),3052,-129,1,8148(brokerage business),3429,34
2,8148(brokerage business),2663,-492,2,8148(brokerage business),2485,-69,2,8004(brokerage business),3067,-386
3,8253(brokerage business),2086,-962,3,8239(brokerage business),1000,-281,3,8081(brokerage business),764,8
4,8004(brokerage business),1669,-1243,4,8184(brokerage business),864,-14,4,8161(brokerage business),739,-3
5,8025(brokerage business),846,365,5,8081(brokerage business),859,-32,5,8163(brokerage business),681,-19
6,8308(brokerage business),606,-366,6,8161(brokerage business),690,-30,6,8240(brokerage business),590,0
7,8081(brokerage business),600,-332,7,8103(brokerage business),586,-26,7,8082(brokerage business),546,21
8,8096(brokerage business),440,-333,8,8082(brokerage business),583,15,8,8049(brokerage business),520,-9
9,8239(brokerage business),374,-237,9,8163(brokerage business),367,-151,9,8103(brokerage business),519,5
10,8161(brokerage business),289,-224,10,8323(brokerage business),357,-13,10,8323(brokerage business),352,0
11,8009(brokerage business),257,-177,11,8048(brokerage business),324,-16,11,8084(brokerage business),340,78
12,8103(brokerage business),175,-379,12,8253(brokerage business),264,-73,12,8048(brokerage business),302,-18
13,8123(brokerage business),147,-1371,13,8272(brokerage business),209,-52,13,8253(brokerage business),257,-21
14,8272(brokerage business),129,-153,14,8001(brokerage business),143,-1,14,8051(brokerage business),239,-110
15,8288(brokerage business),114,-74,15,8311(brokerage business),135,13,15,8034(brokerage business),178,-25
16,8051(brokerage business),113,39,16,8333(brokerage business),112,-1,16,8153(brokerage business),82,51
17,8268(brokerage business),112,-192,17,8138(brokerage business),82,16,17,8184(brokerage business),82,82
18,8084(brokerage business),105,-215,18,8259(brokerage business),70,-12,18,8123(brokerage business),80,-1
19,8184(brokerage business),98,-112,19,8335(brokerage business),62,-19,19,8308(brokerage business),62,-41
20,8311(brokerage business),94,-19,20,8151(brokerage business),58,-8,20,8139(brokerage business),41,0
Total,,14769,-9568,Total,,12302,-883,Total,,12870,-354
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-09-14,,,,
Name of FF Member/OSBP,644610,-184232,Name of FF Member/OSBP,589228,-4490,Name of FF Member/OSBP,582332,-4710,,,
Name of Non-FF Member/OSNBP,260,160,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,6896,220,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2609,,,,,,,,,,2026-09-14,
1,0004(brokerage business),1075,-645,1,0148(brokerage business),4195,-35,1,0004(brokerage business),2725,-225
2,0103(brokerage business),440,355,2,0004(brokerage business),2955,270,2,0240(brokerage business),815,-135
3,0139(brokerage business),410,-640,3,0058(brokerage business),1350,0,3,0043(brokerage business),665,-125
4,0238(brokerage business),400,-70,4,0043(brokerage business),710,0,4,0321(brokerage business),600,0
5,0034(brokerage business),395,50,5,0049(brokerage business),390,-200,5,0123(brokerage business),535,0
6,0148(brokerage business),370,-940,6,0059(brokerage business),155,-20,6,0308(brokerage business),440,0
7,0272(brokerage business),355,-385,7,0007(brokerage business),125,-40,7,0299(brokerage business),375,-45
8,0323(brokerage business),235,155,8,0003(brokerage business),100,-100,8,0069(brokerage business),365,15
9,0049(brokerage business),200,-400,9,0349(brokerage business),80,80,9,0139(brokerage business),360,-140
10,0163(brokerage business),190,-1025,10,0139(brokerage business),65,-210,10,0048(brokerage business),340,0
11,0013(brokerage business),180,170,11,0077(brokerage business),50,0,11,0007(brokerage business),320,0
12,0042(brokerage business),175,25,12,0103(brokerage business),50,-30,12,0103(brokerage business),305,200
13,0019(brokerage business),140,40,13,0082(brokerage business),45,0,13,0019(brokerage business),265,-80
14,0240(brokerage business),135,10,14,0308(brokerage business),45,0,14,0042(brokerage business),235,-175
15,0043(brokerage business),125,-15,15,0161(brokerage business),40,-20,15,0018(brokerage business),230,0
16,0003(brokerage business),100,-40,16,0178(brokerage business),30,-20,16,0268(brokerage business),230,0
17,0031(brokerage business),95,-75,17,0038(brokerage business),20,20,17,0148(brokerage business),215,-165
18,0096(brokerage business),80,70,18,0240(brokerage business),20,0,18,0013(brokerage business),200,180
19,0349(brokerage business),80,80,19,0338(brokerage business),10,0,19,0171(brokerage business),200,0
20,0052(brokerage business),70,-105,20,0288(brokerage business),5,-5,20,0275(brokerage business),200,-5
Total,,5250,-3385,Total,,10440,-310,Total,,9620,-700
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2610,,,,,,,,,,2026-09-14,
1,0148(brokerage business),49319,-11018,1,0148(brokerage business),25017,-2553,1,0148(brokerage business),36197,-2058
2,0163(brokerage business),45524,-5657,2,0004(brokerage business),23596,-1894,2,0004(brokerage business),24441,-1295
3,0004(brokerage business),41979,-12391,3,0163(brokerage business),12852,-815,3,0123(brokerage business),11380,-2315
4,0275(brokerage business),23057,-30625,4,0272(brokerage business),6573,-17,4,0253(brokerage business),7860,-610
5,0253(brokerage business),21534,-5549,5,0139(brokerage business),6271,927,5,0272(brokerage business),7498,-529
6,0272(brokerage business),19530,-4136,6,0253(brokerage business),5783,-810,6,0163(brokerage business),6975,-1779
7,0081(brokerage business),11092,-1526,7,0034(brokerage business),5433,-1039,7,0240(brokerage business),6751,110
8,0259(brokerage business),6835,-763,8,0335(brokerage business),5006,-930,8,0034(brokerage business),6363,-505
9,0240(brokerage business),5742,-1808,9,0103(brokerage business),4984,-1103,9,0268(brokerage business),5604,-919
10,0268(brokerage business),4995,-1235,10,0123(brokerage business),4549,32,10,0275(brokerage business),5477,-1133
11,0034(brokerage business),4556,-893,11,0323(brokerage business),4314,-291,11,0139(brokerage business),4687,-651
12,0123(brokerage business),4421,-5599,12,0069(brokerage business),4209,-30,12,0323(brokerage business),4487,-328
13,0096(brokerage business),3168,-1571,13,0268(brokerage business),4185,-728,13,0103(brokerage business),3626,-164
14,0323(brokerage business),2905,-2698,14,0161(brokerage business),3530,-633,14,0058(brokerage business),3234,-716
15,0139(brokerage business),2870,-1660,15,0003(brokerage business),3475,-29,15,0161(brokerage business),3033,-235
16,0103(brokerage business),2845,144,16,0288(brokerage business),3237,-482,16,0049(brokerage business),2938,-327
17,0059(brokerage business),2269,-410,17,0275(brokerage business),2995,70,17,0002(brokerage business),2530,0
18,0018(brokerage business),2262,-2162,18,0077(brokerage business),2988,-79,18,0018(brokerage business),2442,-136
19,0019(brokerage business),2246,-383,19,0096(brokerage business),2944,-58,19,0048(brokerage business),1833,-94
20,0308(brokerage business),2200,-1224,20,0082(brokerage business),2823,-170,20,0008(brokerage business),1679,-77
Total,,259349,-91164,Total,,134764,-10632,Total,,149035,-13761
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2611,,,,,,,,,,2026-09-14,
1,0163(brokerage business),30109,698,1,0148(brokerage business),28231,-509,1,0004(brokerage business),28130,3711
2,0004(brokerage business),26638,-23929,2,0239(brokerage business),21381,-1030,2,0123(brokerage business),23903,1142
3,0148(brokerage business),26292,-3768,3,0004(brokerage business),15944,-635,3,0148(brokerage business),20348,-1605
4,0272(brokerage business),21932,9982,4,0163(brokerage business),13819,-572,4,0058(brokerage business),12835,-417
5,0275(brokerage business),14123,3168,5,0272(brokerage business),10745,298,5,0272(brokerage business),11390,-60
6,0253(brokerage business),13551,-5477,6,0268(brokerage business),9155,823,6,0103(brokerage business),7538,-179
7,0081(brokerage business),4425,-1298,7,0335(brokerage business),8886,-366,7,0139(brokerage business),6899,8
8,0268(brokerage business),4137,-1624,8,0034(brokerage business),6099,398,8,0096(brokerage business),6474,750
9,0323(brokerage business),4111,-911,9,0069(brokerage business),5615,1095,9,0163(brokerage business),5073,509
10,0295(brokerage business),3954,-1009,10,0323(brokerage business),5314,1472,10,0240(brokerage business),5013,88
11,0240(brokerage business),3549,-453,11,0077(brokerage business),5169,91,11,0002(brokerage business),4176,0
12,0123(brokerage business),3247,-6495,12,0103(brokerage business),4242,977,12,0372(brokerage business),4022,87
13,0069(brokerage business),3026,9,13,0084(brokerage business),4136,-2,13,0003(brokerage business),3995,206
14,0239(brokerage business),2959,-1327,14,0253(brokerage business),3567,-597,14,0161(brokerage business),3725,464
15,0103(brokerage business),2742,418,15,0240(brokerage business),2860,137,15,0253(brokerage business),3286,56
16,0034(brokerage business),2204,-1225,16,0042(brokerage business),2733,-142,16,0018(brokerage business),2964,420
17,0308(brokerage business),2197,-1485,17,0008(brokerage business),2439,63,17,0275(brokerage business),2733,-328
18,0058(brokerage business),2057,798,18,0096(brokerage business),2339,105,18,0008(brokerage business),2721,0
19,0335(brokerage business),1942,-91,19,0275(brokerage business),2263,485,19,0034(brokerage business),2661,30
20,0125(brokerage business),1713,656,20,0049(brokerage business),2212,-78,20,0029(brokerage business),2509,-259
Total,,174908,-33363,Total,,157149,2013,Total,,160395,4623
