"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-14,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
8,0308(brokerage business),3666,-1476,8,0184(brokerage business),2883,29,8,0077(brokerage business),3729,168
9,0069(brokerage business),3366,462,9,0308(brokerage business),2465,138,9,0323(brokerage business),3455,515
10,0103(brokerage business),3112,335,10,0268(brokerage business),2463,69,10,0059(brokerage business),3152,-259
11,0259(brokerage business),3067,-1158,11,0240(brokerage business),2331,-143,11,0139(brokerage business),3139,-130
12,0268(brokerage business),2884,1193,12,0084(brokerage business),2260,-85,12,0253(brokerage business),3001,-197
13,0272(brokerage business),2793,-3269,13,0139(brokerage business),2115,-10,13,0003(brokerage business),2974,79
14,0335(brokerage business),2415,1240,14,0274(brokerage business),2089,219,14,0277(brokerage business),2924,98
15,0240(brokerage business),2397,-705,15,0253(brokerage business),1770,108,15,0321(brokerage business),2914,140
16,0034(brokerage business),2390,315,16,0323(brokerage business),1661,347,16,0025(brokerage business),2725,30
17,0042(brokerage business),2061,777,17,0103(brokerage business),1609,-915,17,0163(brokerage business),2548,-194
18,0239(brokerage business),2032,-396,18,0049(brokerage business),1419,97,18,0103(brokerage business),2520,1149
19,0333(brokerage business),1906,744,19,0081(brokerage business),1254,260,19,0275(brokerage business),2370,-223
20,0323(brokerage business),1896,232,20,0042(brokerage business),1183,-75,20,0096(brokerage business),2222,-11
Total,,155376,-26698,Total,,104679,943,Total,,84497,2784
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：zn2612,,,,,,,,,,2026-09-14,
1,0163(brokerage business),8364,-1692,1,0239(brokerage business),9298,-47,1,0321(brokerage business),5333,-1004
2,0275(brokerage business),7223,-578,2,0148(brokerage business),5870,-235,2,0272(brokerage business),3917,472
3,0004(brokerage business),6971,-21,3,0004(brokerage business),3124,-5,3,0004(brokerage business),2326,844
4,0148(brokerage business),6042,-1421,4,0308(brokerage business),2277,59,4,0009(brokerage business),1888,-106
5,0253(brokerage business),6023,-3026,5,0268(brokerage business),2179,704,5,0049(brokerage business),1799,46
6,0081(brokerage business),4147,-1320,6,0163(brokerage business),1903,-163,6,0148(brokerage business),1575,-279
7,0259(brokerage business),1304,-651,7,0059(brokerage business),1790,8,7,0025(brokerage business),1550,26
8,0308(brokerage business),1052,-1709,8,0019(brokerage business),1626,-46,8,0082(brokerage business),1488,-2
9,0321(brokerage business),1012,309,9,0123(brokerage business),1432,-73,9,0253(brokerage business),1425,297
10,0240(brokerage business),969,-917,10,0042(brokerage business),1299,19,10,0069(brokerage business),1419,104
11,0268(brokerage business),895,55,11,0272(brokerage business),1026,27,11,0169(brokerage business),1195,-17
12,0123(brokerage business),870,-236,12,0058(brokerage business),868,-124,12,0058(brokerage business),1116,4
13,0272(brokerage business),801,-365,13,0323(brokerage business),862,3,13,0315(brokerage business),1034,87
14,0274(brokerage business),777,412,14,0077(brokerage business),803,-12,14,0034(brokerage business),910,-70
15,0049(brokerage business),581,149,15,0003(brokerage business),758,0,15,0163(brokerage business),820,95
16,0069(brokerage business),538,-1203,16,0274(brokerage business),549,493,16,0077(brokerage business),791,-16
17,0103(brokerage business),507,-45,17,0295(brokerage business),482,-7,17,0059(brokerage business),705,107
18,0034(brokerage business),490,-1093,18,0321(brokerage business),425,-4,18,0123(brokerage business),684,123
19,0333(brokerage business),481,-61,19,0253(brokerage business),383,0,19,0239(brokerage business),621,-182
20,0018(brokerage business),430,-57,20,0096(brokerage business),347,68,20,0103(brokerage business),579,87
Total,,49477,-13470,Total,,37301,665,Total,,31175,616
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：pball,,,,,,,2026-09-14,,,,
Name of FF Member/OSBP,244820,36840,Name of FF Member/OSBP,135165,10107,Name of FF Member/OSBP,135165,10107,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：pb2609,,,,,,,,,,2026-09-14,
1,0006(brokerage business),105,105,1,0049(brokerage business),1860,0,1,0148(brokerage business),1350,-75
2,0081(brokerage business),90,90,2,0139(brokerage business),940,0,2,0049(brokerage business),695,10
3,0148(brokerage business),75,75,3,0320(brokerage business),400,0,3,0007(brokerage business),500,0
4,0059(brokerage business),50,-50,4,0069(brokerage business),310,0,4,0029(brokerage business),330,0
5,0069(brokerage business),20,15,5,0272(brokerage business),310,0,5,0069(brokerage business),300,20
6,0295(brokerage business),20,20,6,0006(brokerage business),100,95,6,0004(brokerage business),210,0
7,0311(brokerage business),20,20,7,0004(brokerage business),35,10,7,0272(brokerage business),150,0
8,0004(brokerage business),10,-5,8,0096(brokerage business),10,10,8,0308(brokerage business),150,0
9,0049(brokerage business),10,5,9,,,,9,0052(brokerage business),85,0
10,0096(brokerage business),10,5,10,,,,10,0077(brokerage business),55,0
11,,,,11,,,,11,0253(brokerage business),50,0
12,,,,12,,,,12,0059(brokerage business),30,0
13,,,,13,,,,13,0161(brokerage business),25,0
14,,,,14,,,,14,0275(brokerage business),15,0
15,,,,15,,,,15,0034(brokerage business),10,0
16,,,,16,,,,16,0320(brokerage business),10,0
Total,,410,280,Total,,3965,115,Total,,3965,-45
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：pb2610,,,,,,,,,,2026-09-14,
1,0004(brokerage business),29927,5205,1,0004(brokerage business),6963,114,1,0148(brokerage business),8119,802
2,0163(brokerage business),24277,270,2,0163(brokerage business),4857,1455,2,0004(brokerage business),6836,489
3,0253(brokerage business),16840,4438,3,0148(brokerage business),4519,-566,3,0163(brokerage business),4456,-1218
4,0148(brokerage business),15050,994,4,0049(brokerage business),4514,819,4,0253(brokerage business),2263,621
5,0275(brokerage business),5974,1723,5,0308(brokerage business),4182,91,5,0103(brokerage business),2039,91
6,0081(brokerage business),5940,1208,6,0103(brokerage business),4124,168,6,0335(brokerage business),2039,529
7,0259(brokerage business),5763,-466,7,0272(brokerage business),4096,66,7,0272(brokerage business),1962,-120
8,0272(brokerage business),3676,971,8,0139(brokerage business),2648,129,8,0081(brokerage business),1819,-887
9,0069(brokerage business),2827,1214,9,0275(brokerage business),2362,-175,9,0034(brokerage business),1659,153
10,0006(brokerage business),2020,711,10,0288(brokerage business),1907,-374,10,0006(brokerage business),1572,-1457
11,0034(brokerage business),1862,414,11,0253(brokerage business),1738,-173,11,0268(brokerage business),1451,112
12,0157(brokerage business),1836,1616,12,0274(brokerage business),1295,-44,12,0153(brokerage business),1439,-735
13,0335(brokerage business),1720,508,13,0034(brokerage business),1136,85,13,0184(brokerage business),1399,201
14,0268(brokerage business),1640,158,14,0177(brokerage business),1123,480,14,0137(brokerage business),1105,46
15,0308(brokerage business),1627,715,15,0082(brokerage business),1021,-207,15,0009(brokerage business),1099,-26
16,0049(brokerage business),1534,483,16,0069(brokerage business),1007,381,16,0059(brokerage business),1050,-42
17,0153(brokerage business),1512,762,17,0042(brokerage business),928,191,17,0308(brokerage business),986,70
18,0123(brokerage business),1493,-1224,18,0161(brokerage business),764,-135,18,0088(brokerage business),871,-21
19,0103(brokerage business),1445,-1491,19,0178(brokerage business),741,-98,19,0069(brokerage business),864,-688
20,0240(brokerage business),1370,-191,20,0123(brokerage business),725,51,20,0049(brokerage business),859,-307
Total,,128333,18018,Total,,50650,2258,Total,,43887,-2387
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：pb2611,,,,,,,,,,2026-09-14,
1,0004(brokerage business),8970,718,1,0272(brokerage business),10892,2022,1,0239(brokerage business),6281,934
2,0148(brokerage business),8912,1516,2,0148(brokerage business),7391,2118,2,0148(brokerage business),5658,244
3,0253(brokerage business),8703,1201,3,0004(brokerage business),5730,703,3,0004(brokerage business),5253,1101
4,0163(brokerage business),8178,1554,4,0288(brokerage business),5418,167,4,0163(brokerage business),4423,875
5,0081(brokerage business),6105,2479,5,0034(brokerage business),2370,532,5,0123(brokerage business),3026,93
6,0272(brokerage business),3653,2443,6,0069(brokerage business),2363,320,6,0103(brokerage business),2469,834
7,0259(brokerage business),2655,120,7,0163(brokerage business),1829,-561,7,0081(brokerage business),2088,187
8,0275(brokerage business),2177,-233,8,0081(brokerage business),1691,186,8,0082(brokerage business),1858,272
9,0240(brokerage business),2119,386,9,0184(brokerage business),1594,-36,9,0253(brokerage business),1817,447
10,0103(brokerage business),1402,-951,10,0339(brokerage business),1154,-13,10,0335(brokerage business),1696,681
11,0006(brokerage business),1348,793,11,0268(brokerage business),1145,-121,11,0308(brokerage business),1557,75
12,0335(brokerage business),1255,-21,12,0239(brokerage business),1051,-74,12,0084(brokerage business),1221,-33
13,0082(brokerage business),1250,-753,13,0077(brokerage business),873,13,13,0139(brokerage business),1189,-239
14,0239(brokerage business),1052,97,14,0253(brokerage business),735,78,14,0274(brokerage business),1114,21
15,0096(brokerage business),1049,230,15,0006(brokerage business),690,-125,15,0042(brokerage business),1077,4
16,0268(brokerage business),930,-467,16,0323(brokerage business),626,28,16,0320(brokerage business),1068,-302
17,0069(brokerage business),895,88,17,0335(brokerage business),621,-344,17,0272(brokerage business),992,9
18,0178(brokerage business),885,842,18,0096(brokerage business),612,390,18,0315(brokerage business),874,-50
19,0034(brokerage business),833,508,19,0178(brokerage business),568,355,19,0177(brokerage business),842,29
20,0058(brokerage business),783,567,20,0025(brokerage business),489,28,20,0268(brokerage business),832,73
Total,,63154,11117,Total,,47842,5666,Total,,45335,5255
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：niall,,,,,,,2026-09-14,,,,
Name of FF Member/OSBP,435575,-184622,Name of FF Member/OSBP,364407,16086,Name of FF Member/OSBP,361216,16091,,,
Name of Non-FF Member/OSNBP,5,-26,Name of Non-FF Member/OSNBP,30,0,Name of Non-FF Member/OSNBP,3221,-5,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2609,,,,,,,,,,2026-09-14,
1,0161(brokerage business),84,84,1,0148(brokerage business),1992,0,1,0004(brokerage business),2514,0
2,0320(brokerage business),72,72,2,0004(brokerage business),1986,0,2,0148(brokerage business),1950,0
3,0163(brokerage business),24,18,3,0253(brokerage business),1446,0,3,0272(brokerage business),1440,0
4,0069(brokerage business),12,-6,4,0139(brokerage business),1200,0,4,0169(brokerage business),750,0
5,0277(brokerage business),12,12,5,0275(brokerage business),1074,0,5,0305(brokerage business),750,0
6,0007(brokerage business),6,6,6,0082(brokerage business),600,0,6,0059(brokerage business),690,0
7,0042(brokerage business),6,6,7,0272(brokerage business),600,0,7,0316(brokerage business),600,0
8,0081(brokerage business),6,-6,8,0003(brokerage business),522,0,8,0323(brokerage business),510,0
9,0095(brokerage business),6,6,9,0240(brokerage business),438,-6,9,0007(brokerage business),456,6
10,0169(brokerage business),6,6,10,0096(brokerage business),378,0,10,0418(brokerage business),450,0
11,0240(brokerage business),6,0,11,0059(brokerage business),366,0,11,0058(brokerage business),336,0
12,0308(brokerage business),6,-78,12,0311(brokerage business),348,0,12,0081(brokerage business),300,6
13,0311(brokerage business),6,6,13,0103(brokerage business),324,0,13,0275(brokerage business),294,0
14,,,,14,0049(brokerage business),300,0,14,0153(brokerage business),288,0
15,,,,15,0322(brokerage business),300,0,15,0240(brokerage business),276,0
16,,,,16,0136(brokerage business),252,0,16,0277(brokerage business),264,12
17,,,,17,0058(brokerage business),228,0,17,0052(brokerage business),252,0
18,,,,18,0069(brokerage business),216,0,18,0389(brokerage business),180,0
19,,,,19,0323(brokerage business),150,0,19,0069(brokerage business),156,12
20,,,,20,0043(brokerage business),96,0,20,0253(brokerage business),108,0
Total,,252,126,Total,,12816,-6,Total,,12564,36
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2610,,,,,,,,,,2026-09-14,
1,0004(brokerage business),46448,-17140,1,0004(brokerage business),11043,1132,1,0004(brokerage business),18417,312
2,0163(brokerage business),28764,-7923,2,0163(brokerage business),6442,346,2,0148(brokerage business),14916,1483
3,0148(brokerage business),26012,-10395,3,0148(brokerage business),6091,-745,3,0082(brokerage business),9271,-161
4,0275(brokerage business),12535,-5097,4,0253(brokerage business),6086,-206,4,0253(brokerage business),5233,190
5,0253(brokerage business),12202,-1309,5,0103(brokerage business),5387,341,5,0272(brokerage business),4756,-143
6,0272(brokerage business),10225,-3601,6,0034(brokerage business),4541,475,6,0163(brokerage business),4693,700
7,0081(brokerage business),8579,-3617,7,0240(brokerage business),4303,606,7,0059(brokerage business),3908,392
8,0123(brokerage business),7025,-13327,8,0272(brokerage business),4029,438,8,0240(brokerage business),3799,188
9,0240(brokerage business),6412,-3831,9,0096(brokerage business),3802,421,9,0139(brokerage business),3612,-1
10,0268(brokerage business),5805,-188,10,0077(brokerage business),3376,97,10,0103(brokerage business),2597,48
11,0059(brokerage business),5558,-1668,11,0042(brokerage business),3260,-15,11,0323(brokerage business),2580,14
12,0034(brokerage business),4040,-2153,12,0003(brokerage business),3174,415,12,0161(brokerage business),2517,257
13,0308(brokerage business),3572,-1881,13,0268(brokerage business),2823,115,13,0018(brokerage business),2390,98
14,0298(brokerage business),3336,-951,14,0049(brokerage business),2452,-35,14,0275(brokerage business),2364,324
15,0069(brokerage business),3091,-2041,15,0275(brokerage business),2424,115,15,0335(brokerage business),2337,-284
16,0186(brokerage business),3040,-682,16,0081(brokerage business),2398,-340,16,0268(brokerage business),2203,80
17,0043(brokerage business),2760,-44,17,0123(brokerage business),2280,232,17,0288(brokerage business),1935,165
18,0042(brokerage business),2655,-980,18,0308(brokerage business),2267,31,18,0184(brokerage business),1774,-339
19,0009(brokerage business),2535,-1759,19,0298(brokerage business),1911,257,19,0069(brokerage business),1740,184
20,0003(brokerage business),2533,-773,20,0316(brokerage business),1839,5,20,0081(brokerage business),1704,819
Total,,197127,-79360,Total,,79928,3685,Total,,92746,4326
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2611,,,,,,,,,,2026-09-14,
1,0148(brokerage business),14486,-11876,1,0103(brokerage business),16173,77,1,0004(brokerage business),21168,1019
2,0004(brokerage business),13743,-7305,2,0004(brokerage business),13194,696,2,0148(brokerage business),14079,768
3,0163(brokerage business),8526,-5997,3,0148(brokerage business),12151,678,3,0184(brokerage business),12870,339
4,0272(brokerage business),6069,-1907,4,0096(brokerage business),7285,29,4,0239(brokerage business),6444,1069
5,0275(brokerage business),5684,-2288,5,0077(brokerage business),6544,132,5,0272(brokerage business),6167,20
6,0123(brokerage business),4785,-3079,6,0272(brokerage business),4515,285,6,0009(brokerage business),4721,1
7,0253(brokerage business),4611,-1601,7,0163(brokerage business),3136,329,7,0163(brokerage business),4650,-375
8,0081(brokerage business),4258,-511,8,0003(brokerage business),2555,169,8,0082(brokerage business),4290,-46
9,0059(brokerage business),2521,766,9,0059(brokerage business),2408,329,9,0335(brokerage business),3884,393
10,0268(brokerage business),2294,279,10,0253(brokerage business),2391,264,10,0042(brokerage business),3381,-38
11,0009(brokerage business),2079,-1052,11,0308(brokerage business),2387,150,11,0123(brokerage business),2696,145
12,0240(brokerage business),1780,-844,12,0178(brokerage business),2347,186,12,0323(brokerage business),2506,590
13,0298(brokerage business),1606,336,13,0240(brokerage business),2192,237,13,0240(brokerage business),1975,167
14,0308(brokerage business),1530,-1989,14,0082(brokerage business),2139,66,14,0253(brokerage business),1898,77
15,0069(brokerage business),1404,-365,15,0316(brokerage business),1989,59,15,0103(brokerage business),1856,36
16,0096(brokerage business),1311,72,16,0034(brokerage business),1841,353,16,0275(brokerage business),1817,-28
17,0018(brokerage business),1210,-310,17,0018(brokerage business),1671,254,17,0096(brokerage business),1730,802
18,0323(brokerage business),1195,9,18,0335(brokerage business),1409,5,18,0308(brokerage business),1723,218
19,0034(brokerage business),1173,-561,19,0268(brokerage business),1380,-454,19,0029(brokerage business),1621,10
20,0239(brokerage business),1119,124,20,0338(brokerage business),1230,152,20,0003(brokerage business),1559,-449
Total,,81384,-38099,Total,,88937,3996,Total,,101035,4718
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2612,,,,,,,,,,2026-09-14,
1,0004(brokerage business),5615,-707,1,0148(brokerage business),13921,238,1,0004(brokerage business),22343,972
2,0148(brokerage business),4188,-801,2,0103(brokerage business),7756,88,2,0253(brokerage business),5690,-47
3,0253(brokerage business),2387,-784,3,0096(brokerage business),5261,-122,3,0272(brokerage business),4752,59
4,0163(brokerage business),2176,-915,4,0268(brokerage business),2489,735,4,0148(brokerage business),4603,142
5,0081(brokerage business),1819,197,5,0272(brokerage business),2410,94,5,0123(brokerage business),2647,53
6,0275(brokerage business),1713,-167,6,0316(brokerage business),2198,1,6,0139(brokerage business),2259,0
7,0123(brokerage business),1250,-1400,7,0003(brokerage business),1781,27,7,0042(brokerage business),2172,0
8,0059(brokerage business),1082,246,8,0004(brokerage business),1717,323,8,0009(brokerage business),1697,407
9,0268(brokerage business),874,69,9,0178(brokerage business),1665,115,9,0003(brokerage business),1485,456
10,0096(brokerage business),730,299,10,0163(brokerage business),1423,73,10,0240(brokerage business),1319,-2
11,0240(brokerage business),730,-715,11,0253(brokerage business),1039,90,11,0022(brokerage business),1114,0
12,0043(brokerage business),575,478,12,0311(brokerage business),876,1,12,0043(brokerage business),795,532
13,0308(brokerage business),514,-570,13,0308(brokerage business),874,81,13,0077(brokerage business),775,107
14,0003(brokerage business),507,-345,14,0240(brokerage business),850,130,14,0007(brokerage business),772,1
15,0009(brokerage business),484,187,15,0034(brokerage business),831,89,15,0308(brokerage business),631,-85
16,0018(brokerage business),477,-498,16,0018(brokerage business),785,358,16,0153(brokerage business),604,1
17,0259(brokerage business),438,-89,17,0263(brokerage business),753,-1,17,0163(brokerage business),586,25
18,0272(brokerage business),435,-576,18,0059(brokerage business),652,-77,18,0103(brokerage business),463,100
19,0103(brokerage business),392,-99,19,0123(brokerage business),606,27,19,0082(brokerage business),451,121
20,0077(brokerage business),367,4,20,0298(brokerage business),576,59,20,0058(brokerage business),420,-97
Total,,26753,-6186,Total,,48463,2329,Total,,55578,2745
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2701,,,,,,,,,,2026-09-14,
1,0004(brokerage business),1925,-955,1,0096(brokerage business),4083,130,1,0272(brokerage business),4218,10
2,0163(brokerage business),1673,-1079,2,0103(brokerage business),2679,24,2,0148(brokerage business),4163,-67
3,0275(brokerage business),1663,-684,3,0148(brokerage business),1907,102,3,0253(brokerage business),3496,553
4,0253(brokerage business),1628,56,4,0004(brokerage business),1119,107,4,0004(brokerage business),3064,444
5,0148(brokerage business),1333,-1040,5,0240(brokerage business),882,47,5,0042(brokerage business),2363,-138
6,0081(brokerage business),1206,-137,6,0025(brokerage business),664,5,6,0240(brokerage business),1944,97
7,0059(brokerage business),910,474,7,0253(brokerage business),660,7,7,0311(brokerage business),1169,3
8,0069(brokerage business),654,263,8,0163(brokerage business),634,97,8,0320(brokerage business),913,176
9,0299(brokerage business),578,191,9,0123(brokerage business),567,12,9,0022(brokerage business),711,0
10,0123(brokerage business),450,-715,10,0069(brokerage business),550,-11,10,0103(brokerage business),616,2
11,0042(brokerage business),311,73,11,0169(brokerage business),525,4,11,0163(brokerage business),426,66
12,0238(brokerage business),299,43,12,0272(brokerage business),462,33,12,0288(brokerage business),415,5
13,0308(brokerage business),242,-283,13,0323(brokerage business),392,3,13,0058(brokerage business),386,2
14,0240(brokerage business),236,-875,14,0268(brokerage business),356,27,14,0268(brokerage business),355,21
15,0268(brokerage business),234,-10,15,0310(brokerage business),342,33,15,0331(brokerage business),121,-1
16,0320(brokerage business),212,202,16,0277(brokerage business),341,-3,16,0019(brokerage business),112,-2
17,0151(brokerage business),174,16,17,0003(brokerage business),336,33,17,0096(brokerage business),100,0
18,0049(brokerage business),165,-50,18,0038(brokerage business),336,2,18,0275(brokerage business),82,19
19,0272(brokerage business),147,-95,19,0178(brokerage business),333,92,19,0048(brokerage business),69,-10
20,0096(brokerage business),144,17,20,0125(brokerage business),321,5,20,0151(brokerage business),62,7
Total,,14184,-4588,Total,,17489,749,Total,,24785,1187
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-09-14,,,,
Name of FF Member/OSBP,362608,-51118,Name of FF Member/OSBP,74098,3665,Name of FF Member/OSBP,74098,3665,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2609,,,,,,,,,,2026-09-14,
1,0268(brokerage business),64,64,1,0148(brokerage business),480,0,1,0272(brokerage business),1282,0
2,0163(brokerage business),8,-6,2,0004(brokerage business),416,0,2,0042(brokerage business),658,0
3,0103(brokerage business),6,6,3,0049(brokerage business),212,0,3,0349(brokerage business),120,0
4,0153(brokerage business),6,6,4,0034(brokerage business),200,0,4,0007(brokerage business),72,0
5,0004(brokerage business),4,2,5,0058(brokerage business),170,0,5,0103(brokerage business),70,6
6,0003(brokerage business),2,2,6,0048(brokerage business),160,0,6,0311(brokerage business),46,2
7,0009(brokerage business),2,0,7,0009(brokerage business),124,2,7,0069(brokerage business),34,0
8,0052(brokerage business),2,2,8,0268(brokerage business),110,-32,8,0009(brokerage business),22,0
9,0059(brokerage business),2,2,9,0316(brokerage business),100,0,9,0163(brokerage business),10,0
10,0148(brokerage business),2,2,10,0069(brokerage business),76,0,10,0268(brokerage business),10,-32
11,0311(brokerage business),2,2,11,0042(brokerage business),50,0,11,0052(brokerage business),8,2
12,,,,12,0082(brokerage business),48,0,12,0004(brokerage business),2,-4
13,,,,13,0338(brokerage business),40,0,13,0059(brokerage business),2,-2
14,,,,14,0240(brokerage business),38,0,14,,,
15,,,,15,0163(brokerage business),26,-8,15,,,
16,,,,16,0275(brokerage business),20,0,16,,,
17,,,,17,0308(brokerage business),20,0,17,,,
18,,,,18,0077(brokerage business),14,0,18,,,
19,,,,19,0305(brokerage business),10,0,19,,,
20,,,,20,0067(brokerage business),4,0,20,,,
Total,,100,82,Total,,2318,-38,Total,,2336,-28
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2610,,,,,,,,,,2026-09-14,
1,0004(brokerage business),42888,-7503,1,0004(brokerage business),2816,-166,1,0004(brokerage business),4757,-34
2,0148(brokerage business),28101,-3521,2,0148(brokerage business),2672,-410,2,0148(brokerage business),3279,511
3,0163(brokerage business),19567,-4305,3,0268(brokerage business),2306,-96,3,0240(brokerage business),2482,-369
4,0275(brokerage business),12551,-2111,4,0163(brokerage business),1896,114,4,0163(brokerage business),2169,-257
5,0240(brokerage business),9039,-642,5,0240(brokerage business),1385,364,5,0272(brokerage business),1403,-369
6,0253(brokerage business),8958,-2123,6,0034(brokerage business),1285,275,6,0103(brokerage business),1023,230
7,0081(brokerage business),8234,-533,7,0049(brokerage business),1279,522,7,0034(brokerage business),990,216
8,0272(brokerage business),6748,-901,8,0096(brokerage business),1271,274,8,0018(brokerage business),945,63
9,0268(brokerage business),5813,-921,9,0272(brokerage business),1010,-163,9,0323(brokerage business),786,-109
10,0298(brokerage business),5620,583,10,0059(brokerage business),986,95,10,0253(brokerage business),765,-52
11,0259(brokerage business),4652,-608,11,0275(brokerage business),935,55,11,0042(brokerage business),731,-298
12,0059(brokerage business),4294,-625,12,0082(brokerage business),918,-10,12,0153(brokerage business),728,-10
13,0034(brokerage business),4279,-102,13,0007(brokerage business),802,129,13,0139(brokerage business),696,19
14,0186(brokerage business),4129,-210,14,0123(brokerage business),624,36,14,0335(brokerage business),644,424
15,0308(brokerage business),3700,-457,15,0288(brokerage business),569,-36,15,0161(brokerage business),565,115
16,0103(brokerage business),3282,-450,16,0308(brokerage business),513,73,16,0082(brokerage business),562,7
17,0137(brokerage business),2566,296,17,0253(brokerage business),498,-114,17,0096(brokerage business),517,-118
18,0007(brokerage business),2502,-797,18,0298(brokerage business),491,147,18,0048(brokerage business),478,-9
19,0323(brokerage business),2474,7,19,0042(brokerage business),467,-93,19,0059(brokerage business),468,-45
20,0009(brokerage business),2288,-171,20,0081(brokerage business),459,-143,20,0275(brokerage business),466,-56
Total,,181685,-25094,Total,,23182,853,Total,,24454,-141
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2611,,,,,,,,,,2026-09-14,
1,0004(brokerage business),12474,-2830,1,0004(brokerage business),2297,83,1,0148(brokerage business),1976,286
2,0148(brokerage business),11836,-3194,2,0148(brokerage business),2118,54,2,0004(brokerage business),1975,109
3,0163(brokerage business),8120,-39,3,0272(brokerage business),1187,276,3,0272(brokerage business),1827,44
4,0275(brokerage business),7645,-1564,4,0163(brokerage business),1134,143,4,0323(brokerage business),1442,-2
5,0253(brokerage business),3585,864,5,0084(brokerage business),1116,-21,5,0163(brokerage business),1137,127
6,0081(brokerage business),2883,-673,6,0268(brokerage business),925,19,6,0042(brokerage business),942,36
7,0059(brokerage business),2135,-641,7,0123(brokerage business),776,-25,7,0007(brokerage business),773,-25
8,0240(brokerage business),1986,-192,8,0096(brokerage business),684,-209,8,0096(brokerage business),619,-86
