"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-11,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
18,0059(brokerage business),660,-279,18,0240(brokerage business),395,-483,18,0059(brokerage business),598,-155
19,0186(brokerage business),564,479,19,0253(brokerage business),383,-217,19,0308(brokerage business),564,174
20,0103(brokerage business),552,275,20,0335(brokerage business),286,-61,20,0123(brokerage business),561,-8
Total,,65194,21432,Total,,36982,-478,Total,,30631,423
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：pball,,,,,,,2026-09-11,,,,
Name of FF Member/OSBP,207980,32752,Name of FF Member/OSBP,125058,-590,Name of FF Member/OSBP,125058,-590,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：pb2609,,,,,,,,,,2026-09-11,
1,0059(brokerage business),100,10,1,0049(brokerage business),1860,0,1,0148(brokerage business),1425,0
2,0320(brokerage business),100,60,2,0139(brokerage business),940,0,2,0049(brokerage business),685,-5
3,0308(brokerage business),80,80,3,0320(brokerage business),400,100,3,0007(brokerage business),500,0
4,0051(brokerage business),30,30,4,0069(brokerage business),310,0,4,0029(brokerage business),330,0
5,0253(brokerage business),30,30,5,0272(brokerage business),310,0,5,0069(brokerage business),280,-5
6,0272(brokerage business),30,15,6,0081(brokerage business),90,0,6,0004(brokerage business),210,0
7,0137(brokerage business),20,20,7,0059(brokerage business),50,-100,7,0272(brokerage business),150,0
8,0004(brokerage business),15,5,8,0004(brokerage business),25,-5,8,0308(brokerage business),150,-40
9,0151(brokerage business),10,10,9,0295(brokerage business),20,0,9,0052(brokerage business),85,0
10,0163(brokerage business),10,5,10,0006(brokerage business),5,0,10,0077(brokerage business),55,0
11,0177(brokerage business),10,-85,11,,,,11,0253(brokerage business),50,30
12,0049(brokerage business),5,-15,12,,,,12,0059(brokerage business),30,0
13,0069(brokerage business),5,-195,13,,,,13,0161(brokerage business),25,0
14,0096(brokerage business),5,5,14,,,,14,0275(brokerage business),15,0
15,,,,15,,,,15,0034(brokerage business),10,0
16,,,,16,,,,16,0320(brokerage business),10,0
Total,,450,-25,Total,,4010,-5,Total,,4010,-20
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：pb2610,,,,,,,,,,2026-09-11,
1,0004(brokerage business),24722,3000,1,0004(brokerage business),6849,-82,1,0148(brokerage business),7317,-604
2,0163(brokerage business),24007,3631,2,0148(brokerage business),5085,308,2,0004(brokerage business),6347,646
3,0148(brokerage business),14056,2808,3,0308(brokerage business),4091,112,3,0163(brokerage business),5674,161
4,0253(brokerage business),12402,3425,4,0272(brokerage business),4030,409,4,0006(brokerage business),3029,-191
5,0259(brokerage business),6229,-762,5,0103(brokerage business),3956,264,5,0081(brokerage business),2706,353
6,0081(brokerage business),4732,898,6,0049(brokerage business),3695,39,6,0153(brokerage business),2174,-7
7,0275(brokerage business),4251,-1317,7,0163(brokerage business),3402,-628,7,0272(brokerage business),2082,-50
8,0103(brokerage business),2936,1153,8,0275(brokerage business),2537,9,8,0103(brokerage business),1948,-128
9,0123(brokerage business),2717,-277,9,0139(brokerage business),2519,0,9,0253(brokerage business),1642,-104
10,0272(brokerage business),2705,-1675,10,0288(brokerage business),2281,-288,10,0069(brokerage business),1552,-34
11,0069(brokerage business),1613,349,11,0253(brokerage business),1911,204,11,0335(brokerage business),1510,-170
12,0240(brokerage business),1561,-65,12,0274(brokerage business),1339,47,12,0034(brokerage business),1506,106
13,0268(brokerage business),1482,322,13,0082(brokerage business),1228,14,13,0268(brokerage business),1339,-24
14,0034(brokerage business),1448,-1426,14,0268(brokerage business),1098,290,14,0184(brokerage business),1198,23
15,0019(brokerage business),1332,388,15,0034(brokerage business),1051,0,15,0049(brokerage business),1166,18
16,0006(brokerage business),1309,488,16,0161(brokerage business),899,-117,16,0009(brokerage business),1125,-46
17,0299(brokerage business),1298,640,17,0178(brokerage business),839,25,17,0059(brokerage business),1092,2
18,0178(brokerage business),1224,548,18,0042(brokerage business),737,108,18,0137(brokerage business),1059,116
19,0335(brokerage business),1212,-1022,19,0081(brokerage business),706,255,19,0308(brokerage business),916,84
20,0389(brokerage business),1092,-24,20,0123(brokerage business),674,44,20,0088(brokerage business),892,0
Total,,112328,11082,Total,,48927,1013,Total,,46274,151
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：pb2611,,,,,,,,,,2026-09-11,
1,0004(brokerage business),8252,1981,1,0272(brokerage business),8870,-23,1,0148(brokerage business),5414,243
2,0253(brokerage business),7502,1771,2,0148(brokerage business),5273,-613,2,0239(brokerage business),5347,-557
3,0148(brokerage business),7396,-31,3,0288(brokerage business),5251,-39,3,0004(brokerage business),4152,144
4,0163(brokerage business),6624,-339,4,0004(brokerage business),5027,372,4,0163(brokerage business),3548,300
5,0081(brokerage business),3626,1248,5,0163(brokerage business),2390,-22,5,0123(brokerage business),2933,-146
6,0259(brokerage business),2535,385,6,0069(brokerage business),2043,51,6,0081(brokerage business),1901,82
7,0275(brokerage business),2410,749,7,0034(brokerage business),1838,-58,7,0103(brokerage business),1635,-2236
8,0103(brokerage business),2353,2153,8,0184(brokerage business),1630,0,8,0082(brokerage business),1586,-232
9,0082(brokerage business),2003,1179,9,0081(brokerage business),1505,14,9,0308(brokerage business),1482,160
10,0240(brokerage business),1733,567,10,0268(brokerage business),1266,-996,10,0139(brokerage business),1428,85
11,0268(brokerage business),1397,729,11,0339(brokerage business),1167,7,11,0253(brokerage business),1370,87
12,0335(brokerage business),1276,400,12,0239(brokerage business),1125,0,12,0320(brokerage business),1370,78
13,0272(brokerage business),1210,-384,13,0335(brokerage business),965,24,13,0084(brokerage business),1254,-143
14,0239(brokerage business),955,126,14,0077(brokerage business),860,-9,14,0274(brokerage business),1093,-110
15,0271(brokerage business),820,439,15,0006(brokerage business),815,296,15,0042(brokerage business),1073,-4
16,0096(brokerage business),819,395,16,0253(brokerage business),657,-557,16,0335(brokerage business),1015,-952
17,0069(brokerage business),807,127,17,0323(brokerage business),598,-77,17,0272(brokerage business),983,163
18,0123(brokerage business),684,404,18,0025(brokerage business),461,128,18,0315(brokerage business),924,171
19,0274(brokerage business),595,129,19,0274(brokerage business),406,-9,19,0177(brokerage business),813,45
20,0006(brokerage business),555,472,20,0153(brokerage business),405,-38,20,0268(brokerage business),759,149
Total,,53552,12500,Total,,42552,-1549,Total,,40080,-2673
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：niall,,,,,,,2026-09-11,,,,
Name of FF Member/OSBP,620197,120395,Name of FF Member/OSBP,348321,29412,Name of FF Member/OSBP,345125,29397,,,
Name of Non-FF Member/OSNBP,31,-107,Name of Non-FF Member/OSNBP,30,0,Name of Non-FF Member/OSNBP,3226,15,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2609,,,,,,,,,,2026-09-11,
1,0308(brokerage business),84,48,1,0148(brokerage business),1992,0,1,0004(brokerage business),2514,0
2,0025(brokerage business),60,60,2,0004(brokerage business),1986,18,2,0148(brokerage business),1950,0
3,0052(brokerage business),36,24,3,0253(brokerage business),1446,0,3,0272(brokerage business),1440,0
4,0049(brokerage business),30,30,4,0139(brokerage business),1200,0,4,0169(brokerage business),750,0
5,0004(brokerage business),18,-54,5,0275(brokerage business),1074,0,5,0305(brokerage business),750,0
6,0069(brokerage business),18,-36,6,0082(brokerage business),600,0,6,0059(brokerage business),690,0
7,0157(brokerage business),18,18,7,0272(brokerage business),600,-6,7,0316(brokerage business),600,0
8,0272(brokerage business),18,-96,8,0003(brokerage business),522,0,8,0323(brokerage business),510,0
9,0081(brokerage business),12,12,9,0240(brokerage business),444,-6,9,0007(brokerage business),450,0
10,0059(brokerage business),6,6,10,0096(brokerage business),378,0,10,0418(brokerage business),450,0
11,0163(brokerage business),6,-174,11,0059(brokerage business),366,6,11,0058(brokerage business),336,0
12,0240(brokerage business),6,-48,12,0311(brokerage business),348,0,12,0081(brokerage business),294,12
13,,,,13,0103(brokerage business),324,0,13,0275(brokerage business),294,0
14,,,,14,0049(brokerage business),300,-30,14,0153(brokerage business),288,0
15,,,,15,0322(brokerage business),300,0,15,0240(brokerage business),276,0
16,,,,16,0136(brokerage business),252,0,16,0052(brokerage business),252,-36
17,,,,17,0058(brokerage business),228,0,17,0277(brokerage business),252,0
18,,,,18,0069(brokerage business),216,0,18,0389(brokerage business),180,0
19,,,,19,0323(brokerage business),150,0,19,0161(brokerage business),156,0
20,,,,20,0320(brokerage business),102,0,20,0069(brokerage business),144,6
Total,,312,-210,Total,,12828,-18,Total,,12576,-18
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2610,,,,,,,,,,2026-09-11,
1,0004(brokerage business),63588,6919,1,0004(brokerage business),9911,171,1,0004(brokerage business),18105,1485
2,0163(brokerage business),36687,3704,2,0148(brokerage business),6836,668,2,0148(brokerage business),13433,29
3,0148(brokerage business),36407,7854,3,0253(brokerage business),6292,858,3,0082(brokerage business),9432,-298
4,0123(brokerage business),20352,1555,4,0163(brokerage business),6096,804,4,0253(brokerage business),5043,281
5,0275(brokerage business),17632,7873,5,0103(brokerage business),5046,-233,5,0272(brokerage business),4899,1784
6,0272(brokerage business),13826,4135,6,0034(brokerage business),4066,1505,6,0163(brokerage business),3993,963
7,0253(brokerage business),13511,2495,7,0240(brokerage business),3697,1065,7,0139(brokerage business),3613,166
8,0081(brokerage business),12196,945,8,0272(brokerage business),3591,-616,8,0240(brokerage business),3611,-124
9,0240(brokerage business),10243,559,9,0096(brokerage business),3381,208,9,0059(brokerage business),3516,-440
10,0059(brokerage business),7226,1506,10,0077(brokerage business),3279,356,10,0335(brokerage business),2621,-17
11,0034(brokerage business),6193,-228,11,0042(brokerage business),3275,442,11,0323(brokerage business),2566,284
12,0268(brokerage business),5993,301,12,0003(brokerage business),2759,326,12,0103(brokerage business),2549,1462
13,0308(brokerage business),5453,-965,13,0081(brokerage business),2738,734,13,0018(brokerage business),2292,1034
14,0103(brokerage business),5311,2138,14,0268(brokerage business),2708,771,14,0161(brokerage business),2260,647
15,0069(brokerage business),5132,513,15,0049(brokerage business),2487,410,15,0268(brokerage business),2123,82
16,0082(brokerage business),4371,2237,16,0275(brokerage business),2309,-94,16,0184(brokerage business),2113,2113
17,0009(brokerage business),4294,437,17,0308(brokerage business),2236,1272,17,0275(brokerage business),2040,176
18,0298(brokerage business),4287,-478,18,0123(brokerage business),2048,386,18,0288(brokerage business),1770,-101
19,0186(brokerage business),3722,-1300,19,0316(brokerage business),1834,-22,19,0169(brokerage business),1712,-74
20,0042(brokerage business),3635,823,20,0161(brokerage business),1827,-49,20,0043(brokerage business),1645,-77
Total,,280059,41023,Total,,76416,8962,Total,,89336,9375
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2611,,,,,,,,,,2026-09-11,
1,0148(brokerage business),26362,11527,1,0103(brokerage business),16096,834,1,0004(brokerage business),20149,1539
2,0004(brokerage business),21048,-4188,2,0004(brokerage business),12498,1257,2,0148(brokerage business),13311,1238
3,0163(brokerage business),14523,5101,3,0148(brokerage business),11473,172,3,0184(brokerage business),12531,355
4,0272(brokerage business),7976,5019,4,0096(brokerage business),7256,165,4,0272(brokerage business),6147,231
5,0275(brokerage business),7972,3609,5,0077(brokerage business),6412,281,5,0239(brokerage business),5375,890
6,0123(brokerage business),7864,1792,6,0272(brokerage business),4230,927,6,0163(brokerage business),5025,1826
7,0253(brokerage business),6212,2070,7,0163(brokerage business),2807,157,7,0009(brokerage business),4720,-18
8,0081(brokerage business),4769,935,8,0003(brokerage business),2386,159,8,0082(brokerage business),4336,333
9,0308(brokerage business),3519,1355,9,0308(brokerage business),2237,1137,9,0335(brokerage business),3491,389
10,0009(brokerage business),3131,632,10,0178(brokerage business),2161,414,10,0042(brokerage business),3419,7
11,0240(brokerage business),2624,618,11,0253(brokerage business),2127,753,11,0123(brokerage business),2551,91
12,0268(brokerage business),2015,932,12,0059(brokerage business),2079,-233,12,0003(brokerage business),2008,-809
13,0103(brokerage business),1943,417,13,0082(brokerage business),2073,-1,13,0323(brokerage business),1916,384
14,0069(brokerage business),1769,453,14,0240(brokerage business),1955,174,14,0275(brokerage business),1845,117
15,0059(brokerage business),1755,286,15,0316(brokerage business),1930,0,15,0253(brokerage business),1821,-139
16,0034(brokerage business),1734,555,16,0268(brokerage business),1834,-531,16,0103(brokerage business),1820,541
17,0259(brokerage business),1634,892,17,0034(brokerage business),1488,419,17,0240(brokerage business),1808,390
18,0018(brokerage business),1520,-812,18,0018(brokerage business),1417,483,18,0029(brokerage business),1611,4
19,0042(brokerage business),1399,580,19,0335(brokerage business),1404,-307,19,0308(brokerage business),1505,310
20,0342(brokerage business),1342,326,20,0081(brokerage business),1176,13,20,0022(brokerage business),1211,-429
Total,,121111,32099,Total,,85039,6273,Total,,96600,7250
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2612,,,,,,,,,,2026-09-11,
1,0004(brokerage business),6322,2112,1,0148(brokerage business),13683,373,1,0004(brokerage business),21371,92
2,0148(brokerage business),4989,983,2,0103(brokerage business),7668,110,2,0253(brokerage business),5737,996
3,0253(brokerage business),3171,1790,3,0096(brokerage business),5383,173,3,0272(brokerage business),4693,-61
4,0163(brokerage business),3091,1343,4,0272(brokerage business),2316,602,4,0148(brokerage business),4461,74
5,0123(brokerage business),2650,1802,5,0316(brokerage business),2197,-2,5,0123(brokerage business),2594,-15
6,0275(brokerage business),1880,807,6,0003(brokerage business),1754,17,6,0139(brokerage business),2259,-31
7,0081(brokerage business),1622,243,7,0268(brokerage business),1754,639,7,0042(brokerage business),2172,0
8,0240(brokerage business),1445,458,8,0178(brokerage business),1550,97,8,0240(brokerage business),1321,-99
9,0308(brokerage business),1084,346,9,0004(brokerage business),1394,42,9,0009(brokerage business),1290,142
10,0272(brokerage business),1011,775,10,0163(brokerage business),1350,50,10,0022(brokerage business),1114,0
11,0018(brokerage business),975,720,11,0253(brokerage business),949,79,11,0003(brokerage business),1029,815
12,0003(brokerage business),852,812,12,0311(brokerage business),875,-7,12,0007(brokerage business),771,-3
13,0059(brokerage business),836,299,13,0308(brokerage business),793,110,13,0308(brokerage business),716,90
14,0268(brokerage business),805,320,14,0263(brokerage business),754,6,14,0077(brokerage business),668,1
15,0259(brokerage business),527,231,15,0034(brokerage business),742,41,15,0153(brokerage business),603,40
16,0069(brokerage business),505,264,16,0059(brokerage business),729,105,16,0163(brokerage business),561,177
17,0103(brokerage business),491,108,17,0240(brokerage business),720,-168,17,0058(brokerage business),517,265
18,0058(brokerage business),487,295,18,0123(brokerage business),579,41,18,0295(brokerage business),394,-15
19,0034(brokerage business),461,228,19,0298(brokerage business),517,108,19,0331(brokerage business),367,0
20,0096(brokerage business),431,-4,20,0288(brokerage business),505,3,20,0239(brokerage business),366,-27
Total,,33635,13932,Total,,46212,2419,Total,,53004,2441
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2701,,,,,,,,,,2026-09-11,
1,0004(brokerage business),2880,1265,1,0096(brokerage business),3953,109,1,0148(brokerage business),4230,21
2,0163(brokerage business),2752,1078,2,0103(brokerage business),2655,69,2,0272(brokerage business),4208,29
3,0148(brokerage business),2373,1231,3,0148(brokerage business),1805,-46,3,0253(brokerage business),2943,600
4,0275(brokerage business),2347,291,4,0004(brokerage business),1012,40,4,0004(brokerage business),2620,196
5,0253(brokerage business),1572,837,5,0240(brokerage business),835,494,5,0042(brokerage business),2501,136
6,0081(brokerage business),1343,35,6,0025(brokerage business),659,16,6,0240(brokerage business),1847,301
7,0123(brokerage business),1165,661,7,0253(brokerage business),653,-246,7,0311(brokerage business),1166,2
8,0240(brokerage business),1111,852,8,0069(brokerage business),561,9,8,0320(brokerage business),737,1
9,0169(brokerage business),657,655,9,0123(brokerage business),555,22,9,0022(brokerage business),711,-1
10,0308(brokerage business),525,230,10,0163(brokerage business),537,6,10,0103(brokerage business),614,-5
11,0059(brokerage business),436,31,11,0169(brokerage business),521,477,11,0288(brokerage business),410,0
12,0069(brokerage business),391,198,12,0272(brokerage business),429,51,12,0058(brokerage business),384,-1
13,0299(brokerage business),387,206,13,0323(brokerage business),389,9,13,0163(brokerage business),360,2
14,0319(brokerage business),284,-37,14,0277(brokerage business),344,5,14,0268(brokerage business),334,-4
15,0103(brokerage business),266,-300,15,0038(brokerage business),334,1,15,0049(brokerage business),142,142
16,0238(brokerage business),256,-49,16,0268(brokerage business),329,14,16,0331(brokerage business),122,-1
17,0086(brokerage business),254,233,17,0125(brokerage business),316,11,17,0019(brokerage business),114,5
18,0268(brokerage business),244,91,18,0310(brokerage business),309,114,18,0096(brokerage business),100,2
19,0272(brokerage business),242,-27,19,0003(brokerage business),303,20,19,0319(brokerage business),81,80
20,0186(brokerage business),241,-33,20,0086(brokerage business),290,217,20,0048(brokerage business),79,6
Total,,19726,7448,Total,,16789,1392,Total,,23703,1511
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-09-11,,,,
Name of FF Member/OSBP,413726,69128,Name of FF Member/OSBP,70433,-1854,Name of FF Member/OSBP,70433,-1854,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2609,,,,,,,,,,2026-09-11,
1,0163(brokerage business),14,-20,1,0148(brokerage business),480,0,1,0272(brokerage business),1282,0
2,0049(brokerage business),6,-8,2,0004(brokerage business),416,0,2,0042(brokerage business),658,0
3,0272(brokerage business),4,-2,3,0049(brokerage business),212,6,3,0349(brokerage business),120,0
4,0275(brokerage business),4,4,4,0034(brokerage business),200,0,4,0007(brokerage business),72,0
5,0004(brokerage business),2,-10,5,0058(brokerage business),170,0,5,0103(brokerage business),64,0
6,0009(brokerage business),2,-14,6,0048(brokerage business),160,0,6,0311(brokerage business),44,0
7,,,,7,0268(brokerage business),142,0,7,0268(brokerage business),42,0
8,,,,8,0009(brokerage business),122,2,8,0069(brokerage business),34,0
9,,,,9,0316(brokerage business),100,0,9,0009(brokerage business),22,0
10,,,,10,0069(brokerage business),76,0,10,0163(brokerage business),10,2
11,,,,11,0042(brokerage business),50,0,11,0004(brokerage business),6,2
12,,,,12,0082(brokerage business),48,0,12,0052(brokerage business),6,0
13,,,,13,0338(brokerage business),40,0,13,0153(brokerage business),6,0
14,,,,14,0240(brokerage business),38,0,14,0059(brokerage business),4,0
15,,,,15,0163(brokerage business),34,-8,15,0148(brokerage business),2,0
16,,,,16,0275(brokerage business),20,4,16,,,
17,,,,17,0308(brokerage business),20,0,17,,,
18,,,,18,0077(brokerage business),14,0,18,,,
19,,,,19,0305(brokerage business),10,0,19,,,
20,,,,20,0067(brokerage business),4,0,20,,,
Total,,32,-50,Total,,2356,4,Total,,2372,4
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2610,,,,,,,,,,2026-09-11,
1,0004(brokerage business),50391,8001,1,0148(brokerage business),3082,-926,1,0004(brokerage business),4791,406
2,0148(brokerage business),31622,1065,2,0004(brokerage business),2982,-647,2,0240(brokerage business),2851,-564
3,0163(brokerage business),23872,3699,3,0268(brokerage business),2402,1005,3,0148(brokerage business),2768,408
4,0275(brokerage business),14662,2560,4,0163(brokerage business),1782,-1202,4,0163(brokerage business),2426,835
5,0253(brokerage business),11081,559,5,0272(brokerage business),1173,0,5,0272(brokerage business),1772,-95
6,0240(brokerage business),9681,1572,6,0240(brokerage business),1021,247,6,0042(brokerage business),1029,-251
7,0081(brokerage business),8767,1430,7,0034(brokerage business),1010,451,7,0323(brokerage business),895,99
8,0272(brokerage business),7649,1257,8,0096(brokerage business),997,289,8,0018(brokerage business),882,270
9,0268(brokerage business),6734,747,9,0082(brokerage business),928,-90,9,0253(brokerage business),817,26
10,0259(brokerage business),5260,1302,10,0059(brokerage business),891,-722,10,0103(brokerage business),793,15
11,0298(brokerage business),5037,-130,11,0275(brokerage business),880,122,11,0034(brokerage business),774,-538
12,0059(brokerage business),4919,598,12,0049(brokerage business),757,353,12,0153(brokerage business),738,-22
13,0034(brokerage business),4381,801,13,0007(brokerage business),673,136,13,0139(brokerage business),677,-113
14,0186(brokerage business),4339,-542,14,0253(brokerage business),612,-279,14,0096(brokerage business),635,-129
15,0308(brokerage business),4157,-229,15,0288(brokerage business),605,62,15,0082(brokerage business),555,-234
16,0103(brokerage business),3732,537,16,0081(brokerage business),602,-270,16,0275(brokerage business),522,-338
17,0082(brokerage business),3346,863,17,0123(brokerage business),588,53,17,0059(brokerage business),513,-343
18,0007(brokerage business),3299,1048,18,0042(brokerage business),560,1,18,0268(brokerage business),498,-285
19,0161(brokerage business),2479,409,19,0077(brokerage business),449,102,19,0048(brokerage business),487,-6
20,0323(brokerage business),2467,49,20,0308(brokerage business),440,145,20,0049(brokerage business),479,-177
Total,,207875,25596,Total,,22434,-1170,Total,,24902,-1036
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2611,,,,,,,,,,2026-09-11,
1,0004(brokerage business),15304,3693,1,0004(brokerage business),2214,-309,1,0004(brokerage business),1866,379
2,0148(brokerage business),15030,4904,2,0148(brokerage business),2064,95,2,0272(brokerage business),1783,-229
3,0275(brokerage business),9209,3481,3,0084(brokerage business),1137,2,3,0148(brokerage business),1690,187
4,0163(brokerage business),8159,2827,4,0239(brokerage business),1027,-263,4,0323(brokerage business),1444,20
5,0081(brokerage business),3556,1434,5,0163(brokerage business),991,-17,5,0163(brokerage business),1010,140
6,0059(brokerage business),2776,1364,6,0272(brokerage business),911,495,6,0042(brokerage business),906,27
7,0253(brokerage business),2721,-250,7,0268(brokerage business),906,87,7,0007(brokerage business),798,33
8,0272(brokerage business),2288,1134,8,0096(brokerage business),893,162,8,0096(brokerage business),705,-136
9,0240(brokerage business),2178,460,9,0123(brokerage business),801,84,9,0268(brokerage business),561,103
10,0259(brokerage business),1707,777,10,0052(brokerage business),414,-27,10,0077(brokerage business),488,-15
11,0034(brokerage business),1642,520,11,0049(brokerage business),401,132,11,0034(brokerage business),468,-452
12,0123(brokerage business),1481,324,12,0253(brokerage business),392,56,12,0178(brokerage business),411,-47
13,0268(brokerage business),1260,28,13,0274(brokerage business),331,-279,13,0139(brokerage business),387,-2
14,0096(brokerage business),1022,121,14,0103(brokerage business),305,-166,14,0240(brokerage business),376,43
15,0103(brokerage business),1021,793,15,0069(brokerage business),300,209,15,0003(brokerage business),360,-10
16,0067(brokerage business),988,537,16,0059(brokerage business),299,-18,16,0059(brokerage business),308,-116
17,0257(brokerage business),928,516,17,0240(brokerage business),291,-75,17,0019(brokerage business),303,126
18,0082(brokerage business),919,78,18,0009(brokerage business),270,-209,18,0274(brokerage business),263,77
19,0007(brokerage business),867,470,19,0335(brokerage business),261,-21,19,0086(brokerage business),254,224
20,0298(brokerage business),832,348,20,0019(brokerage business),231,12,20,0308(brokerage business),243,131
Total,,73888,23559,Total,,14439,-50,Total,,14624,483
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：aoall,,,,,,,2026-09-11,,,,
Name of FF Member/OSBP,793778,306194,Name of FF Member/OSBP,462497,20900,Name of FF Member/OSBP,459747,21200,,,
Name of Non-FF Member/OSNBP,300,300,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,2750,-300,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2609,,,,,,,,,,2026-09-11,
1,0268(brokerage business),60,30,1,0018(brokerage business),1050,0,1,0004(brokerage business),855,0
2,0148(brokerage business),15,-30,2,0327(brokerage business),990,0,2,0148(brokerage business),855,-15
3,0151(brokerage business),15,-15,3,0034(brokerage business),900,0,3,0096(brokerage business),570,0
4,,,,4,0136(brokerage business),300,0,4,0139(brokerage business),405,0
5,,,,5,0103(brokerage business),240,0,5,0272(brokerage business),210,0
6,,,,6,0148(brokerage business),150,0,6,0136(brokerage business),135,0
7,,,,7,,,,7,0320(brokerage business),90,0
8,,,,8,,,,8,0123(brokerage business),45,0
9,,,,9,,,,9,0151(brokerage business),15,15
Total,,90,-15,Total,,3630,0,Total,,3180,0
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2610,,,,,,,,,,2026-09-11,
1,0163(brokerage business),18530,5709,1,0004(brokerage business),2932,-1004,1,0148(brokerage business),7211,-1302
2,0004(brokerage business),12765,3879,2,0096(brokerage business),2766,277,2,0004(brokerage business),5628,-1543
3,0148(brokerage business),10912,4337,3,0082(brokerage business),2639,-549,3,0151(brokerage business),2085,-137
4,0275(brokerage business),6190,750,4,0253(brokerage business),2095,-258,4,0323(brokerage business),2024,-274
