"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-10,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
16,0069(brokerage business),640,183,16,0295(brokerage business),670,2,16,0103(brokerage business),790,-8
17,0268(brokerage business),621,222,17,0253(brokerage business),600,16,17,0059(brokerage business),753,99
18,0049(brokerage business),541,-31,18,0137(brokerage business),582,67,18,0239(brokerage business),752,-7
19,0095(brokerage business),497,490,19,0321(brokerage business),430,-3,19,0163(brokerage business),618,142
20,0082(brokerage business),472,431,20,0311(brokerage business),425,1,20,0042(brokerage business),571,12
Total,,46043,7548,Total,,37953,1307,Total,,30610,279
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：pball,,,,,,,2026-09-10,,,,
Name of FF Member/OSBP,175228,46392,Name of FF Member/OSBP,125648,2049,Name of FF Member/OSBP,125648,2049,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：pb2609,,,,,,,,,,2026-09-10,
1,0069(brokerage business),200,200,1,0049(brokerage business),1860,0,1,0148(brokerage business),1425,0
2,0275(brokerage business),180,180,2,0139(brokerage business),940,0,2,0049(brokerage business),690,20
3,0177(brokerage business),95,95,3,0069(brokerage business),310,0,3,0007(brokerage business),500,0
4,0059(brokerage business),90,90,4,0272(brokerage business),310,0,4,0029(brokerage business),330,0
5,0320(brokerage business),40,40,5,0320(brokerage business),300,40,5,0069(brokerage business),285,200
6,0049(brokerage business),20,15,6,0059(brokerage business),150,-90,6,0004(brokerage business),210,0
7,0272(brokerage business),15,15,7,0081(brokerage business),90,-5,7,0308(brokerage business),190,0
8,0295(brokerage business),15,15,8,0308(brokerage business),40,0,8,0272(brokerage business),150,-15
9,0004(brokerage business),10,10,9,0004(brokerage business),30,0,9,0052(brokerage business),85,0
10,0034(brokerage business),10,10,10,0295(brokerage business),20,-15,10,0077(brokerage business),55,0
11,0006(brokerage business),5,5,11,0006(brokerage business),5,5,11,0051(brokerage business),30,0
12,0081(brokerage business),5,5,12,0096(brokerage business),5,0,12,0059(brokerage business),30,0
13,0163(brokerage business),5,5,13,0177(brokerage business),5,5,13,0161(brokerage business),25,0
14,,,,14,,,,14,0253(brokerage business),20,0
15,,,,15,,,,15,0275(brokerage business),15,-180
16,,,,16,,,,16,0034(brokerage business),10,10
17,,,,17,,,,17,0320(brokerage business),10,0
18,,,,18,,,,18,0177(brokerage business),5,-90
Total,,690,685,Total,,4065,-60,Total,,4065,-55
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：pb2610,,,,,,,,,,2026-09-10,
1,0004(brokerage business),21722,4061,1,0004(brokerage business),6931,365,1,0148(brokerage business),7921,-130
2,0163(brokerage business),20376,5766,2,0148(brokerage business),4777,-472,2,0004(brokerage business),5701,-241
3,0148(brokerage business),11248,885,3,0163(brokerage business),4030,14,3,0163(brokerage business),5513,798
4,0253(brokerage business),8977,2508,4,0308(brokerage business),3979,-215,4,0006(brokerage business),3220,-224
5,0259(brokerage business),6991,2580,5,0103(brokerage business),3692,169,5,0081(brokerage business),2353,275
6,0275(brokerage business),5568,1106,6,0049(brokerage business),3656,118,6,0153(brokerage business),2181,52
7,0272(brokerage business),4380,753,7,0272(brokerage business),3621,1338,7,0272(brokerage business),2132,98
8,0081(brokerage business),3834,1482,8,0288(brokerage business),2569,70,8,0103(brokerage business),2076,-24
9,0123(brokerage business),2994,994,9,0275(brokerage business),2528,24,9,0253(brokerage business),1746,100
10,0034(brokerage business),2874,1885,10,0139(brokerage business),2519,28,10,0335(brokerage business),1680,423
11,0335(brokerage business),2234,1018,11,0253(brokerage business),1707,231,11,0069(brokerage business),1586,-14
12,0103(brokerage business),1783,932,12,0274(brokerage business),1292,-15,12,0034(brokerage business),1400,760
13,0240(brokerage business),1626,-103,13,0082(brokerage business),1214,-6,13,0268(brokerage business),1363,-76
14,0069(brokerage business),1264,704,14,0034(brokerage business),1051,202,14,0184(brokerage business),1175,68
15,0268(brokerage business),1160,-62,15,0161(brokerage business),1016,86,15,0009(brokerage business),1171,-17
16,0389(brokerage business),1116,477,16,0178(brokerage business),814,197,16,0049(brokerage business),1148,-144
17,0320(brokerage business),973,627,17,0268(brokerage business),808,138,17,0059(brokerage business),1090,79
18,0019(brokerage business),944,-155,18,0019(brokerage business),702,-44,18,0137(brokerage business),943,-70
19,0308(brokerage business),825,326,19,0252(brokerage business),646,-3,19,0315(brokerage business),913,-39
20,0006(brokerage business),821,487,20,0123(brokerage business),630,-22,20,0088(brokerage business),892,4
Total,,101710,26271,Total,,48182,2203,Total,,46204,1678
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：pb2611,,,,,,,,,,2026-09-10,
1,0148(brokerage business),7427,43,1,0272(brokerage business),8893,55,1,0239(brokerage business),5904,-172
2,0163(brokerage business),6963,3104,2,0148(brokerage business),5886,27,2,0148(brokerage business),5171,492
3,0004(brokerage business),6271,1454,3,0288(brokerage business),5290,108,3,0004(brokerage business),4008,66
4,0253(brokerage business),5731,2657,4,0004(brokerage business),4655,117,4,0103(brokerage business),3871,-88
5,0081(brokerage business),2378,670,5,0163(brokerage business),2412,433,5,0163(brokerage business),3248,94
6,0259(brokerage business),2150,1562,6,0268(brokerage business),2262,-206,6,0123(brokerage business),3079,-17
7,0275(brokerage business),1661,927,7,0069(brokerage business),1992,23,7,0335(brokerage business),1967,148
8,0272(brokerage business),1594,401,8,0034(brokerage business),1896,220,8,0081(brokerage business),1819,171
9,0240(brokerage business),1166,338,9,0184(brokerage business),1630,14,9,0082(brokerage business),1818,-103
10,0335(brokerage business),876,407,10,0081(brokerage business),1491,21,10,0084(brokerage business),1397,-173
11,0239(brokerage business),829,606,11,0253(brokerage business),1214,83,11,0139(brokerage business),1343,53
12,0082(brokerage business),824,461,12,0339(brokerage business),1160,-36,12,0308(brokerage business),1322,26
13,0069(brokerage business),680,473,13,0239(brokerage business),1125,-11,13,0320(brokerage business),1292,568
14,0320(brokerage business),674,399,14,0335(brokerage business),941,-130,14,0253(brokerage business),1283,76
15,0268(brokerage business),668,570,15,0077(brokerage business),869,14,15,0274(brokerage business),1203,-70
16,0049(brokerage business),641,446,16,0323(brokerage business),675,346,16,0042(brokerage business),1077,10
17,0308(brokerage business),593,216,17,0006(brokerage business),519,41,17,0272(brokerage business),820,-69
18,0034(brokerage business),553,281,18,0153(brokerage business),443,42,18,0177(brokerage business),768,40
19,0323(brokerage business),491,323,19,0274(brokerage business),415,96,19,0315(brokerage business),753,26
20,0274(brokerage business),466,68,20,0067(brokerage business),338,1,20,0009(brokerage business),675,33
Total,,42636,15406,Total,,44106,1258,Total,,42818,1111
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：niall,,,,,,,2026-09-10,,,,
Name of FF Member/OSBP,499802,56267,Name of FF Member/OSBP,318909,-21154,Name of FF Member/OSBP,315728,-21290,,,
Name of Non-FF Member/OSNBP,138,107,Name of Non-FF Member/OSNBP,30,0,Name of Non-FF Member/OSNBP,3211,136,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2609,,,,,,,,,,2026-09-10,
1,0163(brokerage business),180,180,1,0148(brokerage business),1992,0,1,0004(brokerage business),2514,0
2,0169(brokerage business),156,156,2,0004(brokerage business),1968,-12,2,0148(brokerage business),1950,0
3,0096(brokerage business),138,138,3,0253(brokerage business),1446,-120,3,0272(brokerage business),1440,-6
4,0253(brokerage business),120,114,4,0139(brokerage business),1200,0,4,0169(brokerage business),750,-156
5,0272(brokerage business),114,108,5,0275(brokerage business),1074,0,5,0305(brokerage business),750,0
6,0123(brokerage business),90,90,6,0272(brokerage business),606,0,6,0059(brokerage business),690,0
7,0003(brokerage business),84,84,7,0082(brokerage business),600,0,7,0316(brokerage business),600,0
8,0004(brokerage business),72,66,8,0003(brokerage business),522,84,8,0323(brokerage business),510,0
9,0013(brokerage business),60,60,9,0240(brokerage business),450,54,9,0007(brokerage business),450,6
10,0311(brokerage business),60,-18,10,0096(brokerage business),378,-138,10,0418(brokerage business),450,0
11,0069(brokerage business),54,48,11,0059(brokerage business),360,0,11,0058(brokerage business),336,0
12,0240(brokerage business),54,54,12,0311(brokerage business),348,0,12,0275(brokerage business),294,0
13,0277(brokerage business),48,48,13,0049(brokerage business),330,0,13,0052(brokerage business),288,-12
14,0103(brokerage business),42,-180,14,0103(brokerage business),324,18,14,0153(brokerage business),288,0
15,0148(brokerage business),36,18,15,0322(brokerage business),300,0,15,0081(brokerage business),282,0
16,0308(brokerage business),36,36,16,0136(brokerage business),252,0,16,0240(brokerage business),276,0
17,0019(brokerage business),24,24,17,0058(brokerage business),228,0,17,0277(brokerage business),252,48
18,0034(brokerage business),24,12,18,0069(brokerage business),216,0,18,0308(brokerage business),192,-12
19,0067(brokerage business),24,24,19,0323(brokerage business),150,0,19,0389(brokerage business),180,24
20,0389(brokerage business),24,24,20,0320(brokerage business),102,0,20,0161(brokerage business),156,0
Total,,1440,1086,Total,,12846,-114,Total,,12648,-108
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2610,,,,,,,,,,2026-09-10,
1,0004(brokerage business),56669,7513,1,0004(brokerage business),9740,137,1,0004(brokerage business),16620,-1058
2,0163(brokerage business),32983,1731,2,0148(brokerage business),6168,-628,2,0148(brokerage business),13404,-2073
3,0148(brokerage business),28553,219,3,0253(brokerage business),5434,-519,3,0082(brokerage business),9730,14
4,0123(brokerage business),18797,7998,4,0163(brokerage business),5292,-1546,4,0253(brokerage business),4762,-469
5,0081(brokerage business),11251,1916,5,0103(brokerage business),5279,-515,5,0059(brokerage business),3956,-385
6,0253(brokerage business),11016,2183,6,0272(brokerage business),4207,215,6,0240(brokerage business),3735,-166
7,0275(brokerage business),9759,-329,7,0096(brokerage business),3173,-346,7,0139(brokerage business),3447,-205
8,0272(brokerage business),9691,1595,8,0077(brokerage business),2923,-394,8,0272(brokerage business),3115,-1906
9,0240(brokerage business),9684,1851,9,0042(brokerage business),2833,-418,9,0163(brokerage business),3030,-857
10,0034(brokerage business),6421,981,10,0240(brokerage business),2632,-1022,10,0335(brokerage business),2638,-478
11,0308(brokerage business),6418,2067,11,0034(brokerage business),2561,-785,11,0003(brokerage business),2383,874
12,0059(brokerage business),5720,-507,12,0003(brokerage business),2433,-736,12,0323(brokerage business),2282,-42
13,0268(brokerage business),5692,284,13,0275(brokerage business),2403,164,13,0268(brokerage business),2041,-31
14,0186(brokerage business),5022,595,14,0049(brokerage business),2077,-166,14,0288(brokerage business),1871,-432
15,0298(brokerage business),4765,-460,15,0081(brokerage business),2004,-287,15,0275(brokerage business),1864,-741
16,0069(brokerage business),4619,2188,16,0268(brokerage business),1937,-631,16,0169(brokerage business),1786,57
17,0009(brokerage business),3857,189,17,0161(brokerage business),1876,78,17,0043(brokerage business),1722,-81
18,0103(brokerage business),3173,-256,18,0316(brokerage business),1856,2,18,0161(brokerage business),1613,-437
19,0288(brokerage business),3028,-384,19,0018(brokerage business),1693,76,19,0259(brokerage business),1605,180
20,0096(brokerage business),2862,1015,20,0067(brokerage business),1691,-36,20,0069(brokerage business),1505,41
Total,,239980,30389,Total,,68212,-7357,Total,,83109,-8195
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2611,,,,,,,,,,2026-09-10,
1,0004(brokerage business),25236,6374,1,0103(brokerage business),15262,-298,1,0004(brokerage business),18610,-142
2,0148(brokerage business),14835,-1201,2,0148(brokerage business),11301,-396,2,0184(brokerage business),12176,-328
3,0163(brokerage business),9422,-69,3,0004(brokerage business),11241,222,3,0148(brokerage business),12073,-1377
4,0123(brokerage business),6072,2265,4,0096(brokerage business),7091,-64,4,0272(brokerage business),5916,8
5,0275(brokerage business),4363,572,5,0077(brokerage business),6131,-1,5,0009(brokerage business),4738,229
6,0253(brokerage business),4142,933,6,0272(brokerage business),3303,-385,6,0239(brokerage business),4485,-999
7,0081(brokerage business),3834,702,7,0163(brokerage business),2650,-199,7,0082(brokerage business),4003,-130
8,0272(brokerage business),2957,-119,8,0268(brokerage business),2365,-339,8,0042(brokerage business),3412,30
9,0009(brokerage business),2499,301,9,0059(brokerage business),2312,-121,9,0163(brokerage business),3199,-401
10,0018(brokerage business),2332,756,10,0003(brokerage business),2227,-263,10,0335(brokerage business),3102,-319
11,0308(brokerage business),2164,771,11,0082(brokerage business),2074,-52,11,0003(brokerage business),2817,-19
12,0240(brokerage business),2006,348,12,0316(brokerage business),1930,3,12,0123(brokerage business),2460,-97
13,0103(brokerage business),1526,541,13,0240(brokerage business),1781,-133,13,0253(brokerage business),1960,-229
14,0059(brokerage business),1469,-1295,14,0178(brokerage business),1747,-232,14,0275(brokerage business),1728,157
15,0335(brokerage business),1327,597,15,0335(brokerage business),1711,32,15,0022(brokerage business),1640,-78
16,0069(brokerage business),1316,637,16,0253(brokerage business),1374,-31,16,0029(brokerage business),1607,-28
17,0298(brokerage business),1265,166,17,0161(brokerage business),1196,26,17,0323(brokerage business),1532,206
18,0034(brokerage business),1179,267,18,0081(brokerage business),1163,-51,18,0240(brokerage business),1418,-261
19,0268(brokerage business),1083,255,19,0308(brokerage business),1100,-104,19,0103(brokerage business),1279,-194
20,0239(brokerage business),1024,50,20,0034(brokerage business),1069,-212,20,0308(brokerage business),1195,-78
Total,,90051,12851,Total,,79028,-2598,Total,,89350,-4050
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2612,,,,,,,,,,2026-09-10,
1,0004(brokerage business),4210,1181,1,0148(brokerage business),13310,82,1,0004(brokerage business),21279,176
2,0148(brokerage business),4006,950,2,0103(brokerage business),7558,-54,2,0272(brokerage business),4754,20
3,0163(brokerage business),1748,660,3,0096(brokerage business),5210,-73,3,0253(brokerage business),4741,132
4,0253(brokerage business),1381,159,4,0316(brokerage business),2199,1,4,0148(brokerage business),4387,-656
5,0081(brokerage business),1379,397,5,0003(brokerage business),1737,-10,5,0123(brokerage business),2609,9
6,0275(brokerage business),1073,34,6,0272(brokerage business),1714,-8,6,0139(brokerage business),2290,-2
7,0240(brokerage business),987,421,7,0178(brokerage business),1453,-33,7,0042(brokerage business),2172,1
8,0123(brokerage business),848,363,8,0004(brokerage business),1352,12,8,0240(brokerage business),1420,-143
9,0308(brokerage business),738,294,9,0163(brokerage business),1300,-11,9,0009(brokerage business),1148,150
10,0059(brokerage business),537,-290,10,0268(brokerage business),1115,275,10,0022(brokerage business),1114,-1
11,0268(brokerage business),485,366,11,0240(brokerage business),888,-10,11,0007(brokerage business),774,3
12,0096(brokerage business),435,269,12,0311(brokerage business),882,1,12,0077(brokerage business),667,-49
13,0103(brokerage business),383,123,13,0253(brokerage business),870,-31,13,0308(brokerage business),626,-255
14,0009(brokerage business),376,197,14,0263(brokerage business),748,-1,14,0153(brokerage business),563,30
15,0259(brokerage business),296,160,15,0034(brokerage business),701,-80,15,0295(brokerage business),409,0
16,0089(brokerage business),283,277,16,0308(brokerage business),683,-51,16,0239(brokerage business),393,-9
17,0327(brokerage business),257,-36,17,0059(brokerage business),624,-125,17,0163(brokerage business),384,-41
18,0018(brokerage business),255,143,18,0123(brokerage business),538,-21,18,0103(brokerage business),372,-57
19,0069(brokerage business),241,73,19,0288(brokerage business),502,-4,19,0331(brokerage business),367,0
20,0272(brokerage business),236,-170,20,0038(brokerage business),445,-3,20,0052(brokerage business),323,0
Total,,20154,5571,Total,,43829,-144,Total,,50792,-692
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2701,,,,,,,,,,2026-09-10,
1,0275(brokerage business),2056,55,1,0096(brokerage business),3844,-4,1,0148(brokerage business),4209,91
2,0163(brokerage business),1674,241,2,0103(brokerage business),2586,-434,2,0272(brokerage business),4179,-45
3,0004(brokerage business),1615,228,3,0148(brokerage business),1851,1,3,0004(brokerage business),2424,-313
4,0081(brokerage business),1308,337,4,0004(brokerage business),972,-10,4,0042(brokerage business),2365,-30
5,0148(brokerage business),1142,-33,5,0253(brokerage business),899,379,5,0253(brokerage business),2343,-164
6,0253(brokerage business),735,227,6,0025(brokerage business),643,-2,6,0240(brokerage business),1546,-87
7,0103(brokerage business),566,337,7,0069(brokerage business),552,15,7,0311(brokerage business),1164,-1
8,0123(brokerage business),504,163,8,0123(brokerage business),533,-2,8,0320(brokerage business),736,-153
9,0059(brokerage business),405,-124,9,0163(brokerage business),531,68,9,0022(brokerage business),712,1
10,0332(brokerage business),343,284,10,0323(brokerage business),380,-115,10,0103(brokerage business),619,4
11,0319(brokerage business),321,160,11,0272(brokerage business),378,-44,11,0288(brokerage business),410,14
12,0238(brokerage business),305,39,12,0240(brokerage business),341,-28,12,0058(brokerage business),385,0
13,0308(brokerage business),295,138,13,0277(brokerage business),339,-2,13,0163(brokerage business),358,-48
14,0058(brokerage business),274,92,14,0038(brokerage business),333,9,14,0268(brokerage business),338,5
15,0186(brokerage business),274,-74,15,0268(brokerage business),315,-16,15,0331(brokerage business),123,1
16,0272(brokerage business),269,44,16,0125(brokerage business),305,0,16,0019(brokerage business),109,0
17,0240(brokerage business),259,46,17,0003(brokerage business),283,0,17,0096(brokerage business),98,-3
18,0320(brokerage business),250,153,18,0308(brokerage business),283,33,18,0048(brokerage business),73,1
19,0342(brokerage business),203,59,19,0018(brokerage business),278,-54,19,0151(brokerage business),62,0
20,0323(brokerage business),196,157,20,0275(brokerage business),267,24,20,0275(brokerage business),62,-20
Total,,12994,2529,Total,,15913,-182,Total,,22315,-747
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-09-10,,,,
Name of FF Member/OSBP,344598,92730,Name of FF Member/OSBP,72287,5641,Name of FF Member/OSBP,72287,5641,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2609,,,,,,,,,,2026-09-10,
1,0163(brokerage business),34,22,1,0148(brokerage business),480,4,1,0272(brokerage business),1282,-2
2,0148(brokerage business),28,24,2,0004(brokerage business),416,0,2,0042(brokerage business),658,0
3,0299(brokerage business),18,12,3,0049(brokerage business),206,14,3,0349(brokerage business),120,0
4,0308(brokerage business),18,8,4,0034(brokerage business),200,-2,4,0007(brokerage business),72,0
5,0009(brokerage business),16,16,5,0058(brokerage business),170,0,5,0103(brokerage business),64,0
6,0049(brokerage business),14,12,6,0048(brokerage business),160,0,6,0311(brokerage business),44,-2
7,0004(brokerage business),12,8,7,0268(brokerage business),142,0,7,0268(brokerage business),42,0
8,0103(brokerage business),10,2,8,0009(brokerage business),120,0,8,0069(brokerage business),34,0
9,0034(brokerage business),6,-4,9,0316(brokerage business),100,0,9,0009(brokerage business),22,16
10,0272(brokerage business),6,6,10,0069(brokerage business),76,0,10,0163(brokerage business),8,-12
11,0311(brokerage business),2,2,11,0042(brokerage business),50,0,11,0052(brokerage business),6,0
12,,,,12,0082(brokerage business),48,0,12,0153(brokerage business),6,0
13,,,,13,0163(brokerage business),42,14,13,0004(brokerage business),4,0
14,,,,14,0338(brokerage business),40,0,14,0059(brokerage business),4,0
15,,,,15,0240(brokerage business),38,0,15,0148(brokerage business),2,0
16,,,,16,0308(brokerage business),20,-2,16,,,
17,,,,17,0275(brokerage business),16,0,17,,,
18,,,,18,0077(brokerage business),14,0,18,,,
19,,,,19,0305(brokerage business),10,0,19,,,
20,,,,20,0067(brokerage business),4,0,20,,,
Total,,164,108,Total,,2352,28,Total,,2368,0
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2610,,,,,,,,,,2026-09-10,
1,0004(brokerage business),42390,10790,1,0148(brokerage business),4008,624,1,0004(brokerage business),4385,233
2,0148(brokerage business),30557,7214,2,0004(brokerage business),3629,123,2,0240(brokerage business),3415,176
3,0163(brokerage business),20173,5414,3,0163(brokerage business),2984,875,3,0148(brokerage business),2360,-131
4,0275(brokerage business),12102,1369,4,0059(brokerage business),1613,549,4,0272(brokerage business),1867,146
5,0253(brokerage business),10522,2069,5,0268(brokerage business),1397,-534,5,0163(brokerage business),1591,276
6,0240(brokerage business),8109,1813,6,0272(brokerage business),1173,230,6,0034(brokerage business),1312,29
7,0081(brokerage business),7337,1745,7,0082(brokerage business),1018,142,7,0042(brokerage business),1280,14
8,0272(brokerage business),6392,701,8,0253(brokerage business),891,222,8,0275(brokerage business),860,341
9,0268(brokerage business),5987,1057,9,0081(brokerage business),872,79,9,0059(brokerage business),856,210
10,0298(brokerage business),5167,37,10,0240(brokerage business),774,23,10,0007(brokerage business),824,173
11,0186(brokerage business),4881,386,11,0275(brokerage business),758,89,11,0323(brokerage business),796,-19
12,0308(brokerage business),4386,1287,12,0096(brokerage business),708,-61,12,0253(brokerage business),791,102
13,0059(brokerage business),4321,-478,13,0103(brokerage business),634,127,13,0139(brokerage business),790,11
14,0259(brokerage business),3958,1023,14,0009(brokerage business),605,159,14,0082(brokerage business),789,279
15,0009(brokerage business),3930,1896,15,0034(brokerage business),559,-103,15,0268(brokerage business),783,167
16,0034(brokerage business),3580,754,16,0042(brokerage business),559,104,16,0103(brokerage business),778,-4
17,0103(brokerage business),3195,538,17,0288(brokerage business),543,-23,17,0096(brokerage business),764,-4
18,0123(brokerage business),3080,-2830,18,0335(brokerage business),539,125,18,0153(brokerage business),760,-29
19,0082(brokerage business),2483,1089,19,0007(brokerage business),537,-80,19,0049(brokerage business),656,57
20,0323(brokerage business),2418,743,20,0018(brokerage business),537,203,20,0018(brokerage business),612,24
Total,,184968,36617,Total,,24338,2873,Total,,26269,2051
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2611,,,,,,,,,,2026-09-10,
1,0004(brokerage business),11611,5161,1,0004(brokerage business),2523,462,1,0272(brokerage business),2012,114
2,0148(brokerage business),10126,4668,2,0148(brokerage business),1969,172,2,0148(brokerage business),1503,30
3,0275(brokerage business),5728,1464,3,0239(brokerage business),1290,22,3,0004(brokerage business),1487,-127
4,0163(brokerage business),5332,1957,4,0084(brokerage business),1135,0,4,0323(brokerage business),1424,38
5,0253(brokerage business),2971,1221,5,0163(brokerage business),1008,46,5,0034(brokerage business),920,227
6,0081(brokerage business),2122,789,6,0268(brokerage business),819,-190,6,0042(brokerage business),879,-45
7,0240(brokerage business),1718,720,7,0096(brokerage business),731,-49,7,0163(brokerage business),870,-42
8,0009(brokerage business),1617,1344,8,0123(brokerage business),717,33,8,0096(brokerage business),841,146
9,0059(brokerage business),1412,-32,9,0274(brokerage business),610,108,9,0007(brokerage business),765,-54
10,0268(brokerage business),1232,556,10,0009(brokerage business),479,146,10,0077(brokerage business),503,99
11,0123(brokerage business),1157,183,11,0103(brokerage business),471,54,11,0178(brokerage business),458,84
12,0272(brokerage business),1154,370,12,0052(brokerage business),441,-99,12,0268(brokerage business),458,188
13,0034(brokerage business),1122,709,13,0272(brokerage business),416,4,13,0059(brokerage business),424,139
14,0259(brokerage business),930,609,14,0240(brokerage business),366,109,14,0139(brokerage business),389,8
15,0096(brokerage business),901,289,15,0253(brokerage business),336,14,15,0003(brokerage business),370,9
16,0082(brokerage business),841,419,16,0059(brokerage business),317,145,16,0240(brokerage business),333,25
17,0137(brokerage business),660,370,17,0067(brokerage business),292,246,17,0045(brokerage business),247,-17
18,0161(brokerage business),600,462,18,0335(brokerage business),282,189,18,0299(brokerage business),206,0
19,0186(brokerage business),596,260,19,0049(brokerage business),269,-228,19,0103(brokerage business),192,22
20,0271(brokerage business),485,74,20,0323(brokerage business),225,77,20,0018(brokerage business),188,93
Total,,52315,21593,Total,,14696,1261,Total,,14469,937
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：aoall,,,,,,,2026-09-10,,,,
Name of FF Member/OSBP,487584,-232174,Name of FF Member/OSBP,441597,-1830,Name of FF Member/OSBP,438547,-1830,,,
Name of Non-FF Member/OSNBP,0,-200,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,3050,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2609,,,,,,,,,,2026-09-10,
1,0019(brokerage business),90,90,1,0018(brokerage business),1050,0,1,0148(brokerage business),870,-45
2,0136(brokerage business),90,-90,2,0327(brokerage business),990,0,2,0004(brokerage business),855,0
3,0277(brokerage business),90,90,3,0034(brokerage business),900,0,3,0096(brokerage business),570,0
4,0275(brokerage business),75,60,4,0136(brokerage business),300,0,4,0139(brokerage business),405,0
5,0148(brokerage business),45,-45,5,0103(brokerage business),240,0,5,0272(brokerage business),210,0
6,0151(brokerage business),30,-120,6,0148(brokerage business),150,0,6,0136(brokerage business),135,-90
7,0268(brokerage business),30,30,7,0268(brokerage business),30,30,7,0320(brokerage business),90,0
8,,,,8,,,,8,0123(brokerage business),45,0
9,,,,9,,,,9,0268(brokerage business),30,0
Total,,450,15,Total,,3660,30,Total,,3210,-135
