"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-10,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
19,8084(brokerage business),163,63,19,8335(brokerage business),96,3,19,8003(brokerage business),143,-1
20,8153(brokerage business),152,77,20,8259(brokerage business),90,1,20,8288(brokerage business),103,7
Total,,16240,31,Total,,14791,248,Total,,15909,267
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-09-10,,,,
Name of FF Member/OSBP,530950,-193522,Name of FF Member/OSBP,623067,-3406,Name of FF Member/OSBP,616491,-2050,,,
Name of Non-FF Member/OSNBP,2436,636,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,6576,-1356,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2609,,,,,,,,,,2026-09-10,
1,0163(brokerage business),1415,295,1,0148(brokerage business),4980,-465,1,0004(brokerage business),3735,-760
2,0004(brokerage business),1105,90,2,0004(brokerage business),2050,-115,2,0139(brokerage business),1130,-235
3,0139(brokerage business),1005,10,3,0058(brokerage business),1350,0,3,0240(brokerage business),1060,-85
4,0148(brokerage business),670,-415,4,0049(brokerage business),1000,100,4,0043(brokerage business),790,0
5,0034(brokerage business),470,195,5,0034(brokerage business),740,-390,5,0148(brokerage business),750,-155
6,0238(brokerage business),380,290,6,0139(brokerage business),655,-530,6,0268(brokerage business),740,-130
7,0049(brokerage business),375,-35,7,0125(brokerage business),600,-35,7,0321(brokerage business),600,70
8,0043(brokerage business),300,300,8,0043(brokerage business),570,300,8,0042(brokerage business),535,-5
9,0003(brokerage business),235,-470,9,0137(brokerage business),535,-55,9,0123(brokerage business),535,0
10,0031(brokerage business),200,185,10,0272(brokerage business),375,0,10,0308(brokerage business),440,0
11,0272(brokerage business),200,25,11,0031(brokerage business),265,-200,11,0163(brokerage business),425,-100
12,0123(brokerage business),195,-115,12,0253(brokerage business),240,-5,12,0019(brokerage business),415,0
13,0047(brokerage business),180,100,13,0007(brokerage business),220,-40,13,0299(brokerage business),385,0
14,0125(brokerage business),150,-15,14,0003(brokerage business),200,-40,14,0048(brokerage business),340,0
15,0323(brokerage business),135,40,15,0059(brokerage business),185,0,15,0069(brokerage business),325,0
16,0268(brokerage business),130,75,16,0103(brokerage business),165,0,16,0007(brokerage business),320,0
17,0299(brokerage business),120,120,17,0262(brokerage business),160,0,17,0323(brokerage business),270,45
18,0332(brokerage business),100,40,18,0018(brokerage business),105,-50,18,0052(brokerage business),245,0
19,0275(brokerage business),90,35,19,0096(brokerage business),90,0,19,0018(brokerage business),230,0
20,0240(brokerage business),85,35,20,0178(brokerage business),70,0,20,0253(brokerage business),220,-10
Total,,7540,785,Total,,14555,-1525,Total,,13490,-1365
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2610,,,,,,,,,,2026-09-10,
1,0148(brokerage business),42115,-7254,1,0148(brokerage business),28600,-937,1,0148(brokerage business),38756,-134
2,0004(brokerage business),37526,-3864,2,0004(brokerage business),27843,-2004,2,0004(brokerage business),27125,824
3,0275(brokerage business),36991,-2987,3,0163(brokerage business),14835,-253,3,0123(brokerage business),15562,-4021
4,0163(brokerage business),32056,-13300,4,0253(brokerage business),8170,-529,4,0272(brokerage business),12018,5
5,0253(brokerage business),14589,705,5,0272(brokerage business),7967,-462,5,0253(brokerage business),9620,-998
6,0272(brokerage business),13825,4661,6,0034(brokerage business),7045,-33,6,0163(brokerage business),9031,-843
7,0123(brokerage business),7103,515,7,0103(brokerage business),6659,-701,7,0275(brokerage business),8877,-308
8,0081(brokerage business),6830,-10508,8,0335(brokerage business),6598,-510,8,0034(brokerage business),7146,-159
9,0240(brokerage business),6614,-962,9,0323(brokerage business),5230,-571,9,0268(brokerage business),7105,-231
10,0259(brokerage business),5995,1427,10,0139(brokerage business),4966,456,10,0240(brokerage business),6595,-1
11,0323(brokerage business),3893,-1019,11,0161(brokerage business),4917,-271,11,0139(brokerage business),5656,117
12,0268(brokerage business),3670,454,12,0268(brokerage business),4811,117,12,0323(brokerage business),5269,-432
13,0096(brokerage business),2897,-1272,13,0069(brokerage business),4731,-231,13,0058(brokerage business),4991,-108
14,0308(brokerage business),2730,-46,14,0123(brokerage business),4506,184,14,0049(brokerage business),3970,310
15,0034(brokerage business),2630,-1146,15,0288(brokerage business),4144,40,15,0103(brokerage business),3929,-53
16,0161(brokerage business),2600,-982,16,0240(brokerage business),3856,-187,16,0018(brokerage business),3174,63
17,0103(brokerage business),2326,759,17,0003(brokerage business),3749,-59,17,0002(brokerage business),2530,-12
18,0059(brokerage business),2319,37,18,0082(brokerage business),3606,-371,18,0161(brokerage business),2520,55
19,0018(brokerage business),2240,243,19,0096(brokerage business),3383,-72,19,0077(brokerage business),2188,48
20,0298(brokerage business),2113,-439,20,0077(brokerage business),3249,-113,20,0096(brokerage business),2144,-589
Total,,231062,-34978,Total,,158865,-6507,Total,,178206,-6467
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2611,,,,,,,,,,2026-09-10,
1,0004(brokerage business),38968,-8499,1,0148(brokerage business),28796,625,1,0148(brokerage business),22915,40
2,0148(brokerage business),16189,-8741,2,0239(brokerage business),24000,1451,2,0123(brokerage business),22123,4831
3,0163(brokerage business),15883,-6522,3,0004(brokerage business),17712,352,3,0004(brokerage business),21871,540
4,0275(brokerage business),7733,-5676,4,0163(brokerage business),12870,263,4,0058(brokerage business),13147,318
5,0123(brokerage business),6927,-4499,5,0272(brokerage business),10038,614,5,0272(brokerage business),9565,397
6,0253(brokerage business),6920,678,6,0335(brokerage business),9171,721,6,0103(brokerage business),8244,1218
7,0239(brokerage business),3266,-458,7,0268(brokerage business),8832,-79,7,0139(brokerage business),7141,155
8,0259(brokerage business),2695,-1548,8,0034(brokerage business),7135,3,8,0096(brokerage business),5940,171
9,0081(brokerage business),2633,-1547,9,0069(brokerage business),4602,599,9,0240(brokerage business),5093,-105
10,0240(brokerage business),2587,-1111,10,0077(brokerage business),4598,-219,10,0308(brokerage business),4721,-957
11,0103(brokerage business),2384,-1044,11,0323(brokerage business),4381,363,11,0163(brokerage business),4538,6
12,0323(brokerage business),2065,-864,12,0084(brokerage business),4142,0,12,0002(brokerage business),4176,0
13,0069(brokerage business),1987,-2035,13,0253(brokerage business),3609,529,13,0372(brokerage business),3932,-15
14,0272(brokerage business),1931,-2396,14,0103(brokerage business),3016,392,14,0253(brokerage business),3799,1
15,0268(brokerage business),1453,-626,15,0240(brokerage business),2967,178,15,0275(brokerage business),3715,101
16,0308(brokerage business),1416,-120,16,0042(brokerage business),2691,209,16,0003(brokerage business),3632,55
17,0059(brokerage business),1383,53,17,0008(brokerage business),2318,99,17,0268(brokerage business),3489,262
18,0299(brokerage business),1328,670,18,0096(brokerage business),2290,206,18,0161(brokerage business),2988,194
19,0335(brokerage business),1311,204,19,0049(brokerage business),2265,35,19,0029(brokerage business),2980,171
20,0034(brokerage business),1210,-252,20,0184(brokerage business),2164,349,20,0034(brokerage business),2868,223
Total,,120269,-44333,Total,,157597,6690,Total,,156877,7606
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2612,,,,,,,,,,2026-09-10,
1,0163(brokerage business),6719,-5093,1,0148(brokerage business),10647,-63,1,0148(brokerage business),10626,491
