"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-09,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
10,0272(brokerage business),1567,-947,10,0034(brokerage business),2644,-5,10,0139(brokerage business),3225,86
11,0034(brokerage business),1519,363,11,0274(brokerage business),2452,-33,11,0253(brokerage business),3172,100
12,0082(brokerage business),1207,200,12,0125(brokerage business),2231,-4,12,0069(brokerage business),3072,269
13,0277(brokerage business),1175,866,13,0323(brokerage business),2156,-2,13,0321(brokerage business),3043,199
14,0177(brokerage business),1143,965,14,0178(brokerage business),2060,254,14,0169(brokerage business),2665,-21
15,0178(brokerage business),1130,188,15,0385(brokerage business),2031,84,15,0272(brokerage business),2546,-142
16,0139(brokerage business),1086,478,16,0123(brokerage business),1831,47,16,0025(brokerage business),2519,224
17,0295(brokerage business),1081,975,17,0253(brokerage business),1803,126,17,0067(brokerage business),2397,20
18,0372(brokerage business),1072,587,18,0308(brokerage business),1741,108,18,0082(brokerage business),2236,533
19,0268(brokerage business),1041,-7,19,0240(brokerage business),1639,-65,19,0177(brokerage business),2093,993
20,0019(brokerage business),1025,231,20,0096(brokerage business),1435,-24,20,0138(brokerage business),1852,2
Total,,57229,7943,Total,,94327,4001,Total,,93010,3090
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2612,,,,,,,,,,2026-09-09,
1,0163(brokerage business),3540,-1238,1,0148(brokerage business),6814,37,1,0148(brokerage business),10625,25
2,0148(brokerage business),2390,-267,2,0004(brokerage business),4782,33,2,0049(brokerage business),9037,112
3,0004(brokerage business),2353,-801,3,0136(brokerage business),4019,13,3,0004(brokerage business),8716,-28
4,0272(brokerage business),2128,234,4,0272(brokerage business),3273,410,4,0272(brokerage business),4707,-156
5,0308(brokerage business),1845,-179,5,0274(brokerage business),3143,4,5,0096(brokerage business),3692,286
6,0123(brokerage business),1461,982,6,0049(brokerage business),3101,-124,6,0125(brokerage business),3448,118
7,0275(brokerage business),1368,240,7,0103(brokerage business),3098,91,7,0034(brokerage business),3000,150
8,0333(brokerage business),1242,-372,8,0042(brokerage business),2298,108,8,0169(brokerage business),2965,-33
9,0253(brokerage business),657,-242,9,0178(brokerage business),2144,49,9,0082(brokerage business),2463,-6
10,0372(brokerage business),618,421,10,0323(brokerage business),2124,-20,10,0163(brokerage business),2256,-176
11,0240(brokerage business),609,-200,11,0031(brokerage business),2059,6,11,0067(brokerage business),2129,53
12,0096(brokerage business),537,-838,12,0081(brokerage business),2042,-38,12,0372(brokerage business),2019,376
13,0103(brokerage business),532,234,13,0077(brokerage business),2003,21,13,0042(brokerage business),1844,-62
14,0268(brokerage business),471,-38,14,0163(brokerage business),1972,-288,14,0253(brokerage business),1692,-2
15,0059(brokerage business),465,78,15,0034(brokerage business),1770,5,15,0025(brokerage business),1674,6
16,0067(brokerage business),450,-299,16,0069(brokerage business),1645,-41,16,0069(brokerage business),1323,-57
17,0049(brokerage business),448,174,17,0253(brokerage business),1622,201,17,0240(brokerage business),1322,-7
18,0069(brokerage business),448,41,18,0025(brokerage business),1588,-61,18,0139(brokerage business),1192,3
19,0034(brokerage business),411,96,19,0007(brokerage business),1487,13,19,0003(brokerage business),1072,2
20,0125(brokerage business),383,34,20,0338(brokerage business),1438,31,20,0138(brokerage business),1040,-2
Total,,22356,-1940,Total,,52422,450,Total,,66216,602
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2701,,,,,,,,,,2026-09-09,
1,0163(brokerage business),2445,189,1,0148(brokerage business),3498,-18,1,0148(brokerage business),11744,67
2,0333(brokerage business),1064,-135,2,0004(brokerage business),2829,132,2,0049(brokerage business),5264,-81
3,0240(brokerage business),990,569,3,0049(brokerage business),2693,-11,3,0272(brokerage business),4749,-350
4,0096(brokerage business),918,-451,4,0136(brokerage business),2128,-14,4,0184(brokerage business),1500,0
5,0272(brokerage business),908,198,5,0069(brokerage business),1846,-36,5,0067(brokerage business),1426,0
6,0034(brokerage business),882,606,6,0034(brokerage business),1743,4,6,0034(brokerage business),1139,778
7,0004(brokerage business),769,-1311,7,0323(brokerage business),1531,-11,7,0103(brokerage business),1125,6
8,0148(brokerage business),697,-12,8,0031(brokerage business),1274,1,8,0042(brokerage business),1021,4
9,0178(brokerage business),578,406,9,0103(brokerage business),1138,15,9,0372(brokerage business),972,22
10,0275(brokerage business),562,149,10,0333(brokerage business),1136,-127,10,0163(brokerage business),928,234
11,0069(brokerage business),455,152,11,0163(brokerage business),1113,-289,11,0169(brokerage business),878,99
12,0239(brokerage business),420,402,12,0272(brokerage business),947,-16,12,0333(brokerage business),643,235
13,0009(brokerage business),359,292,13,0178(brokerage business),933,120,13,0077(brokerage business),582,9
14,0253(brokerage business),353,236,14,0239(brokerage business),883,420,14,0082(brokerage business),556,0
15,0123(brokerage business),343,-14,15,0274(brokerage business),879,-4,15,0240(brokerage business),521,-576
16,0271(brokerage business),273,227,16,0177(brokerage business),853,0,16,0025(brokerage business),516,0
17,0125(brokerage business),182,4,17,0077(brokerage business),737,4,17,0096(brokerage business),476,-3
18,0049(brokerage business),164,-197,18,0096(brokerage business),736,-105,18,0018(brokerage business),464,6
19,0103(brokerage business),159,-297,19,0339(brokerage business),685,0,19,0004(brokerage business),401,-91
20,0312(brokerage business),159,22,20,0042(brokerage business),676,78,20,0253(brokerage business),387,118
Total,,12680,1035,Total,,28258,143,Total,,35292,477
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2702,,,,,,,,,,2026-09-09,
1,0163(brokerage business),556,177,1,0004(brokerage business),2764,118,1,0148(brokerage business),6642,35
2,0004(brokerage business),386,142,2,0272(brokerage business),2022,-13,2,0004(brokerage business),2298,36
3,0333(brokerage business),240,-29,3,0148(brokerage business),1810,8,3,0025(brokerage business),1953,0
4,0148(brokerage business),209,42,4,0069(brokerage business),1249,-8,4,0333(brokerage business),1075,-25
5,0240(brokerage business),150,-31,5,0323(brokerage business),947,63,5,0103(brokerage business),1052,0
6,0178(brokerage business),146,-15,6,0049(brokerage business),937,-13,6,0042(brokerage business),823,0
7,0272(brokerage business),123,0,7,0031(brokerage business),855,0,7,0163(brokerage business),746,108
8,0323(brokerage business),66,58,8,0139(brokerage business),698,0,8,0067(brokerage business),677,0
9,0123(brokerage business),63,-16,9,0178(brokerage business),652,50,9,0077(brokerage business),447,7
10,0169(brokerage business),61,21,10,0034(brokerage business),486,9,10,0049(brokerage business),290,-4
11,0081(brokerage business),48,17,11,0081(brokerage business),449,12,11,0096(brokerage business),221,0
12,0253(brokerage business),46,-4,12,0003(brokerage business),361,2,12,0253(brokerage business),178,-5
13,0171(brokerage business),44,-15,13,0161(brokerage business),357,1,13,0272(brokerage business),153,0
14,0308(brokerage business),38,-19,14,0268(brokerage business),357,-3,14,0059(brokerage business),148,0
15,0034(brokerage business),36,-17,15,0103(brokerage business),312,10,15,0008(brokerage business),131,0
16,0298(brokerage business),33,24,16,0253(brokerage business),287,-31,16,0034(brokerage business),130,1
17,0049(brokerage business),31,-68,17,0008(brokerage business),277,0,17,0323(brokerage business),128,1
18,0077(brokerage business),23,10,18,0042(brokerage business),254,0,18,0123(brokerage business),117,35
19,0069(brokerage business),22,0,19,0333(brokerage business),235,3,19,0161(brokerage business),115,0
20,0268(brokerage business),20,-4,20,0254(brokerage business),224,0,20,0269(brokerage business),101,0
Total,,2341,273,Total,,15533,208,Total,,17425,189
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2703,,,,,,,,,,2026-09-09,
1,0323(brokerage business),2050,2040,1,0323(brokerage business),2134,42,1,0148(brokerage business),10321,1
2,0163(brokerage business),519,-880,2,0148(brokerage business),1876,-64,2,0049(brokerage business),2440,-11
3,0272(brokerage business),369,-246,3,0272(brokerage business),1822,105,3,0004(brokerage business),2387,28
4,0333(brokerage business),301,-259,4,0049(brokerage business),1683,-8,4,0077(brokerage business),2089,9
5,0240(brokerage business),229,98,5,0069(brokerage business),1538,2,5,0422(brokerage business),1040,0
6,0004(brokerage business),222,-325,6,0333(brokerage business),1166,-55,6,0323(brokerage business),1019,-4
7,0148(brokerage business),195,-105,7,0136(brokerage business),1128,-5,7,0067(brokerage business),1004,1
8,0096(brokerage business),96,21,8,0339(brokerage business),1087,0,8,0103(brokerage business),861,6
9,0081(brokerage business),92,-18,9,0003(brokerage business),976,0,9,0042(brokerage business),626,0
10,0253(brokerage business),67,62,10,0004(brokerage business),954,54,10,0163(brokerage business),489,-40
11,0123(brokerage business),61,-60,11,0034(brokerage business),865,-1,11,0269(brokerage business),234,1
12,0308(brokerage business),60,48,12,0031(brokerage business),852,0,12,0333(brokerage business),229,34
13,0275(brokerage business),49,-5,13,0338(brokerage business),782,0,13,0272(brokerage business),209,98
14,0034(brokerage business),45,-341,14,0268(brokerage business),687,19,14,0240(brokerage business),167,43
15,0067(brokerage business),41,40,15,0163(brokerage business),594,-89,15,0123(brokerage business),140,25
16,0049(brokerage business),39,-29,16,0253(brokerage business),577,14,16,0096(brokerage business),122,8
17,0077(brokerage business),39,15,17,0372(brokerage business),544,20,17,0008(brokerage business),103,0
18,0238(brokerage business),36,4,18,0042(brokerage business),444,6,18,0253(brokerage business),94,-5
19,0088(brokerage business),35,-7,19,0169(brokerage business),305,-1,19,0274(brokerage business),93,9
20,0151(brokerage business),33,14,20,0161(brokerage business),292,-6,20,0268(brokerage business),84,0
Total,,4578,67,Total,,20306,33,Total,,23751,203
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2609,,,,,,,,,,2026-09-09,
1,,,,1,8240(brokerage business),525,0,1,8009(brokerage business),370,0
2,,,,2,8049(brokerage business),135,0,2,8274(brokerage business),215,0
3,,,,3,8253(brokerage business),135,0,3,8096(brokerage business),190,0
4,,,,4,8148(brokerage business),120,0,4,8240(brokerage business),140,0
5,,,,5,8161(brokerage business),90,0,5,8049(brokerage business),80,0
6,,,,6,8051(brokerage business),5,0,6,8253(brokerage business),15,0
7,,,,7,8311(brokerage business),5,0,7,8148(brokerage business),5,0
Total,,,,Total,,1015,0,Total,,1015,0
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2610,,,,,,,,,,2026-09-09,
1,8163(brokerage business),4221,812,1,8004(brokerage business),3406,-37,1,8148(brokerage business),3629,66
2,8123(brokerage business),2305,1906,2,8148(brokerage business),2463,51,2,8004(brokerage business),3492,-56
3,8148(brokerage business),2007,115,3,8239(brokerage business),1581,145,3,8025(brokerage business),1098,19
4,8253(brokerage business),1958,354,4,8184(brokerage business),987,-11,4,8081(brokerage business),815,9
5,8004(brokerage business),1269,-128,5,8081(brokerage business),923,10,5,8161(brokerage business),774,-5
6,8081(brokerage business),609,58,6,8163(brokerage business),820,-69,6,8240(brokerage business),761,13
7,8082(brokerage business),496,227,7,8103(brokerage business),793,-6,7,8103(brokerage business),730,-4
8,8161(brokerage business),484,253,8,8161(brokerage business),718,1,8,8163(brokerage business),667,-16
9,8272(brokerage business),484,103,9,8082(brokerage business),560,-21,9,8049(brokerage business),610,22
10,8275(brokerage business),465,400,10,8323(brokerage business),492,-34,10,8082(brokerage business),538,11
11,8096(brokerage business),416,-70,11,8253(brokerage business),405,-34,11,8323(brokerage business),504,26
12,8308(brokerage business),318,41,12,8048(brokerage business),331,3,12,8009(brokerage business),332,-4
13,8048(brokerage business),240,87,13,8272(brokerage business),231,-5,13,8048(brokerage business),311,3
14,8239(brokerage business),227,-83,14,8333(brokerage business),177,-6,14,8051(brokerage business),304,0
15,8103(brokerage business),218,89,15,8084(brokerage business),172,-100,15,8123(brokerage business),216,17
16,8268(brokerage business),172,94,16,8001(brokerage business),152,0,16,8253(brokerage business),210,10
17,8009(brokerage business),166,38,17,8157(brokerage business),118,0,17,8308(brokerage business),210,1
18,8240(brokerage business),133,-67,18,8311(brokerage business),114,6,18,8034(brokerage business),201,7
19,8323(brokerage business),130,74,19,8308(brokerage business),93,71,19,8003(brokerage business),144,0
20,8151(brokerage business),114,68,20,8335(brokerage business),93,2,20,8007(brokerage business),99,18
Total,,16432,4371,Total,,14629,-34,Total,,15645,137
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-09-09,,,,
Name of FF Member/OSBP,724472,258800,Name of FF Member/OSBP,626473,-1626,Name of FF Member/OSBP,618541,-2226,,,
Name of Non-FF Member/OSNBP,1800,224,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,7932,600,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2609,,,,,,,,,,2026-09-09,
1,0163(brokerage business),1120,-640,1,0148(brokerage business),5445,-595,1,0004(brokerage business),4495,-680
2,0148(brokerage business),1085,-1175,2,0004(brokerage business),2165,-95,2,0139(brokerage business),1365,-305
3,0004(brokerage business),1015,-65,3,0058(brokerage business),1350,-30,3,0240(brokerage business),1145,-45
4,0139(brokerage business),995,-110,4,0139(brokerage business),1185,-690,4,0148(brokerage business),905,-450
5,0003(brokerage business),705,10,5,0034(brokerage business),1130,-135,5,0268(brokerage business),870,-55
6,0049(brokerage business),410,80,6,0049(brokerage business),900,-110,6,0043(brokerage business),790,0
7,0123(brokerage business),310,-370,7,0125(brokerage business),635,-165,7,0042(brokerage business),540,55
8,0161(brokerage business),280,270,8,0137(brokerage business),590,-40,8,0123(brokerage business),535,0
9,0034(brokerage business),275,90,9,0031(brokerage business),465,5,9,0321(brokerage business),530,0
10,0029(brokerage business),235,175,10,0272(brokerage business),375,-115,10,0163(brokerage business),525,-20
11,0042(brokerage business),195,10,11,0043(brokerage business),270,0,11,0308(brokerage business),440,-30
12,0008(brokerage business),180,110,12,0007(brokerage business),260,0,12,0019(brokerage business),415,-125
13,0272(brokerage business),175,45,13,0253(brokerage business),245,0,13,0299(brokerage business),385,0
14,0125(brokerage business),165,-85,14,0003(brokerage business),240,-380,14,0048(brokerage business),340,-35
15,0019(brokerage business),125,-95,15,0123(brokerage business),195,-280,15,0003(brokerage business),335,-5
16,0323(brokerage business),95,-60,16,0059(brokerage business),185,0,16,0069(brokerage business),325,0
17,0238(brokerage business),90,-10,17,0047(brokerage business),180,-80,17,0007(brokerage business),320,0
18,0308(brokerage business),90,-60,18,0103(brokerage business),165,-35,18,0049(brokerage business),275,-170
19,0047(brokerage business),80,80,19,0262(brokerage business),160,0,19,0052(brokerage business),245,-65
20,0253(brokerage business),75,-255,20,0018(brokerage business),155,-45,20,0058(brokerage business),235,-20
Total,,7700,-2055,Total,,16295,-2790,Total,,15015,-1950
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2610,,,,,,,,,,2026-09-09,
1,0148(brokerage business),49369,9291,1,0004(brokerage business),29847,-595,1,0148(brokerage business),38890,2
2,0163(brokerage business),45356,14766,2,0148(brokerage business),29537,-2679,2,0004(brokerage business),26301,-578
3,0004(brokerage business),41390,2119,3,0163(brokerage business),15088,-1485,3,0123(brokerage business),19583,-3461
4,0275(brokerage business),39978,13799,4,0253(brokerage business),8699,-441,4,0272(brokerage business),12013,-1831
5,0081(brokerage business),17338,4669,5,0272(brokerage business),8429,43,5,0253(brokerage business),10618,-235
6,0253(brokerage business),13884,2095,6,0103(brokerage business),7360,-163,6,0163(brokerage business),9874,745
7,0272(brokerage business),9164,910,7,0335(brokerage business),7108,-279,7,0275(brokerage business),9185,306
8,0240(brokerage business),7576,1601,8,0034(brokerage business),7078,-537,8,0268(brokerage business),7336,385
9,0123(brokerage business),6588,3368,9,0323(brokerage business),5801,110,9,0034(brokerage business),7305,265
10,0323(brokerage business),4912,670,10,0161(brokerage business),5188,-153,10,0240(brokerage business),6596,-41
11,0008(brokerage business),4826,4733,11,0069(brokerage business),4962,-793,11,0323(brokerage business),5701,226
12,0259(brokerage business),4568,3786,12,0268(brokerage business),4694,497,12,0139(brokerage business),5539,-146
13,0069(brokerage business),4485,1418,13,0139(brokerage business),4510,1580,13,0058(brokerage business),5099,-623
14,0096(brokerage business),4169,1591,14,0123(brokerage business),4322,67,14,0103(brokerage business),3982,118
15,0034(brokerage business),3776,598,15,0288(brokerage business),4104,-240,15,0049(brokerage business),3660,247
16,0372(brokerage business),3611,2273,16,0240(brokerage business),4043,-495,16,0018(brokerage business),3111,69
17,0139(brokerage business),3586,1423,17,0082(brokerage business),3977,306,17,0096(brokerage business),2733,33
18,0161(brokerage business),3582,465,18,0003(brokerage business),3808,385,18,0009(brokerage business),2655,-460
19,0268(brokerage business),3216,290,19,0308(brokerage business),3472,38,19,0002(brokerage business),2542,12
20,0308(brokerage business),2776,-735,20,0096(brokerage business),3455,-234,20,0161(brokerage business),2465,-40
Total,,274150,69130,Total,,165482,-5068,Total,,185188,-5007
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2611,,,,,,,,,,2026-09-09,
1,0004(brokerage business),47467,16229,1,0148(brokerage business),28171,2596,1,0148(brokerage business),22875,1294
2,0148(brokerage business),24930,5813,2,0239(brokerage business),22549,719,2,0004(brokerage business),21331,-177
3,0163(brokerage business),22405,9119,3,0004(brokerage business),17360,1882,3,0123(brokerage business),17292,4631
4,0275(brokerage business),13409,3286,4,0163(brokerage business),12607,631,4,0058(brokerage business),12829,432
5,0123(brokerage business),11426,8768,5,0272(brokerage business),9424,170,5,0272(brokerage business),9168,2495
6,0253(brokerage business),6242,-645,6,0268(brokerage business),8911,30,6,0103(brokerage business),7026,-1978
7,0272(brokerage business),4327,2236,7,0335(brokerage business),8450,551,7,0139(brokerage business),6986,1327
8,0259(brokerage business),4243,4000,8,0034(brokerage business),7132,-138,8,0096(brokerage business),5769,259
9,0081(brokerage business),4180,1335,9,0077(brokerage business),4817,-2,9,0308(brokerage business),5678,-353
10,0069(brokerage business),4022,1482,10,0084(brokerage business),4142,102,10,0240(brokerage business),5198,1075
11,0239(brokerage business),3724,1830,11,0323(brokerage business),4018,863,11,0163(brokerage business),4532,80
12,0240(brokerage business),3698,1096,12,0069(brokerage business),4003,435,12,0002(brokerage business),4176,0
13,0103(brokerage business),3428,1092,13,0253(brokerage business),3080,121,13,0372(brokerage business),3947,2037
14,0323(brokerage business),2929,1956,14,0240(brokerage business),2789,169,14,0253(brokerage business),3798,527
15,0372(brokerage business),2732,1724,15,0103(brokerage business),2624,806,15,0275(brokerage business),3614,630
16,0161(brokerage business),2414,723,16,0042(brokerage business),2482,93,16,0003(brokerage business),3577,172
17,0095(brokerage business),2409,2350,17,0049(brokerage business),2230,36,17,0268(brokerage business),3227,1141
18,0048(brokerage business),2223,966,18,0008(brokerage business),2219,103,18,0029(brokerage business),2809,349
19,0268(brokerage business),2079,-537,19,0161(brokerage business),2134,498,19,0161(brokerage business),2794,1700
20,0139(brokerage business),1972,1184,20,0153(brokerage business),2094,51,20,0008(brokerage business),2768,2
Total,,170259,64007,Total,,151236,9716,Total,,149394,15643
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2612,,,,,,,,,,2026-09-09,
