"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-09,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
2,0004(brokerage business),4817,-562,2,0148(brokerage business),5859,578,2,0148(brokerage business),4679,-326
3,0163(brokerage business),3859,-891,3,0288(brokerage business),5182,69,3,0103(brokerage business),3959,97
4,0253(brokerage business),3074,-1543,4,0004(brokerage business),4538,-79,4,0004(brokerage business),3942,72
5,0081(brokerage business),1708,-1033,5,0268(brokerage business),2468,12,5,0163(brokerage business),3154,-202
6,0272(brokerage business),1193,-569,6,0163(brokerage business),1979,211,6,0123(brokerage business),3096,-23
7,0240(brokerage business),828,55,7,0069(brokerage business),1969,-102,7,0082(brokerage business),1921,-49
8,0275(brokerage business),734,560,8,0034(brokerage business),1676,-135,8,0335(brokerage business),1819,-42
9,0259(brokerage business),588,468,9,0184(brokerage business),1616,3,9,0081(brokerage business),1648,5
10,0335(brokerage business),469,182,10,0081(brokerage business),1470,19,10,0084(brokerage business),1570,-191
11,0274(brokerage business),398,-213,11,0339(brokerage business),1196,19,11,0308(brokerage business),1296,-42
12,0308(brokerage business),377,-318,12,0239(brokerage business),1136,-6,12,0139(brokerage business),1290,30
13,0082(brokerage business),363,-630,13,0253(brokerage business),1131,-68,13,0274(brokerage business),1273,119
14,0096(brokerage business),363,-139,14,0335(brokerage business),1071,187,14,0253(brokerage business),1207,-28
15,0271(brokerage business),293,-145,15,0077(brokerage business),855,-3,15,0042(brokerage business),1067,4
16,0320(brokerage business),275,71,16,0006(brokerage business),478,10,16,0272(brokerage business),889,187
17,0034(brokerage business),272,-122,17,0153(brokerage business),401,-9,17,0049(brokerage business),790,-26
18,0299(brokerage business),238,55,18,0295(brokerage business),373,-30,18,0177(brokerage business),728,47
19,0239(brokerage business),223,-274,19,0067(brokerage business),337,0,19,0315(brokerage business),727,35
20,0069(brokerage business),207,-266,20,0323(brokerage business),329,2,20,0320(brokerage business),724,-11
Total,,27663,-4822,Total,,42902,-10,Total,,41855,-387
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：niall,,,,,,,2026-09-09,,,,
Name of FF Member/OSBP,443535,-26261,Name of FF Member/OSBP,340063,2872,Name of FF Member/OSBP,337018,2845,,,
Name of Non-FF Member/OSNBP,31,-139,Name of Non-FF Member/OSNBP,30,0,Name of Non-FF Member/OSNBP,3075,27,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2609,,,,,,,,,,2026-09-09,
1,0052(brokerage business),222,222,1,0148(brokerage business),1992,-18,1,0004(brokerage business),2514,0
2,0103(brokerage business),222,-108,2,0004(brokerage business),1980,6,2,0148(brokerage business),1950,0
3,0323(brokerage business),90,84,3,0253(brokerage business),1566,6,3,0272(brokerage business),1446,6
4,0311(brokerage business),78,72,4,0139(brokerage business),1200,0,4,0169(brokerage business),906,0
5,0148(brokerage business),18,-318,5,0275(brokerage business),1074,0,5,0305(brokerage business),750,0
6,0034(brokerage business),12,-252,6,0272(brokerage business),606,0,6,0059(brokerage business),690,0
7,0004(brokerage business),6,-1200,7,0082(brokerage business),600,0,7,0316(brokerage business),600,0
8,0006(brokerage business),6,0,8,0096(brokerage business),516,0,8,0323(brokerage business),510,-90
9,0007(brokerage business),6,-6,9,0003(brokerage business),438,0,9,0418(brokerage business),450,0
10,0069(brokerage business),6,-270,10,0240(brokerage business),396,0,10,0007(brokerage business),444,6
11,0134(brokerage business),6,-48,11,0059(brokerage business),360,0,11,0058(brokerage business),336,0
12,0253(brokerage business),6,-282,12,0311(brokerage business),348,-66,12,0052(brokerage business),300,-222
13,0272(brokerage business),6,-36,13,0049(brokerage business),330,0,13,0275(brokerage business),294,0
14,,,,14,0103(brokerage business),306,-222,14,0153(brokerage business),288,0
15,,,,15,0322(brokerage business),300,0,15,0081(brokerage business),282,0
16,,,,16,0136(brokerage business),252,0,16,0240(brokerage business),276,0
17,,,,17,0058(brokerage business),228,0,17,0277(brokerage business),204,0
18,,,,18,0069(brokerage business),216,0,18,0308(brokerage business),204,0
19,,,,19,0323(brokerage business),150,0,19,0069(brokerage business),192,-6
20,,,,20,0320(brokerage business),102,0,20,0161(brokerage business),156,0
Total,,684,-2142,Total,,12960,-294,Total,,12792,-306
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2610,,,,,,,,,,2026-09-09,
1,0004(brokerage business),49156,-3218,1,0004(brokerage business),9603,-1246,1,0004(brokerage business),17678,68
2,0163(brokerage business),31252,1892,2,0163(brokerage business),6838,-141,2,0148(brokerage business),15477,210
3,0148(brokerage business),28334,-770,3,0148(brokerage business),6796,-704,3,0082(brokerage business),9716,2
4,0123(brokerage business),10799,-4087,4,0253(brokerage business),5953,516,4,0253(brokerage business),5231,-281
5,0275(brokerage business),10088,1122,5,0103(brokerage business),5794,248,5,0272(brokerage business),5021,-4
6,0081(brokerage business),9335,-479,6,0272(brokerage business),3992,-22,6,0059(brokerage business),4341,99
7,0253(brokerage business),8833,-128,7,0240(brokerage business),3654,66,7,0240(brokerage business),3901,-369
8,0272(brokerage business),8096,-1281,8,0096(brokerage business),3519,-58,8,0163(brokerage business),3887,-1303
9,0240(brokerage business),7833,-1827,9,0034(brokerage business),3346,-120,9,0139(brokerage business),3652,1
10,0059(brokerage business),6227,-736,10,0077(brokerage business),3317,-40,10,0335(brokerage business),3116,-614
11,0034(brokerage business),5440,-1056,11,0042(brokerage business),3251,-92,11,0275(brokerage business),2605,94
12,0268(brokerage business),5408,321,12,0003(brokerage business),3169,73,12,0323(brokerage business),2324,188
13,0298(brokerage business),5225,558,13,0308(brokerage business),3103,42,13,0288(brokerage business),2303,-30
14,0186(brokerage business),4427,-420,14,0268(brokerage business),2568,-67,14,0268(brokerage business),2072,211
15,0308(brokerage business),4351,-1191,15,0081(brokerage business),2291,-959,15,0161(brokerage business),2050,265
16,0009(brokerage business),3668,6,16,0049(brokerage business),2243,-72,16,0043(brokerage business),1803,308
17,0161(brokerage business),3644,1615,17,0275(brokerage business),2239,-20,17,0169(brokerage business),1729,83
18,0103(brokerage business),3429,-368,18,0123(brokerage business),1966,-5,18,0018(brokerage business),1727,-68
19,0288(brokerage business),3412,442,19,0316(brokerage business),1854,-5,19,0184(brokerage business),1647,173
20,0042(brokerage business),2837,-254,20,0161(brokerage business),1798,-31,20,0003(brokerage business),1509,-460
Total,,211794,-9859,Total,,77294,-2637,Total,,91789,-1427
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2611,,,,,,,,,,2026-09-09,
1,0004(brokerage business),18862,349,1,0103(brokerage business),15560,345,1,0004(brokerage business),18752,370
2,0148(brokerage business),16036,2810,2,0148(brokerage business),11697,307,2,0148(brokerage business),13450,-229
3,0163(brokerage business),9491,1797,3,0004(brokerage business),11019,200,3,0184(brokerage business),12504,243
4,0123(brokerage business),3807,-1002,4,0096(brokerage business),7155,35,4,0272(brokerage business),5908,1057
5,0275(brokerage business),3791,-330,5,0077(brokerage business),6132,8,5,0239(brokerage business),5484,-46
6,0253(brokerage business),3209,-170,6,0272(brokerage business),3688,243,6,0009(brokerage business),4509,60
7,0081(brokerage business),3132,-466,7,0163(brokerage business),2849,44,7,0082(brokerage business),4133,15
8,0272(brokerage business),3076,1088,8,0268(brokerage business),2704,-19,8,0163(brokerage business),3600,1243
9,0059(brokerage business),2764,383,9,0003(brokerage business),2490,-277,9,0335(brokerage business),3421,491
10,0009(brokerage business),2198,-139,10,0059(brokerage business),2433,525,10,0042(brokerage business),3382,-79
11,0240(brokerage business),1658,-843,11,0082(brokerage business),2126,9,11,0003(brokerage business),2836,-134
12,0018(brokerage business),1576,266,12,0178(brokerage business),1979,100,12,0123(brokerage business),2557,55
13,0308(brokerage business),1393,-683,13,0316(brokerage business),1927,0,13,0253(brokerage business),2189,-324
14,0298(brokerage business),1099,126,14,0240(brokerage business),1914,249,14,0022(brokerage business),1718,-326
15,0103(brokerage business),985,306,15,0335(brokerage business),1679,33,15,0240(brokerage business),1679,-71
16,0239(brokerage business),974,-322,16,0253(brokerage business),1405,49,16,0029(brokerage business),1635,-1
17,0259(brokerage business),938,-1072,17,0034(brokerage business),1281,147,17,0275(brokerage business),1571,206
18,0034(brokerage business),912,-287,18,0081(brokerage business),1214,-80,18,0103(brokerage business),1473,-76
19,0058(brokerage business),898,415,19,0308(brokerage business),1204,101,19,0323(brokerage business),1326,-3
20,0042(brokerage business),842,376,20,0161(brokerage business),1170,31,20,0308(brokerage business),1273,124
Total,,77641,2602,Total,,81626,2050,Total,,93400,2575
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2612,,,,,,,,,,2026-09-09,
1,0148(brokerage business),3056,379,1,0148(brokerage business),13228,133,1,0004(brokerage business),21103,22
2,0004(brokerage business),3029,-776,2,0103(brokerage business),7612,41,2,0148(brokerage business),5043,-349
3,0253(brokerage business),1222,-75,3,0096(brokerage business),5283,35,3,0272(brokerage business),4734,40
4,0163(brokerage business),1088,-584,4,0316(brokerage business),2198,8,4,0253(brokerage business),4609,476
5,0275(brokerage business),1039,-452,5,0003(brokerage business),1747,8,5,0123(brokerage business),2600,-39
6,0081(brokerage business),982,-394,6,0272(brokerage business),1722,96,6,0139(brokerage business),2292,0
7,0059(brokerage business),827,-90,7,0178(brokerage business),1486,-2,7,0042(brokerage business),2171,-4
8,0240(brokerage business),566,-316,8,0004(brokerage business),1340,-55,8,0240(brokerage business),1563,51
9,0123(brokerage business),485,-631,9,0163(brokerage business),1311,-29,9,0022(brokerage business),1115,-1
10,0308(brokerage business),444,-458,10,0253(brokerage business),901,102,10,0009(brokerage business),998,133
11,0272(brokerage business),406,-294,11,0240(brokerage business),898,77,11,0308(brokerage business),881,101
12,0319(brokerage business),405,282,12,0311(brokerage business),881,7,12,0007(brokerage business),771,-3
13,0327(brokerage business),293,-78,13,0268(brokerage business),840,8,13,0077(brokerage business),716,-57
14,0058(brokerage business),264,155,14,0034(brokerage business),781,61,14,0153(brokerage business),533,-1
15,0103(brokerage business),260,-56,15,0059(brokerage business),749,13,15,0103(brokerage business),429,5
16,0003(brokerage business),224,148,16,0263(brokerage business),749,1,16,0163(brokerage business),425,-15
17,0034(brokerage business),214,-96,17,0308(brokerage business),734,19,17,0295(brokerage business),409,3
18,0042(brokerage business),211,146,18,0123(brokerage business),559,8,18,0239(brokerage business),402,28
19,0298(brokerage business),188,2,19,0288(brokerage business),506,7,19,0331(brokerage business),367,0
20,0009(brokerage business),179,-88,20,0038(brokerage business),448,4,20,0259(brokerage business),349,54
Total,,15382,-3276,Total,,43973,542,Total,,51510,444
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2701,,,,,,,,,,2026-09-09,
1,0275(brokerage business),2001,416,1,0096(brokerage business),3848,2,1,0272(brokerage business),4224,33
2,0163(brokerage business),1433,94,2,0103(brokerage business),3020,95,2,0148(brokerage business),4118,-87
3,0004(brokerage business),1387,-155,3,0148(brokerage business),1850,138,3,0004(brokerage business),2737,216
4,0148(brokerage business),1175,82,4,0004(brokerage business),982,-119,4,0253(brokerage business),2507,239
5,0081(brokerage business),971,-322,5,0025(brokerage business),645,10,5,0042(brokerage business),2395,-108
6,0059(brokerage business),529,154,6,0069(brokerage business),537,8,6,0240(brokerage business),1633,134
7,0253(brokerage business),508,90,7,0123(brokerage business),535,3,7,0311(brokerage business),1165,5
8,0186(brokerage business),348,196,8,0253(brokerage business),520,-7,8,0320(brokerage business),889,94
9,0123(brokerage business),341,-173,9,0323(brokerage business),495,10,9,0022(brokerage business),711,0
10,0238(brokerage business),266,47,10,0163(brokerage business),463,-19,10,0103(brokerage business),615,0
11,0042(brokerage business),256,48,11,0272(brokerage business),422,0,11,0163(brokerage business),406,6
12,0103(brokerage business),229,-263,12,0240(brokerage business),369,11,12,0288(brokerage business),396,-1
13,0272(brokerage business),225,-32,13,0186(brokerage business),341,93,13,0058(brokerage business),385,0
14,0259(brokerage business),215,-3,14,0277(brokerage business),341,0,14,0268(brokerage business),333,-1
15,0139(brokerage business),214,94,15,0018(brokerage business),332,2,15,0331(brokerage business),122,0
16,0240(brokerage business),213,-435,16,0268(brokerage business),331,19,16,0019(brokerage business),109,0
17,0311(brokerage business),188,169,17,0038(brokerage business),324,0,17,0096(brokerage business),101,1
18,0058(brokerage business),182,-140,18,0125(brokerage business),305,0,18,0275(brokerage business),82,19
19,0319(brokerage business),161,-8,19,0003(brokerage business),283,13,19,0048(brokerage business),72,0
20,0308(brokerage business),157,-177,20,0308(brokerage business),250,9,20,0151(brokerage business),62,4
Total,,10999,-318,Total,,16193,268,Total,,23062,554
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-09-09,,,,
Name of FF Member/OSBP,251868,-16042,Name of FF Member/OSBP,66646,-304,Name of FF Member/OSBP,66646,-304,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2609,,,,,,,,,,2026-09-09,
1,0323(brokerage business),20,-44,1,0148(brokerage business),476,-4,1,0272(brokerage business),1284,0
2,0163(brokerage business),12,-48,2,0004(brokerage business),416,-2,2,0042(brokerage business),658,0
3,0034(brokerage business),10,-60,3,0034(brokerage business),202,-2,3,0349(brokerage business),120,0
4,0308(brokerage business),10,-16,4,0049(brokerage business),192,0,4,0007(brokerage business),72,0
5,0103(brokerage business),8,-2,5,0058(brokerage business),170,0,5,0103(brokerage business),64,8
6,0299(brokerage business),6,2,6,0048(brokerage business),160,0,6,0311(brokerage business),46,0
7,0004(brokerage business),4,-100,7,0268(brokerage business),142,0,7,0268(brokerage business),42,0
8,0148(brokerage business),4,-48,8,0009(brokerage business),120,0,8,0069(brokerage business),34,0
9,0049(brokerage business),2,-14,9,0316(brokerage business),100,0,9,0163(brokerage business),20,4
10,0082(brokerage business),2,0,10,0069(brokerage business),76,0,10,0009(brokerage business),6,0
11,0275(brokerage business),2,-48,11,0042(brokerage business),50,0,11,0052(brokerage business),6,0
12,,,,12,0082(brokerage business),48,0,12,0153(brokerage business),6,0
13,,,,13,0338(brokerage business),40,0,13,0004(brokerage business),4,2
14,,,,14,0240(brokerage business),38,0,14,0059(brokerage business),4,0
15,,,,15,0163(brokerage business),28,0,15,0148(brokerage business),2,0
16,,,,16,0308(brokerage business),22,2,16,,,
17,,,,17,0299(brokerage business),18,-6,17,,,
18,,,,18,0275(brokerage business),16,2,18,,,
19,,,,19,0077(brokerage business),14,0,19,,,
20,,,,20,0103(brokerage business),10,0,20,,,
Total,,80,-378,Total,,2338,-10,Total,,2368,14
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2610,,,,,,,,,,2026-09-09,
1,0004(brokerage business),31600,1074,1,0004(brokerage business),3506,-148,1,0004(brokerage business),4152,52
2,0148(brokerage business),23343,-475,2,0148(brokerage business),3384,-185,2,0240(brokerage business),3239,-71
3,0163(brokerage business),14759,-36,3,0163(brokerage business),2109,-193,3,0148(brokerage business),2491,10
4,0275(brokerage business),10733,-438,4,0268(brokerage business),1931,169,4,0272(brokerage business),1721,82
5,0253(brokerage business),8453,-312,5,0059(brokerage business),1064,74,5,0163(brokerage business),1315,-64
6,0240(brokerage business),6296,-487,6,0272(brokerage business),943,11,6,0034(brokerage business),1283,51
7,0123(brokerage business),5910,-469,7,0082(brokerage business),876,40,7,0042(brokerage business),1266,-81
8,0272(brokerage business),5691,-523,8,0081(brokerage business),793,9,8,0323(brokerage business),815,-16
9,0081(brokerage business),5592,-1041,9,0096(brokerage business),769,56,9,0153(brokerage business),789,99
10,0298(brokerage business),5130,595,10,0240(brokerage business),751,-61,10,0103(brokerage business),782,17
11,0268(brokerage business),4930,76,11,0253(brokerage business),669,-96,11,0139(brokerage business),779,-6
12,0059(brokerage business),4799,-821,12,0275(brokerage business),669,14,12,0096(brokerage business),768,12
13,0186(brokerage business),4495,-206,13,0034(brokerage business),662,-63,13,0253(brokerage business),689,-1
14,0308(brokerage business),3099,-223,14,0049(brokerage business),625,-65,14,0007(brokerage business),651,-255
15,0259(brokerage business),2935,-632,15,0007(brokerage business),617,4,15,0059(brokerage business),646,-83
16,0034(brokerage business),2826,-415,16,0123(brokerage business),610,-5,16,0268(brokerage business),616,-41
17,0103(brokerage business),2657,6,17,0288(brokerage business),566,27,17,0049(brokerage business),599,-52
18,0161(brokerage business),2218,176,18,0103(brokerage business),507,-50,18,0018(brokerage business),588,-7
19,0009(brokerage business),2034,-138,19,0067(brokerage business),498,-6,19,0003(brokerage business),573,-24
20,0007(brokerage business),1909,-183,20,0042(brokerage business),455,21,20,0275(brokerage business),519,-7
Total,,149409,-4472,Total,,22004,-447,Total,,24281,-385
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2611,,,,,,,,,,2026-09-09,
1,0004(brokerage business),6450,-262,1,0004(brokerage business),2061,-240,1,0272(brokerage business),1898,2
2,0148(brokerage business),5458,-243,2,0148(brokerage business),1797,-100,2,0004(brokerage business),1614,68
3,0275(brokerage business),4264,-469,3,0239(brokerage business),1268,98,3,0148(brokerage business),1473,-46
4,0163(brokerage business),3375,-235,4,0084(brokerage business),1135,0,4,0323(brokerage business),1386,0
5,0253(brokerage business),1750,91,5,0268(brokerage business),1009,-90,5,0042(brokerage business),924,14
6,0059(brokerage business),1444,-382,6,0163(brokerage business),962,91,6,0163(brokerage business),912,-22
7,0081(brokerage business),1333,-601,7,0096(brokerage business),780,2,7,0007(brokerage business),819,6
8,0240(brokerage business),998,-484,8,0123(brokerage business),684,-3,8,0096(brokerage business),695,-12
9,0123(brokerage business),974,-13,9,0052(brokerage business),540,0,9,0034(brokerage business),693,5
10,0272(brokerage business),784,-319,10,0274(brokerage business),502,-4,10,0077(brokerage business),404,46
11,0268(brokerage business),676,235,11,0049(brokerage business),497,3,11,0139(brokerage business),381,0
12,0096(brokerage business),612,-47,12,0103(brokerage business),417,4,12,0178(brokerage business),374,31
13,0298(brokerage business),501,146,13,0272(brokerage business),412,54,13,0003(brokerage business),361,1
14,0001(brokerage business),482,304,14,0009(brokerage business),333,-11,14,0240(brokerage business),308,10
15,0082(brokerage business),422,11,15,0253(brokerage business),322,69,15,0059(brokerage business),285,-20
16,0034(brokerage business),413,-255,16,0240(brokerage business),257,16,16,0058(brokerage business),279,42
17,0271(brokerage business),411,25,17,0019(brokerage business),208,-11,17,0268(brokerage business),270,96
18,0342(brokerage business),378,4,18,0082(brokerage business),206,50,18,0045(brokerage business),264,-21
19,0186(brokerage business),336,54,19,0151(brokerage business),178,8,19,0019(brokerage business),238,-21
20,0259(brokerage business),321,-88,20,0059(brokerage business),172,4,20,0299(brokerage business),206,5
Total,,31382,-2528,Total,,13740,-60,Total,,13784,184
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：aoall,,,,,,,2026-09-09,,,,
Name of FF Member/OSBP,719758,230536,Name of FF Member/OSBP,443427,8053,Name of FF Member/OSBP,440377,7853,,,
Name of Non-FF Member/OSNBP,200,200,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,3050,200,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2609,,,,,,,,,,2026-09-09,
1,0136(brokerage business),180,-15,1,0018(brokerage business),1050,0,1,0148(brokerage business),915,-90
2,0151(brokerage business),150,-240,2,0327(brokerage business),990,0,2,0004(brokerage business),855,0
3,0148(brokerage business),90,-240,3,0034(brokerage business),900,0,3,0096(brokerage business),570,-15
4,0272(brokerage business),90,0,4,0136(brokerage business),300,105,4,0139(brokerage business),405,0
5,0311(brokerage business),90,45,5,0103(brokerage business),240,0,5,0136(brokerage business),225,-75
6,0004(brokerage business),60,-15,6,0148(brokerage business),150,0,6,0272(brokerage business),210,0
7,0123(brokerage business),45,-195,7,0277(brokerage business),90,0,7,0320(brokerage business),90,0
8,0163(brokerage business),45,-15,8,0275(brokerage business),75,-15,8,0123(brokerage business),45,0
9,0069(brokerage business),30,-30,9,,,,9,0268(brokerage business),30,0
10,0308(brokerage business),30,30,10,,,,10,,,
11,0096(brokerage business),15,-225,11,,,,11,,,
12,0275(brokerage business),15,-75,12,,,,12,,,
Total,,840,-975,Total,,3795,90,Total,,3345,-180
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2610,,,,,,,,,,2026-09-09,
1,0004(brokerage business),24014,-18243,1,0004(brokerage business),4536,-2208,1,0148(brokerage business),9667,-2351
2,0163(brokerage business),23129,2692,2,0163(brokerage business),3322,-1099,2,0004(brokerage business),7817,-2590
3,0148(brokerage business),18633,1940,3,0082(brokerage business),3245,-1690,3,0103(brokerage business),3590,-1304
4,0275(brokerage business),8565,175,4,0253(brokerage business),3034,-580,4,0151(brokerage business),2447,-484
5,0272(brokerage business),6443,2232,5,0148(brokerage business),2768,-1248,5,0323(brokerage business),2117,-90
6,0253(brokerage business),6171,1906,6,0096(brokerage business),2563,-197,6,0019(brokerage business),2050,-821
7,0081(brokerage business),5522,2324,7,0323(brokerage business),2324,-1155,7,0059(brokerage business),1937,-1332
8,0240(brokerage business),4598,-243,8,0034(brokerage business),1932,-408,8,0268(brokerage business),1925,-1494
9,0268(brokerage business),4278,1332,9,0298(brokerage business),1819,-437,9,0163(brokerage business),1893,-1896
10,0298(brokerage business),3766,-265,10,0272(brokerage business),1760,-2159,10,0274(brokerage business),1497,-344
11,0288(brokerage business),2743,960,11,0288(brokerage business),1686,57,11,0275(brokerage business),1444,-271
12,0103(brokerage business),2676,-57,12,0103(brokerage business),1544,-296,12,0003(brokerage business),1347,-24
13,0059(brokerage business),2620,634,13,0137(brokerage business),1421,-250,13,0272(brokerage business),1307,-1082
14,0323(brokerage business),2487,628,14,0018(brokerage business),1404,-261,14,0253(brokerage business),1301,-923
15,0082(brokerage business),2475,1722,15,0151(brokerage business),1290,-229,15,0240(brokerage business),1288,-326
16,0123(brokerage business),2449,-7274,16,0003(brokerage business),1172,-53,16,0288(brokerage business),1282,-1110
17,0308(brokerage business),2402,1388,17,0268(brokerage business),1145,-488,17,0081(brokerage business),1265,-178
18,0186(brokerage business),2344,14,18,0275(brokerage business),1144,-502,18,0139(brokerage business),1153,-75
19,0161(brokerage business),2192,616,19,0058(brokerage business),1112,-418,19,0321(brokerage business),1143,-13
20,0019(brokerage business),2163,764,20,0327(brokerage business),1083,-7,20,0259(brokerage business),1006,-121
Total,,129670,-6755,Total,,40304,-13628,Total,,47476,-16829
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2611,,,,,,,,,,2026-09-09,
1,0163(brokerage business),12668,5045,1,0272(brokerage business),16311,-52,1,0148(brokerage business),9396,-335
2,0275(brokerage business),8784,5025,2,0082(brokerage business),10714,8,2,0004(brokerage business),8560,984
3,0004(brokerage business),7834,3576,3,0323(brokerage business),9177,31,3,0323(brokerage business),8500,21
4,0148(brokerage business),5775,172,4,0151(brokerage business),6936,379,4,0151(brokerage business),7769,-134
5,0123(brokerage business),5379,-293,5,0240(brokerage business),6500,37,5,0240(brokerage business),7362,224
6,0253(brokerage business),3263,327,6,0253(brokerage business),6475,24,6,0163(brokerage business),7254,1012
7,0161(brokerage business),2969,351,7,0004(brokerage business),6318,2404,7,0268(brokerage business),5282,78
8,0049(brokerage business),2961,-222,8,0178(brokerage business),5156,-11,8,0178(brokerage business),5239,91
9,0268(brokerage business),2815,494,9,0161(brokerage business),4592,-2,9,0161(brokerage business),5144,19
10,0009(brokerage business),2289,-84,10,0163(brokerage business),3827,-296,10,0253(brokerage business),4918,39
11,0081(brokerage business),2273,1289,11,0077(brokerage business),2944,2,11,0103(brokerage business),4152,-65
12,0240(brokerage business),2015,401,12,0268(brokerage business),2885,-53,12,0019(brokerage business),3573,767
13,0058(brokerage business),1957,1391,13,0048(brokerage business),2364,4,13,0335(brokerage business),2671,27
14,0059(brokerage business),1898,800,14,0308(brokerage business),1574,-48,14,0048(brokerage business),2114,18
15,0151(brokerage business),1835,674,15,0034(brokerage business),1480,-91,15,0123(brokerage business),1148,154
16,0178(brokerage business),1630,208,16,0137(brokerage business),971,240,16,0275(brokerage business),1077,-273
17,0272(brokerage business),1317,329,17,0123(brokerage business),812,69,17,0288(brokerage business),1007,336
18,0103(brokerage business),1295,958,18,0009(brokerage business),763,-37,18,0082(brokerage business),941,-1
19,0019(brokerage business),1153,357,19,0139(brokerage business),754,-46,19,0058(brokerage business),923,-1147
20,0003(brokerage business),1026,1008,20,0103(brokerage business),749,320,20,0069(brokerage business),784,6
Total,,71136,21806,Total,,91302,2882,Total,,87814,1821
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2612,,,,,,,,,,2026-09-09,
1,0163(brokerage business),2585,567,1,0323(brokerage business),8009,1,1,0323(brokerage business),8244,28
2,0161(brokerage business),1389,455,2,0151(brokerage business),6057,-6,2,0151(brokerage business),6247,3
3,0034(brokerage business),1104,965,3,0240(brokerage business),4775,8,3,0240(brokerage business),5261,-17
