Placeholder,CMD,Contract,Date,Metric,Level,Change
1,ss,2606,4/1/2026,Volume,50527,-14439
1,lu,2605,4/1/2026,Volume,148301,7211
1,lu,2606,4/1/2026,Volume,58134,-10984
1,fu,2605,4/1/2026,Volume,922738,220776
1,fu,2606,4/1/2026,Volume,164150,13973
1,fu,2607,4/1/2026,Volume,49214,-11349
1,fu,2609,4/1/2026,Volume,98978,4225
1,bu,2604,4/1/2026,Volume,11877,-3389
1,bu,2605,4/1/2026,Volume,56040,-7346
1,bu,2606,4/1/2026,Volume,1587065,158168
1,br,2604,4/1/2026,Volume,1934,-3327
1,br,2605,4/1/2026,Volume,1289426,333759
1,br,2606,4/1/2026,Volume,291216,112784
1,ru,2604,4/1/2026,Volume,48,22
1,ru,2605,4/1/2026,Volume,508738,222298
1,ru,2609,4/1/2026,Volume,241574,105922
1,ru,2701,4/1/2026,Volume,9887,6107
1,nr,2604,4/1/2026,Volume,222,-929
1,nr,2605,4/1/2026,Volume,109653,21073
1,nr,2606,4/1/2026,Volume,82963,29995
1,sp,2604,4/1/2026,Volume,64,47
1,sp,2605,4/1/2026,Volume,389581,109766
1,sp,2607,4/1/2026,Volume,60556,25245
1,sp,2609,4/1/2026,Volume,98859,35417
1,op,2604,4/1/2026,Volume,20,-21
1,ec,2604,4/1/2026,Volume,2952,-1954
1,cu,2604,4/1/2026,Long Position,41680,-3702
1,cu,2605,4/1/2026,Long Position,113714,-66
1,cu,2606,4/1/2026,Long Position,89846,1835
1,cu,2607,4/1/2026,Long Position,38055,792
1,cu,2608,4/1/2026,Long Position,19062,425
1,cu,2609,4/1/2026,Long Position,23132,523
1,cu,2612,4/1/2026,Long Position,13947,25
1,al,2604,4/1/2026,Long Position,33475,-977
1,al,2605,4/1/2026,Long Position,150953,-4138
1,al,2606,4/1/2026,Long Position,126554,4509
1,al,2607,4/1/2026,Long Position,47663,1618
1,al,2608,4/1/2026,Long Position,19672,939
1,al,2609,4/1/2026,Long Position,13871,792
1,zn,2604,4/1/2026,Long Position,7785,-639
1,zn,2605,4/1/2026,Long Position,57378,-1450
1,zn,2606,4/1/2026,Long Position,41650,-1351
1,pb,2604,4/1/2026,Long Position,4190,-382
1,pb,2605,4/1/2026,Long Position,46782,1080
1,pb,2606,4/1/2026,Long Position,34802,1674
1,ni,2604,4/1/2026,Long Position,11124,71
1,ni,2605,4/1/2026,Long Position,91987,-2045
1,ni,2606,4/1/2026,Long Position,54230,95
1,ni,2607,4/1/2026,Long Position,29518,1096
1,ni,2609,4/1/2026,Long Position,29821,739
1,sn,2604,4/1/2026,Long Position,5632,-47
1,sn,2605,4/1/2026,Long Position,23031,259
1,sn,2606,4/1/2026,Long Position,14313,42
1,ao,2604,4/1/2026,Long Position,1320,15
1,ao,2605,4/1/2026,Long Position,102982,-1837
1,ao,2606,4/1/2026,Long Position,69598,2219
1,ao,2607,4/1/2026,Long Position,40061,2068
1,ao,2609,4/1/2026,Long Position,70132,1790
1,ad,2604,4/1/2026,Long Position,600,0
1,ad,2605,4/1/2026,Long Position,5675,-99
1,ad,2606,4/1/2026,Long Position,9829,1651
1,au,2604,4/1/2026,Long Position,2790,-729
1,au,2606,4/1/2026,Long Position,117922,5390
1,au,2608,4/1/2026,Long Position,33826,2336
1,au,2610,4/1/2026,Long Position,10738,150
1,au,2612,4/1/2026,Long Position,8290,-81
1,ag,2604,4/1/2026,Long Position,11900,-1082
1,ag,2605,4/1/2026,Long Position,12764,-622
1,ag,2606,4/1/2026,Long Position,146918,6208
1,ag,2608,4/1/2026,Long Position,55706,1221
1,ag,2610,4/1/2026,Long Position,21027,572
1,ag,2612,4/1/2026,Long Position,25141,1482
1,rb,2604,4/1/2026,Long Position,1140,0
1,rb,2605,4/1/2026,Long Position,515960,-18136
1,rb,2607,4/1/2026,Long Position,319372,-2570
1,rb,2610,4/1/2026,Long Position,594320,36812
1,hc,2604,4/1/2026,Long Position,690,0
1,hc,2605,4/1/2026,Long Position,503120,-26944
1,hc,2607,4/1/2026,Long Position,283999,1624
1,hc,2610,4/1/2026,Long Position,638653,37727
1,ss,2604,4/1/2026,Long Position,6180,-335
1,ss,2605,4/1/2026,Long Position,66646,-2077
1,ss,2606,4/1/2026,Long Position,52991,804
1,lu,2605,4/1/2026,Long Position,27346,856
1,lu,2606,4/1/2026,Long Position,29410,-1821
1,fu,2605,4/1/2026,Long Position,106304,-3065
1,fu,2606,4/1/2026,Long Position,36713,-130
1,fu,2607,4/1/2026,Long Position,20106,-2361
1,fu,2609,4/1/2026,Long Position,40624,-1651
1,bu,2604,4/1/2026,Long Position,3390,192
1,bu,2605,4/1/2026,Long Position,22871,-318
1,bu,2606,4/1/2026,Long Position,186047,-1360
1,br,2604,4/1/2026,Long Position,2054,-175
1,br,2605,4/1/2026,Long Position,34187,-3403
1,br,2606,4/1/2026,Long Position,43485,2744
1,ru,2604,4/1/2026,Long Position,196,0
1,ru,2605,4/1/2026,Long Position,35555,-3176
1,ru,2609,4/1/2026,Long Position,71410,3898
1,ru,2701,4/1/2026,Long Position,5656,993
1,nr,2604,4/1/2026,Long Position,570,69
1,nr,2605,4/1/2026,Long Position,20413,-3456
1,nr,2606,4/1/2026,Long Position,35316,2661
1,sp,2604,4/1/2026,Long Position,620,6
1,sp,2605,4/1/2026,Long Position,72393,-93
1,sp,2607,4/1/2026,Long Position,95483,6504
1,sp,2609,4/1/2026,Long Position,62364,6866
1,op,2604,4/1/2026,Long Position,67,3
1,ec,2604,4/1/2026,Long Position,3215,-219
1,cu,2604,4/1/2026,Short Position,44180,-6540
1,cu,2605,4/1/2026,Short Position,127119,1410
1,cu,2606,4/1/2026,Short Position,103044,2012
1,cu,2607,4/1/2026,Short Position,42220,159
1,cu,2608,4/1/2026,Short Position,21346,-95
1,cu,2609,4/1/2026,Short Position,28401,481
1,cu,2612,4/1/2026,Short Position,17833,20
1,al,2604,4/1/2026,Short Position,35765,-1135
1,al,2605,4/1/2026,Short Position,169208,-7523
1,al,2606,4/1/2026,Short Position,127824,4691
1,al,2607,4/1/2026,Short Position,48719,2491
1,al,2608,4/1/2026,Short Position,21652,936
1,al,2609,4/1/2026,Short Position,15318,793
1,zn,2604,4/1/2026,Short Position,8270,-925
1,zn,2605,4/1/2026,Short Position,60888,-1354
1,zn,2606,4/1/2026,Short Position,39316,-1166
1,pb,2604,4/1/2026,Short Position,4280,-565
1,pb,2605,4/1/2026,Short Position,45984,3157
1,pb,2606,4/1/2026,Short Position,35985,861
1,ni,2604,4/1/2026,Short Position,11550,-330
1,ni,2605,4/1/2026,Short Position,113574,-2782
1,ni,2606,4/1/2026,Short Position,68350,543
1,ni,2607,4/1/2026,Short Position,35105,1027
1,ni,2609,4/1/2026,Short Position,39491,863
1,sn,2604,4/1/2026,Short Position,6214,-226
1,sn,2605,4/1/2026,Short Position,27061,403
1,sn,2606,4/1/2026,Short Position,16104,365
1,ao,2604,4/1/2026,Short Position,1320,0
1,ao,2605,4/1/2026,Short Position,117628,-4622
1,ao,2606,4/1/2026,Short Position,73390,2192
1,ao,2607,4/1/2026,Short Position,43200,1886
1,ao,2609,4/1/2026,Short Position,105234,1575
1,ad,2604,4/1/2026,Short Position,600,-3
1,ad,2605,4/1/2026,Short Position,6093,-238
1,ad,2606,4/1/2026,Short Position,9957,1687
1,au,2604,4/1/2026,Short Position,330,4
1,au,2606,4/1/2026,Short Position,33589,1248
1,au,2608,4/1/2026,Short Position,7299,-345
1,au,2610,4/1/2026,Short Position,1529,59
1,au,2612,4/1/2026,Short Position,2959,-61
1,ag,2604,4/1/2026,Short Position,10764,-1411
1,ag,2605,4/1/2026,Short Position,14372,26
1,ag,2606,4/1/2026,Short Position,144061,5284
1,ag,2608,4/1/2026,Short Position,47904,985
1,ag,2610,4/1/2026,Short Position,17225,290
1,ag,2612,4/1/2026,Short Position,18859,82
1,rb,2604,4/1/2026,Short Position,1140,-30
1,rb,2605,4/1/2026,Short Position,597248,-20704
1,rb,2607,4/1/2026,Short Position,307865,-2519
1,rb,2610,4/1/2026,Short Position,559859,17390
1,hc,2604,4/1/2026,Short Position,690,0
1,hc,2605,4/1/2026,Short Position,528914,-39812
1,hc,2607,4/1/2026,Short Position,261511,2664
1,hc,2610,4/1/2026,Short Position,663586,44577
1,ss,2604,4/1/2026,Short Position,6048,-265
1,ss,2605,4/1/2026,Short Position,68395,-2959
1,ss,2606,4/1/2026,Short Position,50605,697
1,lu,2605,4/1/2026,Short Position,27561,-1498
1,lu,2606,4/1/2026,Short Position,32195,-1116
1,fu,2605,4/1/2026,Short Position,115335,1094
1,fu,2606,4/1/2026,Short Position,39092,377
1,fu,2607,4/1/2026,Short Position,21692,-3866
1,fu,2609,4/1/2026,Short Position,49259,-1427
1,bu,2604,4/1/2026,Short Position,3096,-126
1,bu,2605,4/1/2026,Short Position,25740,-1609
1,bu,2606,4/1/2026,Short Position,180421,-6010
1,br,2604,4/1/2026,Short Position,1840,-183
1,br,2605,4/1/2026,Short Position,36237,-3426
1,br,2606,4/1/2026,Short Position,39414,1260
1,ru,2604,4/1/2026,Short Position,196,-3
1,ru,2605,4/1/2026,Short Position,45349,-4512
1,ru,2609,4/1/2026,Short Position,88756,3534
1,ru,2701,4/1/2026,Short Position,6531,-16
1,nr,2604,4/1/2026,Short Position,570,10
1,nr,2605,4/1/2026,Short Position,24740,-3750
1,nr,2606,4/1/2026,Short Position,37575,906
1,sp,2604,4/1/2026,Short Position,620,6
1,sp,2605,4/1/2026,Short Position,93483,-583
1,sp,2607,4/1/2026,Short Position,100241,6460
1,sp,2609,4/1/2026,Short Position,78124,6000
1,op,2604,4/1/2026,Short Position,67,1
1,ec,2604,4/1/2026,Short Position,3750,-268
1,cu,2604,3/31/2026,Volume,43225,-4557
1,cu,2605,3/31/2026,Volume,127805,-930
1,cu,2606,3/31/2026,Volume,57178,7
1,cu,2607,3/31/2026,Volume,21041,10156
1,cu,2608,3/31/2026,Volume,4639,1191
1,cu,2609,3/31/2026,Volume,5965,-1226
1,cu,2612,3/31/2026,Volume,2850,-1785
1,al,2604,3/31/2026,Volume,36941,-20922
1,al,2605,3/31/2026,Volume,518163,-123462
1,al,2606,3/31/2026,Volume,193440,-12927
1,al,2607,3/31/2026,Volume,65079,20524
1,al,2608,3/31/2026,Volume,16471,-433
1,al,2609,3/31/2026,Volume,11729,678
1,zn,2604,3/31/2026,Volume,13867,-4575
1,zn,2605,3/31/2026,Volume,152178,-5488
1,zn,2606,3/31/2026,Volume,54542,-2949
1,pb,2604,3/31/2026,Volume,4303,-1497
1,pb,2605,3/31/2026,Volume,67253,-12484
1,pb,2606,3/31/2026,Volume,19006,-12869
1,ni,2604,3/31/2026,Volume,12415,3024
1,ni,2605,3/31/2026,Volume,393008,-40664
1,ni,2606,3/31/2026,Volume,104348,6675
1,ni,2607,3/31/2026,Volume,29375,4231
1,ni,2609,3/31/2026,Volume,31774,-3633
1,sn,2604,3/31/2026,Volume,27543,-38336
1,sn,2605,3/31/2026,Volume,321034,-25203
1,sn,2606,3/31/2026,Volume,74278,9471
1,ao,2605,3/31/2026,Volume,531957,49900
1,ao,2606,3/31/2026,Volume,42732,15916
1,ao,2607,3/31/2026,Volume,21417,10963
1,ao,2609,3/31/2026,Volume,167781,63293
1,ad,2604,3/31/2026,Volume,742,-32
1,ad,2605,3/31/2026,Volume,12528,-4460
1,au,2604,3/31/2026,Volume,34791,-38542
1,au,2606,3/31/2026,Volume,500478,-83086
1,au,2608,3/31/2026,Volume,94600,14009
1,au,2610,3/31/2026,Volume,11949,-3571
1,au,2612,3/31/2026,Volume,8331,859
1,ag,2604,3/31/2026,Volume,28886,-25937
1,ag,2605,3/31/2026,Volume,94764,-30281
1,ag,2606,3/31/2026,Volume,1123003,-201321
1,ag,2608,3/31/2026,Volume,424242,-51426
1,ag,2610,3/31/2026,Volume,66273,1400
1,ag,2612,3/31/2026,Volume,36049,2764
1,rb,2605,3/31/2026,Volume,639415,-154718
1,rb,2607,3/31/2026,Volume,159541,61567
1,rb,2610,3/31/2026,Volume,351478,-16481
1,hc,2605,3/31/2026,Volume,460092,33725
1,hc,2607,3/31/2026,Volume,125099,23820
1,hc,2610,3/31/2026,Volume,338164,43812
1,ss,2604,3/31/2026,Volume,2274,-1068
1,ss,2605,3/31/2026,Volume,188659,-1107
1,ss,2606,3/31/2026,Volume,66786,8765
1,lu,2605,3/31/2026,Volume,142578,-17402
1,lu,2606,3/31/2026,Volume,73235,21777
1,fu,2605,3/31/2026,Volume,709338,24193
1,fu,2606,3/31/2026,Volume,152784,34868
1,fu,2607,3/31/2026,Volume,62781,27547
1,fu,2609,3/31/2026,Volume,101869,31834
1,bu,2604,3/31/2026,Volume,17277,1611
1,bu,2605,3/31/2026,Volume,64673,9114
1,bu,2606,3/31/2026,Volume,1428897,84354
1,br,2604,3/31/2026,Volume,6512,-3899
1,br,2605,3/31/2026,Volume,956683,-166138
1,br,2606,3/31/2026,Volume,181611,13821
1,ru,2605,3/31/2026,Volume,290082,1359
1,ru,2609,3/31/2026,Volume,136436,3113
1,ru,2701,3/31/2026,Volume,4617,2821
1,nr,2604,3/31/2026,Volume,4124,2691
1,nr,2605,3/31/2026,Volume,90178,-913
1,nr,2606,3/31/2026,Volume,54421,11410
1,sp,2605,3/31/2026,Volume,284084,-32692
1,sp,2607,3/31/2026,Volume,37937,-2829
1,sp,2609,3/31/2026,Volume,66660,5328
1,op,2604,3/31/2026,Volume,100,-137
1,ec,2604,3/31/2026,Volume,5252,-4864
1,cu,2604,3/31/2026,Long Position,45633,-6829
1,cu,2605,3/31/2026,Long Position,114043,655
1,cu,2606,3/31/2026,Long Position,88011,4132
1,cu,2607,3/31/2026,Long Position,37940,2504
1,cu,2608,3/31/2026,Long Position,18637,-114
1,cu,2609,3/31/2026,Long Position,22609,-633
1,cu,2612,3/31/2026,Long Position,13962,308
1,al,2604,3/31/2026,Long Position,34774,-4438
1,al,2605,3/31/2026,Long Position,156560,-1166
1,al,2606,3/31/2026,Long Position,123306,13475
1,al,2607,3/31/2026,Long Position,46280,7187
1,al,2608,3/31/2026,Long Position,18980,1389
1,al,2609,3/31/2026,Long Position,13087,917
1,zn,2604,3/31/2026,Long Position,8529,-1445
1,zn,2605,3/31/2026,Long Position,59652,-3017
1,zn,2606,3/31/2026,Long Position,43208,3735
1,pb,2604,3/31/2026,Long Position,4785,-690
1,pb,2605,3/31/2026,Long Position,46895,-1083
1,pb,2606,3/31/2026,Long Position,33471,-429
1,ni,2604,3/31/2026,Long Position,11251,-1338
1,ni,2605,3/31/2026,Long Position,94211,-8952
1,ni,2606,3/31/2026,Long Position,54142,5965
1,ni,2607,3/31/2026,Long Position,28422,4472
1,ni,2609,3/31/2026,Long Position,29110,2993
1,sn,2604,3/31/2026,Long Position,5806,-770
1,sn,2605,3/31/2026,Long Position,23128,70
1,sn,2606,3/31/2026,Long Position,14336,-158
1,ao,2605,3/31/2026,Long Position,105891,-653
1,ao,2606,3/31/2026,Long Position,68138,5296
1,ao,2607,3/31/2026,Long Position,38283,3037
1,ao,2609,3/31/2026,Long Position,68659,8296
1,ad,2604,3/31/2026,Long Position,609,-196
1,ad,2605,3/31/2026,Long Position,5829,-2016
1,au,2604,3/31/2026,Long Position,3680,-1167
1,au,2606,3/31/2026,Long Position,112544,4541
1,au,2608,3/31/2026,Long Position,31557,723
1,au,2610,3/31/2026,Long Position,10598,129
1,au,2612,3/31/2026,Long Position,8373,467
1,ag,2604,3/31/2026,Long Position,13020,-3258
1,ag,2605,3/31/2026,Long Position,13501,-336
1,ag,2606,3/31/2026,Long Position,140902,5200
1,ag,2608,3/31/2026,Long Position,54574,1957
1,ag,2610,3/31/2026,Long Position,20634,2364
1,ag,2612,3/31/2026,Long Position,24402,1937
1,rb,2605,3/31/2026,Long Position,534658,-44488
1,rb,2607,3/31/2026,Long Position,322026,-10751
1,rb,2610,3/31/2026,Long Position,558783,27912
1,hc,2605,3/31/2026,Long Position,533260,-46348
1,hc,2607,3/31/2026,Long Position,283047,-1312
1,hc,2610,3/31/2026,Long Position,601675,48372
1,ss,2604,3/31/2026,Long Position,6517,-284
1,ss,2605,3/31/2026,Long Position,68960,-347
1,ss,2606,3/31/2026,Long Position,52656,5030
1,lu,2604,3/31/2026,Long Position,2632,0
1,lu,2605,3/31/2026,Long Position,27525,-3022
1,lu,2606,3/31/2026,Long Position,32267,-1331
1,fu,2604,3/31/2026,Long Position,5745,0
1,fu,2605,3/31/2026,Long Position,110348,-7200
1,fu,2606,3/31/2026,Long Position,38058,2642
1,fu,2607,3/31/2026,Long Position,24526,1069
1,fu,2609,3/31/2026,Long Position,42351,-3479
1,bu,2604,3/31/2026,Long Position,3704,-714
1,bu,2605,3/31/2026,Long Position,23922,-3242
1,bu,2606,3/31/2026,Long Position,188616,9271
1,br,2604,3/31/2026,Long Position,2249,-466
1,br,2605,3/31/2026,Long Position,40267,-6162
1,br,2606,3/31/2026,Long Position,41565,6013
1,ru,2605,3/31/2026,Long Position,39635,-5885
1,ru,2609,3/31/2026,Long Position,69061,2535
1,ru,2701,3/31/2026,Long Position,5662,790
1,nr,2604,3/31/2026,Long Position,561,336
1,nr,2605,3/31/2026,Long Position,24035,-2285
1,nr,2606,3/31/2026,Long Position,33192,4281
1,sp,2605,3/31/2026,Long Position,72730,-1041
1,sp,2607,3/31/2026,Long Position,90421,4393
1,sp,2609,3/31/2026,Long Position,56348,7746
1,op,2604,3/31/2026,Long Position,66,18
1,ec,2604,3/31/2026,Long Position,3622,-835
1,cu,2604,3/31/2026,Short Position,50760,-6653
1,cu,2605,3/31/2026,Short Position,125964,-1192
1,cu,2606,3/31/2026,Short Position,101032,3029
1,cu,2607,3/31/2026,Short Position,42061,1900
1,cu,2608,3/31/2026,Short Position,21446,203
1,cu,2609,3/31/2026,Short Position,28107,-643
1,cu,2612,3/31/2026,Short Position,17814,229
1,al,2604,3/31/2026,Short Position,37105,-5686
1,al,2605,3/31/2026,Short Position,176731,-5624
1,al,2606,3/31/2026,Short Position,124889,5919
1,al,2607,3/31/2026,Short Position,47048,5127
1,al,2608,3/31/2026,Short Position,20716,1326
1,al,2609,3/31/2026,Short Position,14533,1965
1,zn,2604,3/31/2026,Short Position,9270,-1334
1,zn,2605,3/31/2026,Short Position,62297,-4360
1,zn,2606,3/31/2026,Short Position,40576,3311
1,pb,2604,3/31/2026,Short Position,4915,-772
1,pb,2605,3/31/2026,Short Position,43061,-8
1,pb,2606,3/31/2026,Short Position,35591,644
1,ni,2604,3/31/2026,Short Position,11880,-2272
1,ni,2605,3/31/2026,Short Position,116582,-7954
1,ni,2606,3/31/2026,Short Position,68154,5682
1,ni,2607,3/31/2026,Short Position,34168,4815
1,ni,2609,3/31/2026,Short Position,38769,2672
1,sn,2604,3/31/2026,Short Position,6636,-651
1,sn,2605,3/31/2026,Short Position,26676,-650
1,sn,2606,3/31/2026,Short Position,15910,89
1,ao,2605,3/31/2026,Short Position,122643,-6957
1,ao,2606,3/31/2026,Short Position,71198,5931
1,ao,2607,3/31/2026,Short Position,41366,4005
1,ao,2609,3/31/2026,Short Position,104162,20606
1,ad,2604,3/31/2026,Short Position,609,-153
1,ad,2605,3/31/2026,Short Position,6331,-2099
1,au,2604,3/31/2026,Short Position,1178,-307
1,au,2606,3/31/2026,Short Position,32557,242
1,au,2608,3/31/2026,Short Position,7721,316
1,au,2610,3/31/2026,Short Position,1489,304
1,au,2612,3/31/2026,Short Position,3038,-8
1,ag,2604,3/31/2026,Short Position,12297,-3325
1,ag,2605,3/31/2026,Short Position,14460,411
1,ag,2606,3/31/2026,Short Position,138903,7497
1,ag,2608,3/31/2026,Short Position,47228,1281
1,ag,2610,3/31/2026,Short Position,17318,756
1,ag,2612,3/31/2026,Short Position,18885,1169
1,rb,2605,3/31/2026,Short Position,619141,-47670
1,rb,2607,3/31/2026,Short Position,310384,-2710
1,rb,2610,3/31/2026,Short Position,544777,40877
1,hc,2605,3/31/2026,Short Position,568726,-60699
1,hc,2607,3/31/2026,Short Position,259374,-7936
1,hc,2610,3/31/2026,Short Position,619009,43400
1,ss,2604,3/31/2026,Short Position,6313,-454
1,ss,2605,3/31/2026,Short Position,71389,-6512
1,ss,2606,3/31/2026,Short Position,50458,5676
1,lu,2604,3/31/2026,Short Position,2632,0
1,lu,2605,3/31/2026,Short Position,29391,-3334
1,lu,2606,3/31/2026,Short Position,33954,1138
1,fu,2604,3/31/2026,Short Position,5745,0
1,fu,2605,3/31/2026,Short Position,117798,-7706
1,fu,2606,3/31/2026,Short Position,40817,4095
1,fu,2607,3/31/2026,Short Position,26438,4405
1,fu,2609,3/31/2026,Short Position,51346,-2548
1,bu,2604,3/31/2026,Short Position,3391,-504
1,bu,2605,3/31/2026,Short Position,27495,-4337
1,bu,2606,3/31/2026,Short Position,186431,-896
1,br,2604,3/31/2026,Short Position,2057,-534
1,br,2605,3/31/2026,Short Position,40073,-10092
1,br,2606,3/31/2026,Short Position,40086,6296
1,ru,2605,3/31/2026,Short Position,50514,-6837
1,ru,2609,3/31/2026,Short Position,85514,3382
1,ru,2701,3/31/2026,Short Position,6633,483
1,nr,2604,3/31/2026,Short Position,561,-590
1,nr,2605,3/31/2026,Short Position,28722,-3372
1,nr,2606,3/31/2026,Short Position,37275,4964
1,sp,2605,3/31/2026,Short Position,94261,-596
1,sp,2607,3/31/2026,Short Position,93781,4407
1,sp,2609,3/31/2026,Short Position,72388,6125
1,op,2604,3/31/2026,Short Position,66,0
1,ec,2604,3/31/2026,Short Position,4124,-829
1,cu,2604,3/30/2026,Volume,50126,-13827
1,cu,2605,3/30/2026,Volume,132057,-2097
1,cu,2606,3/30/2026,Volume,58455,2903
1,cu,2607,3/30/2026,Volume,12226,1110
1,cu,2608,3/30/2026,Volume,4037,294
1,cu,2609,3/30/2026,Volume,7983,862
1,cu,2612,3/30/2026,Volume,5155,2645
1,al,2604,3/30/2026,Volume,66295,22598
1,al,2605,3/30/2026,Volume,643337,253805
1,al,2606,3/30/2026,Volume,214962,93197
1,al,2607,3/30/2026,Volume,51157,32119
1,al,2608,3/30/2026,Volume,19934,14509
1,al,2609,3/30/2026,Volume,12752,9176
1,zn,2604,3/30/2026,Volume,20561,-6261
1,zn,2605,3/30/2026,Volume,159108,-29807
1,zn,2606,3/30/2026,Volume,60869,14726
1,pb,2604,3/30/2026,Volume,7303,1818
1,pb,2605,3/30/2026,Volume,81224,-5822
1,pb,2606,3/30/2026,Volume,33909,3328
1,ni,2604,3/30/2026,Volume,10407,-2978
1,ni,2605,3/30/2026,Volume,439948,31872
1,ni,2606,3/30/2026,Volume,99510,18298
1,ni,2607,3/30/2026,Volume,26347,6702
1,ni,2609,3/30/2026,Volume,41243,14253
1,sn,2604,3/30/2026,Volume,67399,-50498
1,sn,2605,3/30/2026,Volume,346978,18092
1,sn,2606,3/30/2026,Volume,66628,6027
1,ao,2605,3/30/2026,Volume,486887,26211
1,ao,2606,3/30/2026,Volume,29219,306
1,ao,2609,3/30/2026,Volume,106829,14748
1,ad,2604,3/30/2026,Volume,1640,57
1,ad,2605,3/30/2026,Volume,17444,7198
1,au,2604,3/30/2026,Volume,73934,-16293
1,au,2606,3/30/2026,Volume,587302,103134
1,au,2608,3/30/2026,Volume,81676,6440
1,au,2610,3/30/2026,Volume,15725,1337
1,au,2612,3/30/2026,Volume,7760,906
1,ag,2604,3/30/2026,Volume,60295,-503
1,ag,2605,3/30/2026,Volume,126029,42845
1,ag,2606,3/30/2026,Volume,1328658,230351
1,ag,2608,3/30/2026,Volume,475810,78742
1,ag,2610,3/30/2026,Volume,67323,12353
1,ag,2612,3/30/2026,Volume,34781,10183
1,rb,2605,3/30/2026,Volume,861627,190423
1,rb,2607,3/30/2026,Volume,129151,53026
1,rb,2610,3/30/2026,Volume,376822,138150
1,hc,2605,3/30/2026,Volume,441029,126424
1,hc,2607,3/30/2026,Volume,104569,44240
1,hc,2610,3/30/2026,Volume,311473,133654
1,ss,2604,3/30/2026,Volume,4152,2414
1,ss,2605,3/30/2026,Volume,196162,-15670
1,ss,2606,3/30/2026,Volume,58959,-2847
1,lu,2604,3/30/2026,Volume,18,18
1,lu,2605,3/30/2026,Volume,160692,37793
1,lu,2606,3/30/2026,Volume,53857,11731
1,fu,2604,3/30/2026,Volume,30,-14
1,fu,2605,3/30/2026,Volume,685145,30392
1,fu,2606,3/30/2026,Volume,121040,17205
1,fu,2607,3/30/2026,Volume,37077,14962
1,fu,2609,3/30/2026,Volume,75356,24875
1,bu,2604,3/30/2026,Volume,16885,-21541
1,bu,2605,3/30/2026,Volume,57041,-12322
1,bu,2606,3/30/2026,Volume,1351923,-77549
1,br,2604,3/30/2026,Volume,11449,-10673
1,br,2605,3/30/2026,Volume,1128191,-361727
1,br,2606,3/30/2026,Volume,173155,-20316
1,ru,2605,3/30/2026,Volume,291551,-67992
1,ru,2609,3/30/2026,Volume,135736,10674
1,ru,2701,3/30/2026,Volume,2381,565
1,nr,2604,3/30/2026,Volume,1496,269
1,nr,2605,3/30/2026,Volume,93871,-8429
1,nr,2606,3/30/2026,Volume,44124,-1252
1,sp,2605,3/30/2026,Volume,323194,-99230
1,sp,2607,3/30/2026,Volume,45842,-19184
1,sp,2609,3/30/2026,Volume,63081,-17500
1,op,2604,3/30/2026,Volume,321,-325
1,ec,2604,3/30/2026,Volume,10225,-1819
1,cu,2604,3/30/2026,Long Position,52519,-6924
1,cu,2605,3/30/2026,Long Position,113388,-2460
1,cu,2606,3/30/2026,Long Position,84053,3390
1,cu,2607,3/30/2026,Long Position,36467,-22
1,cu,2608,3/30/2026,Long Position,18774,165
1,cu,2609,3/30/2026,Long Position,23242,560
1,cu,2612,3/30/2026,Long Position,13759,584
1,al,2604,3/30/2026,Long Position,39857,-5784
1,al,2605,3/30/2026,Long Position,159329,5048
1,al,2606,3/30/2026,Long Position,112309,13198
1,al,2607,3/30/2026,Long Position,40763,4490
1,al,2608,3/30/2026,Long Position,17763,2070
1,al,2609,3/30/2026,Long Position,12326,988
1,zn,2604,3/30/2026,Long Position,10181,-2012
1,zn,2605,3/30/2026,Long Position,63963,-3288
1,zn,2606,3/30/2026,Long Position,39929,6755
1,pb,2604,3/30/2026,Long Position,5692,-1591
1,pb,2605,3/30/2026,Long Position,48016,-3504
1,pb,2606,3/30/2026,Long Position,33921,2789
1,ni,2604,3/30/2026,Long Position,13058,-1010
1,ni,2605,3/30/2026,Long Position,105780,-1281
1,ni,2606,3/30/2026,Long Position,49215,2913
1,ni,2607,3/30/2026,Long Position,23964,3452
1,ni,2609,3/30/2026,Long Position,26192,4186
1,sn,2604,3/30/2026,Long Position,6726,-856
1,sn,2605,3/30/2026,Long Position,23224,926
1,sn,2606,3/30/2026,Long Position,14659,462
1,ao,2605,3/30/2026,Long Position,107220,-6009
1,ao,2606,3/30/2026,Long Position,63404,4417
1,ao,2609,3/30/2026,Long Position,60937,6146
1,ad,2604,3/30/2026,Long Position,835,-158
1,ad,2605,3/30/2026,Long Position,7983,-1848
1,au,2604,3/30/2026,Long Position,5233,-2851
1,au,2606,3/30/2026,Long Position,108125,10890
1,au,2608,3/30/2026,Long Position,30834,2247
1,au,2610,3/30/2026,Long Position,10469,-53
1,au,2612,3/30/2026,Long Position,7943,416
1,ag,2604,3/30/2026,Long Position,16602,-3771
1,ag,2605,3/30/2026,Long Position,13837,513
1,ag,2606,3/30/2026,Long Position,136019,2895
1,ag,2608,3/30/2026,Long Position,52697,183
1,ag,2610,3/30/2026,Long Position,18872,191
1,ag,2612,3/30/2026,Long Position,22769,-470
1,rb,2605,3/30/2026,Long Position,579364,-25052
1,rb,2607,3/30/2026,Long Position,332777,2302
1,rb,2610,3/30/2026,Long Position,536785,68304
1,hc,2605,3/30/2026,Long Position,584557,-58319
