Placeholder,CMD,Contract,Date,Metric,Level,Change
1,cu,2507,3/12/2025,Volume,11637,188
1,cu,2508,3/12/2025,Volume,6820,3200
1,al,2503,3/12/2025,Volume,9205,-3075
1,al,2504,3/12/2025,Volume,193992,-55208
1,al,2505,3/12/2025,Volume,197824,5750
1,al,2506,3/12/2025,Volume,50429,13280
1,al,2507,3/12/2025,Volume,23065,7880
1,zn,2503,3/12/2025,Volume,1045,470
1,zn,2504,3/12/2025,Volume,180259,-16568
1,zn,2505,3/12/2025,Volume,124748,1986
1,zn,2506,3/12/2025,Volume,29768,-525
1,pb,2503,3/12/2025,Volume,1120,655
1,pb,2504,3/12/2025,Volume,47935,-11194
1,pb,2505,3/12/2025,Volume,24398,-6066
1,ni,2503,3/12/2025,Volume,36,-420
1,ni,2504,3/12/2025,Volume,48306,-7905
1,ni,2505,3/12/2025,Volume,335002,-46492
1,ni,2506,3/12/2025,Volume,35493,-13136
1,sn,2503,3/12/2025,Volume,360,168
1,sn,2504,3/12/2025,Volume,84869,2311
1,sn,2505,3/12/2025,Volume,32514,2247
1,ao,2503,3/12/2025,Volume,660,15
1,ao,2505,3/12/2025,Volume,173707,42431
1,ao,2509,3/12/2025,Volume,12817,3873
1,au,2503,3/12/2025,Volume,3,3
1,au,2504,3/12/2025,Volume,274616,-79830
1,au,2506,3/12/2025,Volume,118251,-41560
1,au,2508,3/12/2025,Volume,37002,-9396
1,au,2510,3/12/2025,Volume,4667,-1063
1,au,2512,3/12/2025,Volume,7057,-5230
1,ag,2503,3/12/2025,Volume,940,304
1,ag,2504,3/12/2025,Volume,561363,-10600
1,ag,2505,3/12/2025,Volume,44988,-250
1,ag,2506,3/12/2025,Volume,381270,81689
1,ag,2508,3/12/2025,Volume,208727,31507
1,ag,2510,3/12/2025,Volume,29148,7073
1,ag,2512,3/12/2025,Volume,49160,41735
1,rb,2503,3/12/2025,Volume,480,270
1,rb,2505,3/12/2025,Volume,2010609,-89699
1,rb,2507,3/12/2025,Volume,89374,11368
1,rb,2509,3/12/2025,Volume,49454,-1630
1,rb,2510,3/12/2025,Volume,232553,-21816
1,hc,2503,3/12/2025,Volume,240,120
1,hc,2505,3/12/2025,Volume,658637,-95274
1,hc,2507,3/12/2025,Volume,60594,-4189
1,hc,2509,3/12/2025,Volume,36088,1767
1,hc,2510,3/12/2025,Volume,129811,8264
1,ss,2503,3/12/2025,Volume,120,-72
1,ss,2504,3/12/2025,Volume,19719,-2627
1,ss,2505,3/12/2025,Volume,291816,-68514
1,ss,2506,3/12/2025,Volume,74955,-13811
1,lu,2504,3/12/2025,Volume,623,-198
1,lu,2505,3/12/2025,Volume,132317,-43368
1,lu,2506,3/12/2025,Volume,51006,-11700
1,fu,2504,3/12/2025,Volume,911,-1426
1,fu,2505,3/12/2025,Volume,894526,17682
1,fu,2507,3/12/2025,Volume,218259,-23777
1,fu,2508,3/12/2025,Volume,20550,-2598
1,bu,2503,3/12/2025,Volume,148,-910
1,bu,2504,3/12/2025,Volume,86383,-9912
1,bu,2505,3/12/2025,Volume,54564,10706
1,bu,2506,3/12/2025,Volume,449657,70245
1,bu,2507,3/12/2025,Volume,41512,9195
1,br,2503,3/12/2025,Volume,384,306
1,br,2504,3/12/2025,Volume,104074,11768
1,ru,2503,3/12/2025,Volume,0,0
1,ru,2505,3/12/2025,Volume,456009,65025
1,ru,2509,3/12/2025,Volume,144526,18100
1,nr,2503,3/12/2025,Volume,400,100
1,nr,2504,3/12/2025,Volume,33646,-11358
1,nr,2505,3/12/2025,Volume,243482,15283
1,nr,2506,3/12/2025,Volume,57749,8352
1,sp,2503,3/12/2025,Volume,156,-396
1,sp,2505,3/12/2025,Volume,227369,-48738
1,sp,2507,3/12/2025,Volume,32115,-7702
1,ec,2504,3/12/2025,Volume,7542,2248
1,ec,2506,3/12/2025,Volume,86730,2351
1,cu,2503,3/12/2025,Long Position,19020,-3930
1,cu,2504,3/12/2025,Long Position,116880,7202
1,cu,2505,3/12/2025,Long Position,131456,18039
1,cu,2506,3/12/2025,Long Position,45241,3609
1,cu,2507,3/12/2025,Long Position,23787,1327
1,cu,2508,3/12/2025,Long Position,17806,976
1,al,2503,3/12/2025,Long Position,11575,-385
1,al,2504,3/12/2025,Long Position,118983,3318
1,al,2505,3/12/2025,Long Position,169836,16968
1,al,2506,3/12/2025,Long Position,53422,5141
1,al,2507,3/12/2025,Long Position,29064,2303
1,zn,2503,3/12/2025,Long Position,2235,145
1,zn,2504,3/12/2025,Long Position,52757,-503
1,zn,2505,3/12/2025,Long Position,60503,3050
1,zn,2506,3/12/2025,Long Position,20709,1339
1,pb,2503,3/12/2025,Long Position,4735,175
1,pb,2504,3/12/2025,Long Position,30366,663
1,pb,2505,3/12/2025,Long Position,29498,1258
1,ni,2503,3/12/2025,Long Position,6072,-6
1,ni,2504,3/12/2025,Long Position,23792,23
1,ni,2505,3/12/2025,Long Position,95642,5002
1,ni,2506,3/12/2025,Long Position,16934,1270
1,sn,2503,3/12/2025,Long Position,1532,-62
1,sn,2504,3/12/2025,Long Position,18879,-226
1,sn,2505,3/12/2025,Long Position,18745,388
1,ao,2503,3/12/2025,Long Position,7365,-75
1,ao,2505,3/12/2025,Long Position,109790,4098
1,ao,2509,3/12/2025,Long Position,33131,1465
1,au,2503,3/12/2025,Long Position,3,-3
1,au,2504,3/12/2025,Long Position,40186,-1884
1,au,2506,3/12/2025,Long Position,93755,2123
1,au,2508,3/12/2025,Long Position,28761,138
1,au,2510,3/12/2025,Long Position,13019,53
1,au,2512,3/12/2025,Long Position,8807,-956
1,ag,2503,3/12/2025,Long Position,3928,178
1,ag,2504,3/12/2025,Long Position,89328,4193
1,ag,2505,3/12/2025,Long Position,27483,339
1,ag,2506,3/12/2025,Long Position,210642,5542
1,ag,2508,3/12/2025,Long Position,52464,1401
1,ag,2510,3/12/2025,Long Position,35486,516
1,ag,2512,3/12/2025,Long Position,37287,8912
1,rb,2503,3/12/2025,Long Position,3870,-30
1,rb,2505,3/12/2025,Long Position,1270054,11603
1,rb,2507,3/12/2025,Long Position,218806,1053
1,rb,2509,3/12/2025,Long Position,197466,813
1,rb,2510,3/12/2025,Long Position,301240,11442
1,hc,2503,3/12/2025,Long Position,9570,-60
1,hc,2505,3/12/2025,Long Position,882267,9286
1,hc,2507,3/12/2025,Long Position,188373,-859
1,hc,2509,3/12/2025,Long Position,134161,3687
1,hc,2510,3/12/2025,Long Position,176979,16448
1,ss,2503,3/12/2025,Long Position,27996,-36
1,ss,2504,3/12/2025,Long Position,14828,-851
1,ss,2505,3/12/2025,Long Position,100909,2985
1,ss,2506,3/12/2025,Long Position,68070,1819
1,lu,2504,3/12/2025,Long Position,5375,-40
1,lu,2505,3/12/2025,Long Position,43693,-673
1,lu,2506,3/12/2025,Long Position,40139,1903
1,fu,2504,3/12/2025,Long Position,2364,88
1,fu,2505,3/12/2025,Long Position,118683,-4154
1,fu,2507,3/12/2025,Long Position,128188,57
1,fu,2508,3/12/2025,Long Position,60841,-213
1,bu,2503,3/12/2025,Long Position,3264,-5
1,bu,2504,3/12/2025,Long Position,29019,-3228
1,bu,2505,3/12/2025,Long Position,24538,-1004
1,bu,2506,3/12/2025,Long Position,164859,-847
1,bu,2507,3/12/2025,Long Position,53538,2226
1,br,2503,3/12/2025,Long Position,730,42
1,br,2504,3/12/2025,Long Position,13081,-1438
1,ru,2503,3/12/2025,Long Position,303,0
1,ru,2505,3/12/2025,Long Position,94396,-2839
1,ru,2509,3/12/2025,Long Position,33107,815
1,nr,2503,3/12/2025,Long Position,3500,40
1,nr,2504,3/12/2025,Long Position,27365,-1915
1,nr,2505,3/12/2025,Long Position,71853,-1357
1,nr,2506,3/12/2025,Long Position,36274,1611
1,sp,2503,3/12/2025,Long Position,12056,30
1,sp,2505,3/12/2025,Long Position,116120,-3077
1,sp,2507,3/12/2025,Long Position,62093,26
1,ec,2504,3/12/2025,Long Position,5420,-122
1,ec,2506,3/12/2025,Long Position,24876,-155
1,cu,2503,3/12/2025,Short Position,17410,-3930
1,cu,2504,3/12/2025,Short Position,111577,7883
1,cu,2505,3/12/2025,Short Position,116194,15210
1,cu,2506,3/12/2025,Short Position,46953,4012
1,cu,2507,3/12/2025,Short Position,26138,1438
1,cu,2508,3/12/2025,Short Position,19754,1392
1,al,2503,3/12/2025,Short Position,10845,-910
1,al,2504,3/12/2025,Short Position,116448,-804
1,al,2505,3/12/2025,Short Position,152960,17817
1,al,2506,3/12/2025,Short Position,44845,3288
1,al,2507,3/12/2025,Short Position,25930,1610
1,zn,2503,3/12/2025,Short Position,2090,170
1,zn,2504,3/12/2025,Short Position,48102,-4107
1,zn,2505,3/12/2025,Short Position,50610,821
1,zn,2506,3/12/2025,Short Position,17304,776
1,pb,2503,3/12/2025,Short Position,4735,-30
1,pb,2504,3/12/2025,Short Position,34388,220
1,pb,2505,3/12/2025,Short Position,30882,1281
1,ni,2503,3/12/2025,Short Position,6558,6
1,ni,2504,3/12/2025,Short Position,23167,-226
1,ni,2505,3/12/2025,Short Position,97148,2527
1,ni,2506,3/12/2025,Short Position,17779,841
1,sn,2503,3/12/2025,Short Position,1576,-18
1,sn,2504,3/12/2025,Short Position,20359,-128
1,sn,2505,3/12/2025,Short Position,16810,104
1,ao,2503,3/12/2025,Short Position,4365,-45
1,ao,2505,3/12/2025,Short Position,139213,5841
1,ao,2509,3/12/2025,Short Position,35414,2303
1,au,2503,3/12/2025,Short Position,3,0
1,au,2504,3/12/2025,Short Position,29233,-1772
1,au,2506,3/12/2025,Short Position,47562,666
1,au,2508,3/12/2025,Short Position,8995,-351
1,au,2510,3/12/2025,Short Position,5573,-305
1,au,2512,3/12/2025,Short Position,7437,-75
1,ag,2503,3/12/2025,Short Position,3564,262
1,ag,2504,3/12/2025,Short Position,80528,8572
1,ag,2505,3/12/2025,Short Position,19990,-816
1,ag,2506,3/12/2025,Short Position,127070,7787
1,ag,2508,3/12/2025,Short Position,25389,2953
1,ag,2510,3/12/2025,Short Position,5775,694
1,ag,2512,3/12/2025,Short Position,15394,5200
1,rb,2503,3/12/2025,Short Position,3870,-30
1,rb,2505,3/12/2025,Short Position,1358016,-211
1,rb,2507,3/12/2025,Short Position,225253,713
1,rb,2509,3/12/2025,Short Position,193535,539
1,rb,2510,3/12/2025,Short Position,328881,13423
1,hc,2503,3/12/2025,Short Position,9570,-60
1,hc,2505,3/12/2025,Short Position,815801,-563
1,hc,2507,3/12/2025,Short Position,176063,-1313
1,hc,2509,3/12/2025,Short Position,134554,3683
1,hc,2510,3/12/2025,Short Position,200687,14795
1,ss,2503,3/12/2025,Short Position,26868,-12
1,ss,2504,3/12/2025,Short Position,15022,-1373
1,ss,2505,3/12/2025,Short Position,127492,2332
1,ss,2506,3/12/2025,Short Position,72766,2140
1,lu,2504,3/12/2025,Short Position,4040,-115
1,lu,2505,3/12/2025,Short Position,44154,-761
1,lu,2506,3/12/2025,Short Position,51757,1940
1,fu,2504,3/12/2025,Short Position,2887,-38
1,fu,2505,3/12/2025,Short Position,121273,5848
1,fu,2507,3/12/2025,Short Position,125104,1653
1,fu,2508,3/12/2025,Short Position,61012,-173
1,bu,2503,3/12/2025,Short Position,3264,-2
1,bu,2504,3/12/2025,Short Position,30784,-2832
1,bu,2505,3/12/2025,Short Position,21451,334
1,bu,2506,3/12/2025,Short Position,141718,-5831
1,bu,2507,3/12/2025,Short Position,52521,2485
1,br,2503,3/12/2025,Short Position,730,2
1,br,2504,3/12/2025,Short Position,14683,-841
1,ru,2503,3/12/2025,Short Position,303,0
1,ru,2505,3/12/2025,Short Position,115696,-5066
1,ru,2509,3/12/2025,Short Position,40032,378
1,nr,2503,3/12/2025,Short Position,3140,40
1,nr,2504,3/12/2025,Short Position,30657,-1438
1,nr,2505,3/12/2025,Short Position,77628,-2911
1,nr,2506,3/12/2025,Short Position,32197,1476
1,sp,2503,3/12/2025,Short Position,11898,4
1,sp,2505,3/12/2025,Short Position,134261,-3324
1,sp,2507,3/12/2025,Short Position,62941,195
1,ec,2504,3/12/2025,Short Position,5690,-270
1,ec,2506,3/12/2025,Short Position,25781,183
1,cu,2503,3/11/2025,Volume,25250,5270
1,cu,2504,3/11/2025,Volume,107384,2429
1,cu,2505,3/11/2025,Volume,72405,5082
1,cu,2506,3/11/2025,Volume,25195,5497
1,cu,2507,3/11/2025,Volume,12302,6019
1,cu,2508,3/11/2025,Volume,4615,-1038
1,al,2503,3/11/2025,Volume,13705,6520
1,al,2504,3/11/2025,Volume,251776,77031
1,al,2505,3/11/2025,Volume,195804,63496
1,al,2506,3/11/2025,Volume,43974,17796
1,al,2507,3/11/2025,Volume,18130,4540
1,zn,2503,3/11/2025,Volume,1600,245
1,zn,2504,3/11/2025,Volume,198123,-20432
1,zn,2505,3/11/2025,Volume,126858,9889
1,zn,2506,3/11/2025,Volume,30905,5409
1,pb,2503,3/11/2025,Volume,750,40
1,pb,2504,3/11/2025,Volume,61047,8066
1,pb,2505,3/11/2025,Volume,30866,5202
1,ni,2503,3/11/2025,Volume,1032,-30
1,ni,2504,3/11/2025,Volume,56881,-8676
1,ni,2505,3/11/2025,Volume,381494,-33083
1,ni,2506,3/11/2025,Volume,49244,8527
1,sn,2503,3/11/2025,Volume,504,134
1,sn,2504,3/11/2025,Volume,82611,-31811
1,sn,2505,3/11/2025,Volume,30506,-10012
1,ao,2503,3/11/2025,Volume,1410,-195
1,ao,2505,3/11/2025,Volume,132936,-27312
1,ao,2509,3/11/2025,Volume,9490,-409
1,au,2503,3/11/2025,Volume,18,0
1,au,2504,3/11/2025,Volume,355301,-68512
1,au,2506,3/11/2025,Volume,160337,-19381
1,au,2508,3/11/2025,Volume,47577,-11708
1,au,2510,3/11/2025,Volume,6092,648
1,au,2512,3/11/2025,Volume,14054,4603
1,ag,2503,3/11/2025,Volume,892,328
1,ag,2504,3/11/2025,Volume,571963,-222185
1,ag,2505,3/11/2025,Volume,45625,-13581
1,ag,2506,3/11/2025,Volume,301756,-66510
1,ag,2508,3/11/2025,Volume,181417,-30234
1,ag,2510,3/11/2025,Volume,22771,-3143
1,ag,2512,3/11/2025,Volume,8483,-2431
1,rb,2503,3/11/2025,Volume,300,-90
1,rb,2505,3/11/2025,Volume,2132282,-451197
1,rb,2507,3/11/2025,Volume,79397,-34391
1,rb,2509,3/11/2025,Volume,53034,-579
1,rb,2510,3/11/2025,Volume,267162,-26369
1,hc,2503,3/11/2025,Volume,240,-120
1,hc,2505,3/11/2025,Volume,764617,-110750
1,hc,2507,3/11/2025,Volume,65469,-18395
1,hc,2509,3/11/2025,Volume,35031,-4060
1,hc,2510,3/11/2025,Volume,129749,-12567
1,ss,2503,3/11/2025,Volume,360,-1116
1,ss,2504,3/11/2025,Volume,23452,-9898
1,ss,2505,3/11/2025,Volume,364789,-26994
1,ss,2506,3/11/2025,Volume,88880,-14536
1,lu,2504,3/11/2025,Volume,1097,-430
1,lu,2505,3/11/2025,Volume,177018,-11728
1,lu,2506,3/11/2025,Volume,66601,-20610
1,fu,2504,3/11/2025,Volume,2701,1735
1,fu,2505,3/11/2025,Volume,898151,14565
1,fu,2507,3/11/2025,Volume,246048,6265
1,fu,2508,3/11/2025,Volume,23778,4879
1,bu,2503,3/11/2025,Volume,1636,-1969
1,bu,2504,3/11/2025,Volume,100267,-48485
1,bu,2505,3/11/2025,Volume,44776,-14886
1,bu,2506,3/11/2025,Volume,385021,-8847
1,bu,2507,3/11/2025,Volume,33576,-14752
1,br,2503,3/11/2025,Volume,128,64
1,br,2504,3/11/2025,Volume,93861,3942
1,ru,2503,3/11/2025,Volume,0,0
1,ru,2505,3/11/2025,Volume,398621,-71599
1,ru,2509,3/11/2025,Volume,127882,-11363
1,nr,2503,3/11/2025,Volume,520,-630
1,nr,2504,3/11/2025,Volume,47673,-13844
1,nr,2505,3/11/2025,Volume,231427,-22791
1,nr,2506,3/11/2025,Volume,51705,2394
1,sp,2503,3/11/2025,Volume,652,-1132
1,sp,2505,3/11/2025,Volume,282845,49845
1,sp,2507,3/11/2025,Volume,40333,3853
1,ec,2504,3/11/2025,Volume,5690,-2424
1,ec,2506,3/11/2025,Volume,85081,14154
1,cu,2503,3/11/2025,Long Position,23470,-3240
1,cu,2504,3/11/2025,Long Position,109678,-4983
1,cu,2505,3/11/2025,Long Position,114505,-170
1,cu,2506,3/11/2025,Long Position,42191,1150
1,cu,2507,3/11/2025,Long Position,22968,1068
1,cu,2508,3/11/2025,Long Position,16906,313
1,al,2503,3/11/2025,Long Position,12735,-1080
1,al,2504,3/11/2025,Long Position,117005,-12270
1,al,2505,3/11/2025,Long Position,153978,6346
1,al,2506,3/11/2025,Long Position,49066,832
1,al,2507,3/11/2025,Long Position,27149,2901
1,zn,2503,3/11/2025,Long Position,2180,-340
1,zn,2504,3/11/2025,Long Position,54205,2221
1,zn,2505,3/11/2025,Long Position,58819,1760
1,zn,2506,3/11/2025,Long Position,19370,-373
1,pb,2503,3/11/2025,Long Position,4765,-70
1,pb,2504,3/11/2025,Long Position,29762,-1760
1,pb,2505,3/11/2025,Long Position,28356,1158
1,ni,2503,3/11/2025,Long Position,6078,276
1,ni,2504,3/11/2025,Long Position,24176,548
1,ni,2505,3/11/2025,Long Position,90792,-1511
1,ni,2506,3/11/2025,Long Position,15706,1039
1,sn,2503,3/11/2025,Long Position,1594,128
1,sn,2504,3/11/2025,Long Position,19264,-1012
1,sn,2505,3/11/2025,Long Position,18440,933
1,ao,2503,3/11/2025,Long Position,7440,240
1,ao,2505,3/11/2025,Long Position,106688,-3574
1,ao,2509,3/11/2025,Long Position,31814,422
1,au,2503,3/11/2025,Long Position,6,0
1,au,2504,3/11/2025,Long Position,42287,-2721
1,au,2506,3/11/2025,Long Position,91632,-1193
1,au,2508,3/11/2025,Long Position,28623,616
1,au,2510,3/11/2025,Long Position,12996,-57
1,au,2512,3/11/2025,Long Position,9770,386
1,ag,2503,3/11/2025,Long Position,3750,-10
1,ag,2504,3/11/2025,Long Position,86762,-3665
1,ag,2505,3/11/2025,Long Position,27555,-258
1,ag,2506,3/11/2025,Long Position,206451,5197
1,ag,2508,3/11/2025,Long Position,52167,-1053
1,ag,2510,3/11/2025,Long Position,35036,215
1,ag,2512,3/11/2025,Long Position,30488,818
1,rb,2503,3/11/2025,Long Position,3900,-30
1,rb,2505,3/11/2025,Long Position,1258954,17168
1,rb,2507,3/11/2025,Long Position,217753,-1292
1,rb,2509,3/11/2025,Long Position,196653,-212
1,rb,2510,3/11/2025,Long Position,289798,14785
1,hc,2503,3/11/2025,Long Position,9630,-120
1,hc,2505,3/11/2025,Long Position,872981,-2380
1,hc,2507,3/11/2025,Long Position,189232,-752
1,hc,2509,3/11/2025,Long Position,130474,1760
1,hc,2510,3/11/2025,Long Position,161613,7133
1,ss,2503,3/11/2025,Long Position,28032,-24
1,ss,2504,3/11/2025,Long Position,16241,-1907
1,ss,2505,3/11/2025,Long Position,97981,2130
1,ss,2506,3/11/2025,Long Position,66251,2216
1,lu,2504,3/11/2025,Long Position,5460,-150
1,lu,2505,3/11/2025,Long Position,44907,3265
1,lu,2506,3/11/2025,Long Position,38802,3781
1,fu,2504,3/11/2025,Long Position,2411,-123
1,fu,2505,3/11/2025,Long Position,124966,10695
1,fu,2507,3/11/2025,Long Position,128598,2546
1,fu,2508,3/11/2025,Long Position,61054,-329
1,bu,2503,3/11/2025,Long Position,3319,-389
1,bu,2504,3/11/2025,Long Position,32846,-5152
1,bu,2505,3/11/2025,Long Position,25934,-676
1,bu,2506,3/11/2025,Long Position,166630,11707
1,bu,2507,3/11/2025,Long Position,51313,1006
1,br,2503,3/11/2025,Long Position,728,34
1,br,2504,3/11/2025,Long Position,14810,-824
1,ru,2503,3/11/2025,Long Position,303,0
1,ru,2505,3/11/2025,Long Position,97235,-2239
1,ru,2509,3/11/2025,Long Position,32441,1090
1,nr,2503,3/11/2025,Long Position,3460,-40
1,nr,2504,3/11/2025,Long Position,29280,-718
1,nr,2505,3/11/2025,Long Position,73619,812
1,nr,2506,3/11/2025,Long Position,35274,2556
1,sp,2503,3/11/2025,Long Position,12026,134
1,sp,2505,3/11/2025,Long Position,119197,1528
1,sp,2507,3/11/2025,Long Position,62067,606
1,ec,2504,3/11/2025,Long Position,5805,-852
1,ec,2506,3/11/2025,Long Position,25182,791
1,cu,2503,3/11/2025,Short Position,21470,-1675
1,cu,2504,3/11/2025,Short Position,104100,-6894
1,cu,2505,3/11/2025,Short Position,101677,2004
1,cu,2506,3/11/2025,Short Position,43176,1780
1,cu,2507,3/11/2025,Short Position,24862,248
1,cu,2508,3/11/2025,Short Position,18478,174
1,al,2503,3/11/2025,Short Position,12125,-945
1,al,2504,3/11/2025,Short Position,117645,-16113
1,al,2505,3/11/2025,Short Position,135317,7873
1,al,2506,3/11/2025,Short Position,41739,1414
1,al,2507,3/11/2025,Short Position,24533,3034
1,zn,2503,3/11/2025,Short Position,2055,-360
1,zn,2504,3/11/2025,Short Position,53262,-1489
1,zn,2505,3/11/2025,Short Position,49789,2914
1,zn,2506,3/11/2025,Short Position,16600,-840
1,pb,2503,3/11/2025,Short Position,4765,-65
1,pb,2504,3/11/2025,Short Position,34168,-1556
1,pb,2505,3/11/2025,Short Position,29601,1630
1,ni,2503,3/11/2025,Short Position,6552,192
1,ni,2504,3/11/2025,Short Position,23393,454
1,ni,2505,3/11/2025,Short Position,94719,247
1,ni,2506,3/11/2025,Short Position,17103,661
1,sn,2503,3/11/2025,Short Position,1594,58
1,sn,2504,3/11/2025,Short Position,20487,-530
1,sn,2505,3/11/2025,Short Position,16709,878
1,ao,2503,3/11/2025,Short Position,4440,30
1,ao,2505,3/11/2025,Short Position,137579,-4621
1,ao,2509,3/11/2025,Short Position,33908,583
1,au,2503,3/11/2025,Short Position,3,0
1,au,2504,3/11/2025,Short Position,31005,-1898
1,au,2506,3/11/2025,Short Position,47014,120
1,au,2508,3/11/2025,Short Position,9365,419
1,au,2510,3/11/2025,Short Position,5913,-58
1,au,2512,3/11/2025,Short Position,7512,806
1,ag,2503,3/11/2025,Short Position,3386,-146
1,ag,2504,3/11/2025,Short Position,72268,-4552
1,ag,2505,3/11/2025,Short Position,21158,308
1,ag,2506,3/11/2025,Short Position,120679,1072
1,ag,2508,3/11/2025,Short Position,22476,820
1,ag,2510,3/11/2025,Short Position,5476,127
1,ag,2512,3/11/2025,Short Position,10352,-124
1,rb,2503,3/11/2025,Short Position,3900,30
1,rb,2505,3/11/2025,Short Position,1365098,-25328
1,rb,2507,3/11/2025,Short Position,224540,-1575
1,rb,2509,3/11/2025,Short Position,192996,92
1,rb,2510,3/11/2025,Short Position,315965,13568
1,hc,2503,3/11/2025,Short Position,9630,-120
1,hc,2505,3/11/2025,Short Position,817566,-18959
1,hc,2507,3/11/2025,Short Position,177376,-583
1,hc,2509,3/11/2025,Short Position,130871,1909
1,hc,2510,3/11/2025,Short Position,185892,8089
1,ss,2503,3/11/2025,Short Position,26880,12
1,ss,2504,3/11/2025,Short Position,16451,-1714
1,ss,2505,3/11/2025,Short Position,125160,-2541
1,ss,2506,3/11/2025,Short Position,70626,2670
1,lu,2504,3/11/2025,Short Position,4157,-69
1,lu,2505,3/11/2025,Short Position,45046,522
1,lu,2506,3/11/2025,Short Position,50186,3147
1,fu,2504,3/11/2025,Short Position,2947,-4
1,fu,2505,3/11/2025,Short Position,119702,6040
1,fu,2507,3/11/2025,Short Position,123451,4273
1,fu,2508,3/11/2025,Short Position,61242,-215
1,bu,2503,3/11/2025,Short Position,3319,-283
1,bu,2504,3/11/2025,Short Position,33943,-4659
1,bu,2505,3/11/2025,Short Position,21402,-1362
1,bu,2506,3/11/2025,Short Position,148230,6941
1,bu,2507,3/11/2025,Short Position,50684,866
1,br,2503,3/11/2025,Short Position,728,-20
1,br,2504,3/11/2025,Short Position,15735,-1122
1,ru,2503,3/11/2025,Short Position,303,0
1,ru,2505,3/11/2025,Short Position,121381,-3862
1,ru,2509,3/11/2025,Short Position,39884,1647
1,nr,2503,3/11/2025,Short Position,3100,-30
1,nr,2504,3/11/2025,Short Position,32277,-1568
1,nr,2505,3/11/2025,Short Position,80779,-993
1,nr,2506,3/11/2025,Short Position,31088,1481
1,sp,2503,3/11/2025,Short Position,11894,-40
1,sp,2505,3/11/2025,Short Position,137809,-771
1,sp,2507,3/11/2025,Short Position,63069,190
1,ec,2504,3/11/2025,Short Position,6232,-679
1,ec,2506,3/11/2025,Short Position,25598,317
1,cu,2503,3/10/2025,Volume,23065,-935
1,cu,2504,3/10/2025,Volume,107320,-21600
1,cu,2505,3/10/2025,Volume,69773,-26906
1,cu,2506,3/10/2025,Volume,20920,-19606
1,cu,2507,3/10/2025,Volume,7238,-7069
1,cu,2508,3/10/2025,Volume,6392,-3994
1,al,2503,3/10/2025,Volume,10535,1780
1,al,2504,3/10/2025,Volume,180890,816
1,al,2505,3/10/2025,Volume,135945,7863
1,al,2506,3/10/2025,Volume,27860,-2801
1,al,2507,3/10/2025,Volume,14278,200
1,zn,2503,3/10/2025,Volume,2205,-1595
1,zn,2504,3/10/2025,Volume,220147,2481
1,zn,2505,3/10/2025,Volume,117780,-428
1,zn,2506,3/10/2025,Volume,27189,-6546
1,pb,2503,3/10/2025,Volume,1070,620
1,pb,2504,3/10/2025,Volume,55493,-3723
1,pb,2505,3/10/2025,Volume,27263,1421
1,ni,2503,3/10/2025,Volume,1482,-822
1,ni,2504,3/10/2025,Volume,66095,-4333
1,ni,2505,3/10/2025,Volume,416436,15523
1,ni,2506,3/10/2025,Volume,41738,919
1,sn,2503,3/10/2025,Volume,644,102
1,sn,2504,3/10/2025,Volume,115313,-12289
1,sn,2505,3/10/2025,Volume,41110,-3197
1,ao,2503,3/10/2025,Volume,2715,1725
1,ao,2505,3/10/2025,Volume,166636,81606
1,au,2503,3/10/2025,Volume,78,51
1,au,2504,3/10/2025,Volume,426946,51642
1,au,2506,3/10/2025,Volume,181689,31506
1,au,2508,3/10/2025,Volume,63681,16092
1,au,2510,3/10/2025,Volume,5763,385
1,au,2512,3/10/2025,Volume,9763,-1062
1,ag,2503,3/10/2025,Volume,1074,320
1,ag,2504,3/10/2025,Volume,795737,256511
1,ag,2505,3/10/2025,Volume,60601,26405
1,ag,2506,3/10/2025,Volume,381052,150664
1,ag,2508,3/10/2025,Volume,212486,62307
1,ag,2510,3/10/2025,Volume,26918,9295
1,ag,2512,3/10/2025,Volume,11607,6364
1,rb,2503,3/10/2025,Volume,1020,630
1,rb,2505,3/10/2025,Volume,2608735,37203
1,rb,2507,3/10/2025,Volume,117626,20166
1,rb,2509,3/10/2025,Volume,58830,7119
1,rb,2510,3/10/2025,Volume,305596,56592
1,hc,2503,3/10/2025,Volume,540,210
1,hc,2505,3/10/2025,Volume,894514,105820
1,hc,2507,3/10/2025,Volume,85885,12464
1,hc,2509,3/10/2025,Volume,40139,-3136
1,hc,2510,3/10/2025,Volume,156621,42808
1,ss,2503,3/10/2025,Volume,3564,1848
1,ss,2504,3/10/2025,Volume,34636,12425
1,ss,2505,3/10/2025,Volume,396353,73779
1,ss,2506,3/10/2025,Volume,104499,30639
1,lu,2504,3/10/2025,Volume,1661,568
1,lu,2505,3/10/2025,Volume,193335,44260
1,lu,2506,3/10/2025,Volume,92848,30621
1,fu,2504,3/10/2025,Volume,1156,-1525
1,fu,2505,3/10/2025,Volume,901590,38556
1,fu,2507,3/10/2025,Volume,244978,13962
1,fu,2508,3/10/2025,Volume,19272,-2270
1,bu,2503,3/10/2025,Volume,5298,3573
1,bu,2504,3/10/2025,Volume,152493,10093
1,bu,2505,3/10/2025,Volume,62182,17387
1,bu,2506,3/10/2025,Volume,405053,135686
1,bu,2507,3/10/2025,Volume,49060,14103
1,br,2503,3/10/2025,Volume,258,134
