"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-08-18,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
19,0029(brokerage business),498,437,19,0031(brokerage business),965,0,19,0082(brokerage business),739,-16
20,0019(brokerage business),485,50,20,0338(brokerage business),946,55,20,0003(brokerage business),720,-3
Total,,34215,6313,Total,,39313,2880,Total,,44867,3272
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2612,,,,,,,,,,2026-08-18,
1,0163(brokerage business),2938,-1028,1,0148(brokerage business),5591,303,1,0148(brokerage business),11223,12
2,0004(brokerage business),2513,1282,2,0136(brokerage business),4002,3,2,0049(brokerage business),8318,215
3,0148(brokerage business),2025,383,3,0004(brokerage business),3123,369,3,0004(brokerage business),7070,120
4,0272(brokerage business),1610,636,4,0049(brokerage business),2989,59,4,0272(brokerage business),4205,323
5,0333(brokerage business),1428,152,5,0274(brokerage business),2724,84,5,0125(brokerage business),3110,-4
6,0275(brokerage business),1226,261,6,0003(brokerage business),2235,39,6,0082(brokerage business),2160,-35
7,0308(brokerage business),983,-68,7,0069(brokerage business),2067,-20,7,0169(brokerage business),2118,80
8,0240(brokerage business),752,91,8,0034(brokerage business),2008,202,8,0163(brokerage business),1833,-22
9,0123(brokerage business),708,205,9,0031(brokerage business),1992,0,9,0096(brokerage business),1735,-109
10,0029(brokerage business),681,616,10,0178(brokerage business),1930,161,10,0372(brokerage business),1398,378
11,0372(brokerage business),673,-465,11,0272(brokerage business),1801,-23,11,0253(brokerage business),1378,32
12,0271(brokerage business),608,350,12,0042(brokerage business),1792,205,12,0025(brokerage business),1333,-62
13,0096(brokerage business),505,-348,13,0081(brokerage business),1746,17,13,0139(brokerage business),1178,29
14,0268(brokerage business),489,318,14,0025(brokerage business),1660,6,14,0240(brokerage business),1144,31
15,0316(brokerage business),486,363,15,0338(brokerage business),1589,50,15,0067(brokerage business),1095,190
16,0081(brokerage business),484,186,16,0077(brokerage business),1399,31,16,0103(brokerage business),1065,124
17,0259(brokerage business),480,-24,17,0323(brokerage business),1356,29,17,0333(brokerage business),922,193
18,0125(brokerage business),478,-164,18,0253(brokerage business),1341,72,18,0042(brokerage business),892,-7
19,0244(brokerage business),478,240,19,0163(brokerage business),1327,-308,19,0081(brokerage business),860,23
20,0253(brokerage business),456,295,20,0141(brokerage business),1084,368,20,0077(brokerage business),855,7
Total,,20001,3281,Total,,43756,1647,Total,,53892,1518
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2701,,,,,,,,,,2026-08-18,
1,0163(brokerage business),1730,382,1,0148(brokerage business),2902,235,1,0148(brokerage business),8578,77
2,0148(brokerage business),962,452,2,0049(brokerage business),2393,19,2,0049(brokerage business),5162,15
3,0004(brokerage business),874,527,3,0136(brokerage business),2145,9,3,0272(brokerage business),3602,50
4,0333(brokerage business),592,204,4,0004(brokerage business),2042,-233,4,0103(brokerage business),1492,51
5,0275(brokerage business),517,96,5,0069(brokerage business),1692,-35,5,0004(brokerage business),1474,229
6,0272(brokerage business),503,-82,6,0034(brokerage business),1668,5,6,0042(brokerage business),1015,-6
7,0276(brokerage business),481,272,7,0031(brokerage business),1234,0,7,0372(brokerage business),936,51
8,0308(brokerage business),438,85,8,0272(brokerage business),1157,-7,8,0067(brokerage business),912,-4
9,0240(brokerage business),342,53,9,0323(brokerage business),1101,30,9,0163(brokerage business),855,309
10,0019(brokerage business),230,8,10,0103(brokerage business),1019,109,10,0077(brokerage business),817,4
11,0141(brokerage business),226,-29,11,0177(brokerage business),855,1,11,0240(brokerage business),680,44
12,0123(brokerage business),192,50,12,0163(brokerage business),816,443,12,0082(brokerage business),550,1
13,0034(brokerage business),183,30,13,0339(brokerage business),689,0,13,0018(brokerage business),454,0
14,0323(brokerage business),177,76,14,0058(brokerage business),557,-22,14,0009(brokerage business),416,0
15,0103(brokerage business),176,4,15,0139(brokerage business),542,11,15,0333(brokerage business),331,83
16,0330(brokerage business),171,101,16,0338(brokerage business),506,2,16,0069(brokerage business),270,-5
17,0081(brokerage business),159,55,17,0268(brokerage business),489,2,17,0288(brokerage business),258,-1
18,0244(brokerage business),149,82,18,0253(brokerage business),485,-3,18,0095(brokerage business),239,10
19,0271(brokerage business),115,30,19,0274(brokerage business),462,45,19,0169(brokerage business),212,0
20,0007(brokerage business),108,-12,20,0003(brokerage business),454,16,20,0253(brokerage business),184,-6
Total,,8325,2384,Total,,23208,627,Total,,28437,902
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2703,,,,,,,,,,2026-08-18,
1,0163(brokerage business),177,-24,1,0148(brokerage business),1749,16,1,0148(brokerage business),8551,5
2,0272(brokerage business),166,-29,2,0069(brokerage business),1507,1,2,0004(brokerage business),1386,10
3,0333(brokerage business),139,-106,3,0049(brokerage business),1151,19,3,0049(brokerage business),1364,11
4,0240(brokerage business),89,-2,4,0136(brokerage business),1126,50,4,0422(brokerage business),1040,0
5,0004(brokerage business),72,-1,5,0323(brokerage business),1024,-3,5,0163(brokerage business),1003,44
6,0123(brokerage business),64,8,6,0003(brokerage business),976,0,6,0103(brokerage business),852,-2
7,0259(brokerage business),60,2,7,0338(brokerage business),782,0,7,0077(brokerage business),622,3
8,0148(brokerage business),57,28,8,0031(brokerage business),758,-1,8,0333(brokerage business),535,3
9,0136(brokerage business),50,50,9,0019(brokerage business),690,0,9,0042(brokerage business),361,0
10,0049(brokerage business),38,29,10,0034(brokerage business),687,0,10,0269(brokerage business),248,0
11,0238(brokerage business),26,-1,11,0272(brokerage business),665,6,11,0272(brokerage business),244,22
12,0095(brokerage business),24,-8,12,0268(brokerage business),619,5,12,0186(brokerage business),177,0
13,0077(brokerage business),20,16,13,0082(brokerage business),542,0,13,0123(brokerage business),131,-31
14,0003(brokerage business),17,17,14,0253(brokerage business),540,-3,14,0240(brokerage business),123,4
15,0137(brokerage business),16,-7,15,0331(brokerage business),415,-1,15,0008(brokerage business),103,0
16,0244(brokerage business),15,15,16,0042(brokerage business),384,6,16,0268(brokerage business),96,-4
17,0081(brokerage business),14,4,17,0163(brokerage business),346,7,17,0239(brokerage business),93,0
18,0009(brokerage business),13,-2,18,0096(brokerage business),340,1,18,0323(brokerage business),84,0
19,0088(brokerage business),13,9,19,0372(brokerage business),317,-1,19,0096(brokerage business),71,0
20,0042(brokerage business),12,-5,20,0004(brokerage business),305,6,20,0088(brokerage business),64,2
Total,,1082,-7,Total,,14923,108,Total,,17148,67
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2609,,,,,,,,,,2026-08-18,
1,8163(brokerage business),5034,138,1,8148(brokerage business),2788,24,1,8148(brokerage business),2955,-67
2,8253(brokerage business),2674,-148,2,8004(brokerage business),2629,-166,2,8004(brokerage business),2660,-22
3,8148(brokerage business),2297,-540,3,8081(brokerage business),797,-4,3,8009(brokerage business),1345,0
4,8004(brokerage business),1464,-8,4,8184(brokerage business),734,-90,4,8081(brokerage business),948,1
5,8123(brokerage business),1062,396,5,8009(brokerage business),645,1,5,8025(brokerage business),700,0
6,8275(brokerage business),664,560,6,8082(brokerage business),627,-17,6,8323(brokerage business),631,7
7,8081(brokerage business),621,-116,7,8323(brokerage business),615,-46,7,8082(brokerage business),549,-3
8,8272(brokerage business),619,131,8,8103(brokerage business),583,-67,8,8161(brokerage business),508,-66
9,8003(brokerage business),512,3,9,8161(brokerage business),515,-74,9,8103(brokerage business),486,-61
10,8308(brokerage business),491,32,10,8163(brokerage business),489,-283,10,8163(brokerage business),445,21
11,8096(brokerage business),472,18,11,8048(brokerage business),383,63,11,8049(brokerage business),400,0
12,8082(brokerage business),432,-49,12,8253(brokerage business),331,-45,12,8240(brokerage business),399,-50
13,8161(brokerage business),408,87,13,8239(brokerage business),265,-32,13,8096(brokerage business),385,-38
14,8051(brokerage business),302,273,14,8272(brokerage business),198,25,14,8048(brokerage business),369,67
15,8009(brokerage business),299,-22,15,8001(brokerage business),159,-4,15,8274(brokerage business),161,1
16,8048(brokerage business),262,-8,16,8084(brokerage business),130,-59,16,8308(brokerage business),106,-75
17,8153(brokerage business),213,-25,17,8311(brokerage business),117,-21,17,8013(brokerage business),80,-3
18,8184(brokerage business),200,18,18,8038(brokerage business),107,-28,18,8184(brokerage business),80,60
19,8103(brokerage business),174,-20,19,8335(brokerage business),98,-12,19,8253(brokerage business),32,-83
20,8069(brokerage business),171,-2,20,8153(brokerage business),91,3,20,8034(brokerage business),31,-14
Total,,18371,718,Total,,12301,-832,Total,,13270,-325
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-08-18,,,,
Name of FF Member/OSBP,549242,-98591,Name of FF Member/OSBP,626762,-19179,Name of FF Member/OSBP,624359,-19041,,,
Name of Non-FF Member/OSNBP,598,593,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,2403,-138,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2609,,,,,,,,,,2026-08-18,
1,0148(brokerage business),35522,-8092,1,0148(brokerage business),24331,-2335,1,0004(brokerage business),21468,-1260
2,0004(brokerage business),30042,-11819,2,0004(brokerage business),22156,-2497,2,0148(brokerage business),18564,-4051
3,0163(brokerage business),25640,-4153,3,0163(brokerage business),8035,-1032,3,0275(brokerage business),7784,-487
4,0253(brokerage business),15839,-4011,4,0139(brokerage business),7908,568,4,0253(brokerage business),7235,2
5,0275(brokerage business),10115,-2510,5,0161(brokerage business),6221,-381,5,0139(brokerage business),6525,-950
6,0123(brokerage business),6539,2841,6,0253(brokerage business),5330,-100,6,0034(brokerage business),6074,-221
7,0272(brokerage business),4879,-2605,7,0123(brokerage business),5223,-247,7,0272(brokerage business),5861,-406
8,0081(brokerage business),4358,-3725,8,0323(brokerage business),4677,-937,8,0240(brokerage business),5727,-104
9,0323(brokerage business),4289,471,9,0034(brokerage business),4322,-975,9,0268(brokerage business),5563,-400
10,0259(brokerage business),4183,-1081,10,0272(brokerage business),4303,-888,10,0049(brokerage business),4528,159
11,0240(brokerage business),3072,-1820,11,0069(brokerage business),4273,-719,11,0163(brokerage business),4017,-2280
12,0268(brokerage business),2658,-830,12,0003(brokerage business),3778,-45,12,0103(brokerage business),3594,-278
13,0034(brokerage business),2538,-2678,13,0103(brokerage business),3469,-730,13,0123(brokerage business),3395,-590
14,0139(brokerage business),2324,429,14,0335(brokerage business),3000,-958,14,0161(brokerage business),3280,458
15,0069(brokerage business),2097,-1554,15,0096(brokerage business),2817,-480,15,0082(brokerage business),3013,-261
16,0018(brokerage business),1973,246,16,0049(brokerage business),2686,-28,16,0002(brokerage business),2858,-292
17,0042(brokerage business),1798,-434,17,0240(brokerage business),2653,-484,17,0019(brokerage business),2816,-147
18,0161(brokerage business),1761,-735,18,0275(brokerage business),2503,-136,18,0069(brokerage business),2556,-68
19,0151(brokerage business),1675,873,19,0268(brokerage business),2346,-436,19,0018(brokerage business),2497,-41
20,0043(brokerage business),1608,-460,20,0153(brokerage business),2256,-206,20,0042(brokerage business),2288,-31
Total,,162910,-41647,Total,,122287,-13046,Total,,119643,-11248
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2610,,,,,,,,,,2026-08-18,
1,0004(brokerage business),43658,154,1,0148(brokerage business),37108,1255,1,0004(brokerage business),37328,3622
2,0148(brokerage business),34209,-3056,2,0004(brokerage business),22274,1306,2,0148(brokerage business),32132,2274
3,0163(brokerage business),28563,-1309,3,0163(brokerage business),17191,1135,3,0123(brokerage business),17590,164
4,0253(brokerage business),16723,-2475,4,0239(brokerage business),17063,-2035,4,0163(brokerage business),13248,876
5,0275(brokerage business),13919,-2738,5,0335(brokerage business),11304,378,5,0058(brokerage business),9660,72
6,0081(brokerage business),7631,-861,6,0272(brokerage business),9585,907,6,0103(brokerage business),8782,576
7,0323(brokerage business),7407,2131,7,0034(brokerage business),8978,1018,7,0272(brokerage business),8062,-199
8,0239(brokerage business),4905,667,8,0268(brokerage business),6976,65,8,0239(brokerage business),7056,-1062
9,0268(brokerage business),4660,971,9,0103(brokerage business),6125,34,9,0253(brokerage business),6660,-503
10,0272(brokerage business),4624,-223,10,0253(brokerage business),5539,286,10,0323(brokerage business),6371,648
11,0240(brokerage business),4305,-2834,11,0049(brokerage business),5389,32,11,0139(brokerage business),6289,506
12,0123(brokerage business),4258,-3473,12,0323(brokerage business),5223,407,12,0240(brokerage business),5838,257
13,0034(brokerage business),3508,-799,13,0084(brokerage business),5059,-104,13,0096(brokerage business),4125,-6
14,0069(brokerage business),2915,-897,14,0042(brokerage business),5021,202,14,0008(brokerage business),3866,231
15,0096(brokerage business),2505,1440,15,0069(brokerage business),4344,172,15,0082(brokerage business),3806,251
16,0103(brokerage business),2382,-2220,16,0275(brokerage business),4085,542,16,0059(brokerage business),3805,8
17,0161(brokerage business),2214,771,17,0240(brokerage business),3919,216,17,0275(brokerage business),3783,-13
18,0153(brokerage business),2079,1246,18,0077(brokerage business),3664,-24,18,0009(brokerage business),3527,91
19,0308(brokerage business),2006,-539,19,0184(brokerage business),3304,0,19,0372(brokerage business),3436,31
20,0067(brokerage business),1859,-84,20,0123(brokerage business),3270,358,20,0034(brokerage business),3331,-92
Total,,194330,-14128,Total,,185421,6150,Total,,188695,7732
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2611,,,,,,,,,,2026-08-18,
1,0148(brokerage business),11246,-513,1,0004(brokerage business),9728,731,1,0004(brokerage business),12085,1107
2,0163(brokerage business),7149,339,2,0148(brokerage business),9024,281,2,0123(brokerage business),9626,340
3,0004(brokerage business),5678,-2996,3,0268(brokerage business),6066,1773,3,0148(brokerage business),9216,-1061
4,0253(brokerage business),3557,-750,4,0272(brokerage business),4220,5,4,0103(brokerage business),4153,51
5,0323(brokerage business),2864,395,5,0034(brokerage business),3693,293,5,0139(brokerage business),3889,2
6,0275(brokerage business),1982,-535,6,0323(brokerage business),3502,-2067,6,0163(brokerage business),3747,55
7,0268(brokerage business),1943,1159,7,0069(brokerage business),2779,-245,7,0058(brokerage business),3693,10
8,0308(brokerage business),890,-680,8,0163(brokerage business),2676,-40,8,0308(brokerage business),3223,19
9,0240(brokerage business),878,-434,9,0049(brokerage business),2476,5,9,0048(brokerage business),2102,372
10,0069(brokerage business),740,-653,10,0239(brokerage business),2472,156,10,0096(brokerage business),1786,3
11,0059(brokerage business),730,-38,11,0077(brokerage business),2296,209,11,0002(brokerage business),1770,124
12,0081(brokerage business),711,-694,12,0153(brokerage business),1438,-30,12,0268(brokerage business),1551,30
13,0123(brokerage business),666,63,13,0253(brokerage business),1406,129,13,0311(brokerage business),1414,308
14,0272(brokerage business),663,-53,14,0123(brokerage business),1304,142,14,0003(brokerage business),1398,22
15,0077(brokerage business),495,-160,15,0275(brokerage business),1186,53,15,0275(brokerage business),1120,-63
16,0034(brokerage business),494,349,16,0059(brokerage business),1165,10,16,0272(brokerage business),1109,220
17,0161(brokerage business),494,277,17,0372(brokerage business),1090,3,17,0323(brokerage business),1011,387
18,0125(brokerage business),482,444,18,0139(brokerage business),981,-3,18,0253(brokerage business),919,-102
19,0186(brokerage business),476,214,19,0240(brokerage business),916,-61,19,0240(brokerage business),881,23
20,0274(brokerage business),432,-678,20,0042(brokerage business),865,112,20,0008(brokerage business),879,108
Total,,42570,-4944,Total,,59283,1456,Total,,65572,1955
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2612,,,,,,,,,,2026-08-18,
1,0163(brokerage business),3013,1222,1,0148(brokerage business),8158,-51,1,0148(brokerage business),9330,13
2,0004(brokerage business),1906,639,2,0004(brokerage business),6201,884,2,0004(brokerage business),6699,-104
3,0148(brokerage business),1440,-235,3,0272(brokerage business),4635,46,3,0139(brokerage business),6078,650
4,0323(brokerage business),1402,-311,4,0034(brokerage business),3084,11,4,0123(brokerage business),5853,-1
5,0240(brokerage business),1364,984,5,0268(brokerage business),2281,10,5,0239(brokerage business),3521,555
6,0308(brokerage business),1199,409,6,0096(brokerage business),2151,23,6,0103(brokerage business),3517,58
7,0081(brokerage business),982,258,7,0323(brokerage business),2066,350,7,0042(brokerage business),2928,1
8,0272(brokerage business),848,564,8,0315(brokerage business),1827,0,8,0268(brokerage business),1567,7
9,0339(brokerage business),793,334,9,0103(brokerage business),1507,5,9,0272(brokerage business),1483,550
10,0139(brokerage business),750,739,10,0123(brokerage business),1462,10,10,0082(brokerage business),1338,-5
11,0151(brokerage business),750,748,11,0042(brokerage business),1407,0,11,0163(brokerage business),1100,378
12,0069(brokerage business),694,97,12,0069(brokerage business),1335,69,12,0275(brokerage business),903,-1
13,0271(brokerage business),683,566,13,0007(brokerage business),1301,1,13,0323(brokerage business),835,-576
14,0239(brokerage business),579,531,14,0274(brokerage business),1224,-61,14,0240(brokerage business),814,12
15,0253(brokerage business),529,-378,15,0240(brokerage business),986,22,15,0308(brokerage business),775,-92
16,0274(brokerage business),311,70,16,0321(brokerage business),976,38,16,0125(brokerage business),759,-1
17,0275(brokerage business),274,129,17,0003(brokerage business),943,61,17,0151(brokerage business),752,750
18,0123(brokerage business),251,-48,18,0139(brokerage business),838,0,18,0253(brokerage business),520,-177
19,0137(brokerage business),211,138,19,0254(brokerage business),824,0,19,0274(brokerage business),503,30
20,0268(brokerage business),171,-12,20,0049(brokerage business),775,8,20,0262(brokerage business),450,15
Total,,18150,6444,Total,,43981,1426,Total,,49725,2062
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2701,,,,,,,,,,2026-08-18,
1,0163(brokerage business),2781,460,1,0034(brokerage business),5143,463,1,0148(brokerage business),7820,-43
2,0148(brokerage business),1814,-352,2,0148(brokerage business),4154,33,2,0004(brokerage business),3507,452
3,0323(brokerage business),1197,-192,3,0049(brokerage business),2631,429,3,0042(brokerage business),2021,-134
4,0004(brokerage business),1120,-105,4,0004(brokerage business),2318,84,4,0249(brokerage business),1590,0
5,0049(brokerage business),826,96,5,0323(brokerage business),2079,444,5,0103(brokerage business),1509,9
6,0034(brokerage business),590,-1396,6,0069(brokerage business),1921,9,6,0277(brokerage business),1018,215
7,0253(brokerage business),556,-774,7,0268(brokerage business),1760,-7,7,0253(brokerage business),918,-139
