"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-17,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
3,0163(brokerage business),2641,320,3,0339(brokerage business),1696,0,3,0148(brokerage business),1589,826
4,0271(brokerage business),2301,1453,4,0069(brokerage business),1534,325,4,0004(brokerage business),1084,-30
5,0148(brokerage business),2012,1050,5,0163(brokerage business),1487,23,5,0069(brokerage business),829,121
6,0069(brokerage business),1484,1386,6,0148(brokerage business),1483,96,6,0163(brokerage business),761,418
7,0006(brokerage business),792,591,7,0077(brokerage business),1120,-43,7,0058(brokerage business),680,8
8,0272(brokerage business),583,513,8,0272(brokerage business),951,267,8,0240(brokerage business),644,91
9,0268(brokerage business),565,523,9,0022(brokerage business),797,0,9,0082(brokerage business),642,35
10,0274(brokerage business),432,301,10,0288(brokerage business),776,399,10,0308(brokerage business),408,-1
11,0288(brokerage business),406,394,11,0049(brokerage business),225,45,11,0081(brokerage business),385,-59
12,0308(brokerage business),379,145,12,0025(brokerage business),205,85,12,0103(brokerage business),371,18
13,0029(brokerage business),322,302,13,0253(brokerage business),202,131,13,0253(brokerage business),327,19
14,0323(brokerage business),276,207,14,0295(brokerage business),197,0,14,0029(brokerage business),326,320
15,0275(brokerage business),244,102,15,0275(brokerage business),192,0,15,0096(brokerage business),305,96
16,0049(brokerage business),226,156,16,0059(brokerage business),150,0,16,0295(brokerage business),303,16
17,0333(brokerage business),222,204,17,0096(brokerage business),119,30,17,0272(brokerage business),268,128
18,0123(brokerage business),213,200,18,0178(brokerage business),70,-35,18,0059(brokerage business),266,177
19,0096(brokerage business),206,182,19,0240(brokerage business),57,26,19,0268(brokerage business),257,25
20,0240(brokerage business),199,117,20,0103(brokerage business),56,-5,20,0320(brokerage business),245,193
Total,,19776,11602,Total,,16340,2981,Total,,13363,3213
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：niall,,,,,,,2026-09-17,,,,
Name of FF Member/OSBP,561158,-185841,Name of FF Member/OSBP,354573,-11055,Name of FF Member/OSBP,351007,-11431,,,
Name of Non-FF Member/OSNBP,380,371,Name of Non-FF Member/OSNBP,30,0,Name of Non-FF Member/OSNBP,3596,376,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2610,,,,,,,,,,2026-09-17,
1,0004(brokerage business),44568,-15140,1,0004(brokerage business),10281,-709,1,0004(brokerage business),15516,-2088
2,0163(brokerage business),31418,-13314,2,0163(brokerage business),5620,-143,2,0148(brokerage business),9798,-2289
3,0148(brokerage business),22822,-15881,3,0253(brokerage business),5596,-562,3,0082(brokerage business),9005,34
4,0253(brokerage business),17222,-7949,4,0103(brokerage business),4866,-402,4,0253(brokerage business),4266,-668
5,0272(brokerage business),12405,-4165,5,0148(brokerage business),4856,-509,5,0240(brokerage business),3766,-67
6,0123(brokerage business),11061,-6307,6,0034(brokerage business),4259,-374,6,0163(brokerage business),3572,-649
7,0081(brokerage business),10431,-3480,7,0096(brokerage business),3471,-143,7,0272(brokerage business),3292,-917
8,0275(brokerage business),8532,-3415,8,0240(brokerage business),3007,-666,8,0059(brokerage business),3056,-287
9,0240(brokerage business),7035,-5337,9,0275(brokerage business),2922,-433,9,0139(brokerage business),3052,-449
10,0268(brokerage business),5276,-3493,10,0272(brokerage business),2763,-618,10,0161(brokerage business),2443,-246
11,0161(brokerage business),4872,-1174,11,0042(brokerage business),2607,-254,11,0259(brokerage business),2214,726
12,0186(brokerage business),4845,-1368,12,0003(brokerage business),2509,-641,12,0103(brokerage business),2142,-529
13,0034(brokerage business),4673,-2882,13,0081(brokerage business),2291,-225,13,0018(brokerage business),2025,-95
14,0059(brokerage business),4627,-762,14,0049(brokerage business),2086,-152,14,0323(brokerage business),1981,-251
15,0298(brokerage business),4443,-1103,15,0161(brokerage business),2034,-372,15,0268(brokerage business),1903,-501
16,0308(brokerage business),3988,-1070,16,0308(brokerage business),1988,-263,16,0335(brokerage business),1800,-643
17,0259(brokerage business),3335,124,17,0123(brokerage business),1962,-216,17,0308(brokerage business),1762,359
18,0288(brokerage business),3022,-60,18,0316(brokerage business),1846,-16,18,0275(brokerage business),1485,-406
19,0069(brokerage business),2935,-3754,19,0268(brokerage business),1742,-743,19,0288(brokerage business),1425,-211
20,0096(brokerage business),2774,-2094,20,0067(brokerage business),1713,42,20,0043(brokerage business),1423,140
Total,,210284,-92624,Total,,68419,-7399,Total,,75926,-9037
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2611,,,,,,,,,,2026-09-17,
1,0148(brokerage business),24566,-4277,1,0103(brokerage business),17049,381,1,0004(brokerage business),22852,204
2,0004(brokerage business),23477,-13985,2,0004(brokerage business),13115,345,2,0184(brokerage business),14020,455
3,0163(brokerage business),16154,-1076,3,0148(brokerage business),12831,372,3,0148(brokerage business),11498,-1792
4,0272(brokerage business),12204,7566,4,0096(brokerage business),7356,-20,4,0239(brokerage business),7817,248
5,0253(brokerage business),9310,-4208,5,0077(brokerage business),6796,50,5,0272(brokerage business),4998,40
6,0123(brokerage business),7961,-1542,6,0272(brokerage business),5235,728,6,0009(brokerage business),4828,98
7,0275(brokerage business),6643,-2802,7,0163(brokerage business),4937,748,7,0082(brokerage business),4469,167
8,0081(brokerage business),4770,-3202,8,0253(brokerage business),4033,584,8,0335(brokerage business),4031,-322
9,0308(brokerage business),4741,-727,9,0003(brokerage business),3668,31,9,0163(brokerage business),3847,284
10,0059(brokerage business),3634,26,10,0178(brokerage business),2890,255,10,0042(brokerage business),3457,392
11,0034(brokerage business),3468,174,11,0240(brokerage business),2613,-658,11,0323(brokerage business),3234,321
12,0240(brokerage business),3089,-3261,12,0308(brokerage business),2534,931,12,0308(brokerage business),2719,200
13,0335(brokerage business),3051,1159,13,0059(brokerage business),2081,0,13,0123(brokerage business),2673,53
14,0259(brokerage business),3033,389,14,0316(brokerage business),2013,2,14,0096(brokerage business),2630,163
15,0268(brokerage business),2510,-99,15,0034(brokerage business),1996,-172,15,0103(brokerage business),2606,254
16,0103(brokerage business),1931,-122,16,0259(brokerage business),1981,1453,16,0240(brokerage business),2574,-113
17,0009(brokerage business),1677,-1420,17,0018(brokerage business),1774,-145,17,0253(brokerage business),2494,164
18,0323(brokerage business),1573,-8,18,0069(brokerage business),1756,-73,18,0275(brokerage business),2388,35
19,0096(brokerage business),1505,-1171,19,0161(brokerage business),1558,83,19,0059(brokerage business),2087,-140
20,0018(brokerage business),1406,-205,20,0335(brokerage business),1371,-13,20,0274(brokerage business),1647,-202
Total,,136703,-28791,Total,,97587,4882,Total,,106869,509
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2612,,,,,,,,,,2026-09-17,
1,0004(brokerage business),9795,1793,1,0148(brokerage business),14670,50,1,0004(brokerage business),22861,-404
2,0148(brokerage business),7677,-964,2,0103(brokerage business),7992,-6,2,0148(brokerage business),6046,-743
3,0163(brokerage business),3918,227,3,0096(brokerage business),5115,-125,3,0253(brokerage business),4099,-785
4,0253(brokerage business),3255,-1318,4,0004(brokerage business),3550,759,4,0272(brokerage business),3257,-1422
5,0081(brokerage business),2523,-817,5,0268(brokerage business),2690,297,5,0042(brokerage business),2950,26
6,0275(brokerage business),2467,634,6,0272(brokerage business),2495,14,6,0003(brokerage business),2615,-1
7,0272(brokerage business),2138,989,7,0316(brokerage business),2253,0,7,0123(brokerage business),2608,-4
8,0259(brokerage business),1917,1455,8,0178(brokerage business),2013,95,8,0009(brokerage business),2224,185
9,0123(brokerage business),1810,125,9,0163(brokerage business),1967,-69,9,0139(brokerage business),2171,-18
10,0335(brokerage business),1719,1590,10,0003(brokerage business),1938,6,10,0335(brokerage business),1732,1578
11,0308(brokerage business),1513,518,11,0253(brokerage business),1074,-2,11,0022(brokerage business),1432,0
12,0059(brokerage business),1499,-64,12,0034(brokerage business),969,-49,12,0240(brokerage business),1414,54
13,0240(brokerage business),892,-134,13,0308(brokerage business),969,-19,13,0184(brokerage business),884,300
14,0058(brokerage business),773,157,14,0240(brokerage business),899,18,14,0043(brokerage business),804,-5
15,0034(brokerage business),722,-45,15,0311(brokerage business),877,1,15,0007(brokerage business),784,3
16,0096(brokerage business),630,-3,16,0338(brokerage business),877,186,16,0308(brokerage business),753,360
17,0268(brokerage business),595,104,17,0042(brokerage business),829,-21,17,0163(brokerage business),742,137
18,0077(brokerage business),448,-248,18,0018(brokerage business),775,-31,18,0058(brokerage business),701,42
19,0029(brokerage business),439,152,19,0263(brokerage business),760,-12,19,0323(brokerage business),697,206
20,0298(brokerage business),415,-8,20,0298(brokerage business),705,-55,20,0096(brokerage business),681,367
Total,,45145,4143,Total,,53417,1037,Total,,59455,-124
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2701,,,,,,,,,,2026-09-17,
1,0148(brokerage business),3990,200,1,0096(brokerage business),4165,-35,1,0253(brokerage business),4775,805
2,0004(brokerage business),2751,-1307,2,0103(brokerage business),2912,7,2,0148(brokerage business),4172,-1605
3,0253(brokerage business),2497,1548,3,0148(brokerage business),1573,-39,3,0004(brokerage business),4059,714
4,0163(brokerage business),2305,-1229,4,0004(brokerage business),1254,29,4,0272(brokerage business),2821,-1605
5,0272(brokerage business),2105,1475,5,0163(brokerage business),978,-109,5,0042(brokerage business),2455,91
6,0275(brokerage business),2086,-879,6,0240(brokerage business),889,-25,6,0240(brokerage business),1984,27
7,0081(brokerage business),1392,-430,7,0034(brokerage business),886,580,7,0311(brokerage business),1131,0
8,0059(brokerage business),1118,474,8,0253(brokerage business),745,16,8,0320(brokerage business),1124,486
9,0034(brokerage business),932,720,9,0025(brokerage business),733,6,9,0022(brokerage business),711,0
10,0123(brokerage business),710,-416,10,0123(brokerage business),605,-28,10,0103(brokerage business),624,8
11,0320(brokerage business),510,161,11,0069(brokerage business),584,14,11,0163(brokerage business),565,116
12,0308(brokerage business),443,-117,12,0178(brokerage business),545,52,12,0268(brokerage business),428,50
13,0268(brokerage business),430,38,13,0169(brokerage business),519,-2,13,0288(brokerage business),419,2
14,0330(brokerage business),409,407,14,0272(brokerage business),519,-8,14,0058(brokerage business),394,9
15,0319(brokerage business),376,10,15,0003(brokerage business),463,0,15,0269(brokerage business),250,250
16,0339(brokerage business),354,-61,16,0038(brokerage business),459,0,16,0009(brokerage business),248,241
17,0051(brokerage business),277,263,17,0081(brokerage business),380,61,17,0051(brokerage business),123,123
18,0103(brokerage business),273,-241,18,0268(brokerage business),374,10,18,0331(brokerage business),121,0
19,0269(brokerage business),271,267,19,0323(brokerage business),373,-29,19,0019(brokerage business),114,0
20,0009(brokerage business),266,187,20,0298(brokerage business),361,-84,20,0275(brokerage business),82,10
Total,,23495,1070,Total,,19317,416,Total,,26600,-278
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-09-17,,,,
Name of FF Member/OSBP,303344,-62528,Name of FF Member/OSBP,70723,-1100,Name of FF Member/OSBP,70723,-1100,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2610,,,,,,,,,,2026-09-17,
1,0004(brokerage business),34836,-6419,1,0004(brokerage business),2843,-161,1,0004(brokerage business),3867,-315
2,0148(brokerage business),22924,-5263,2,0148(brokerage business),2459,-134,2,0148(brokerage business),2827,-374
3,0163(brokerage business),15098,-3576,3,0268(brokerage business),2322,31,3,0163(brokerage business),1984,-67
4,0275(brokerage business),8772,-2900,4,0163(brokerage business),2020,71,4,0240(brokerage business),1842,-228
5,0253(brokerage business),8171,-1528,5,0240(brokerage business),1143,-201,5,0272(brokerage business),1337,-61
6,0081(brokerage business),7068,-59,6,0272(brokerage business),816,-105,6,0018(brokerage business),1009,147
7,0240(brokerage business),6921,-2306,7,0096(brokerage business),814,22,7,0103(brokerage business),1007,-38
8,0272(brokerage business),6020,-576,8,0275(brokerage business),808,41,8,0034(brokerage business),764,-132
9,0298(brokerage business),4754,-389,9,0059(brokerage business),776,-34,9,0253(brokerage business),758,-58
10,0268(brokerage business),4717,-350,10,0034(brokerage business),765,-188,10,0153(brokerage business),735,17
11,0259(brokerage business),4650,743,11,0049(brokerage business),755,-81,11,0042(brokerage business),699,-15
12,0034(brokerage business),4196,-276,12,0007(brokerage business),664,-105,12,0323(brokerage business),682,-92
13,0186(brokerage business),3610,-374,13,0082(brokerage business),579,-86,13,0335(brokerage business),596,-74
14,0308(brokerage business),3304,-114,14,0123(brokerage business),558,0,14,0096(brokerage business),539,-19
15,0059(brokerage business),3188,-825,15,0081(brokerage business),491,61,15,0161(brokerage business),507,-7
16,0103(brokerage business),2291,-481,16,0103(brokerage business),483,49,16,0139(brokerage business),502,-3
17,0137(brokerage business),2253,9,17,0009(brokerage business),466,100,17,0082(brokerage business),458,38
18,0161(brokerage business),2236,-16,18,0252(brokerage business),439,7,18,0007(brokerage business),440,25
19,0323(brokerage business),2065,-507,19,0288(brokerage business),430,-34,19,0048(brokerage business),433,-1
20,0096(brokerage business),1827,-473,20,0042(brokerage business),428,-55,20,0049(brokerage business),431,40
Total,,148901,-25680,Total,,20059,-802,Total,,21417,-1217
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2611,,,,,,,,,,2026-09-17,
1,0004(brokerage business),13201,-935,1,0004(brokerage business),2341,-132,1,0004(brokerage business),2035,-49
2,0148(brokerage business),9418,-1132,2,0148(brokerage business),2102,83,2,0148(brokerage business),1966,-107
3,0163(brokerage business),6233,-2342,3,0163(brokerage business),1067,61,3,0272(brokerage business),1824,-62
4,0275(brokerage business),6072,-911,4,0272(brokerage business),1036,-28,4,0323(brokerage business),1470,26
5,0253(brokerage business),3821,-1596,5,0084(brokerage business),949,-35,5,0163(brokerage business),1170,-70
6,0059(brokerage business),2118,-161,6,0096(brokerage business),879,-64,6,0042(brokerage business),993,-35
7,0272(brokerage business),1940,-273,7,0268(brokerage business),874,-21,7,0007(brokerage business),865,22
8,0081(brokerage business),1907,-613,8,0034(brokerage business),865,29,8,0096(brokerage business),751,65
9,0259(brokerage business),1748,216,9,0049(brokerage business),758,30,9,0240(brokerage business),609,54
10,0240(brokerage business),1638,-1066,10,0123(brokerage business),638,15,10,0139(brokerage business),600,97
11,0123(brokerage business),1354,-390,11,0059(brokerage business),609,-70,11,0178(brokerage business),567,18
12,0034(brokerage business),1228,390,12,0253(brokerage business),453,-32,12,0077(brokerage business),485,-3
13,0268(brokerage business),1015,71,13,0240(brokerage business),441,80,13,0335(brokerage business),439,-12
14,0137(brokerage business),995,215,14,0052(brokerage business),419,-4,14,0003(brokerage business),404,5
15,0298(brokerage business),832,-456,15,0274(brokerage business),386,19,15,0268(brokerage business),363,-34
16,0096(brokerage business),807,-390,16,0103(brokerage business),377,-8,16,0059(brokerage business),354,38
17,0271(brokerage business),747,32,17,0082(brokerage business),349,13,17,0103(brokerage business),350,-4
18,0186(brokerage business),738,-86,18,0069(brokerage business),325,37,18,0239(brokerage business),339,0
19,0043(brokerage business),736,-78,19,0315(brokerage business),319,-2,19,0086(brokerage business),290,2
20,0007(brokerage business),713,-213,20,0275(brokerage business),302,69,20,0253(brokerage business),287,-39
Total,,57261,-9718,Total,,15489,40,Total,,16161,-88
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2612,,,,,,,,,,2026-09-17,
1,0148(brokerage business),3081,-445,1,0004(brokerage business),2105,109,1,0240(brokerage business),1271,-30
2,0004(brokerage business),2869,-359,2,0148(brokerage business),1071,10,2,0148(brokerage business),1227,25
3,0275(brokerage business),2292,-657,3,0096(brokerage business),911,0,3,0004(brokerage business),1091,14
4,0163(brokerage business),1697,-205,4,0268(brokerage business),806,-7,4,0163(brokerage business),950,-29
5,0253(brokerage business),1298,-811,5,0272(brokerage business),624,-4,5,0272(brokerage business),848,-3
6,0059(brokerage business),1086,-246,6,0049(brokerage business),557,-3,6,0007(brokerage business),658,-19
7,0123(brokerage business),845,-129,7,0288(brokerage business),348,34,7,0034(brokerage business),564,-15
8,0096(brokerage business),636,-20,8,0163(brokerage business),347,-52,8,0077(brokerage business),529,0
9,0034(brokerage business),461,-146,9,0016(brokerage business),322,17,9,0315(brokerage business),325,-9
10,0240(brokerage business),402,-239,10,0240(brokerage business),317,18,10,0096(brokerage business),254,14
11,0081(brokerage business),366,-117,11,0009(brokerage business),310,0,11,0295(brokerage business),178,11
12,0342(brokerage business),348,-33,12,0019(brokerage business),226,4,12,0349(brokerage business),161,161
13,0007(brokerage business),337,-289,13,0034(brokerage business),178,-16,13,0320(brokerage business),125,3
14,0259(brokerage business),292,-151,14,0123(brokerage business),161,-3,14,0009(brokerage business),123,-6
15,0103(brokerage business),274,-87,15,0252(brokerage business),152,1,15,0067(brokerage business),121,2
16,0257(brokerage business),272,39,16,0253(brokerage business),145,-1,16,0268(brokerage business),99,12
17,0272(brokerage business),253,-139,17,0052(brokerage business),91,0,17,0253(brokerage business),85,7
18,0271(brokerage business),223,-151,18,0007(brokerage business),82,8,18,0288(brokerage business),78,-6
19,0137(brokerage business),206,-112,19,0136(brokerage business),74,0,19,0103(brokerage business),75,14
20,0268(brokerage business),185,-20,20,0157(brokerage business),72,0,20,0141(brokerage business),72,-4
Total,,17423,-4317,Total,,8899,115,Total,,8834,142
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：aoall,,,,,,,2026-09-17,,,,
Name of FF Member/OSBP,364492,97870,Name of FF Member/OSBP,476781,8926,Name of FF Member/OSBP,474481,8926,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,2300,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2610,,,,,,,,,,2026-09-17,
1,0163(brokerage business),4195,750,1,0096(brokerage business),2496,-214,1,0148(brokerage business),8083,277
2,0004(brokerage business),3118,956,2,0004(brokerage business),2306,-128,2,0004(brokerage business),3851,-384
3,0148(brokerage business),2365,1207,3,0148(brokerage business),1703,-20,3,0163(brokerage business),2079,-6
4,0275(brokerage business),1803,722,4,0082(brokerage business),1498,-652,4,0103(brokerage business),1856,-70
5,0081(brokerage business),1394,531,5,0253(brokerage business),1483,-220,5,0323(brokerage business),1287,-275
6,0029(brokerage business),1071,171,6,0163(brokerage business),1470,-189,6,0253(brokerage business),1186,194
7,0151(brokerage business),1015,892,7,0298(brokerage business),1231,-78,7,0139(brokerage business),1089,12
8,0312(brokerage business),1000,975,8,0327(brokerage business),993,-37,8,0003(brokerage business),1064,-1
9,0123(brokerage business),995,427,9,0288(brokerage business),968,167,9,0059(brokerage business),999,45
10,0253(brokerage business),856,99,10,0323(brokerage business),962,-15,10,0268(brokerage business),884,-130
11,0069(brokerage business),823,227,11,0034(brokerage business),950,-61,11,0274(brokerage business),800,-9
12,0240(brokerage business),689,231,12,0240(brokerage business),932,36,12,0136(brokerage business),792,15
13,0082(brokerage business),672,-12,13,0029(brokerage business),926,23,13,0019(brokerage business),750,-357
14,0268(brokerage business),631,306,14,0018(brokerage business),922,-38,14,0272(brokerage business),681,-57
15,0298(brokerage business),629,282,15,0161(brokerage business),894,-22,15,0029(brokerage business),641,-976
16,0259(brokerage business),587,480,16,0272(brokerage business),890,-58,16,0275(brokerage business),631,80
17,0288(brokerage business),495,226,17,0275(brokerage business),839,-37,17,0081(brokerage business),565,-10
18,0096(brokerage business),471,234,18,0003(brokerage business),796,-349,18,0349(brokerage business),563,16
19,0272(brokerage business),467,14,19,0007(brokerage business),730,-5,19,0082(brokerage business),535,2
20,0323(brokerage business),454,73,20,0055(brokerage business),715,0,20,0321(brokerage business),517,0
Total,,23730,8791,Total,,23704,-1897,Total,,28853,-1634
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2611,,,,,,,,,,2026-09-17,
1,0163(brokerage business),4942,1117,1,0272(brokerage business),13369,-527,1,0151(brokerage business),9041,283
2,0253(brokerage business),3839,1780,2,0323(brokerage business),12188,147,2,0323(brokerage business),8633,127
3,0004(brokerage business),3258,449,3,0082(brokerage business),10668,13,3,0004(brokerage business),7383,-238
4,0148(brokerage business),2475,363,4,0151(brokerage business),8162,6,4,0148(brokerage business),7373,-488
5,0240(brokerage business),1486,68,5,0004(brokerage business),6982,-62,5,0163(brokerage business),6601,200
6,0275(brokerage business),1481,506,6,0253(brokerage business),6654,-197,6,0240(brokerage business),6098,-178
7,0178(brokerage business),1465,439,7,0240(brokerage business),5624,-134,7,0178(brokerage business),4387,-1
8,0009(brokerage business),1220,761,8,0178(brokerage business),4614,114,8,0253(brokerage business),4203,-312
9,0161(brokerage business),1155,295,9,0077(brokerage business),3808,106,9,0161(brokerage business),3925,78
10,0058(brokerage business),996,467,10,0161(brokerage business),3767,-5,10,0103(brokerage business),3762,54
11,0059(brokerage business),943,96,11,0148(brokerage business),3370,89,11,0058(brokerage business),3495,860
12,0029(brokerage business),931,472,12,0163(brokerage business),3145,-136,12,0274(brokerage business),3195,426
13,0151(brokerage business),861,114,13,0048(brokerage business),1834,25,13,0019(brokerage business),2874,-106
14,0268(brokerage business),808,56,14,0009(brokerage business),1774,471,14,0082(brokerage business),2770,328
15,0272(brokerage business),807,348,15,0308(brokerage business),1577,5,15,0268(brokerage business),2629,-184
16,0081(brokerage business),702,266,16,0034(brokerage business),1522,13,16,0335(brokerage business),2524,-35
17,0048(brokerage business),543,268,17,0029(brokerage business),1246,460,17,0288(brokerage business),1828,-7
18,0082(brokerage business),493,224,18,0103(brokerage business),1100,46,18,0048(brokerage business),1717,-126
19,0274(brokerage business),480,407,19,0268(brokerage business),990,-166,19,0081(brokerage business),1283,63
20,0096(brokerage business),354,100,20,0244(brokerage business),939,304,20,0295(brokerage business),1102,-6
Total,,29239,8596,Total,,93333,572,Total,,84823,738
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2612,,,,,,,,,,2026-09-17,
1,0163(brokerage business),3870,3088,1,0323(brokerage business),8010,0,1,0323(brokerage business),8007,-197
2,0253(brokerage business),2592,1623,2,0151(brokerage business),6284,-61,2,0151(brokerage business),6028,-330
3,0268(brokerage business),1969,1074,3,0240(brokerage business),5049,40,3,0240(brokerage business),5071,-152
4,0272(brokerage business),1221,899,4,0272(brokerage business),4623,554,4,0161(brokerage business),4540,-12
5,0178(brokerage business),1217,743,5,0178(brokerage business),4538,8,5,0178(brokerage business),4501,-51
6,0148(brokerage business),1207,881,6,0161(brokerage business),4524,2,6,0268(brokerage business),4072,64
7,0029(brokerage business),1201,1063,7,0268(brokerage business),4042,-133,7,0004(brokerage business),3881,-243
8,0308(brokerage business),1064,1060,8,0163(brokerage business),3819,19,8,0163(brokerage business),3759,179
9,0151(brokerage business),1053,703,9,0004(brokerage business),3465,12,9,0103(brokerage business),3114,609
10,0161(brokerage business),944,417,10,0253(brokerage business),2595,-6,10,0009(brokerage business),2667,801
11,0009(brokerage business),916,765,11,0059(brokerage business),2021,-5,11,0253(brokerage business),2642,-306
12,0058(brokerage business),722,702,12,0082(brokerage business),1758,2,12,0059(brokerage business),2006,-16
13,0288(brokerage business),717,478,13,0034(brokerage business),1660,3,13,0048(brokerage business),1648,5
14,0103(brokerage business),714,342,14,0048(brokerage business),1526,0,14,0335(brokerage business),1614,-247
15,0240(brokerage business),702,413,15,0139(brokerage business),1357,1,15,0029(brokerage business),1104,1023
16,0335(brokerage business),697,502,16,0288(brokerage business),960,-313,16,0123(brokerage business),850,40
17,0004(brokerage business),641,300,17,0148(brokerage business),572,161,17,0272(brokerage business),846,3
18,0081(brokerage business),491,312,18,0095(brokerage business),570,-1,18,0148(brokerage business),760,-190
19,0323(brokerage business),415,313,19,0009(brokerage business),387,31,19,0058(brokerage business),728,697
20,0271(brokerage business),375,368,20,0038(brokerage business),248,-2,20,0003(brokerage business),438,0
Total,,22728,16046,Total,,58008,312,Total,,58276,1677
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2701,,,,,,,,,,2026-09-17,
1,0004(brokerage business),44838,8317,1,0004(brokerage business),19153,650,1,0148(brokerage business),30002,1018
2,0163(brokerage business),29085,3837,2,0148(brokerage business),17292,767,2,0004(brokerage business),27928,1436
3,0148(brokerage business),18423,-465,3,0034(brokerage business),15013,610,3,0103(brokerage business),19154,561
4,0253(brokerage business),14251,3855,4,0082(brokerage business),13567,2408,4,0335(brokerage business),14048,922
5,0275(brokerage business),7892,2187,5,0163(brokerage business),10727,1034,5,0253(brokerage business),11144,490
6,0240(brokerage business),7067,2809,6,0288(brokerage business),7119,365,6,0163(brokerage business),9026,-1213
7,0259(brokerage business),6663,4351,7,0077(brokerage business),6890,13,7,0272(brokerage business),8527,475
8,0272(brokerage business),6521,1175,8,0272(brokerage business),6580,364,8,0082(brokerage business),5456,2
9,0029(brokerage business),5123,3917,9,0323(brokerage business),5928,-73,9,0059(brokerage business),5019,-117
10,0186(brokerage business),4725,750,10,0253(brokerage business),5920,421,10,0268(brokerage business),4598,169
11,0298(brokerage business),4504,737,11,0103(brokerage business),5871,325,11,0240(brokerage business),4540,413
12,0268(brokerage business),4415,-364,12,0123(brokerage business),5652,38,12,0034(brokerage business),4279,-58
