"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-17,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2612,,,,,,,,,,2026-09-17,
1,0163(brokerage business),4182,264,1,0148(brokerage business),9038,-161,1,0148(brokerage business),12399,207
2,0004(brokerage business),3387,-2193,2,0004(brokerage business),7493,560,2,0004(brokerage business),10844,585
3,0148(brokerage business),2140,-1626,3,0272(brokerage business),4800,581,3,0049(brokerage business),9444,296
4,0272(brokerage business),2068,426,4,0163(brokerage business),4263,1163,4,0372(brokerage business),5198,10
5,0308(brokerage business),1697,-40,5,0049(brokerage business),4150,-69,5,0272(brokerage business),4931,-149
6,0123(brokerage business),1181,927,6,0136(brokerage business),4108,-8,6,0042(brokerage business),3434,73
7,0333(brokerage business),991,8,7,0268(brokerage business),3509,-8,7,0163(brokerage business),3425,127
8,0275(brokerage business),939,-436,8,0103(brokerage business),3255,-18,8,0125(brokerage business),3187,44
9,0082(brokerage business),844,538,9,0274(brokerage business),3005,55,9,0034(brokerage business),3037,15
10,0323(brokerage business),687,97,10,0323(brokerage business),2868,-123,10,0067(brokerage business),2634,-3
11,0151(brokerage business),676,160,11,0081(brokerage business),2246,-23,11,0082(brokerage business),2573,518
12,0049(brokerage business),581,252,12,0178(brokerage business),2164,8,12,0096(brokerage business),2571,11
13,0025(brokerage business),512,232,13,0031(brokerage business),2038,53,13,0169(brokerage business),2202,-30
14,0253(brokerage business),494,83,14,0333(brokerage business),1971,-58,14,0308(brokerage business),2040,-123
15,0042(brokerage business),479,-899,15,0042(brokerage business),1924,272,15,0138(brokerage business),1970,17
16,0259(brokerage business),441,61,16,0034(brokerage business),1920,23,16,0253(brokerage business),1752,-99
17,0019(brokerage business),408,-79,17,0003(brokerage business),1788,8,17,0025(brokerage business),1634,147
18,0240(brokerage business),406,98,18,0069(brokerage business),1765,-8,18,0321(brokerage business),1603,227
19,0268(brokerage business),356,162,19,0077(brokerage business),1755,-2,19,0333(brokerage business),1523,-17
20,0321(brokerage business),330,313,20,0253(brokerage business),1691,-55,20,0240(brokerage business),1428,-17
Total,,22799,-1652,Total,,65751,2190,Total,,77829,1839
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2701,,,,,,,,,,2026-09-17,
1,0163(brokerage business),1804,69,1,0148(brokerage business),4003,53,1,0148(brokerage business),13077,-4
2,0148(brokerage business),601,157,2,0049(brokerage business),2804,3,2,0049(brokerage business),6832,221
3,0333(brokerage business),502,-230,3,0004(brokerage business),2245,-11,3,0272(brokerage business),4913,-27
4,0004(brokerage business),473,-30,4,0136(brokerage business),2145,6,4,0034(brokerage business),2217,13
5,0096(brokerage business),323,149,5,0034(brokerage business),1986,-7,5,0169(brokerage business),1421,52
6,0019(brokerage business),289,59,6,0333(brokerage business),1888,124,6,0042(brokerage business),1402,-28
7,0025(brokerage business),260,22,7,0069(brokerage business),1866,0,7,0067(brokerage business),1372,-1
8,0240(brokerage business),256,92,8,0096(brokerage business),1716,-149,8,0333(brokerage business),1311,-40
9,0049(brokerage business),244,-506,9,0323(brokerage business),1473,31,9,0372(brokerage business),1234,140
10,0323(brokerage business),228,167,10,0031(brokerage business),1332,5,10,0103(brokerage business),1181,1
11,0275(brokerage business),224,-49,11,0103(brokerage business),1317,7,11,0163(brokerage business),742,128
12,0308(brokerage business),210,-194,12,0177(brokerage business),1033,3,12,0029(brokerage business),672,0
13,0372(brokerage business),209,29,13,0272(brokerage business),1003,6,13,0082(brokerage business),574,7
14,0268(brokerage business),196,62,14,0163(brokerage business),997,174,14,0025(brokerage business),518,4
15,0272(brokerage business),191,-141,15,0274(brokerage business),925,-1,15,0321(brokerage business),447,0
16,0253(brokerage business),174,-45,16,0178(brokerage business),920,51,16,0018(brokerage business),439,-4
17,0103(brokerage business),170,42,17,0125(brokerage business),740,-87,17,0077(brokerage business),426,0
18,0082(brokerage business),167,94,18,0003(brokerage business),702,0,18,0004(brokerage business),395,12
19,0042(brokerage business),129,-174,19,0042(brokerage business),689,37,19,0240(brokerage business),386,2
20,0125(brokerage business),117,30,20,0339(brokerage business),637,0,20,0125(brokerage business),353,18
Total,,6767,-397,Total,,30421,245,Total,,39912,494
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2702,,,,,,,,,,2026-09-17,
1,0333(brokerage business),402,-80,1,0004(brokerage business),2972,32,1,0148(brokerage business),7244,-16
2,0031(brokerage business),369,369,2,0272(brokerage business),2110,-83,2,0004(brokerage business),2471,55
3,0004(brokerage business),359,-2,3,0148(brokerage business),1989,10,3,0025(brokerage business),2179,2
4,0163(brokerage business),326,9,4,0031(brokerage business),1403,369,4,0042(brokerage business),1416,0
5,0272(brokerage business),290,26,5,0069(brokerage business),1277,-1,5,0333(brokerage business),1149,96
6,0240(brokerage business),254,123,6,0323(brokerage business),1077,66,6,0163(brokerage business),1140,52
7,0253(brokerage business),148,23,7,0049(brokerage business),1058,6,7,0103(brokerage business),1051,3
8,0148(brokerage business),138,-72,8,0081(brokerage business),855,101,8,0049(brokerage business),789,10
9,0177(brokerage business),117,112,9,0333(brokerage business),743,94,9,0067(brokerage business),659,0
10,0081(brokerage business),115,54,10,0139(brokerage business),700,2,10,0272(brokerage business),494,-11
11,0123(brokerage business),90,68,11,0034(brokerage business),693,17,11,0077(brokerage business),399,-2
12,0323(brokerage business),82,79,12,0178(brokerage business),534,-7,12,0253(brokerage business),312,114
13,0137(brokerage business),72,48,13,0003(brokerage business),417,1,13,0139(brokerage business),216,66
14,0139(brokerage business),68,-63,14,0103(brokerage business),412,0,14,0082(brokerage business),202,0
15,0308(brokerage business),57,-10,15,0008(brokerage business),360,2,15,0323(brokerage business),176,0
16,0096(brokerage business),56,-6,16,0161(brokerage business),357,1,16,0096(brokerage business),166,-17
17,0238(brokerage business),51,32,17,0253(brokerage business),331,-10,17,0088(brokerage business),159,4
18,0069(brokerage business),46,-3,18,0268(brokerage business),303,-1,18,0059(brokerage business),143,0
19,0171(brokerage business),46,46,19,0042(brokerage business),257,-3,19,0034(brokerage business),139,4
20,0049(brokerage business),32,-38,20,0096(brokerage business),251,-9,20,0008(brokerage business),131,0
Total,,3118,715,Total,,18099,587,Total,,20635,360
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2703,,,,,,,,,,2026-09-17,
1,0096(brokerage business),710,52,1,0323(brokerage business),2207,6,1,0148(brokerage business),11039,85
2,0163(brokerage business),654,-104,2,0148(brokerage business),2181,-3,2,0049(brokerage business),2874,4
3,0272(brokerage business),489,-165,3,0049(brokerage business),1964,7,3,0004(brokerage business),2384,11
4,0333(brokerage business),404,-88,4,0272(brokerage business),1512,-20,4,0077(brokerage business),1858,-3
5,0148(brokerage business),268,87,5,0069(brokerage business),1488,8,5,0422(brokerage business),1040,0
6,0240(brokerage business),179,21,6,0034(brokerage business),1305,60,6,0323(brokerage business),1018,0
7,0004(brokerage business),171,-71,7,0004(brokerage business),1204,8,7,0042(brokerage business),1012,1
8,0034(brokerage business),107,-19,8,0163(brokerage business),1113,200,8,0067(brokerage business),1003,0
9,0049(brokerage business),83,-15,9,0339(brokerage business),1087,-4,9,0103(brokerage business),859,16
10,0123(brokerage business),56,35,10,0136(brokerage business),1077,-1,10,0333(brokerage business),721,103
11,0308(brokerage business),51,-19,11,0003(brokerage business),992,0,11,0163(brokerage business),680,-4
12,0259(brokerage business),49,-9,12,0031(brokerage business),929,2,12,0272(brokerage business),435,-13
13,0018(brokerage business),44,34,13,0372(brokerage business),831,1,13,0372(brokerage business),235,-1
14,0103(brokerage business),38,17,14,0333(brokerage business),795,-61,14,0025(brokerage business),145,1
15,0253(brokerage business),35,15,15,0338(brokerage business),784,0,15,0096(brokerage business),144,4
16,0095(brokerage business),34,11,16,0253(brokerage business),674,7,16,0240(brokerage business),138,-59
17,0069(brokerage business),32,16,17,0268(brokerage business),664,-9,17,0008(brokerage business),103,0
18,0107(brokerage business),30,30,18,0042(brokerage business),661,-2,18,0268(brokerage business),89,1
19,0081(brokerage business),29,-51,19,0096(brokerage business),568,2,19,0123(brokerage business),72,0
20,0088(brokerage business),26,-18,20,0178(brokerage business),432,-1,20,0088(brokerage business),70,3
Total,,3489,-241,Total,,22468,200,Total,,25919,149
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2610,,,,,,,,,,2026-09-17,
1,8163(brokerage business),1689,-494,1,8004(brokerage business),2974,-58,1,8148(brokerage business),3024,24
2,8148(brokerage business),1184,-683,2,8148(brokerage business),2416,-48,2,8004(brokerage business),2826,-99
3,8253(brokerage business),1067,-36,3,8081(brokerage business),864,-5,3,8081(brokerage business),750,-7
4,8123(brokerage business),1044,975,4,8082(brokerage business),647,9,4,8240(brokerage business),626,0
5,8004(brokerage business),707,9,5,8239(brokerage business),641,-101,5,8082(brokerage business),619,15
6,8081(brokerage business),452,26,6,8103(brokerage business),540,-24,6,8163(brokerage business),554,-183
7,8275(brokerage business),445,-490,7,8161(brokerage business),507,-64,7,8049(brokerage business),516,-3
8,8308(brokerage business),349,-77,8,8184(brokerage business),359,-59,8,8161(brokerage business),475,-102
9,8161(brokerage business),300,29,9,8323(brokerage business),309,-3,9,8103(brokerage business),462,-19
10,8096(brokerage business),255,-18,10,8048(brokerage business),291,9,10,8084(brokerage business),308,-45
11,8048(brokerage business),233,11,11,8163(brokerage business),218,20,11,8323(brokerage business),301,-1
12,8034(brokerage business),167,155,12,8253(brokerage business),213,-5,12,8048(brokerage business),270,10
13,8239(brokerage business),143,-70,13,8272(brokerage business),182,0,13,8051(brokerage business),223,-16
14,8184(brokerage business),134,-272,14,8001(brokerage business),142,-1,14,8253(brokerage business),199,-40
15,8272(brokerage business),92,-26,15,8311(brokerage business),97,-6,15,8139(brokerage business),95,-1
16,8082(brokerage business),78,26,16,8138(brokerage business),85,-7,16,8123(brokerage business),82,1
17,8103(brokerage business),69,-31,17,8259(brokerage business),64,-10,17,8308(brokerage business),76,43
18,8259(brokerage business),60,-3,18,8151(brokerage business),62,-9,18,8184(brokerage business),39,-17
19,8009(brokerage business),52,1,19,8389(brokerage business),61,9,19,8299(brokerage business),32,0
20,8280(brokerage business),46,44,20,8335(brokerage business),54,-3,20,8019(brokerage business),23,0
Total,,8566,-924,Total,,10726,-356,Total,,11500,-440
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-09-17,,,,
Name of FF Member/OSBP,548818,68480,Name of FF Member/OSBP,589723,10313,Name of FF Member/OSBP,581987,9533,,,
Name of Non-FF Member/OSNBP,820,700,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,7736,780,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2610,,,,,,,,,,2026-09-17,
1,0163(brokerage business),35334,-4268,1,0148(brokerage business),17956,-1112,1,0148(brokerage business),27660,-2102
2,0148(brokerage business),33486,-389,2,0004(brokerage business),16939,-1454,2,0004(brokerage business),21545,-806
3,0004(brokerage business),23298,-3456,3,0163(brokerage business),9328,9,3,0272(brokerage business),7417,267
4,0275(brokerage business),19717,6741,4,0139(brokerage business),5018,-683,4,0253(brokerage business),6380,-808
5,0253(brokerage business),16949,1465,5,0034(brokerage business),4427,-162,5,0034(brokerage business),5713,26
6,0081(brokerage business),6180,933,6,0069(brokerage business),4368,-197,6,0123(brokerage business),5530,-134
7,0259(brokerage business),4213,-2421,7,0272(brokerage business),4232,-335,7,0163(brokerage business),4877,-1923
8,0240(brokerage business),4050,-49,8,0123(brokerage business),3917,-29,8,0268(brokerage business),4691,-447
9,0272(brokerage business),4006,-3695,9,0103(brokerage business),3916,-86,9,0240(brokerage business),4167,-640
10,0323(brokerage business),2783,-1169,10,0253(brokerage business),3599,-1085,10,0275(brokerage business),3267,-81
11,0268(brokerage business),2539,35,11,0323(brokerage business),3529,-477,11,0103(brokerage business),3116,-114
12,0096(brokerage business),2004,-864,12,0161(brokerage business),3010,-111,12,0139(brokerage business),2848,-669
13,0139(brokerage business),1948,579,13,0077(brokerage business),2950,-33,13,0002(brokerage business),2548,-17
14,0049(brokerage business),1777,565,14,0096(brokerage business),2323,-260,14,0018(brokerage business),2251,-197
15,0003(brokerage business),1743,1368,15,0268(brokerage business),2255,-426,15,0003(brokerage business),1848,-23
16,0018(brokerage business),1512,289,16,0316(brokerage business),2189,-20,16,0049(brokerage business),1767,114
17,0069(brokerage business),1465,-800,17,0031(brokerage business),2144,-19,17,0048(brokerage business),1738,-53
18,0103(brokerage business),1430,-617,18,0240(brokerage business),2142,-172,18,0069(brokerage business),1640,200
19,0288(brokerage business),1405,-807,19,0042(brokerage business),2136,26,19,0161(brokerage business),1392,-433
20,0019(brokerage business),1357,26,20,0003(brokerage business),2064,-1336,20,0008(brokerage business),1382,-232
Total,,167196,-6534,Total,,98442,-7962,Total,,111777,-8072
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2611,,,,,,,,,,2026-09-17,
1,0004(brokerage business),33941,10418,1,0148(brokerage business),31772,1889,1,0004(brokerage business),31364,1426
2,0163(brokerage business),30437,3531,2,0004(brokerage business),21477,1545,2,0123(brokerage business),28792,102
3,0148(brokerage business),29393,3392,3,0239(brokerage business),19805,-1386,3,0148(brokerage business),23806,-316
4,0272(brokerage business),25146,6536,4,0163(brokerage business),18373,1350,4,0058(brokerage business),13913,683
5,0253(brokerage business),17162,3561,5,0272(brokerage business),12897,362,5,0272(brokerage business),12429,694
6,0275(brokerage business),17072,-342,6,0268(brokerage business),9124,-646,6,0139(brokerage business),8010,564
7,0081(brokerage business),6523,3467,7,0034(brokerage business),8807,666,7,0096(brokerage business),7345,337
8,0240(brokerage business),4084,954,8,0335(brokerage business),8152,-1835,8,0240(brokerage business),6594,572
9,0323(brokerage business),3934,194,9,0253(brokerage business),5723,846,9,0275(brokerage business),6368,1502
10,0268(brokerage business),3755,438,10,0103(brokerage business),5400,766,10,0103(brokerage business),6241,598
11,0335(brokerage business),3632,2222,11,0077(brokerage business),5152,-126,11,0163(brokerage business),6010,897
12,0103(brokerage business),3538,1353,12,0323(brokerage business),5057,9,12,0323(brokerage business),4612,193
13,0034(brokerage business),3486,1201,13,0069(brokerage business),4930,160,13,0003(brokerage business),4513,163
14,0138(brokerage business),3196,2981,14,0275(brokerage business),4233,678,14,0372(brokerage business),4502,-8
15,0123(brokerage business),3185,121,15,0084(brokerage business),4125,-4,15,0002(brokerage business),4176,0
16,0069(brokerage business),2981,-215,16,0240(brokerage business),3302,260,16,0253(brokerage business),3764,-208
17,0096(brokerage business),2800,1662,17,0082(brokerage business),2984,95,17,0034(brokerage business),3342,368
18,0239(brokerage business),2731,54,18,0153(brokerage business),2870,235,18,0161(brokerage business),3188,-119
19,0259(brokerage business),2662,1365,19,0161(brokerage business),2711,332,19,0009(brokerage business),3131,238
20,0308(brokerage business),2333,659,20,0042(brokerage business),2670,55,20,0018(brokerage business),3112,174
Total,,201991,43552,Total,,179564,5251,Total,,185212,7860
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2612,,,,,,,,,,2026-09-17,
1,0163(brokerage business),12650,3822,1,0148(brokerage business),13618,954,1,0148(brokerage business),14742,826
2,0148(brokerage business),9392,2250,2,0004(brokerage business),8430,227,2,0004(brokerage business),7814,304
3,0275(brokerage business),4593,2526,3,0268(brokerage business),8333,997,3,0123(brokerage business),7079,5
4,0004(brokerage business),4179,1495,4,0272(brokerage business),6554,290,4,0034(brokerage business),4302,17
5,0253(brokerage business),3820,595,5,0163(brokerage business),5275,684,5,0239(brokerage business),3685,100
6,0335(brokerage business),1965,1673,6,0069(brokerage business),3786,303,6,0103(brokerage business),3449,104
7,0308(brokerage business),1853,775,7,0323(brokerage business),3665,31,7,0139(brokerage business),3303,139
8,0081(brokerage business),1769,919,8,0034(brokerage business),3644,74,8,0042(brokerage business),3219,18
9,0268(brokerage business),1307,547,9,0335(brokerage business),2533,1924,9,0163(brokerage business),3135,1678
10,0323(brokerage business),1239,-470,10,0096(brokerage business),1931,79,10,0308(brokerage business),3055,-77
11,0259(brokerage business),1117,846,11,0315(brokerage business),1841,4,11,0249(brokerage business),3041,24
12,0069(brokerage business),877,-30,12,0042(brokerage business),1703,76,12,0323(brokerage business),2496,262
13,0272(brokerage business),778,-6,13,0059(brokerage business),1669,-29,13,0003(brokerage business),2405,4
14,0019(brokerage business),761,-197,14,0049(brokerage business),1576,18,14,0272(brokerage business),2112,108
15,0240(brokerage business),760,189,15,0007(brokerage business),1507,-187,15,0275(brokerage business),1748,52
16,0123(brokerage business),600,434,16,0239(brokerage business),1455,187,16,0082(brokerage business),1737,-1
17,0018(brokerage business),507,184,17,0123(brokerage business),1411,-91,17,0261(brokerage business),1546,251
18,0257(brokerage business),428,172,18,0103(brokerage business),1337,56,18,0268(brokerage business),1528,4
19,0034(brokerage business),415,-63,19,0274(brokerage business),1290,39,19,0019(brokerage business),1348,441
20,0137(brokerage business),410,14,20,0003(brokerage business),1271,13,20,0018(brokerage business),1179,423
Total,,49420,15675,Total,,72829,5649,Total,,72923,4682
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2701,,,,,,,,,,2026-09-17,
1,0163(brokerage business),3306,571,1,0034(brokerage business),5324,27,1,0148(brokerage business),10891,-31
2,0003(brokerage business),1510,1455,2,0148(brokerage business),4378,-1,2,0004(brokerage business),3574,122
3,0148(brokerage business),1382,168,3,0323(brokerage business),4268,83,3,0249(brokerage business),2421,0
4,0253(brokerage business),1257,-26,4,0004(brokerage business),3920,-72,4,0042(brokerage business),2402,-7
5,0081(brokerage business),1149,480,5,0049(brokerage business),2630,2,5,0103(brokerage business),1745,-52
6,0275(brokerage business),1000,224,6,0268(brokerage business),2297,371,6,0275(brokerage business),1730,283
7,0004(brokerage business),812,-411,7,0069(brokerage business),1851,-37,7,0272(brokerage business),1709,-44
8,0308(brokerage business),740,-176,8,0003(brokerage business),1659,1464,8,0139(brokerage business),1500,-113
9,0323(brokerage business),706,-684,9,0163(brokerage business),1281,44,9,0153(brokerage business),1142,221
10,0240(brokerage business),592,-479,10,0272(brokerage business),1031,-32,10,0163(brokerage business),1000,142
11,0268(brokerage business),507,398,11,0240(brokerage business),868,24,11,0029(brokerage business),960,0
12,0018(brokerage business),482,114,12,0007(brokerage business),860,-16,12,0151(brokerage business),882,-124
13,0272(brokerage business),342,-37,13,0042(brokerage business),830,4,13,0274(brokerage business),865,3
14,0034(brokerage business),325,186,14,0254(brokerage business),793,-1,14,0268(brokerage business),816,14
15,0389(brokerage business),271,147,15,0253(brokerage business),764,-25,15,0239(brokerage business),777,21
16,0137(brokerage business),262,59,16,0103(brokerage business),714,-15,16,0311(brokerage business),639,-38
17,0153(brokerage business),234,-229,17,0139(brokerage business),714,22,17,0295(brokerage business),622,146
18,0134(brokerage business),222,111,18,0081(brokerage business),679,-1,18,0240(brokerage business),590,16
19,0059(brokerage business),186,108,19,0169(brokerage business),625,0,19,0003(brokerage business),538,4
20,0069(brokerage business),178,-232,20,0137(brokerage business),610,115,20,0059(brokerage business),529,180
Total,,15463,1747,Total,,36096,1956,Total,,35332,743
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2702,,,,,,,,,,2026-09-17,
1,0275(brokerage business),754,-1199,1,0034(brokerage business),2224,1,1,0277(brokerage business),2493,0
2,0148(brokerage business),687,-560,2,0004(brokerage business),2017,30,2,0004(brokerage business),2296,-104
3,0163(brokerage business),505,-332,3,0049(brokerage business),1837,194,3,0275(brokerage business),1880,399
4,0253(brokerage business),482,87,4,0148(brokerage business),1595,51,4,0103(brokerage business),1667,-57
5,0081(brokerage business),464,-246,5,0069(brokerage business),1192,-39,5,0148(brokerage business),1523,-290
6,0004(brokerage business),396,-95,6,0268(brokerage business),919,0,6,0349(brokerage business),1163,0
7,0323(brokerage business),383,-378,7,0272(brokerage business),911,-9,7,0163(brokerage business),1070,2
8,0103(brokerage business),366,246,8,0254(brokerage business),832,22,8,0082(brokerage business),988,0
