"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-08-20,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
1,0163(brokerage business),14862,-5050,1,0148(brokerage business),29741,-391,1,0148(brokerage business),16201,-807
2,0148(brokerage business),14258,-3712,2,0004(brokerage business),15901,165,2,0004(brokerage business),15207,-776
3,0004(brokerage business),11051,-6789,3,0272(brokerage business),9348,-340,3,0049(brokerage business),10457,-582
4,0275(brokerage business),3901,-650,4,0103(brokerage business),7753,157,4,0139(brokerage business),10376,224
5,0308(brokerage business),3733,-1924,5,0163(brokerage business),5629,-566,5,0163(brokerage business),9618,-4
6,0095(brokerage business),2934,2408,6,0239(brokerage business),5621,-1029,6,0009(brokerage business),8480,-179
7,0082(brokerage business),2648,1582,7,0308(brokerage business),4090,-27,7,0042(brokerage business),6417,-1796
8,0253(brokerage business),2572,-1185,8,0049(brokerage business),3774,352,8,0082(brokerage business),5433,1954
9,0042(brokerage business),2323,52,9,0268(brokerage business),3732,225,9,0315(brokerage business),4654,-216
10,0272(brokerage business),2306,-2190,10,0259(brokerage business),3620,-291,10,0069(brokerage business),4063,59
11,0034(brokerage business),2157,-17,11,0335(brokerage business),3616,129,11,0096(brokerage business),3929,443
12,0123(brokerage business),1957,360,12,0125(brokerage business),3266,-8,12,0272(brokerage business),3832,198
13,0096(brokerage business),1936,-704,13,0253(brokerage business),2973,43,13,0125(brokerage business),3404,392
14,0049(brokerage business),1802,-5553,14,0275(brokerage business),2386,41,14,0372(brokerage business),3366,-27
15,0239(brokerage business),1741,-2189,15,0240(brokerage business),2356,286,15,0034(brokerage business),3337,-606
16,0240(brokerage business),1427,-635,16,0003(brokerage business),2201,-19,16,0169(brokerage business),3057,52
17,0009(brokerage business),1408,-177,17,0077(brokerage business),2198,86,17,0321(brokerage business),2945,-259
18,0103(brokerage business),1378,-663,18,0274(brokerage business),2163,116,18,0025(brokerage business),2555,7
19,0069(brokerage business),1308,18,19,0161(brokerage business),2058,24,19,0138(brokerage business),2539,44
20,0138(brokerage business),1297,-62,20,0178(brokerage business),2048,51,20,0081(brokerage business),2506,-51
Total,,76999,-27080,Total,,114474,-996,Total,,122376,-1930
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2611,,,,,,,,,,2026-08-20,
1,0163(brokerage business),3010,-1675,1,0148(brokerage business),5532,-24,1,0148(brokerage business),8975,100
2,0148(brokerage business),2706,-1375,2,0004(brokerage business),4700,72,2,0004(brokerage business),7120,61
3,0004(brokerage business),1861,-2492,3,0268(brokerage business),3305,-74,3,0042(brokerage business),3562,394
4,0308(brokerage business),1494,-1437,4,0239(brokerage business),3081,573,4,0163(brokerage business),3164,-381
5,0275(brokerage business),1453,-40,5,0049(brokerage business),2975,-6,5,0372(brokerage business),3071,16
6,0240(brokerage business),942,129,6,0034(brokerage business),2675,-10,6,0253(brokerage business),2577,5
7,0239(brokerage business),839,-257,7,0163(brokerage business),2620,-133,7,0049(brokerage business),2546,-53
8,0123(brokerage business),678,-199,8,0178(brokerage business),2310,193,8,0272(brokerage business),2453,129
9,0259(brokerage business),669,-578,9,0025(brokerage business),1972,-216,9,0308(brokerage business),2010,45
10,0125(brokerage business),623,-584,10,0323(brokerage business),1674,-16,10,0034(brokerage business),1811,-9
11,0067(brokerage business),576,305,11,0253(brokerage business),1496,-164,11,0259(brokerage business),1695,-100
12,0042(brokerage business),526,-132,12,0272(brokerage business),1467,-15,12,0169(brokerage business),1502,115
13,0009(brokerage business),510,184,13,0125(brokerage business),1457,27,13,0009(brokerage business),1428,479
14,0049(brokerage business),495,-272,14,0274(brokerage business),1411,70,14,0315(brokerage business),1336,209
15,0077(brokerage business),446,-36,15,0096(brokerage business),1250,-33,15,0069(brokerage business),1025,28
16,0096(brokerage business),418,-72,16,0137(brokerage business),1168,15,16,0240(brokerage business),853,-306
17,0025(brokerage business),417,307,17,0031(brokerage business),1064,10,17,0321(brokerage business),816,262
18,0019(brokerage business),406,21,18,0321(brokerage business),1007,1,18,0082(brokerage business),738,2
19,0178(brokerage business),398,-540,19,0338(brokerage business),896,-14,19,0003(brokerage business),714,0
20,0253(brokerage business),351,-621,20,0103(brokerage business),886,-2,20,0018(brokerage business),704,0
Total,,18818,-9364,Total,,42946,254,Total,,48100,996
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2612,,,,,,,,,,2026-08-20,
1,0163(brokerage business),1842,-1019,1,0148(brokerage business),5545,-56,1,0148(brokerage business),11465,129
2,0004(brokerage business),1208,-1248,2,0136(brokerage business),4014,1,2,0004(brokerage business),8685,346
3,0148(brokerage business),883,-472,3,0004(brokerage business),3184,42,3,0049(brokerage business),8494,133
4,0272(brokerage business),871,-200,4,0049(brokerage business),3181,137,4,0272(brokerage business),4394,235
5,0034(brokerage business),776,593,5,0274(brokerage business),2735,19,5,0125(brokerage business),3083,-19
6,0308(brokerage business),769,-66,6,0003(brokerage business),2294,41,6,0169(brokerage business),2224,81
7,0333(brokerage business),715,-307,7,0069(brokerage business),2010,54,7,0082(brokerage business),2087,1
8,0275(brokerage business),644,52,8,0034(brokerage business),2006,62,8,0163(brokerage business),1708,-184
9,0077(brokerage business),543,256,9,0031(brokerage business),1992,0,9,0096(brokerage business),1649,-1
10,0042(brokerage business),453,262,10,0178(brokerage business),1884,26,10,0372(brokerage business),1512,-20
11,0049(brokerage business),302,128,11,0042(brokerage business),1874,-1,11,0025(brokerage business),1372,40
12,0259(brokerage business),290,26,12,0081(brokerage business),1842,3,12,0253(brokerage business),1365,-2
13,0240(brokerage business),270,-169,13,0272(brokerage business),1770,-220,13,0042(brokerage business),1292,400
14,0316(brokerage business),252,62,14,0025(brokerage business),1668,11,14,0139(brokerage business),1180,0
15,0096(brokerage business),192,-265,15,0077(brokerage business),1630,316,15,0240(brokerage business),1170,-29
16,0103(brokerage business),172,-3,16,0338(brokerage business),1608,0,16,0067(brokerage business),1092,1
17,0082(brokerage business),169,-74,17,0323(brokerage business),1547,34,17,0103(brokerage business),937,-107
18,0178(brokerage business),167,-142,18,0253(brokerage business),1330,9,18,0034(brokerage business),885,604
19,0253(brokerage business),149,-104,19,0163(brokerage business),1293,-38,19,0333(brokerage business),869,-99
20,0268(brokerage business),148,28,20,0103(brokerage business),1124,51,20,0003(brokerage business),796,1
Total,,10815,-2662,Total,,44531,491,Total,,56259,1510
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2701,,,,,,,,,,2026-08-20,
1,0163(brokerage business),704,-799,1,0148(brokerage business),2950,36,1,0148(brokerage business),8514,-21
2,0272(brokerage business),492,161,2,0049(brokerage business),2424,-20,2,0049(brokerage business),5338,-7
3,0275(brokerage business),382,31,3,0136(brokerage business),2191,6,3,0272(brokerage business),3873,275
4,0333(brokerage business),376,76,4,0034(brokerage business),1692,4,4,0103(brokerage business),1556,0
5,0148(brokerage business),371,-88,5,0069(brokerage business),1667,0,5,0004(brokerage business),1192,-253
6,0004(brokerage business),354,-412,6,0004(brokerage business),1560,-7,6,0042(brokerage business),1016,1
7,0240(brokerage business),288,-32,7,0031(brokerage business),1236,0,7,0372(brokerage business),939,0
8,0308(brokerage business),213,-144,8,0323(brokerage business),1110,1,8,0067(brokerage business),912,0
9,0123(brokerage business),136,-9,9,0272(brokerage business),1095,-59,9,0240(brokerage business),885,176
10,0007(brokerage business),104,37,10,0177(brokerage business),903,-17,10,0077(brokerage business),807,1
11,0274(brokerage business),84,-196,11,0274(brokerage business),786,80,11,0082(brokerage business),553,1
12,0081(brokerage business),78,-22,12,0103(brokerage business),698,42,12,0163(brokerage business),516,34
13,0259(brokerage business),73,12,13,0339(brokerage business),689,0,13,0018(brokerage business),452,-2
14,0186(brokerage business),57,-69,14,0163(brokerage business),676,42,14,0009(brokerage business),441,0
15,0034(brokerage business),54,-81,15,0178(brokerage business),596,28,15,0333(brokerage business),382,36
16,0103(brokerage business),52,-431,16,0058(brokerage business),573,13,16,0069(brokerage business),273,4
17,0049(brokerage business),47,-265,17,0139(brokerage business),541,2,17,0095(brokerage business),260,9
18,0320(brokerage business),46,43,18,0338(brokerage business),507,3,18,0288(brokerage business),257,0
19,0082(brokerage business),43,39,19,0268(brokerage business),473,3,19,0169(brokerage business),211,-1
20,0323(brokerage business),42,-71,20,0253(brokerage business),471,-6,20,0299(brokerage business),183,0
Total,,3996,-2220,Total,,22838,151,Total,,28560,253
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：cu2703,,,,,,,,,,2026-08-20,
1,0004(brokerage business),627,464,1,0148(brokerage business),1761,7,1,0148(brokerage business),8636,81
2,0333(brokerage business),589,213,2,0069(brokerage business),1486,0,2,0004(brokerage business),2054,590
3,0272(brokerage business),502,-54,3,0049(brokerage business),1178,4,3,0049(brokerage business),1629,-8
4,0163(brokerage business),313,-164,4,0136(brokerage business),1131,0,4,0163(brokerage business),1132,-35
5,0148(brokerage business),216,131,5,0323(brokerage business),1022,2,5,0077(brokerage business),1077,180
6,0077(brokerage business),188,-108,6,0003(brokerage business),977,0,6,0422(brokerage business),1040,0
7,0240(brokerage business),163,14,7,0272(brokerage business),977,248,7,0103(brokerage business),849,0
8,0259(brokerage business),109,26,8,0034(brokerage business),844,5,8,0333(brokerage business),485,52
9,0186(brokerage business),64,-131,9,0338(brokerage business),782,0,9,0042(brokerage business),361,0
10,0372(brokerage business),45,-72,10,0031(brokerage business),758,0,10,0269(brokerage business),248,0
11,0081(brokerage business),44,-14,11,0333(brokerage business),625,301,11,0240(brokerage business),164,15
12,0049(brokerage business),34,-302,12,0268(brokerage business),615,0,12,0272(brokerage business),152,-22
13,0107(brokerage business),30,30,13,0082(brokerage business),543,0,13,0123(brokerage business),117,0
14,0009(brokerage business),28,16,14,0253(brokerage business),542,-1,14,0008(brokerage business),103,0
15,0238(brokerage business),27,-21,15,0372(brokerage business),479,45,15,0268(brokerage business),96,-1
16,0171(brokerage business),26,26,16,0019(brokerage business),399,1,16,0096(brokerage business),70,0
17,0095(brokerage business),25,-13,17,0042(brokerage business),386,1,17,0088(brokerage business),63,0
18,0331(brokerage business),20,-13,18,0331(brokerage business),362,-20,18,0274(brokerage business),63,0
19,0123(brokerage business),19,-20,19,0096(brokerage business),340,0,19,0313(brokerage business),62,0
20,0323(brokerage business),17,-24,20,0163(brokerage business),323,92,20,0016(brokerage business),58,0
Total,,3086,-16,Total,,15530,685,Total,,18459,852
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：bc2609,,,,,,,,,,2026-08-20,
1,8163(brokerage business),4193,-759,1,8148(brokerage business),2784,-58,1,8148(brokerage business),2980,-72
2,8275(brokerage business),1840,-200,2,8004(brokerage business),2283,-193,2,8004(brokerage business),1741,-272
3,8253(brokerage business),1656,-595,3,8081(brokerage business),770,-7,3,8009(brokerage business),1345,0
4,8148(brokerage business),1648,-519,4,8009(brokerage business),639,-1,4,8081(brokerage business),904,-10
5,8004(brokerage business),1221,-899,5,8323(brokerage business),612,3,5,8323(brokerage business),606,-2
6,8161(brokerage business),849,-338,6,8082(brokerage business),585,-9,6,8082(brokerage business),555,4
7,8123(brokerage business),667,224,7,8184(brokerage business),579,-141,7,8048(brokerage business),451,4
8,8308(brokerage business),658,-202,8,8103(brokerage business),483,-34,8,8103(brokerage business),416,-23
9,8025(brokerage business),602,602,9,8048(brokerage business),462,2,9,8096(brokerage business),398,25
10,8096(brokerage business),436,0,10,8163(brokerage business),244,-200,10,8163(brokerage business),373,-3
11,8081(brokerage business),425,-197,11,8253(brokerage business),224,-98,11,8049(brokerage business),370,-30
12,8272(brokerage business),387,-162,12,8239(brokerage business),222,3,12,8240(brokerage business),354,-43
13,8048(brokerage business),232,-47,13,8003(brokerage business),168,-35,13,8274(brokerage business),164,1
14,8082(brokerage business),211,-202,14,8161(brokerage business),159,-277,14,8161(brokerage business),152,-276
15,8184(brokerage business),198,39,15,8001(brokerage business),120,-1,15,8308(brokerage business),107,38
16,8009(brokerage business),189,-120,16,8272(brokerage business),109,-72,16,8025(brokerage business),100,-600
17,8067(brokerage business),176,145,17,8084(brokerage business),94,-22,17,8184(brokerage business),68,-17
18,8153(brokerage business),158,-27,18,8311(brokerage business),81,-8,18,8253(brokerage business),44,2
19,8240(brokerage business),97,22,19,8259(brokerage business),73,-5,19,8067(brokerage business),37,32
20,8042(brokerage business),90,-27,20,8335(brokerage business),63,-9,20,8272(brokerage business),36,19
Total,,15933,-3262,Total,,10754,-1162,Total,,11201,-1223
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：alall,,,,,,,2026-08-20,,,,
Name of FF Member/OSBP,614072,-119719,Name of FF Member/OSBP,617608,-4081,Name of FF Member/OSBP,616856,-3759,,,
Name of Non-FF Member/OSNBP,562,-767,Name of Non-FF Member/OSNBP,1150,180,Name of Non-FF Member/OSNBP,1902,-142,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2609,,,,,,,,,,2026-08-20,
1,0163(brokerage business),21983,-7480,1,0148(brokerage business),18489,-2769,1,0004(brokerage business),16191,-989
2,0148(brokerage business),20761,-11039,2,0004(brokerage business),15321,-1225,2,0148(brokerage business),13889,-1890
3,0004(brokerage business),20624,-15880,3,0139(brokerage business),7533,-600,3,0139(brokerage business),5360,-708
4,0253(brokerage business),13444,-4441,4,0123(brokerage business),5632,196,4,0275(brokerage business),5311,-954
5,0275(brokerage business),8410,-11520,5,0163(brokerage business),4718,-1215,5,0034(brokerage business),5215,-332
6,0272(brokerage business),4794,-3111,6,0161(brokerage business),4657,-570,6,0240(brokerage business),4901,-222
7,0123(brokerage business),4704,-1514,7,0323(brokerage business),4087,-262,7,0272(brokerage business),4894,-869
8,0240(brokerage business),3196,187,8,0003(brokerage business),4029,-48,8,0268(brokerage business),3948,-590
9,0081(brokerage business),2924,-3915,9,0034(brokerage business),3991,53,9,0161(brokerage business),3712,466
10,0268(brokerage business),2373,-1684,10,0272(brokerage business),3336,-158,10,0253(brokerage business),3694,-1536
11,0069(brokerage business),2178,-1859,11,0253(brokerage business),2692,-296,11,0049(brokerage business),3531,-530
12,0323(brokerage business),1896,-1496,12,0069(brokerage business),2571,-1001,12,0163(brokerage business),3328,-254
13,0139(brokerage business),1888,-854,13,0096(brokerage business),2499,-142,13,0103(brokerage business),3046,-264
14,0161(brokerage business),1779,-489,14,0103(brokerage business),2365,-284,14,0123(brokerage business),2652,-234
15,0042(brokerage business),1496,166,15,0058(brokerage business),2315,-152,15,0019(brokerage business),2147,228
16,0259(brokerage business),1483,798,16,0049(brokerage business),2275,-255,16,0323(brokerage business),2112,672
17,0009(brokerage business),1266,664,17,0275(brokerage business),2168,-406,17,0069(brokerage business),2075,59
18,0137(brokerage business),1216,-334,18,0153(brokerage business),1841,-159,18,0018(brokerage business),2042,84
19,0308(brokerage business),1075,-721,19,0077(brokerage business),1792,-57,19,0082(brokerage business),1909,-129
20,0151(brokerage business),1061,-59,20,0007(brokerage business),1780,-112,20,0002(brokerage business),1900,-450
Total,,118551,-64581,Total,,94091,-9462,Total,,91857,-8442
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2610,,,,,,,,,,2026-08-20,
1,0004(brokerage business),55401,-3520,1,0148(brokerage business),35207,-2398,1,0004(brokerage business),41901,8
2,0163(brokerage business),46091,2200,2,0004(brokerage business),25389,585,2,0148(brokerage business),34064,438
3,0148(brokerage business),42618,-2179,3,0163(brokerage business),17181,-21,3,0123(brokerage business),16022,-1603
4,0253(brokerage business),19052,-4111,4,0239(brokerage business),10331,-4065,4,0163(brokerage business),15142,138
5,0275(brokerage business),12396,-1701,5,0268(brokerage business),9093,1273,5,0103(brokerage business),9814,-688
6,0081(brokerage business),8589,-630,6,0272(brokerage business),8818,-390,6,0058(brokerage business),8550,-586
7,0272(brokerage business),6787,-7641,7,0034(brokerage business),8771,-57,7,0272(brokerage business),8272,119
8,0259(brokerage business),6745,-1425,8,0253(brokerage business),7462,317,8,0323(brokerage business),7879,330
9,0323(brokerage business),5884,-2413,9,0323(brokerage business),7342,1950,9,0253(brokerage business),6954,267
10,0335(brokerage business),5795,2722,10,0335(brokerage business),6710,-4141,10,0239(brokerage business),6818,-109
11,0240(brokerage business),5018,-1799,11,0275(brokerage business),6367,700,11,0240(brokerage business),5906,-287
12,0069(brokerage business),4756,-26,12,0103(brokerage business),6332,-27,12,0139(brokerage business),5105,-786
13,0239(brokerage business),4462,698,13,0042(brokerage business),5358,349,13,0275(brokerage business),4520,60
14,0161(brokerage business),4346,-421,14,0069(brokerage business),5209,710,14,0161(brokerage business),4233,841
15,0123(brokerage business),4286,-1162,15,0049(brokerage business),5090,-58,15,0048(brokerage business),3962,470
16,0049(brokerage business),4232,1719,16,0240(brokerage business),4336,-75,16,0096(brokerage business),3939,-156
17,0268(brokerage business),4066,657,17,0096(brokerage business),4108,440,17,0008(brokerage business),3937,29
18,0034(brokerage business),3980,-243,18,0084(brokerage business),4107,-603,18,0034(brokerage business),3597,267
19,0096(brokerage business),3952,280,19,0184(brokerage business),3824,0,19,0311(brokerage business),3555,537
20,0042(brokerage business),3751,1161,20,0077(brokerage business),3687,-19,20,0372(brokerage business),3554,90
Total,,252207,-17834,Total,,184722,-5530,Total,,197724,-621
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2611,,,,,,,,,,2026-08-20,
1,0148(brokerage business),16407,1286,1,0148(brokerage business),11998,1359,1,0004(brokerage business),16882,3154
2,0163(brokerage business),10413,-1240,2,0004(brokerage business),10341,247,2,0123(brokerage business),10561,816
3,0004(brokerage business),9209,2092,3,0268(brokerage business),7135,725,3,0148(brokerage business),10314,364
4,0253(brokerage business),5310,-1251,4,0034(brokerage business),4703,295,4,0139(brokerage business),5582,985
5,0275(brokerage business),3093,-245,5,0272(brokerage business),4266,-13,5,0103(brokerage business),4667,325
6,0335(brokerage business),2514,2077,6,0239(brokerage business),4195,1036,6,0058(brokerage business),4393,667
7,0323(brokerage business),2461,-402,7,0163(brokerage business),4085,563,7,0308(brokerage business),3055,-132
8,0069(brokerage business),2267,1443,8,0323(brokerage business),3572,531,8,0163(brokerage business),2982,-684
9,0059(brokerage business),1759,534,9,0335(brokerage business),3343,2453,9,0048(brokerage business),2421,89
10,0308(brokerage business),1609,520,10,0069(brokerage business),3039,265,10,0002(brokerage business),2370,300
11,0123(brokerage business),1414,656,11,0077(brokerage business),2714,208,11,0323(brokerage business),2111,92
12,0268(brokerage business),1139,477,12,0049(brokerage business),2505,32,12,0096(brokerage business),1998,209
13,0239(brokerage business),1036,-51,13,0253(brokerage business),2049,123,13,0311(brokerage business),1874,405
14,0081(brokerage business),1028,-364,14,0123(brokerage business),1641,174,14,0268(brokerage business),1787,364
15,0139(brokerage business),1017,163,15,0153(brokerage business),1562,130,15,0272(brokerage business),1733,343
16,0082(brokerage business),968,669,16,0275(brokerage business),1400,79,16,0003(brokerage business),1515,100
17,0137(brokerage business),902,233,17,0372(brokerage business),1102,27,17,0253(brokerage business),1267,33
18,0151(brokerage business),840,520,18,0042(brokerage business),1001,21,18,0275(brokerage business),1095,-4
19,0058(brokerage business),823,435,19,0007(brokerage business),1000,115,19,0008(brokerage business),1051,90
20,0272(brokerage business),816,12,20,0139(brokerage business),977,-18,20,0161(brokerage business),934,16
Total,,65025,7564,Total,,72628,8352,Total,,78592,7532
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2612,,,,,,,,,,2026-08-20,
1,0163(brokerage business),4864,-206,1,0148(brokerage business),8240,-48,1,0148(brokerage business),9046,22
2,0148(brokerage business),3152,-4,2,0004(brokerage business),6698,185,2,0004(brokerage business),7497,411
3,0004(brokerage business),1998,-353,3,0272(brokerage business),4653,-13,3,0123(brokerage business),6157,7
4,0240(brokerage business),1720,845,4,0034(brokerage business),3299,139,4,0139(brokerage business),5172,-768
5,0323(brokerage business),1265,-1045,5,0268(brokerage business),2451,61,5,0103(brokerage business),3862,317
6,0253(brokerage business),1225,-13,6,0096(brokerage business),2170,29,6,0239(brokerage business),3464,65
7,0308(brokerage business),1079,51,7,0323(brokerage business),2036,-513,7,0042(brokerage business),2927,2
8,0069(brokerage business),1069,229,8,0315(brokerage business),1827,-4,8,0268(brokerage business),2022,458
9,0018(brokerage business),980,727,9,0069(brokerage business),1718,-26,9,0272(brokerage business),1955,114
10,0275(brokerage business),953,-164,10,0103(brokerage business),1553,3,10,0082(brokerage business),1336,-3
11,0081(brokerage business),952,-39,11,0123(brokerage business),1475,3,11,0058(brokerage business),1260,7
12,0139(brokerage business),824,39,12,0042(brokerage business),1402,-14,12,0323(brokerage business),1076,310
13,0186(brokerage business),787,77,13,0007(brokerage business),1378,71,13,0275(brokerage business),1072,101
14,0268(brokerage business),685,477,14,0274(brokerage business),1327,-22,14,0151(brokerage business),1011,9
15,0271(brokerage business),685,511,15,0321(brokerage business),1082,0,15,0163(brokerage business),948,-349
16,0274(brokerage business),634,24,16,0240(brokerage business),1033,36,16,0240(brokerage business),804,-346
17,0339(brokerage business),504,289,17,0003(brokerage business),943,0,17,0125(brokerage business),759,0
18,0272(brokerage business),397,-194,18,0139(brokerage business),851,12,18,0048(brokerage business),675,117
19,0103(brokerage business),394,213,19,0254(brokerage business),839,0,19,0261(brokerage business),617,200
20,0123(brokerage business),332,-211,20,0049(brokerage business),796,8,20,0253(brokerage business),518,-72
Total,,24499,1253,Total,,45771,-93,Total,,52178,602
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：al2701,,,,,,,,,,2026-08-20,
1,0163(brokerage business),1795,-503,1,0034(brokerage business),5148,15,1,0148(brokerage business),7467,-104
2,0148(brokerage business),1293,-1513,2,0148(brokerage business),4084,-33,2,0004(brokerage business),4578,533
3,0004(brokerage business),1089,-324,3,0323(brokerage business),3418,332,3,0042(brokerage business),2047,8
4,0253(brokerage business),652,-699,4,0004(brokerage business),2653,264,4,0277(brokerage business),1715,201
5,0308(brokerage business),626,42,5,0049(brokerage business),2648,1,5,0249(brokerage business),1590,0
