"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-08-20,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
6,0081(brokerage business),14897,4928,6,0082(brokerage business),2932,-312,6,0059(brokerage business),3421,-576
7,0275(brokerage business),14647,2227,7,0240(brokerage business),2885,-1665,7,0240(brokerage business),3183,181
8,0240(brokerage business),14108,6084,8,0253(brokerage business),2613,-1095,8,0163(brokerage business),3082,-1513
9,0272(brokerage business),12274,556,9,0272(brokerage business),2371,-224,9,0272(brokerage business),2529,-1076
10,0059(brokerage business),8224,2879,10,0042(brokerage business),2176,-219,10,0169(brokerage business),1969,8
11,0034(brokerage business),7909,3113,11,0034(brokerage business),2106,-596,11,0139(brokerage business),1796,-927
12,0268(brokerage business),6914,1465,12,0123(brokerage business),1950,-256,12,0320(brokerage business),1761,-46
13,0069(brokerage business),6439,2375,13,0081(brokerage business),1925,24,13,0034(brokerage business),1680,117
14,0308(brokerage business),6184,1285,14,0275(brokerage business),1863,-529,14,0052(brokerage business),1622,4
15,0259(brokerage business),6069,2240,15,0316(brokerage business),1847,-56,15,0275(brokerage business),1538,-486
16,0186(brokerage business),5744,931,16,0161(brokerage business),1794,-123,16,0069(brokerage business),1513,-66
17,0009(brokerage business),5696,1277,17,0069(brokerage business),1711,-651,17,0268(brokerage business),1386,-564
18,0161(brokerage business),5555,1587,18,0049(brokerage business),1563,-408,18,0308(brokerage business),1182,-170
19,0298(brokerage business),4676,92,19,0311(brokerage business),1466,-157,19,0123(brokerage business),1146,-31
20,0082(brokerage business),3324,-623,20,0125(brokerage business),1252,-348,20,0043(brokerage business),1128,222
Total,,288674,74952,Total,,60886,-9780,Total,,74683,-9276
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2610,,,,,,,,,,2026-08-20,
1,0148(brokerage business),30390,10455,1,0103(brokerage business),16008,-2263,1,0004(brokerage business),18871,-864
2,0004(brokerage business),21050,8864,2,0148(brokerage business),9752,-1066,2,0082(brokerage business),9519,173
3,0163(brokerage business),17084,4896,3,0096(brokerage business),7584,-638,3,0148(brokerage business),8687,-1084
4,0123(brokerage business),13941,7817,4,0004(brokerage business),6135,42,4,0184(brokerage business),8267,-951
5,0275(brokerage business),13521,4871,5,0082(brokerage business),5471,-468,5,0239(brokerage business),6785,-1449
6,0253(brokerage business),11262,3419,6,0003(brokerage business),4516,430,6,0272(brokerage business),5678,-1185
7,0059(brokerage business),7674,3594,7,0163(brokerage business),4456,688,7,0042(brokerage business),4922,63
8,0240(brokerage business),7192,4296,8,0253(brokerage business),3968,-860,8,0240(brokerage business),3191,-253
9,0272(brokerage business),6410,4202,9,0077(brokerage business),3859,9,9,0335(brokerage business),3012,-1738
10,0081(brokerage business),6061,1750,10,0081(brokerage business),3191,35,10,0123(brokerage business),2662,-7
11,0103(brokerage business),4854,3178,11,0272(brokerage business),2332,-299,11,0103(brokerage business),2620,-547
12,0009(brokerage business),3965,1603,12,0335(brokerage business),2105,-158,12,0163(brokerage business),2523,-284
13,0308(brokerage business),3741,1039,13,0316(brokerage business),2000,126,13,0139(brokerage business),2497,-875
14,0034(brokerage business),3602,1426,14,0240(brokerage business),1875,-161,14,0275(brokerage business),2398,-28
15,0268(brokerage business),3564,2318,15,0268(brokerage business),1661,457,15,0136(brokerage business),2327,5
16,0335(brokerage business),3530,2900,16,0178(brokerage business),1654,-203,16,0323(brokerage business),1806,55
17,0082(brokerage business),3291,939,17,0069(brokerage business),1619,25,17,0003(brokerage business),1630,260
18,0058(brokerage business),2779,2056,18,0009(brokerage business),1607,22,18,0253(brokerage business),1630,-158
19,0096(brokerage business),2607,1466,19,0059(brokerage business),1298,-152,19,0077(brokerage business),1176,256
20,0069(brokerage business),2428,452,20,0049(brokerage business),1261,-176,20,0169(brokerage business),1148,-20
Total,,168946,71541,Total,,82352,-4610,Total,,91349,-8631
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2611,,,,,,,,,,2026-08-20,
1,0148(brokerage business),6353,2047,1,0103(brokerage business),10588,1057,1,0004(brokerage business),9554,308
2,0004(brokerage business),6147,786,2,0148(brokerage business),8144,-113,2,0148(brokerage business),9065,452
3,0275(brokerage business),4811,1659,3,0004(brokerage business),5755,177,3,0272(brokerage business),4063,-51
4,0163(brokerage business),3559,1440,4,0096(brokerage business),4349,85,4,0042(brokerage business),2817,-10
5,0253(brokerage business),2811,171,5,0268(brokerage business),2600,0,5,0253(brokerage business),2498,-119
6,0123(brokerage business),2293,725,6,0316(brokerage business),1922,0,6,0022(brokerage business),2085,0
7,0081(brokerage business),2255,401,7,0034(brokerage business),1650,932,7,0335(brokerage business),1890,1368
8,0059(brokerage business),2105,608,8,0059(brokerage business),1526,-37,8,0123(brokerage business),1857,33
9,0034(brokerage business),2068,1880,9,0163(brokerage business),1471,-32,9,0184(brokerage business),1779,624
10,0335(brokerage business),1602,1472,10,0178(brokerage business),1420,-77,10,0029(brokerage business),1763,0
11,0103(brokerage business),1468,505,11,0272(brokerage business),947,-25,11,0003(brokerage business),1704,-79
12,0240(brokerage business),1096,409,12,0013(brokerage business),841,0,12,0082(brokerage business),1698,418
13,0308(brokerage business),834,-31,13,0310(brokerage business),789,100,13,0244(brokerage business),1623,-15
14,0082(brokerage business),816,84,14,0018(brokerage business),681,-3,14,0240(brokerage business),1458,-95
15,0271(brokerage business),763,579,15,0253(brokerage business),676,-12,15,0139(brokerage business),1373,366
16,0272(brokerage business),680,204,16,0003(brokerage business),560,-2,16,0323(brokerage business),1258,-2
17,0058(brokerage business),631,342,17,0139(brokerage business),470,-3,17,0163(brokerage business),975,1
18,0184(brokerage business),624,-427,18,0069(brokerage business),463,-15,18,0009(brokerage business),696,-73
19,0310(brokerage business),586,527,19,0335(brokerage business),432,32,19,0059(brokerage business),564,12
20,0069(brokerage business),534,105,20,0081(brokerage business),429,20,20,0308(brokerage business),552,3
Total,,42036,13486,Total,,45713,2084,Total,,49272,3141
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2612,,,,,,,,,,2026-08-20,
1,0148(brokerage business),3164,1346,1,0148(brokerage business),7900,968,1,0004(brokerage business),9064,285
2,0163(brokerage business),1675,512,2,0096(brokerage business),2741,-9,2,0272(brokerage business),4768,25
3,0004(brokerage business),1286,730,3,0316(brokerage business),2188,0,3,0148(brokerage business),2223,262
4,0081(brokerage business),1170,88,4,0103(brokerage business),1896,338,4,0042(brokerage business),2027,206
5,0275(brokerage business),1058,215,5,0272(brokerage business),1026,-11,5,0139(brokerage business),1820,-4
6,0253(brokerage business),695,441,6,0244(brokerage business),971,-17,6,0253(brokerage business),1549,-215
7,0123(brokerage business),664,396,7,0004(brokerage business),811,27,7,0022(brokerage business),1114,0
8,0103(brokerage business),545,177,8,0263(brokerage business),744,0,8,0240(brokerage business),795,-49
9,0271(brokerage business),531,447,9,0178(brokerage business),732,5,9,0007(brokerage business),697,-1
10,0034(brokerage business),391,319,10,0059(brokerage business),543,-6,10,0077(brokerage business),444,0
11,0042(brokerage business),341,201,11,0003(brokerage business),471,-14,11,0308(brokerage business),392,35
12,0096(brokerage business),250,118,12,0034(brokerage business),401,2,12,0331(brokerage business),367,0
13,0308(brokerage business),185,-179,13,0268(brokerage business),390,-8,13,0052(brokerage business),289,0
14,0141(brokerage business),176,116,14,0038(brokerage business),366,22,14,0295(brokerage business),264,1
15,0240(brokerage business),174,59,15,0009(brokerage business),364,5,15,0163(brokerage business),231,-38
16,0310(brokerage business),171,-10,16,0163(brokerage business),345,-149,16,0096(brokerage business),223,15
17,0272(brokerage business),168,125,17,0308(brokerage business),342,-22,17,0058(brokerage business),179,-19
18,0320(brokerage business),142,107,18,0107(brokerage business),302,-4,18,0268(brokerage business),152,11
19,0238(brokerage business),141,7,19,0123(brokerage business),301,-50,19,0275(brokerage business),147,1
20,0178(brokerage business),138,137,20,0240(brokerage business),268,-5,20,0169(brokerage business),111,14
Total,,13065,5352,Total,,23102,1072,Total,,26856,529
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-08-20,,,,
Name of FF Member/OSBP,405068,-43758,Name of FF Member/OSBP,78376,-2485,Name of FF Member/OSBP,78380,-2485,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,4,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2609,,,,,,,,,,2026-08-20,
1,0004(brokerage business),41557,-6295,1,0004(brokerage business),3517,83,1,0004(brokerage business),2387,-630
2,0148(brokerage business),32468,-1232,2,0148(brokerage business),2428,-140,2,0272(brokerage business),2278,-34
3,0163(brokerage business),18815,435,3,0163(brokerage business),1833,81,3,0148(brokerage business),2119,-438
4,0275(brokerage business),12157,-2832,4,0103(brokerage business),1228,-45,4,0240(brokerage business),1638,-809
5,0240(brokerage business),10018,-914,5,0034(brokerage business),954,-1012,5,0163(brokerage business),1592,-205
6,0253(brokerage business),9778,-933,6,0272(brokerage business),882,-165,6,0007(brokerage business),1092,-7
7,0308(brokerage business),7408,-1717,7,0082(brokerage business),876,-141,7,0268(brokerage business),1084,182
8,0081(brokerage business),6732,-1258,8,0240(brokerage business),766,16,8,0042(brokerage business),1061,-41
9,0272(brokerage business),6729,-1414,9,0253(brokerage business),731,34,9,0096(brokerage business),945,-63
10,0268(brokerage business),5445,-965,10,0275(brokerage business),711,97,10,0103(brokerage business),917,-48
11,0186(brokerage business),5419,-1492,11,0059(brokerage business),698,-54,11,0034(brokerage business),915,41
12,0059(brokerage business),4844,-990,12,0123(brokerage business),685,-10,12,0059(brokerage business),871,-28
13,0034(brokerage business),4673,-395,13,0335(brokerage business),621,54,13,0049(brokerage business),853,59
14,0298(brokerage business),4209,-1874,14,0049(brokerage business),584,-104,14,0275(brokerage business),680,-56
15,0259(brokerage business),2892,-543,15,0153(brokerage business),572,76,15,0253(brokerage business),637,61
16,0009(brokerage business),2834,139,16,0007(brokerage business),568,-19,16,0018(brokerage business),588,-179
17,0161(brokerage business),2830,91,17,0009(brokerage business),551,-31,17,0315(brokerage business),563,21
18,0271(brokerage business),2578,-844,18,0268(brokerage business),536,-743,18,0153(brokerage business),517,-55
19,0137(brokerage business),2396,-474,19,0107(brokerage business),471,-44,19,0161(brokerage business),473,-27
20,0323(brokerage business),2391,-343,20,0137(brokerage business),459,157,20,0077(brokerage business),423,-10
Total,,186173,-23850,Total,,19671,-1910,Total,,21633,-2266
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2610,,,,,,,,,,2026-08-20,
1,0004(brokerage business),17069,-1440,1,0004(brokerage business),4548,440,1,0240(brokerage business),3077,137
2,0148(brokerage business),16025,-253,2,0148(brokerage business),3182,225,2,0004(brokerage business),2663,19
3,0275(brokerage business),8531,-173,3,0239(brokerage business),1871,-180,3,0148(brokerage business),1943,290
4,0163(brokerage business),8474,-135,4,0103(brokerage business),1687,6,4,0272(brokerage business),1891,-45
5,0240(brokerage business),4914,1290,5,0272(brokerage business),1215,87,5,0034(brokerage business),1308,-517
6,0253(brokerage business),4829,-174,6,0059(brokerage business),1201,541,6,0007(brokerage business),1295,67
7,0298(brokerage business),3341,671,7,0084(brokerage business),953,0,7,0096(brokerage business),1187,26
8,0059(brokerage business),3261,-437,8,0268(brokerage business),930,118,8,0042(brokerage business),1183,-6
9,0034(brokerage business),2958,659,9,0163(brokerage business),923,37,9,0163(brokerage business),1166,-143
10,0308(brokerage business),2746,-195,10,0335(brokerage business),811,-30,10,0139(brokerage business),1066,-5
11,0081(brokerage business),2583,-374,11,0123(brokerage business),795,-112,11,0323(brokerage business),876,51
12,0268(brokerage business),2560,373,12,0253(brokerage business),716,68,12,0059(brokerage business),659,78
13,0272(brokerage business),2312,-878,13,0096(brokerage business),633,-62,13,0003(brokerage business),655,-72
14,0123(brokerage business),2188,115,14,0049(brokerage business),614,-39,14,0268(brokerage business),530,150
15,0043(brokerage business),2074,860,15,0274(brokerage business),576,-5,15,0253(brokerage business),487,147
16,0186(brokerage business),1965,122,16,0007(brokerage business),544,19,16,0178(brokerage business),463,65
17,0259(brokerage business),1839,-342,17,0333(brokerage business),510,30,17,0153(brokerage business),409,-1
18,0096(brokerage business),1238,89,18,0184(brokerage business),461,0,18,0018(brokerage business),408,43
19,0271(brokerage business),1193,-229,19,0034(brokerage business),420,-57,19,0298(brokerage business),397,144
20,0009(brokerage business),1152,-4,20,0240(brokerage business),414,11,20,0077(brokerage business),365,38
Total,,91252,-455,Total,,23004,1097,Total,,22028,466
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2611,,,,,,,,,,2026-08-20,
1,0148(brokerage business),5442,1600,1,0004(brokerage business),1977,171,1,0272(brokerage business),1651,48
2,0004(brokerage business),3641,-968,2,0148(brokerage business),1610,92,2,0323(brokerage business),1346,-3
3,0275(brokerage business),3370,291,3,0268(brokerage business),957,154,3,0148(brokerage business),1334,20
4,0253(brokerage business),1732,-182,4,0163(brokerage business),832,93,4,0004(brokerage business),1080,-8
5,0163(brokerage business),1007,-289,5,0096(brokerage business),622,-68,5,0042(brokerage business),831,17
6,0123(brokerage business),1004,14,6,0052(brokerage business),540,50,6,0007(brokerage business),829,59
7,0272(brokerage business),897,-180,7,0049(brokerage business),483,96,7,0163(brokerage business),644,12
8,0240(brokerage business),834,195,8,0009(brokerage business),408,-11,8,0077(brokerage business),390,7
9,0059(brokerage business),803,-218,9,0103(brokerage business),401,-17,9,0096(brokerage business),370,62
10,0096(brokerage business),776,157,10,0272(brokerage business),330,-43,10,0153(brokerage business),240,1
11,0308(brokerage business),604,-30,11,0157(brokerage business),308,0,11,0034(brokerage business),160,-144
12,0259(brokerage business),534,126,12,0240(brokerage business),291,18,12,0003(brokerage business),159,0
13,0137(brokerage business),527,305,13,0274(brokerage business),271,-19,13,0139(brokerage business),141,0
14,0268(brokerage business),490,248,14,0335(brokerage business),198,129,14,0308(brokerage business),140,79
15,0349(brokerage business),462,408,15,0239(brokerage business),196,-69,15,0274(brokerage business),124,101
16,0081(brokerage business),393,-63,16,0323(brokerage business),162,-47,16,0240(brokerage business),117,12
17,0034(brokerage business),378,-82,17,0108(brokerage business),157,2,17,0019(brokerage business),116,-8
18,0271(brokerage business),319,50,18,0253(brokerage business),104,-6,18,0136(brokerage business),105,1
19,0007(brokerage business),302,-33,19,0277(brokerage business),103,0,19,0349(brokerage business),101,0
20,0103(brokerage business),257,87,20,0308(brokerage business),96,-5,20,0059(brokerage business),93,4
Total,,23772,1436,Total,,10046,520,Total,,9971,260
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：aoall,,,,,,,2026-08-20,,,,
Name of FF Member/OSBP,607808,261056,Name of FF Member/OSBP,575390,8357,Name of FF Member/OSBP,574490,8357,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,900,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2609,,,,,,,,,,2026-08-20,
1,0148(brokerage business),9617,3244,1,0148(brokerage business),4869,-61,1,0148(brokerage business),13123,-556
2,0163(brokerage business),8463,2577,2,0004(brokerage business),4774,-356,2,0004(brokerage business),7275,-169
3,0004(brokerage business),6929,2346,3,0298(brokerage business),3417,-245,3,0058(brokerage business),3516,-480
4,0253(brokerage business),2647,709,4,0163(brokerage business),3246,451,4,0059(brokerage business),2913,-1
5,0123(brokerage business),2367,1186,5,0034(brokerage business),3245,-162,5,0103(brokerage business),2756,-212
6,0240(brokerage business),1734,728,6,0272(brokerage business),3223,-141,6,0274(brokerage business),2620,-8
7,0275(brokerage business),1489,574,7,0240(brokerage business),2627,182,7,0163(brokerage business),2429,-344
8,0081(brokerage business),1485,332,8,0082(brokerage business),2504,-66,8,0295(brokerage business),2375,-255
9,0268(brokerage business),1432,269,9,0103(brokerage business),2210,-256,9,0272(brokerage business),2359,-51
10,0323(brokerage business),1431,1190,10,0275(brokerage business),2167,-142,10,0151(brokerage business),2150,-35
11,0272(brokerage business),1408,440,11,0253(brokerage business),2043,-89,11,0349(brokerage business),1926,-122
12,0009(brokerage business),1162,819,12,0308(brokerage business),1949,-62,12,0082(brokerage business),1876,-3
13,0298(brokerage business),953,194,13,0277(brokerage business),1911,-13,13,0253(brokerage business),1812,-116
14,0103(brokerage business),856,548,14,0096(brokerage business),1631,-21,14,0096(brokerage business),1707,35
15,0308(brokerage business),795,553,15,0268(brokerage business),1631,-560,15,0123(brokerage business),1647,13
16,0003(brokerage business),718,380,16,0161(brokerage business),1602,-42,16,0268(brokerage business),1587,-184
17,0288(brokerage business),648,424,17,0081(brokerage business),1544,-7,17,0153(brokerage business),1415,18
18,0137(brokerage business),644,390,18,0069(brokerage business),1450,-3,18,0136(brokerage business),1377,-14
19,0058(brokerage business),585,376,19,0123(brokerage business),1449,-162,19,0029(brokerage business),1354,-84
20,0151(brokerage business),540,138,20,0288(brokerage business),1434,-167,20,0009(brokerage business),1313,-880
Total,,45903,17417,Total,,48926,-1922,Total,,57530,-3448
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2610,,,,,,,,,,2026-08-20,
1,0004(brokerage business),70465,35302,1,0148(brokerage business),22315,-360,1,0148(brokerage business),33596,3459
2,0148(brokerage business),47735,23169,2,0004(brokerage business),21257,2792,2,0004(brokerage business),28945,-83
3,0163(brokerage business),43219,17421,3,0272(brokerage business),19275,313,3,0163(brokerage business),18666,475
4,0253(brokerage business),20297,8741,4,0082(brokerage business),17748,26,4,0272(brokerage business),14518,1249
5,0275(brokerage business),14943,6888,5,0323(brokerage business),12427,1124,5,0335(brokerage business),13976,647
6,0081(brokerage business),12556,6239,6,0163(brokerage business),11965,532,6,0253(brokerage business),13640,-1086
7,0059(brokerage business),12152,1678,7,0151(brokerage business),9856,200,7,0103(brokerage business),12975,-23
8,0240(brokerage business),10858,6418,8,0240(brokerage business),9386,502,8,0240(brokerage business),12905,566
9,0272(brokerage business),10758,3646,9,0253(brokerage business),8717,-1093,9,0323(brokerage business),11619,330
10,0298(brokerage business),9626,3188,10,0058(brokerage business),8051,-49,10,0059(brokerage business),11352,-165
11,0161(brokerage business),7264,3117,11,0123(brokerage business),8051,946,11,0151(brokerage business),10576,179
12,0268(brokerage business),7241,1631,12,0268(brokerage business),8036,99,12,0268(brokerage business),8392,-888
13,0186(brokerage business),6964,2527,13,0288(brokerage business),7313,422,13,0288(brokerage business),7510,230
14,0323(brokerage business),6038,3603,14,0096(brokerage business),6516,-181,14,0082(brokerage business),5602,258
15,0103(brokerage business),5852,3737,15,0003(brokerage business),6460,28,15,0178(brokerage business),5421,1
16,0151(brokerage business),5849,2990,16,0009(brokerage business),6402,-1077,16,0034(brokerage business),4891,511
17,0335(brokerage business),5697,4010,17,0103(brokerage business),6335,1185,17,0308(brokerage business),4064,344
18,0009(brokerage business),5416,3344,18,0295(brokerage business),6240,-18,18,0043(brokerage business),3877,166
19,0034(brokerage business),5397,1910,19,0178(brokerage business),6223,184,19,0081(brokerage business),3840,-62
20,0123(brokerage business),5185,-5256,20,0139(brokerage business),5347,261,20,0161(brokerage business),3834,-507
Total,,313512,134303,Total,,207920,5836,Total,,230199,5601
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2611,,,,,,,,,,2026-08-20,
1,0268(brokerage business),6311,5357,1,0082(brokerage business),8772,9,1,0148(brokerage business),8944,156
2,0163(brokerage business),3982,2015,2,0253(brokerage business),7115,446,2,0240(brokerage business),5228,80
3,0148(brokerage business),2256,1222,3,0240(brokerage business),5969,125,3,0058(brokerage business),4903,342
4,0253(brokerage business),2093,745,4,0323(brokerage business),4802,92,4,0151(brokerage business),4879,25
5,0059(brokerage business),1475,636,5,0161(brokerage business),4715,644,5,0323(brokerage business),4469,21
6,0009(brokerage business),1245,967,6,0151(brokerage business),4659,-64,6,0161(brokerage business),3964,530
7,0161(brokerage business),1228,568,7,0272(brokerage business),4622,5,7,0253(brokerage business),3453,-281
8,0240(brokerage business),1197,445,8,0268(brokerage business),2329,-2935,8,0163(brokerage business),3174,263
9,0004(brokerage business),1112,847,9,0163(brokerage business),2091,-49,9,0295(brokerage business),3131,186
10,0081(brokerage business),1054,430,10,0004(brokerage business),1995,312,10,0004(brokerage business),2805,96
11,0178(brokerage business),855,182,11,0123(brokerage business),1759,-280,11,0009(brokerage business),2508,-452
12,0151(brokerage business),785,288,12,0034(brokerage business),1747,7,12,0082(brokerage business),2416,-71
13,0058(brokerage business),733,388,13,0178(brokerage business),1692,24,13,0268(brokerage business),2255,-2980
14,0048(brokerage business),666,253,14,0308(brokerage business),1617,5,14,0178(brokerage business),1504,-1
15,0123(brokerage business),563,149,15,0048(brokerage business),1321,158,15,0272(brokerage business),1242,-10
16,0082(brokerage business),512,461,16,0148(brokerage business),1036,312,16,0308(brokerage business),1230,75
17,0272(brokerage business),425,265,17,0019(brokerage business),873,208,17,0029(brokerage business),1155,104
18,0323(brokerage business),423,318,18,0103(brokerage business),826,-3,18,0086(brokerage business),1107,134
19,0311(brokerage business),335,330,19,0311(brokerage business),678,56,19,0048(brokerage business),1009,100
20,0001(brokerage business),309,173,20,0003(brokerage business),677,101,20,0059(brokerage business),973,0
Total,,27559,16039,Total,,59295,-827,Total,,60349,-1683
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2701,,,,,,,,,,2026-08-20,
1,0004(brokerage business),5225,3431,1,0034(brokerage business),12995,-8,1,0148(brokerage business),10311,-89
2,0163(brokerage business),4721,2463,2,0372(brokerage business),5563,13,2,0004(brokerage business),8462,-712
3,0148(brokerage business),4157,2332,3,0082(brokerage business),4759,-2,3,0103(brokerage business),8226,693
4,0275(brokerage business),4089,1584,4,0116(brokerage business),4596,0,4,0335(brokerage business),4465,765
5,0253(brokerage business),2572,600,5,0004(brokerage business),3709,45,5,0003(brokerage business),4094,-90
6,0240(brokerage business),2398,1155,6,0148(brokerage business),3158,0,6,0240(brokerage business),3901,184
7,0103(brokerage business),1823,1608,7,0253(brokerage business),2697,-1,7,0123(brokerage business),3596,-56
8,0335(brokerage business),1315,1073,8,0323(brokerage business),2456,129,8,0163(brokerage business),3402,397
9,0081(brokerage business),1193,392,9,0275(brokerage business),2209,82,9,0253(brokerage business),3029,-11
10,0059(brokerage business),1039,423,10,0163(brokerage business),2085,86,10,0272(brokerage business),2009,-5
11,0034(brokerage business),964,333,11,0103(brokerage business),2035,32,11,0058(brokerage business),1941,22
12,0186(brokerage business),890,330,12,0186(brokerage business),1341,34,12,0151(brokerage business),1588,-45
13,0272(brokerage business),817,-177,13,0077(brokerage business),1197,1,13,0139(brokerage business),1549,60
14,0311(brokerage business),765,488,14,0259(brokerage business),1042,543,14,0034(brokerage business),1517,114
15,0123(brokerage business),674,356,15,0268(brokerage business),1012,6,15,0249(brokerage business),1261,12
16,0299(brokerage business),673,421,16,0123(brokerage business),957,28,16,0274(brokerage business),1133,14
17,0259(brokerage business),669,42,17,0298(brokerage business),907,24,17,0275(brokerage business),1057,47
18,0137(brokerage business),653,388,18,0240(brokerage business),904,32,18,0349(brokerage business),959,9
19,0268(brokerage business),579,279,19,0277(brokerage business),883,-4,19,0244(brokerage business),886,20
20,0067(brokerage business),574,431,20,0059(brokerage business),849,48,20,0339(brokerage business),813,11
Total,,35790,17952,Total,,55354,1088,Total,,64199,1340
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：adall,,,,,,,2026-08-20,,,,
Name of FF Member/OSBP,21678,-7192,Name of FF Member/OSBP,24102,-201,Name of FF Member/OSBP,24102,-201,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ad2609,,,,,,,,,,2026-08-20,
1,0004(brokerage business),243,-81,1,0253(brokerage business),397,1,1,0123(brokerage business),474,4
2,0148(brokerage business),192,55,2,0004(brokerage business),341,11,2,0275(brokerage business),413,-7
3,0008(brokerage business),178,-28,3,0275(brokerage business),306,-1,3,0323(brokerage business),330,0
4,0163(brokerage business),137,-116,4,0323(brokerage business),300,0,4,0253(brokerage business),300,-2
5,0096(brokerage business),134,15,5,0008(brokerage business),291,0,5,0257(brokerage business),293,5
6,0034(brokerage business),118,14,6,0257(brokerage business),291,7,6,0008(brokerage business),287,0
7,0275(brokerage business),118,-91,7,0123(brokerage business),290,-5,7,0009(brokerage business),282,0
8,0137(brokerage business),108,15,8,0009(brokerage business),282,0,8,0048(brokerage business),280,-1
9,0257(brokerage business),100,-38,9,0048(brokerage business),281,-1,9,0137(brokerage business),243,1
10,0253(brokerage business),97,-202,10,0137(brokerage business),239,3,10,0004(brokerage business),224,0
11,0069(brokerage business),66,20,11,0139(brokerage business),197,-23,11,0139(brokerage business),213,-23
12,0139(brokerage business),46,-104,12,0018(brokerage business),180,0,12,0096(brokerage business),121,-67
13,0009(brokerage business),32,-31,13,0320(brokerage business),148,-20,13,0349(brokerage business),102,3
14,0123(brokerage business),21,-57,14,0096(brokerage business),123,-67,14,0272(brokerage business),94,2
