"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-08-19,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
3,0004(brokerage business),12186,961,3,0096(brokerage business),8222,55,3,0082(brokerage business),9346,1614
4,0275(brokerage business),8650,3371,4,0004(brokerage business),6093,-601,4,0184(brokerage business),9218,-546
5,0253(brokerage business),7843,2751,5,0082(brokerage business),5939,166,5,0239(brokerage business),8234,-275
6,0123(brokerage business),6124,1889,6,0253(brokerage business),4828,467,6,0272(brokerage business),6863,-214
7,0081(brokerage business),4311,832,7,0003(brokerage business),4086,-507,7,0042(brokerage business),4859,77
8,0059(brokerage business),4080,1049,8,0077(brokerage business),3850,-103,8,0335(brokerage business),4750,308
9,0240(brokerage business),2896,953,9,0163(brokerage business),3768,32,9,0240(brokerage business),3444,237
10,0308(brokerage business),2702,1111,10,0081(brokerage business),3156,191,10,0139(brokerage business),3372,-2283
11,0139(brokerage business),2662,2425,11,0272(brokerage business),2631,94,11,0103(brokerage business),3167,-78
12,0009(brokerage business),2362,311,12,0335(brokerage business),2263,14,12,0163(brokerage business),2807,-158
13,0082(brokerage business),2352,129,13,0240(brokerage business),2036,81,13,0123(brokerage business),2669,-35
14,0272(brokerage business),2208,900,14,0316(brokerage business),1874,-5,14,0275(brokerage business),2426,-6
15,0034(brokerage business),2176,-704,15,0178(brokerage business),1857,76,15,0136(brokerage business),2322,-2
16,0069(brokerage business),1976,681,16,0069(brokerage business),1594,71,16,0253(brokerage business),1788,422
17,0259(brokerage business),1754,889,17,0009(brokerage business),1585,113,17,0323(brokerage business),1751,130
18,0103(brokerage business),1676,364,18,0059(brokerage business),1450,180,18,0059(brokerage business),1468,294
19,0239(brokerage business),1664,25,19,0049(brokerage business),1437,10,19,0003(brokerage business),1370,-33
20,0186(brokerage business),1487,-115,20,0275(brokerage business),1335,226,20,0169(brokerage business),1168,255
Total,,101232,27451,Total,,87093,483,Total,,100528,2192
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2611,,,,,,,,,,2026-08-19,
1,0004(brokerage business),5361,1665,1,0103(brokerage business),9531,543,1,0004(brokerage business),9246,223
2,0148(brokerage business),4306,-43,2,0148(brokerage business),8257,142,2,0148(brokerage business),8613,342
3,0275(brokerage business),3152,319,3,0004(brokerage business),5578,546,3,0272(brokerage business),4114,-59
4,0253(brokerage business),2640,590,4,0096(brokerage business),4264,11,4,0042(brokerage business),2827,16
5,0163(brokerage business),2119,587,5,0268(brokerage business),2600,102,5,0253(brokerage business),2617,76
6,0081(brokerage business),1854,186,6,0316(brokerage business),1922,0,6,0022(brokerage business),2085,0
7,0123(brokerage business),1568,637,7,0059(brokerage business),1563,27,7,0123(brokerage business),1824,60
8,0059(brokerage business),1497,164,8,0163(brokerage business),1503,228,8,0003(brokerage business),1783,88
9,0184(brokerage business),1051,947,9,0178(brokerage business),1497,96,9,0029(brokerage business),1763,-10
10,0103(brokerage business),963,-3,10,0272(brokerage business),972,71,10,0244(brokerage business),1638,-1
11,0323(brokerage business),896,444,11,0013(brokerage business),841,0,11,0240(brokerage business),1553,16
12,0308(brokerage business),865,-556,12,0034(brokerage business),718,4,12,0082(brokerage business),1280,674
13,0082(brokerage business),732,689,13,0310(brokerage business),689,48,13,0323(brokerage business),1260,834
14,0240(brokerage business),687,265,14,0253(brokerage business),688,46,14,0184(brokerage business),1155,1051
15,0272(brokerage business),476,248,15,0018(brokerage business),684,64,15,0139(brokerage business),1007,27
16,0069(brokerage business),429,-57,16,0003(brokerage business),562,10,16,0163(brokerage business),974,37
17,0003(brokerage business),396,-36,17,0069(brokerage business),478,-6,17,0009(brokerage business),769,12
18,0018(brokerage business),371,-113,18,0139(brokerage business),473,7,18,0058(brokerage business),662,-178
19,0096(brokerage business),364,125,19,0123(brokerage business),452,96,19,0059(brokerage business),552,8
20,0259(brokerage business),359,191,20,0161(brokerage business),410,151,20,0308(brokerage business),549,-407
Total,,30086,6249,Total,,43682,2186,Total,,46271,2809
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2612,,,,,,,,,,2026-08-19,
1,0148(brokerage business),1818,412,1,0148(brokerage business),6932,110,1,0004(brokerage business),8779,-27
2,0163(brokerage business),1163,363,2,0096(brokerage business),2750,-14,2,0272(brokerage business),4743,-9
3,0081(brokerage business),1082,334,3,0316(brokerage business),2188,0,3,0148(brokerage business),1961,394
4,0275(brokerage business),843,-25,4,0103(brokerage business),1558,306,4,0139(brokerage business),1824,375
5,0004(brokerage business),556,-180,5,0272(brokerage business),1037,18,5,0042(brokerage business),1821,123
6,0139(brokerage business),390,188,6,0244(brokerage business),988,-5,6,0253(brokerage business),1764,-173
7,0103(brokerage business),368,34,7,0004(brokerage business),784,61,7,0022(brokerage business),1114,0
8,0308(brokerage business),364,56,8,0263(brokerage business),744,48,8,0240(brokerage business),844,7
9,0123(brokerage business),268,50,9,0178(brokerage business),727,0,9,0007(brokerage business),698,167
10,0253(brokerage business),254,-30,10,0059(brokerage business),549,16,10,0077(brokerage business),444,1
11,0007(brokerage business),190,151,11,0163(brokerage business),494,49,11,0331(brokerage business),367,0
12,0310(brokerage business),181,-27,12,0003(brokerage business),485,2,12,0308(brokerage business),357,229
13,0137(brokerage business),167,162,13,0034(brokerage business),399,1,13,0052(brokerage business),289,1
14,0298(brokerage business),164,145,14,0268(brokerage business),398,1,14,0163(brokerage business),269,-2
15,0042(brokerage business),140,-44,15,0308(brokerage business),364,1,15,0295(brokerage business),263,0
16,0238(brokerage business),134,-79,16,0009(brokerage business),359,105,16,0096(brokerage business),208,-10
17,0096(brokerage business),132,-17,17,0123(brokerage business),351,0,17,0058(brokerage business),198,-1
18,0268(brokerage business),121,65,18,0038(brokerage business),344,-2,18,0275(brokerage business),146,-4
19,0240(brokerage business),115,48,19,0107(brokerage business),306,1,19,0268(brokerage business),141,-46
20,0009(brokerage business),109,96,20,0320(brokerage business),302,-19,20,0169(brokerage business),97,1
Total,,8559,1702,Total,,22059,679,Total,,26327,1026
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-08-19,,,,
Name of FF Member/OSBP,448826,6536,Name of FF Member/OSBP,80861,-6883,Name of FF Member/OSBP,80865,-6883,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,4,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2609,,,,,,,,,,2026-08-19,
1,0004(brokerage business),47852,1648,1,0004(brokerage business),3434,-479,1,0004(brokerage business),3017,-439
2,0148(brokerage business),33700,-1651,2,0148(brokerage business),2568,-717,2,0148(brokerage business),2557,-143
3,0163(brokerage business),18380,-1598,3,0034(brokerage business),1966,327,3,0240(brokerage business),2447,-83
4,0275(brokerage business),14989,335,4,0163(brokerage business),1752,-197,4,0272(brokerage business),2312,-86
5,0240(brokerage business),10932,-1234,5,0268(brokerage business),1279,-207,5,0163(brokerage business),1797,-89
6,0253(brokerage business),10711,-485,6,0103(brokerage business),1273,-543,6,0042(brokerage business),1102,11
7,0308(brokerage business),9125,871,7,0272(brokerage business),1047,-341,7,0007(brokerage business),1099,-99
8,0272(brokerage business),8143,-617,8,0082(brokerage business),1017,11,8,0096(brokerage business),1008,-154
9,0081(brokerage business),7990,-946,9,0059(brokerage business),752,-1,9,0103(brokerage business),965,-452
10,0186(brokerage business),6911,-369,10,0240(brokerage business),750,-147,10,0268(brokerage business),902,-437
11,0268(brokerage business),6410,162,11,0253(brokerage business),697,-253,11,0059(brokerage business),899,-131
12,0298(brokerage business),6083,-423,12,0123(brokerage business),695,-62,12,0034(brokerage business),874,-113
13,0059(brokerage business),5834,-716,13,0049(brokerage business),688,102,13,0049(brokerage business),794,-131
14,0034(brokerage business),5068,57,14,0275(brokerage business),614,-178,14,0018(brokerage business),767,-168
15,0259(brokerage business),3435,-601,15,0007(brokerage business),587,84,15,0275(brokerage business),736,-145
16,0271(brokerage business),3422,240,16,0009(brokerage business),582,-34,16,0253(brokerage business),576,-208
17,0019(brokerage business),2973,-586,17,0335(brokerage business),567,-201,17,0153(brokerage business),572,-310
18,0103(brokerage business),2907,695,18,0107(brokerage business),515,20,18,0315(brokerage business),542,-13
19,0137(brokerage business),2870,113,19,0153(brokerage business),496,-68,19,0161(brokerage business),500,8
20,0161(brokerage business),2739,-130,20,0096(brokerage business),490,-15,20,0077(brokerage business),433,-380
Total,,210474,-5235,Total,,21769,-2899,Total,,23899,-3562
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2610,,,,,,,,,,2026-08-19,
1,0004(brokerage business),18509,502,1,0004(brokerage business),4108,-390,1,0240(brokerage business),2940,-91
2,0148(brokerage business),16278,261,2,0148(brokerage business),2957,-75,2,0004(brokerage business),2644,-221
3,0275(brokerage business),8704,1227,3,0239(brokerage business),2051,-709,3,0272(brokerage business),1936,-365
4,0163(brokerage business),8609,1098,4,0103(brokerage business),1681,-510,4,0034(brokerage business),1825,145
5,0253(brokerage business),5003,-303,5,0272(brokerage business),1128,67,5,0148(brokerage business),1653,-173
6,0059(brokerage business),3698,920,6,0084(brokerage business),953,0,6,0163(brokerage business),1309,-76
7,0240(brokerage business),3624,-90,7,0123(brokerage business),907,98,7,0007(brokerage business),1228,11
8,0272(brokerage business),3190,184,8,0163(brokerage business),886,-71,8,0042(brokerage business),1189,16
9,0081(brokerage business),2957,-115,9,0335(brokerage business),841,-176,9,0096(brokerage business),1161,70
10,0308(brokerage business),2941,227,10,0268(brokerage business),812,53,10,0139(brokerage business),1071,66
11,0298(brokerage business),2670,1314,11,0096(brokerage business),695,9,11,0323(brokerage business),825,-37
12,0034(brokerage business),2299,26,12,0059(brokerage business),660,-419,12,0003(brokerage business),727,11
13,0268(brokerage business),2187,195,13,0049(brokerage business),653,55,13,0059(brokerage business),581,-103
14,0259(brokerage business),2181,314,14,0253(brokerage business),648,-80,14,0153(brokerage business),410,74
15,0123(brokerage business),2073,600,15,0043(brokerage business),599,250,15,0178(brokerage business),398,-27
16,0186(brokerage business),1843,342,16,0274(brokerage business),581,3,16,0268(brokerage business),380,-8
17,0103(brokerage business),1519,938,17,0007(brokerage business),525,23,17,0018(brokerage business),365,30
18,0019(brokerage business),1443,351,18,0333(brokerage business),480,-47,18,0349(brokerage business),346,2
19,0271(brokerage business),1422,110,19,0034(brokerage business),477,130,19,0253(brokerage business),340,-29
20,0323(brokerage business),1365,473,20,0184(brokerage business),461,58,20,0077(brokerage business),327,21
Total,,92515,8574,Total,,22103,-1731,Total,,21655,-684
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2611,,,,,,,,,,2026-08-19,
1,0004(brokerage business),4609,1085,1,0004(brokerage business),1806,-210,1,0272(brokerage business),1603,-67
2,0148(brokerage business),3842,-932,2,0148(brokerage business),1518,132,2,0323(brokerage business),1349,4
3,0275(brokerage business),3079,505,3,0268(brokerage business),803,9,3,0148(brokerage business),1314,-64
4,0253(brokerage business),1914,402,4,0163(brokerage business),739,-66,4,0004(brokerage business),1088,-11
5,0163(brokerage business),1296,353,5,0096(brokerage business),690,42,5,0042(brokerage business),814,-3
6,0272(brokerage business),1077,600,6,0052(brokerage business),490,60,6,0007(brokerage business),770,-13
7,0059(brokerage business),1021,212,7,0009(brokerage business),419,-21,7,0163(brokerage business),632,50
8,0123(brokerage business),990,306,8,0103(brokerage business),418,42,8,0077(brokerage business),383,-27
9,0018(brokerage business),877,859,9,0049(brokerage business),387,-2,9,0096(brokerage business),308,-3
10,0240(brokerage business),639,-64,10,0272(brokerage business),373,-16,10,0034(brokerage business),304,191
11,0308(brokerage business),634,17,11,0157(brokerage business),308,-80,11,0153(brokerage business),239,1
12,0096(brokerage business),619,14,12,0274(brokerage business),290,15,12,0003(brokerage business),159,-2
13,0034(brokerage business),460,333,13,0240(brokerage business),273,-25,13,0139(brokerage business),141,3
14,0081(brokerage business),456,-49,14,0239(brokerage business),265,46,14,0268(brokerage business),127,-73
15,0259(brokerage business),408,-23,15,0323(brokerage business),209,-45,15,0019(brokerage business),124,9
16,0323(brokerage business),391,217,16,0108(brokerage business),155,0,16,0123(brokerage business),113,10
17,0007(brokerage business),335,44,17,0059(brokerage business),119,56,17,0240(brokerage business),105,-32
18,0082(brokerage business),334,96,18,0007(brokerage business),116,42,18,0136(brokerage business),104,0
19,0271(brokerage business),269,-41,19,0253(brokerage business),110,-6,19,0349(brokerage business),101,-51
20,0257(brokerage business),247,58,20,0277(brokerage business),103,-2,20,0059(brokerage business),89,11
Total,,23497,3992,Total,,9591,-29,Total,,9867,-67
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：aoall,,,,,,,2026-08-19,,,,
Name of FF Member/OSBP,346752,-268314,Name of FF Member/OSBP,567033,6911,Name of FF Member/OSBP,566133,6911,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,900,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2609,,,,,,,,,,2026-08-19,
1,0148(brokerage business),6373,-4651,1,0004(brokerage business),5130,-296,1,0148(brokerage business),13679,35
2,0163(brokerage business),5886,-5065,2,0148(brokerage business),4930,-82,2,0004(brokerage business),7444,-427
3,0004(brokerage business),4583,-4123,3,0298(brokerage business),3662,-170,3,0058(brokerage business),3996,-62
4,0253(brokerage business),1938,-1881,4,0034(brokerage business),3407,-196,4,0103(brokerage business),2968,4
5,0123(brokerage business),1181,-4136,5,0272(brokerage business),3364,-133,5,0059(brokerage business),2914,-29
6,0268(brokerage business),1163,-139,6,0163(brokerage business),2795,-192,6,0163(brokerage business),2773,-178
7,0081(brokerage business),1153,-1492,7,0082(brokerage business),2570,-50,7,0295(brokerage business),2630,-51
8,0240(brokerage business),1006,-1955,8,0103(brokerage business),2466,-82,8,0274(brokerage business),2628,40
9,0272(brokerage business),968,-452,9,0240(brokerage business),2445,74,9,0272(brokerage business),2410,-271
10,0275(brokerage business),915,-2376,10,0275(brokerage business),2309,18,10,0009(brokerage business),2193,-266
11,0298(brokerage business),759,-490,11,0268(brokerage business),2191,403,11,0151(brokerage business),2185,36
12,0034(brokerage business),466,-366,12,0253(brokerage business),2132,-232,12,0349(brokerage business),2048,-3
13,0151(brokerage business),402,-1241,13,0308(brokerage business),2011,-68,13,0253(brokerage business),1928,-70
14,0299(brokerage business),366,-43,14,0323(brokerage business),1957,-83,14,0082(brokerage business),1879,-234
15,0178(brokerage business),349,160,15,0277(brokerage business),1924,-3,15,0268(brokerage business),1771,-46
16,0019(brokerage business),344,-649,16,0096(brokerage business),1652,-36,16,0096(brokerage business),1672,-4
17,0009(brokerage business),343,-737,17,0161(brokerage business),1644,-40,17,0123(brokerage business),1634,-548
18,0003(brokerage business),338,-19,18,0123(brokerage business),1611,-65,18,0029(brokerage business),1438,-176
19,0082(brokerage business),338,-571,19,0288(brokerage business),1601,-54,19,0153(brokerage business),1397,17
20,0059(brokerage business),333,-1235,20,0081(brokerage business),1551,-48,20,0136(brokerage business),1391,-14
Total,,29204,-31461,Total,,51352,-1335,Total,,60978,-2247
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2610,,,,,,,,,,2026-08-19,
1,0004(brokerage business),35163,-19091,1,0148(brokerage business),22675,67,1,0148(brokerage business),30137,1855
2,0163(brokerage business),25798,-19926,2,0272(brokerage business),18962,35,2,0004(brokerage business),29028,-803
3,0148(brokerage business),24566,-11822,3,0004(brokerage business),18465,320,3,0163(brokerage business),18191,1076
4,0253(brokerage business),11556,-10885,4,0082(brokerage business),17722,77,4,0253(brokerage business),14726,391
5,0059(brokerage business),10474,-3575,5,0163(brokerage business),11433,-336,5,0335(brokerage business),13329,824
6,0123(brokerage business),10441,-5095,6,0323(brokerage business),11303,62,6,0272(brokerage business),13269,431
7,0275(brokerage business),8055,-14917,7,0253(brokerage business),9810,401,7,0103(brokerage business),12998,192
8,0272(brokerage business),7112,-3322,8,0151(brokerage business),9656,-108,8,0240(brokerage business),12339,325
9,0298(brokerage business),6438,-1695,9,0240(brokerage business),8884,189,9,0059(brokerage business),11517,-652
10,0081(brokerage business),6317,-8922,10,0058(brokerage business),8100,279,10,0323(brokerage business),11289,187
11,0268(brokerage business),5610,-1266,11,0268(brokerage business),7937,275,11,0151(brokerage business),10397,583
12,0312(brokerage business),5176,-1825,12,0009(brokerage business),7479,200,12,0268(brokerage business),9280,-379
13,0240(brokerage business),4440,-7709,13,0123(brokerage business),7105,359,13,0288(brokerage business),7280,506
14,0186(brokerage business),4437,-2854,14,0288(brokerage business),6891,74,14,0178(brokerage business),5420,4
15,0161(brokerage business),4147,-1854,15,0096(brokerage business),6697,43,15,0082(brokerage business),5344,422
16,0034(brokerage business),3487,-2137,16,0003(brokerage business),6432,-33,16,0034(brokerage business),4380,660
17,0151(brokerage business),2859,-6781,17,0295(brokerage business),6258,239,17,0161(brokerage business),4341,-1005
18,0019(brokerage business),2716,-1740,18,0178(brokerage business),6039,179,18,0081(brokerage business),3902,519
19,0308(brokerage business),2644,-838,19,0103(brokerage business),5150,273,19,0308(brokerage business),3720,78
20,0029(brokerage business),2527,-1040,20,0139(brokerage business),5086,160,20,0043(brokerage business),3711,284
Total,,183963,-127294,Total,,202084,2755,Total,,224598,5498
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2611,,,,,,,,,,2026-08-19,
1,0163(brokerage business),1967,-1275,1,0082(brokerage business),8763,12,1,0148(brokerage business),8788,188
2,0253(brokerage business),1348,228,2,0253(brokerage business),6669,480,2,0268(brokerage business),5235,24
3,0148(brokerage business),1034,-726,3,0240(brokerage business),5844,90,3,0240(brokerage business),5148,0
4,0268(brokerage business),954,-16,4,0268(brokerage business),5264,8,4,0151(brokerage business),4854,24
5,0059(brokerage business),839,-752,5,0151(brokerage business),4723,91,5,0058(brokerage business),4561,290
6,0240(brokerage business),752,-386,6,0323(brokerage business),4710,12,6,0323(brokerage business),4448,1
7,0178(brokerage business),673,-500,7,0272(brokerage business),4617,24,7,0253(brokerage business),3734,10
8,0161(brokerage business),660,-714,8,0161(brokerage business),4071,304,8,0161(brokerage business),3434,322
9,0081(brokerage business),624,-205,9,0163(brokerage business),2140,26,9,0009(brokerage business),2960,103
10,0151(brokerage business),497,-907,10,0123(brokerage business),2039,-281,10,0295(brokerage business),2945,275
11,0123(brokerage business),414,39,11,0034(brokerage business),1740,18,11,0163(brokerage business),2911,167
12,0048(brokerage business),413,-36,12,0004(brokerage business),1683,48,12,0004(brokerage business),2709,29
13,0275(brokerage business),405,50,13,0178(brokerage business),1668,9,13,0082(brokerage business),2487,33
14,0058(brokerage business),345,-413,14,0308(brokerage business),1612,7,14,0178(brokerage business),1505,2
15,0295(brokerage business),279,-53,15,0048(brokerage business),1163,-17,15,0272(brokerage business),1252,-14
16,0009(brokerage business),278,-469,16,0103(brokerage business),829,10,16,0308(brokerage business),1155,96
17,0029(brokerage business),277,90,17,0148(brokerage business),724,14,17,0029(brokerage business),1051,234
18,0004(brokerage business),265,-1801,18,0019(brokerage business),665,3,18,0059(brokerage business),973,2
19,0042(brokerage business),227,166,19,0311(brokerage business),622,0,19,0086(brokerage business),973,88
20,0298(brokerage business),217,31,20,0003(brokerage business),576,0,20,0048(brokerage business),909,-10
Total,,12468,-7649,Total,,60122,858,Total,,62032,1864
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2701,,,,,,,,,,2026-08-19,
1,0275(brokerage business),2505,-2174,1,0034(brokerage business),13003,50,1,0148(brokerage business),10400,-153
2,0163(brokerage business),2258,-2751,2,0372(brokerage business),5550,1,2,0004(brokerage business),9174,171
3,0253(brokerage business),1972,-963,3,0082(brokerage business),4761,23,3,0103(brokerage business),7533,42
4,0148(brokerage business),1825,-2019,4,0116(brokerage business),4596,-60,4,0003(brokerage business),4184,-100
5,0004(brokerage business),1794,-1413,5,0004(brokerage business),3664,145,5,0240(brokerage business),3717,103
6,0240(brokerage business),1243,-578,6,0148(brokerage business),3158,8,6,0335(brokerage business),3700,164
7,0272(brokerage business),994,253,7,0253(brokerage business),2698,9,7,0123(brokerage business),3652,13
8,0081(brokerage business),801,-537,8,0323(brokerage business),2327,13,8,0253(brokerage business),3040,365
9,0034(brokerage business),631,-282,9,0275(brokerage business),2127,-27,9,0163(brokerage business),3005,165
10,0259(brokerage business),627,-752,10,0103(brokerage business),2003,69,10,0272(brokerage business),2014,-450
11,0059(brokerage business),616,-433,11,0163(brokerage business),1999,-17,11,0058(brokerage business),1919,13
12,0186(brokerage business),560,-300,12,0186(brokerage business),1307,142,12,0151(brokerage business),1633,-16
13,0029(brokerage business),474,-49,13,0077(brokerage business),1196,18,13,0139(brokerage business),1489,6
14,0069(brokerage business),472,56,14,0268(brokerage business),1006,-27,14,0034(brokerage business),1403,47
15,0308(brokerage business),326,-213,15,0123(brokerage business),929,23,15,0249(brokerage business),1249,4
16,0123(brokerage business),318,-1310,16,0272(brokerage business),917,-180,16,0274(brokerage business),1119,42
17,0268(brokerage business),300,-138,17,0277(brokerage business),887,36,17,0275(brokerage business),1010,38
18,0298(brokerage business),297,-160,18,0298(brokerage business),883,25,18,0349(brokerage business),950,-3
19,0311(brokerage business),277,-400,19,0240(brokerage business),872,40,19,0244(brokerage business),866,35
20,0137(brokerage business),265,-287,20,0055(brokerage business),837,0,20,0339(brokerage business),802,7
Total,,18555,-14450,Total,,54720,291,Total,,62859,493
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：adall,,,,,,,2026-08-19,,,,
Name of FF Member/OSBP,28870,2284,Name of FF Member/OSBP,24303,-610,Name of FF Member/OSBP,24303,-610,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ad2609,,,,,,,,,,2026-08-19,
1,0004(brokerage business),324,51,1,0253(brokerage business),396,75,1,0123(brokerage business),470,-20
2,0253(brokerage business),299,128,2,0004(brokerage business),330,-24,2,0275(brokerage business),420,2
3,0163(brokerage business),253,69,3,0275(brokerage business),307,-3,3,0323(brokerage business),330,-2
4,0275(brokerage business),209,125,4,0323(brokerage business),300,-87,4,0253(brokerage business),302,-10
5,0008(brokerage business),206,33,5,0123(brokerage business),295,10,5,0257(brokerage business),288,-2
6,0323(brokerage business),165,153,6,0008(brokerage business),291,0,6,0008(brokerage business),287,0
7,0139(brokerage business),150,76,7,0257(brokerage business),284,-2,7,0009(brokerage business),282,0
8,0257(brokerage business),138,28,8,0009(brokerage business),282,-1,8,0048(brokerage business),281,-9
9,0148(brokerage business),137,-44,9,0048(brokerage business),282,-9,9,0137(brokerage business),242,-6
10,0299(brokerage business),132,132,10,0137(brokerage business),236,-9,10,0139(brokerage business),236,-21
11,0096(brokerage business),119,74,11,0139(brokerage business),220,-21,11,0004(brokerage business),224,10
12,0349(brokerage business),117,110,12,0034(brokerage business),216,87,12,0096(brokerage business),188,-59
13,0048(brokerage business),114,80,13,0096(brokerage business),190,-58,13,0349(brokerage business),99,6
14,0034(brokerage business),104,104,14,0018(brokerage business),180,0,14,0272(brokerage business),92,-1
15,0137(brokerage business),93,78,15,0320(brokerage business),168,20,15,0069(brokerage business),78,-46
16,0268(brokerage business),89,-52,16,0349(brokerage business),82,-111,16,0103(brokerage business),66,0
17,0123(brokerage business),78,44,17,0148(brokerage business),76,13,17,0153(brokerage business),62,4
18,0081(brokerage business),77,68,18,0163(brokerage business),73,-6,18,0277(brokerage business),60,0
19,0009(brokerage business),63,17,19,0272(brokerage business),38,-1,19,0321(brokerage business),56,0
20,0320(brokerage business),50,-32,20,0268(brokerage business),30,29,20,0148(brokerage business),54,-4
Total,,2917,1242,Total,,4276,-98,Total,,4117,-158
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ad2610,,,,,,,,,,2026-08-19,
1,0163(brokerage business),2582,489,1,0323(brokerage business),1819,-2,1,0323(brokerage business),1786,16
2,0081(brokerage business),2477,576,2,0008(brokerage business),1497,-3,2,0008(brokerage business),1494,-3
3,0123(brokerage business),1854,-1362,3,0123(brokerage business),1434,-128,3,0139(brokerage business),1416,-76
4,0257(brokerage business),1666,-552,4,0253(brokerage business),1368,-17,4,0253(brokerage business),1372,24
5,0004(brokerage business),1482,379,5,0148(brokerage business),1249,-64,5,0123(brokerage business),1301,-84
6,0253(brokerage business),1329,17,6,0163(brokerage business),1141,92,6,0096(brokerage business),1121,26
7,0275(brokerage business),1199,574,7,0096(brokerage business),1108,28,7,0272(brokerage business),1104,64
8,0008(brokerage business),960,145,8,0139(brokerage business),1086,-75,8,0004(brokerage business),1060,-104
9,0048(brokerage business),799,-205,9,0009(brokerage business),1048,3,9,0009(brokerage business),1048,1
10,0148(brokerage business),554,101,10,0048(brokerage business),925,20,10,0048(brokerage business),947,23
11,0096(brokerage business),468,-69,11,0137(brokerage business),909,-5,11,0137(brokerage business),931,-4
12,0067(brokerage business),384,132,12,0257(brokerage business),884,-1,12,0257(brokerage business),885,-7
13,0161(brokerage business),277,-162,13,0275(brokerage business),850,5,13,0275(brokerage business),824,-2
